year,quelques_DET airs_NOUN,quelques_DET fers_NOUN
1800,3.4585809238762977e-07,0.0
1801,2.809795489611133e-07,2.3811825844433088e-09
1802,2.0140561218795483e-07,1.5664880947952042e-08
1803,1.8918289867997373e-07,0.0
1804,4.202146612897195e-07,0.0
1805,3.041879172993589e-07,0.0
1806,3.429186392622796e-07,0.0
1807,1.992868590150465e-07,0.0
1808,1.450287356874469e-07,2.2660739951163578e-09
1809,1.8524050737767084e-07,2.259030518203531e-09
1810,2.948559623128233e-07,2.106114038724627e-08
1811,1.5293167621166504e-07,0.0
1812,5.521121124729689e-07,4.880991042455207e-07
1813,5.665210984773239e-07,2.8757416004054903e-08
1814,2.6117418938653714e-07,0.0
1815,1.8071397800412115e-07,2.697223555614414e-09
1816,1.2515060632267705e-07,2.3176038865813098e-09
1817,2.6933909857973504e-07,0.0
1818,2.0266001610202977e-07,2.265023657521681e-08
1819,1.9977527188075328e-07,2.070210003424222e-09
1820,2.254631459308598e-07,2.1359666035891678e-08
1821,2.1004970562898961e-07,0.0
1822,1.9148926355683216e-07,2.3058916553964082e-08
1823,1.8381797417532653e-07,9.882686891060644e-10
1824,1.1957980028398651e-07,7.57900142644985e-09
1825,2.932212508355292e-07,1.0566531649658373e-08
1826,1.1186140369545683e-07,9.688783109140786e-09
1827,1.4931982822430356e-07,1.1982455028203276e-08
1828,1.6051527040872315e-07,2.659967357487858e-08
1829,1.8603791507310063e-07,9.430493719264632e-09
1830,3.1832348135196753e-07,1.878630406793036e-08
1831,1.38761739654214e-07,1.5591206103948707e-09
1832,1.4882965615470312e-07,1.0823975493678972e-08
1833,3.104412300558579e-07,1.1583628278799551e-08
1834,2.2962945855908856e-07,9.334531370086552e-09
1835,2.1101014624491654e-07,7.563087933704082e-09
1836,1.8885307717653177e-07,7.392825185359442e-09
1837,2.0456199401053254e-07,1.6003149028165353e-08
1838,1.6979716122023092e-07,1.1361891427696946e-08
1839,1.7059198764712846e-07,1.1885508133246958e-08
1840,1.7389249640231697e-07,1.3376346696958308e-08
1841,1.489567313939233e-07,1.3483152372373297e-08
1842,1.2678621041928295e-07,1.0733224087289273e-08
1843,1.5417037246834298e-07,1.4176587015413133e-08
1844,1.1306436009661525e-07,1.920996434146005e-08
1845,6.807878349945895e-08,3.79455498134007e-08
1846,8.313391930414582e-08,1.2294452789163302e-08
1847,8.41342897572872e-08,1.7258315665458213e-08
1848,7.642960653253539e-08,8.04522137798358e-09
1849,7.122502498901895e-08,5.02764896381791e-09
1850,7.53578577317171e-08,3.394498016007219e-09
1851,6.90089914101577e-08,5.8044946626978344e-09
1852,1.2109614822009007e-07,6.510545436100301e-09
1853,1.260077588938202e-07,8.957897534855874e-09
1854,1.1534374833033212e-07,7.793496792363186e-09
1855,9.127931832608738e-08,5.306937111981824e-09
1856,9.991975602474668e-08,1.501384794266869e-08
1857,1.0446429238308852e-07,9.763017949637742e-09
1858,1.3506546281405463e-07,1.5659763041853125e-08
1859,1.2934120241503422e-07,6.61982535454797e-09
1860,1.281611448078479e-07,1.2816114558500402e-08
1861,1.4713807061639272e-07,1.5091083493956603e-08
1862,1.486417464668932e-07,1.0391368709949944e-08
1863,1.378515337435715e-07,3.995696662428827e-09
1864,1.3808816845539695e-07,1.2466292886870178e-08
1865,9.225414704383539e-08,1.5061901947888146e-08
1866,1.0363755720277368e-07,3.21130452229923e-08
1867,1.2374669466908017e-07,2.2808213984149006e-08
1868,1.1015918943702019e-07,1.975949670551813e-08
1869,1.2159963236335614e-07,1.5138908904255288e-08
1870,1.536725093842506e-07,1.0321287824410774e-08
1871,6.266494367856978e-08,2.442870794538976e-08
1872,8.829115505371021e-08,2.1770421909650395e-08
1873,8.200826018267549e-08,1.3767810003173508e-08
1874,9.499628728093512e-08,2.2106053876314036e-08
1875,1.218685312665002e-07,2.0597497651930752e-08
1876,1.0520065596431039e-07,1.0882826417812907e-08
1877,1.9667715378535178e-07,1.422507656112515e-08
1878,2.9349971697456567e-07,9.662541877730746e-09
1879,1.3501609119614955e-07,2.443730195977878e-08
1880,1.9574431320279473e-07,3.3372799634889816e-08
1881,1.1922988063517437e-07,1.812852012950117e-08
1882,1.1713477610086898e-07,1.3310770263785798e-08
1883,1.2385904391010172e-07,1.3270612164717477e-08
1884,1.3335427606619987e-07,1.4523733327109767e-08
1885,1.0248560755599101e-07,1.740321664556177e-08
1886,9.292987668274577e-08,1.6133659241912568e-08
1887,7.442974159221905e-08,9.140494583448344e-09
1888,8.179393273799462e-08,1.7753721825997104e-08
1889,7.580815619689929e-08,1.5036328349093964e-08
1890,6.554386655643896e-08,1.5075089621063853e-08
1891,8.350228242193225e-08,2.2947192590550003e-08
1892,5.140180192597654e-08,3.761107425503951e-09
1893,6.89742667425719e-08,1.23168328869383e-08
1894,1.0649601733803138e-07,9.452309157609307e-09
1895,6.861220569476245e-08,1.5648398132839247e-08
1896,7.607167251677538e-08,8.845543852942228e-09
1897,6.817254760704827e-08,1.2236098023699071e-08
1898,5.4320205666869015e-08,1.3014216371232123e-08
1899,6.909473171390346e-08,1.0502398950507086e-08
1900,8.772879833696123e-08,1.038210584169974e-08
1901,6.985923667324201e-08,2.0119459875900247e-08
1902,5.990546014800202e-08,2.455141867585553e-08
1903,4.158169653045718e-08,3.8881586617023345e-08
1904,5.8045952933127865e-08,9.674325340824907e-09
1905,5.212366521734069e-08,9.289366387221776e-09
1906,4.835533462532737e-08,1.9033483233954485e-08
1907,7.508551180812617e-08,1.7485668024619372e-08
1908,7.367083521003792e-08,6.3848057951787496e-09
1909,7.206288454852938e-08,2.475442606453271e-08
1910,5.4510337355040406e-08,9.085056262847502e-09
1911,4.735132996813718e-08,1.2236860191805476e-08
1912,7.501566834378082e-08,4.1675369266691575e-09
1913,1.2727175668914015e-07,1.4318072560914885e-08
1914,8.370929860390675e-08,6.027069343605973e-09
1915,3.887651434109074e-08,1.0602685840410686e-08
1916,1.2086207812345151e-08,0.0
1917,4.934891073560266e-08,1.315970976634162e-08
1918,3.79050408838566e-08,6.89182577673364e-09
1919,5.7088659133341935e-08,3.6831393490643904e-09
1920,5.3762844842708546e-08,1.665891025126598e-08
1921,1.1207665906454167e-07,4.543648568500203e-09
1922,1.1804696997685937e-07,5.1645547283207804e-09
1923,6.900366411599634e-08,4.246379248229459e-09
1924,7.09039369439779e-08,1.289162443462999e-09
1925,6.708888511397504e-08,1.0998178368026856e-08
1926,6.79914426982009e-08,1.7833821974733155e-08
1927,1.0814748030441024e-07,4.459690061686672e-09
1928,8.798051664982154e-08,9.140832868403947e-09
1929,8.800921280638363e-08,1.5596569369336066e-08
1930,1.0503603853351251e-07,1.7856126022230967e-08
1931,7.299428173013212e-08,7.983749661377715e-09
1932,9.425201463741928e-08,1.3151444377967891e-08
1933,9.520649668637304e-08,4.588264879146209e-09
1934,9.585264137967897e-08,7.188948103475923e-09
1935,9.574627135577884e-08,9.574627313213568e-09
1936,7.153581371710516e-08,6.0623572828433225e-09
1937,4.910535889024459e-08,1.2591118148108649e-09
1938,5.963998495062128e-08,6.482607339819424e-09
1939,3.211750687626136e-08,6.117620188206274e-09
1940,7.100191878883777e-08,1.5214697057785997e-08
1941,1.1215709783130023e-07,5.9030051957620344e-09
1942,6.371844740726829e-08,6.068423541449874e-09
1943,6.677441199975931e-08,1.4516175816936538e-08
1944,8.675602458652065e-08,0.0
1945,7.842614380138002e-08,2.178504043826024e-09
1946,8.909507087651036e-08,9.744772988540262e-09
1947,7.152522862874378e-08,7.152522574216391e-09
1948,9.45854274903013e-08,1.0871887834440486e-09
1949,6.282885278707795e-08,9.817008539414473e-09
1950,4.147791021757996e-08,5.317680518146517e-09
1951,5.970384997500133e-08,1.1727541604500402e-08
1952,5.799642188719645e-08,5.272402070488624e-09
1953,6.464296520292123e-08,6.464296653518886e-09
1954,5.277169434769746e-08,6.840775279570721e-09
1955,7.883910368988722e-08,1.0324168187025862e-08
1956,7.936238799466366e-08,8.72114114258693e-09
1957,8.39328593293942e-08,1.0602045297236629e-08
1958,5.4596806187134916e-08,1.0753916868111446e-08
1959,4.2629114460623896e-08,8.525822714489095e-09
1960,9.550750013076481e-08,7.61291657491725e-09
1961,6.114380157740129e-08,6.2533435096767676e-09
1962,6.278537156845232e-08,1.0147130247162295e-08
1963,8.729172185084622e-08,7.1126584622049904e-09
1964,4.623815813564747e-08,3.041984220075733e-09
1965,8.59110838580257e-08,4.3776345326485e-09
1966,7.366969256850098e-08,9.416426860475724e-09
1967,7.642020039000386e-08,7.888536823763559e-09
1968,1.3833560785769805e-07,5.3896989093971115e-09
1969,6.994306778196346e-08,4.087581995104728e-09
1970,7.909806853945156e-08,6.898087434592526e-09
1971,9.300499703712717e-08,5.138397263237948e-09
1972,1.769900617176745e-07,4.617132176587546e-09
1973,7.167164683963279e-08,4.410563081425067e-09
1974,5.569315963960264e-08,1.350137179834121e-08
1975,5.140332159925265e-08,3.4268881066168433e-09
1976,6.284879372486785e-08,7.427584769459372e-09
1977,4.936496633689558e-08,4.7014254711541525e-09
1978,7.36633321007929e-08,7.722768868845264e-09
1979,4.915657725312883e-08,3.5111840102075575e-09
1980,5.855705387247667e-08,7.95921106799824e-09
1981,6.768337890150633e-08,6.958104370458074e-09
1982,6.642027328140898e-08,1.2415004690957687e-08
1983,6.94684785251809e-08,5.052252727288931e-09
1984,6.958810372381663e-08,8.118611838359158e-09
1985,5.5343134963692364e-08,7.820225356169885e-09
1986,4.975422962516518e-08,2.997242676272549e-09
1987,6.966331089763855e-08,1.8332451112712533e-09
1988,5.396898550280582e-08,6.596209300990807e-09
1989,6.366221461107102e-08,6.585746614717891e-09
1990,5.993515972413377e-08,5.4486510858708925e-09
1991,8.968041687040795e-08,8.7921980806982e-09
1992,7.052728356882199e-08,6.611933001110515e-09
