year,quelques_DET âmes_NOUN,quelques_DET ames_NOUN,quelques_DET femmes_NOUN
1889,3.132568284769377e-07,7.51816386923565e-09,6.409234742932313e-07
1890,2.477558034286176e-07,3.277193294515257e-09,6.475734011246459e-07
1891,3.3910851549023846e-07,3.1871099093194744e-09,6.750299093027934e-07
1892,2.990080352205382e-07,4.387958663087943e-09,6.569401165279487e-07
1893,2.968356813681794e-07,1.8475249663474358e-09,6.44170377483988e-07
1894,2.684455822077325e-07,1.386338599473902e-08,6.881280825155045e-07
1895,3.5148707411281066e-07,9.629783193076946e-09,5.681572048388261e-07
1896,3.125425251937486e-07,6.486731929378209e-09,7.200272165164279e-07
1897,2.948316932815942e-07,6.409385022720926e-09,6.776467955660337e-07
1898,3.5251550567494405e-07,1.640922908663356e-08,7.344544314946688e-07
1899,2.957254512381269e-07,6.633094074004475e-09,7.467758535995017e-07
1900,2.486514478761137e-07,3.114631885736685e-09,6.649739106023844e-07
1901,2.688183311505554e-07,6.706486699314951e-09,6.28174269934334e-07
1902,2.6417327525507517e-07,3.4371988033576883e-09,6.029828654163794e-07
1903,2.867516890603383e-07,5.940242076007962e-09,6.302056831941627e-07
1904,2.219720132146108e-07,5.374625189347171e-09,5.922836905369877e-07
1905,2.2397694099396404e-07,2.0643036724443675e-09,5.434279302107825e-07
1906,2.40747833224475e-07,6.173021371846943e-09,5.90037963377199e-07
1907,2.9468492712680927e-07,7.71426522661045e-09,5.831984424276015e-07
1908,2.892808161902849e-07,8.349361424464519e-09,6.821919242838703e-07
1909,2.882515319768686e-07,3.3005901345362076e-09,6.859726511265762e-07
1910,2.725516727863919e-07,7.481811170606534e-09,7.145129501395786e-07
1911,2.638905662877278e-07,5.852411555373749e-09,6.395089826582989e-07
1912,2.693270912956791e-07,5.209421227725386e-10,6.657640483354044e-07
1913,2.799978595646735e-07,4.772690798127144e-09,6.586313432421775e-07
1914,2.444311393290377e-07,2.0090231145353243e-09,6.194487838229179e-07
1915,1.6610874409295207e-07,4.712304657594757e-09,7.421880212632459e-07
1916,2.977602102660626e-07,1.0987462051303964e-09,7.713198328929138e-07
1917,2.3577812324759861e-07,0.0,7.764228371343052e-07
1918,3.38848111347545e-07,3.44591288836682e-09,6.064806541417056e-07
1919,3.185915460335309e-07,5.524709190130039e-09,6.316584091337063e-07
1920,3.15004847095679e-07,3.786115865267448e-09,5.588307203652221e-07
1921,2.567161381250571e-07,1.5145494858259667e-09,5.316068794058992e-07
1922,2.788859632119056e-07,2.951174138399182e-09,5.666254310199292e-07
1923,2.579675375535828e-07,1.0615948120573648e-09,6.475728184796026e-07
1924,2.9392903222458244e-07,1.289162443462999e-09,5.337132407134959e-07
1925,2.397602845150004e-07,5.499089184013428e-09,6.774877334692064e-07
1926,2.9537266854617883e-07,5.573069228326233e-09,6.275275978850914e-07
1927,3.2332751587205166e-07,5.574612438330462e-09,5.942536773773099e-07
1928,2.513729073783111e-07,1.1426041224282812e-09,5.415943533648715e-07
1929,2.3394852899372154e-07,3.342121912552898e-09,5.325114216248039e-07
1930,2.19525318811975e-07,5.251801771244402e-09,5.755974683552267e-07
1931,2.030153449794625e-07,6.843213995466613e-09,5.805326566132862e-07
1932,1.9179188637252764e-07,3.287861094491973e-09,4.997548757046388e-07
1933,1.766482045084672e-07,1.1470662197865522e-09,5.19621011108029e-07
1934,1.4497711475769393e-07,0.0,4.80461352481143e-07
1935,2.1423228968586727e-07,0.0,5.026679446018534e-07
1936,1.8550812619366752e-07,3.6374143697059935e-09,4.4861442916044325e-07
1937,1.5612986237201198e-07,1.2591118259130951e-08,4.3313447406490013e-07
1938,1.5298953348619193e-07,2.5930428915188486e-09,5.224981265428141e-07
1939,1.6364633736998258e-07,0.0,4.4505686958018487e-07
1940,1.4200383757767554e-07,2.5357829169792012e-09,4.5136935256095967e-07
1941,2.0955668134092775e-07,2.9515025978810172e-09,5.519309951296236e-07
1942,1.9115533689273434e-07,9.102635090130207e-09,4.854738904214173e-07
1943,2.1193616905890167e-07,0.0,4.5871116327589334e-07
1944,1.8636479381939353e-07,3.2131861615880553e-09,5.269625233950137e-07
1945,2.3963544215632737e-07,0.0,5.947316097376643e-07
1946,2.0881656315197006e-07,0.0,5.999996091077264e-07
1947,2.9325341266428495e-07,2.3841741914054637e-09,5.8173850447929e-07
1948,2.163505650187858e-07,1.0871887834440486e-09,5.348968770135798e-07
1949,1.6296234006674126e-07,9.817008317369869e-10,4.99685732791022e-07
1950,1.3506908569382858e-07,1.0635361480382244e-09,4.9029016224722e-07
1951,2.0256663457729474e-07,5.330700769690111e-09,4.701678193441694e-07
1952,1.7398927099065986e-07,0.0,5.430574034903657e-07
1953,1.5622049076569056e-07,0.0,5.257627861965375e-07
1954,1.6613311970559153e-07,1.9545072227344917e-09,4.7494525290403544e-07
1955,1.0230312685877152e-07,2.815682353940474e-09,4.2329090632620137e-07
1956,1.8663242951078018e-07,8.72114158667614e-10,5.712347785902239e-07
1957,1.2987505559891588e-07,0.0,4.726745217453754e-07
1958,1.3235590223814597e-07,8.272243445794913e-10,4.6324561964183886e-07
1959,1.3021255984568825e-07,7.750747599288843e-09,4.262911232899569e-07
1960,1.5710291378923102e-07,6.920833350854139e-10,4.796137531570821e-07
1961,1.500802389031719e-07,7.642975030641708e-09,5.31534190884031e-07
1962,1.1669199961872323e-07,1.2683912808952869e-09,5.397004940732586e-07
1963,1.2350162048591073e-07,6.466053248388448e-10,4.759015155286761e-07
1964,1.636587412257029e-07,1.3384730601639916e-08,5.049693783121256e-07
1965,1.3953710720215895e-07,1.5321721336114535e-08,5.061639996029044e-07
1966,1.3570733781165245e-07,4.985167167959048e-09,5.44491030041172e-07
1967,1.4593793906669816e-07,2.366561108191334e-08,5.122618773611975e-07
1968,1.7381778683045468e-07,1.5719955892556925e-08,6.296965153751444e-07
1969,1.2081075873027203e-07,4.9959334169624725e-09,4.5780917190541004e-07
1970,9.749297191774531e-08,9.197450051567913e-09,4.819463725880269e-07
1971,1.243492153690795e-07,1.9012070140433934e-08,4.6245578033676793e-07
1972,9.38816882012361e-08,3.7450070766720245e-08,5.017283513097937e-07
1973,1.1687992040876338e-07,8.269805285010534e-09,4.851619195278545e-07
1974,7.875800145384915e-08,4.5004573956397564e-09,4.297936726516127e-07
1975,6.511087269345239e-08,1.7134440533084216e-09,4.7519515078420227e-07
1976,9.598724926007662e-08,5.142174241967723e-09,4.833643671986465e-07
1977,8.34503017799193e-08,4.113747231748732e-09,5.400762503882106e-07
1978,8.376233839868519e-08,7.128709622605811e-09,5.619799381406665e-07
1979,9.304637416107653e-08,1.1703946811714161e-08,5.366259543393426e-07
1980,7.845507732362478e-08,6.822180653731635e-09,5.622613912237284e-07
1981,7.780425992365281e-08,5.69299452024552e-09,5.503228166503504e-07
1982,1.0366529057392881e-07,2.483000915987077e-09,5.878504723000333e-07
1983,8.14675757965233e-08,6.315316047889041e-10,5.481694458353559e-07
1984,9.510373866206123e-08,2.8995041922996734e-09,5.474263957694347e-07
1985,5.835091143602256e-08,4.812446441349039e-09,6.075713798736615e-07
1986,9.351397189938382e-08,4.795588426365072e-09,5.658794322016547e-07
1987,9.166225378720583e-08,7.944061797271473e-09,5.707503021312732e-07
1988,6.296381327430822e-08,1.798966087207532e-09,5.888615604021652e-07
1989,8.835876874613291e-08,2.1952488715726304e-09,6.536353680530738e-07
1990,1.008000403146525e-07,3.2691906959314565e-09,5.31788344915185e-07
1991,7.971592985711595e-08,0.0,6.019724736461285e-07
1992,7.934319512514776e-08,5.509944167592096e-10,6.336436015885738e-07
1993,9.582828930376763e-08,3.323524566667402e-09,6.370088243556893e-07
1994,8.809127605147182e-08,2.637463358823311e-09,6.134739720664584e-07
1995,9.272390588677126e-08,1.0844901643380922e-09,6.403914198926941e-07
1996,9.555185087606333e-08,1.6014276571496566e-09,6.715320211014841e-07
1997,8.630809711362986e-08,0.0,6.808750256936946e-07
1998,9.774665121753401e-08,3.814503379828693e-09,6.313002884894559e-07
1999,8.729084166603229e-08,1.8280804647829996e-09,7.13865404122771e-07
2000,7.599014306691743e-08,4.4180314962005696e-10,6.998161907745271e-07
2001,8.368114645662672e-08,2.190605918883648e-09,6.786496840049949e-07
2002,8.10526001870926e-08,2.6287327870022636e-09,6.988048539824376e-07
2003,9.500584363664188e-08,4.1669229178253886e-10,6.925425637405169e-07
2004,8.325055111946256e-08,3.0833537945085254e-09,6.924331970026287e-07
2005,8.467048973059832e-08,2.702249757291497e-09,6.282730566908867e-07
2006,9.01817860388121e-08,8.235779835885637e-10,6.736867703693861e-07
2007,6.830559584614093e-08,1.5977918155218873e-09,6.694747369806464e-07
2008,9.366367459406888e-08,2.128719839289417e-09,6.667150529438004e-07
2009,9.536384770747475e-08,1.907277002999308e-09,6.775601661956898e-07
2010,8.975206888806042e-08,1.8895172093635892e-09,7.288812753358798e-07
2011,8.412738417007404e-08,3.4415748029203996e-09,6.60782347949862e-07
2012,1.0280843110166415e-07,2.723402198201441e-09,7.853611094787993e-07
2013,1.0710239939371036e-07,1.1156500168141292e-09,7.868121798537686e-07
2014,1.307928858551577e-07,0.0,8.555673787213891e-07
2015,1.5072713299701945e-07,0.0,8.205762327406774e-07
2016,1.9159895003895144e-07,4.5569479856233386e-09,9.217463343702548e-07
2017,1.1471187999489985e-07,1.2578056374223934e-09,7.438662521508377e-07
2018,1.174567376693858e-07,1.0325866828253538e-09,7.780540443036443e-07
2019,1.4693689998068749e-07,5.1019755087367e-10,7.397864294489409e-07
