year,leurs_DET îles_NOUN,leurs_DET iles_NOUN,leurs_DET fils_NOUN
1848,1.0297883790144624e-07,1.850400987990497e-08,1.673406076818651e-06
1849,7.0387088157986e-08,1.5920887719289567e-08,1.7320250194075015e-06
1850,8.486245395289416e-08,1.5614690873633208e-08,1.5662213357359178e-06
1851,1.173797865572368e-07,1.9348317170653218e-08,1.8193866857529883e-06
1852,1.0221556356881933e-07,1.4974254503030693e-08,1.71227339862412e-06
1853,1.5646460838070197e-07,1.911018188138769e-08,1.5843535479120874e-06
1854,8.001323226203283e-08,1.091089552041069e-08,1.4262099261586059e-06
1855,7.48278168316574e-08,1.2736649068756378e-08,1.854243809162881e-06
1856,7.455152228885709e-08,1.0354378687793542e-08,1.81822884925964e-06
1857,8.200934997759646e-08,5.369659827891837e-09,1.7407461143648106e-06
1858,6.802209451262087e-08,1.125545512348225e-08,1.7049566771731861e-06
1859,1.0744486100833228e-07,1.5785737605966688e-08,2.0755698066921013e-06
1860,8.193159151126395e-08,1.052752293673187e-08,1.8894615720910224e-06
1861,1.2261505411004237e-07,9.431927516789784e-09,2.0170176071587775e-06
1862,9.442591442088144e-08,1.2650361869148696e-08,1.7416836861627871e-06
1863,8.341017121438199e-08,4.994620939058336e-09,2.047295108553726e-06
1864,9.97303416516715e-08,1.1986820425136102e-08,1.8191197952432958e-06
1865,8.42525156308227e-08,9.413688717430091e-09,1.950987030596707e-06
1866,6.519920958680814e-08,1.2164032114903023e-08,1.6961526583259001e-06
1867,6.648351735805136e-08,6.308654931785895e-09,1.8280540761139719e-06
1868,6.323038481692578e-08,7.903798504571569e-09,1.8060179378664998e-06
1869,7.764795384446188e-08,4.395167230164532e-09,1.6159564513174018e-06
1870,7.798306400630395e-08,8.601073187008978e-09,1.7913168619543285e-06
1871,5.523012092112367e-08,1.0621177271019633e-09,1.8002895210145198e-06
1872,1.2094678414342752e-07,2.1165687758006868e-08,2.0052976630324792e-06
1873,9.218447194481172e-08,8.979006427267677e-09,1.6772784796614815e-06
1874,9.499628317310993e-08,4.182226565063729e-09,1.6167292464785987e-06
1875,9.726596328363257e-08,8.58229043387837e-09,1.4887413755104717e-06
1876,1.2212949296319664e-07,1.813804439976252e-09,1.483087427089913e-06
1877,9.215375551541172e-08,8.04026067946495e-09,1.410756553354986e-06
1878,8.937850992651875e-08,6.6429974854287366e-09,1.4771611276387375e-06
1879,7.942122692838893e-08,4.887460103297769e-09,1.7014470898857326e-06
1880,7.765593856845499e-08,1.9253538763308597e-09,1.4639107455138856e-06
1881,1.568814221308834e-07,6.275256814181063e-09,1.4237860135324354e-06
1882,9.517200538766701e-08,3.9932310791357395e-09,1.6179240986957666e-06
1883,7.456819828277617e-08,2.5277356319186595e-09,1.5874179624120188e-06
1884,1.267525835402239e-07,1.1222884843675729e-08,1.4041808942266698e-06
1885,9.152802432632612e-08,7.090199150017185e-09,1.5811144038480052e-06
1886,6.647067607445933e-08,6.453463874400711e-09,1.4533201024846676e-06
1887,7.638842053347972e-08,6.528924623161458e-09,1.4840245690095344e-06
1888,6.784457906583441e-08,7.608737417896805e-09,1.2833404188228315e-06
1889,9.836264780460624e-08,6.265136742733546e-09,1.5023798347613138e-06
1890,6.619930115192574e-08,8.520702587944129e-09,1.4734260247450948e-06
1891,6.820415521247014e-08,5.0993759215245404e-09,1.369819869978528e-06
1892,7.208789298829288e-08,8.149066310636499e-09,1.4010124846919325e-06
1893,6.774258315411785e-08,1.1700991287000306e-08,1.3363763891049985e-06
1894,8.065970380499721e-08,6.9316932194141145e-09,1.4159558823223506e-06
1895,5.777869915846168e-08,1.5648397688750038e-08,1.292196582625138e-06
1896,6.781583294923621e-08,5.307326134129653e-09,1.4099796317168511e-06
1897,6.642453209693144e-08,1.6314797735006437e-08,1.484646642069265e-06
1898,4.9227688925235213e-08,1.0750874412934763e-08,1.4423147050024454e-06
1899,4.9748205555033564e-08,1.2160672469008205e-08,1.7776692011750583e-06
1900,7.578937299967947e-08,7.267474289029963e-09,1.442593706713069e-06
1901,6.650599004842661e-08,3.912117352289357e-09,1.4150686560299164e-06
1902,7.021706238674597e-08,7.856454153909453e-09,1.4308567504173197e-06
1903,7.290297321382866e-08,9.180374016537485e-09,1.3959569713506426e-06
1904,8.00819179858081e-08,1.9348650681649815e-08,1.3071088531546593e-06
1905,1.0734378719234883e-07,5.1607592088664944e-09,1.4300463497818328e-06
1906,6.893207427083325e-08,1.3374879870298173e-08,1.4434581814271041e-06
1907,6.788553319481139e-08,1.337139243773322e-08,1.5382244775707932e-06
1908,8.840500242968119e-08,6.3848060172233545e-09,1.4022016063819365e-06
1909,5.721022944271681e-08,3.85068837926994e-09,1.4016506142411345e-06
1910,8.924731698112254e-08,9.619471330601925e-09,1.5006375200243838e-06
1911,5.373577927070272e-08,7.980561100850991e-09,1.3790409614244936e-06
1912,4.844761869460257e-08,6.772247651554153e-09,1.3742452793508164e-06
1913,4.507541251363989e-08,4.772690687104841e-09,1.3607472020282785e-06
1914,5.089525245693949e-08,6.696743715117748e-09,1.6085578184998894e-06
1915,8.835571208010151e-08,1.1780761921542648e-09,2.3007828389154383e-06
1916,6.043104150421641e-08,3.2962386153911893e-09,2.167826352206248e-06
1917,4.8252267959014716e-08,3.2899273305631027e-09,2.195478099764614e-06
1918,4.2499593178035866e-08,1.1486376294556067e-09,2.190451951378236e-06
1919,1.1601888871837218e-07,1.0128633542993981e-08,1.8213123631483086e-06
1920,7.49650914677602e-08,1.0601124422748853e-08,1.6212147713190461e-06
1921,5.831015403856554e-08,2.8019165654313838e-08,1.3721818774570238e-06
1922,5.976127681606158e-08,6.640141769764796e-09,1.2476089104040966e-06
1923,8.492758496458919e-08,4.246379248229459e-09,1.1507688206791045e-06
1924,4.769901096324247e-08,1.0313299547703991e-08,1.3884279965736823e-06
1925,4.5092530598367375e-08,2.1996355847875293e-09,1.2669901003903306e-06
1926,5.461608021395392e-08,2.229227691330493e-09,1.3854649871802849e-06
1927,7.024011949852138e-08,8.919379901328739e-09,1.2810458862588803e-06
1928,5.141718517620575e-08,1.0283436990832229e-08,1.1106111656999929e-06
1929,7.129860279952993e-08,6.684243603061191e-09,1.2120762580281053e-06
1930,5.3568378177715203e-08,1.0503603542488804e-09,1.1322884532205535e-06
1931,9.922660559880114e-08,4.5621426636444085e-09,9.991092326799844e-07
1932,8.110057336807586e-08,5.4797684168050864e-09,1.0466357984739716e-06
1933,6.079451253526713e-08,2.2941324395731044e-09,1.0725068868566723e-06
1934,8.866369682891673e-08,1.7972370258689807e-08,1.12626849002595e-06
1935,8.018750463634206e-08,9.574627313213568e-09,9.993516840722805e-07
1936,4.849885737456816e-08,6.0623572828433225e-09,1.1651850755356463e-06
1937,6.547381470323188e-08,3.777335333410292e-09,1.3069580475644216e-06
1938,5.963998717106733e-08,6.482607117774819e-09,1.2485501734715854e-06
1939,6.270560426457905e-08,3.058810094103137e-09,1.1317597685689407e-06
1940,8.114505334333444e-08,7.607348750937604e-09,1.257748280636406e-06
1941,4.132103725851266e-08,0.0,1.7030169878751167e-06
1942,8.799214157306778e-08,6.068423541449874e-09,1.2076162754226516e-06
1943,6.67744117777147e-08,2.9032352077962287e-09,1.4661337708332667e-06
1944,1.4780655988033686e-07,1.2852744646352221e-08,1.735120559231973e-06
1945,8.714016530575464e-08,4.357008087652048e-09,1.564165945211471e-06
1946,5.8468636154884734e-08,5.568441707737293e-09,1.3976788117986416e-06
1947,5.1259744449083655e-08,3.5762612871081956e-09,1.1789741662937558e-06
1948,5.870819563824625e-08,4.348755133776194e-09,1.14263542272397e-06
1949,6.97007607186606e-08,1.9634016634739737e-09,1.1220839972736485e-06
1950,5.1049734439700956e-08,1.0635361480382244e-09,1.1815886828969724e-06
1951,6.183613110444242e-08,7.462981344019681e-09,1.0256268438979532e-06
1952,6.010538089462614e-08,9.490323416017077e-09,9.500868181078204e-07
1953,6.572034694229956e-08,3.232148326759443e-09,1.1366388434908004e-06
1954,4.4953667233116335e-08,2.9317608341017376e-09,1.031002568652184e-06
1955,4.974372203037092e-08,5.631364707880948e-09,1.0277240534151133e-06
1956,6.802490304380626e-08,2.0058625871399727e-08,9.567092398299337e-07
1957,6.272876618140799e-08,5.301022731885041e-09,1.0283984348546937e-06
1958,4.4670112941957996e-08,9.926692023931594e-09,9.810881049787668e-07
1959,5.193000929271108e-08,7.750748043378053e-09,9.982963717902749e-07
1960,4.7753748622092473e-08,6.228750071279876e-09,1.0443538052129497e-06
1961,5.4195642806842415e-08,4.168895617606694e-09,1.094335054574458e-06
1962,6.405375857498896e-08,3.805173953708163e-09,1.0159814074484075e-06
1963,6.983337241805998e-08,5.1728423766661535e-09,1.1845809275712327e-06
1964,3.954579413933956e-08,2.4335873316516654e-09,9.97770850830193e-07
1965,5.636204747361262e-08,1.6416130121932326e-09,1.0900309970196531e-06
1966,6.591498902253079e-08,2.215629901769489e-09,1.1139079632016546e-06
1967,4.9796391010659136e-08,2.4651677366094304e-09,1.1354562978738159e-06
1968,7.186265094105693e-08,5.838840411165336e-09,1.158785273958074e-06
1969,5.586361992437894e-08,4.541757803178115e-09,1.1713193330820104e-06
1970,5.472482911272891e-08,4.1388525939822784e-09,1.0439105224691048e-06
1971,4.419021981671989e-08,2.5691987426412766e-09,1.0538853487673805e-06
1972,6.771793703563844e-08,2.0520587451500205e-09,9.849882474100013e-07
1973,6.119655893144227e-08,5.513203782392395e-09,1.0166347994555736e-06
1974,6.975708544132431e-08,5.063014563155832e-09,1.063795604494544e-06
1975,4.5120694736056066e-08,1.1422960355389478e-09,1.1434383395680925e-06
1976,6.684826192593363e-08,2.856763492431469e-09,1.0832846655262074e-06
1977,5.465407015847745e-08,5.289103821581875e-09,1.0143325344103005e-06
1978,9.089104935355863e-08,4.1584139465200565e-09,1.1821776482179303e-06
1979,6.671249508372057e-08,4.681578680276743e-09,1.1563498922839699e-06
1980,6.992735657185278e-08,4.548120546843393e-09,1.0597120443378572e-06
1981,5.566483451957538e-08,5.692994742290125e-09,1.1784498550326816e-06
1982,9.559553615368088e-08,5.586752060970923e-09,1.0397566008180092e-06
1983,7.957298464589257e-08,3.789189739755727e-09,1.0698145800347447e-06
1984,5.103127370675864e-08,2.319603453759811e-09,1.1348660180487968e-06
1985,8.421781283463048e-08,3.609334831011779e-09,1.1279171800993026e-06
1986,7.31327230996115e-08,2.9972427317837003e-09,1.0658195428447925e-06
1987,7.149655872895622e-08,3.6664902225425067e-09,1.1665549752848392e-06
1988,6.65617461148571e-08,4.797243047249822e-09,1.0218127197703097e-06
1989,6.585746348264365e-08,7.134558943633351e-09,1.031766935000178e-06
1990,8.71784138212206e-08,8.717841559757744e-09,1.1295053390369958e-06
1991,5.685621273787689e-08,5.2753188484189195e-09,1.0111027641812598e-06
1992,8.37511535678459e-08,2.754972139307199e-09,1.10309087020255e-06
1993,8.641163384837114e-08,1.6617622278225497e-09,1.1322140380798373e-06
1994,6.435410421223864e-08,2.1099705871385765e-09,1.1077345867249733e-06
1995,6.778063310619586e-08,1.0844901643380922e-09,1.1246162721079145e-06
1996,7.473329244334082e-08,1.6014276571496566e-09,1.169042224802297e-06
1997,9.877482953779548e-08,2.397447240731765e-09,1.2250955467862923e-06
1998,7.819731706604216e-08,2.86087753487152e-09,1.2301772933653865e-06
1999,1.046576068586269e-07,1.3710603763428253e-09,1.0630288418411737e-06
2000,9.056964289655411e-08,4.4180314962005696e-10,1.176521781331985e-06
2001,9.77010203850881e-08,2.628727069353687e-09,1.1675929023624576e-06
2002,1.0120621585230083e-07,1.314366449012283e-09,1.2442669241607973e-06
2003,9.625592023443375e-08,0.0,1.1696552615347855e-06
2004,8.325055489422084e-08,0.0,1.178281626934563e-06
2005,7.926599110419374e-08,1.8014998381943315e-09,1.2263709638915543e-06
2006,6.012119618814538e-08,8.235779835885637e-10,1.3020768463434251e-06
2007,8.54818594797635e-08,7.988958938831558e-10,1.4519932776124733e-06
2008,7.833689091851781e-08,1.7029758436759579e-09,1.0720232843652866e-06
2009,7.056924999915282e-08,2.860915504498962e-09,1.2030149783015531e-06
2010,5.668551494864005e-08,4.723793023408973e-10,1.111508545648121e-06
2011,7.456745265699283e-08,0.0,9.785544214935271e-07
2012,8.510631765989984e-08,1.3617010852229328e-09,1.0747225580587383e-06
2013,8.39526650420197e-08,1.3945625210176615e-09,1.132384731761249e-06
2014,7.644021399189072e-08,8.661780875884872e-10,1.2661358432808356e-06
2015,6.849218237015009e-08,8.866301581811342e-10,1.1668052408708718e-06
2016,7.871092322364603e-08,1.2428039986023265e-09,1.2695243221116925e-06
2017,5.987154882980406e-08,1.0062445598979508e-09,1.5858413497937818e-06
2018,8.286507774402097e-08,2.5814667070633845e-10,1.0320704433297578e-06
2019,6.785627537642114e-08,2.55098775436835e-10,1.1339141110511264e-06
