year,cents_ADJ âmes_NOUN,cents_ADJ ames_NOUN,cents_ADJ femmes_NOUN
1831,6.236482619215167e-08,6.548306430431694e-08,1.5279381671007286e-07
1832,4.464889968858188e-08,1.2176972319366541e-08,1.7588959622116818e-07
1833,7.645194699534841e-08,1.9692167896323554e-08,1.2741990929043823e-07
1834,1.5868701908061666e-08,2.8937046536725575e-08,2.1749457346231793e-07
1835,2.949604294144592e-08,4.5378527602224494e-09,1.5731222902104491e-07
1836,3.1587525484155776e-08,2.352262562510532e-08,2.3522625269833952e-07
1837,4.940102726891382e-08,3.6181031504156635e-08,2.066493607344455e-07
1838,6.185918977053007e-08,3.597932263232906e-08,2.2408174515931023e-07
1839,5.942753844578874e-08,2.7965900706306e-09,1.2654570014092315e-07
1840,3.694419348221345e-08,1.2102408852854296e-08,1.745294753163762e-07
1841,4.8796167106957e-08,3.467096121312352e-08,1.9197440792595444e-07
1842,8.117000760421433e-08,7.379091560011375e-09,1.7240240879345947e-07
1843,4.548321541619771e-08,2.1855571574747046e-08,1.2345444133643468e-07
1844,4.665277231197251e-08,6.037417232818143e-09,1.4434915840411122e-07
1845,4.910600637231255e-08,3.348136878855712e-09,1.2109094882362115e-07
1846,3.102885770545072e-08,1.6392604607062822e-08,1.9729669986645604e-07
1847,5.2314270249098627e-08,4.853901280910122e-09,1.693472171382382e-07
1848,5.309846429213394e-08,3.218088684420195e-09,1.89867236599639e-07
1849,8.211826951765033e-08,1.6758829879393033e-09,1.248532868203256e-07
1850,3.326607966869233e-08,2.4440385715251978e-08,1.1133953137232311e-07
1851,7.739326690625603e-08,3.8696632564949596e-09,1.3737304982441856e-07
1852,6.315229228448516e-08,3.2552727180501506e-09,1.2890879474980466e-07
1853,5.5538965426649156e-08,1.7915795513800958e-09,1.3675723664619e-07
1854,3.065441944727354e-08,0.0,1.3508727647604246e-07
1855,3.555647865027822e-08,1.5920811335945473e-09,1.4434868944590562e-07
1856,2.5368226630462232e-08,5.177189232874468e-10,1.1803991384340407e-07
1857,4.881509241272397e-08,3.905207268672939e-09,1.3961115996607987e-07
1858,4.306435030798639e-08,2.4468380654951716e-09,1.6883181785942725e-07
1859,6.467060131853941e-08,0.0,1.736431158860796e-07
1860,4.394096464466202e-08,0.0,1.446390172077372e-07
1861,4.1500481273715195e-08,0.0,1.1742749705945243e-07
1862,5.3764036778147783e-08,1.8071945051545413e-09,1.6038850958466355e-07
1863,2.8968800691586694e-08,2.9967726078439227e-09,1.5383432128146524e-07
1864,5.178306139441702e-08,0.0,1.227450354690518e-07
1865,2.9653119071326728e-08,1.4120533631256649e-09,1.3085026751014084e-07
1866,3.065336073859726e-08,0.0,1.5132056319089315e-07
1867,1.455843445796745e-08,4.85281148598915e-10,1.1355578521943244e-07
1868,1.877152122631287e-08,0.0,1.3337660220713587e-07
1869,5.07885999923019e-08,0.0,1.1866951865613373e-07
1870,3.956493799250893e-08,1.1468097582678638e-09,1.3475015236963372e-07
1871,1.274541272522356e-08,0.0,1.4444800910951017e-07
1872,1.5723081503438152e-08,0.0,1.6448763062726357e-07
1873,2.8134220286801792e-08,0.0,1.1852289105718228e-07
1874,1.3144139998644278e-08,0.0,1.188947251762329e-07
1875,2.689117728493784e-08,0.0,1.6420783310877596e-07
1876,3.023007266733657e-08,6.04601479992084e-10,1.0399145367046003e-07
1877,2.4120781816350245e-08,0.0,1.2060391441082174e-07
1878,2.1740719446938783e-08,0.0,1.4071076748223277e-07
1879,2.077170613290491e-08,6.10932526790009e-10,1.392926094467839e-07
1880,3.3372799634889816e-08,0.0,7.059630746653056e-08
1881,2.3009274485730202e-08,0.0,1.366611428466058e-07
1882,4.326000180299161e-08,0.0,1.0582062515140933e-07
1883,2.6541224329434954e-08,6.319338941018771e-10,1.1627583518247775e-07
1884,2.8387297845711146e-08,0.0,1.280729264863112e-07
1885,1.2246707647989297e-08,0.0,1.372920337416872e-07
1886,2.0651084398082276e-08,0.0,7.163345117078279e-08
1887,3.721487118468758e-08,6.528924623161458e-10,7.899998877292091e-08
1888,2.8532765483646472e-08,0.0,1.1222888218753724e-07
1889,2.255449160770695e-08,1.2530273485467092e-09,1.321943869925235e-07
1890,2.6217545467943637e-08,0.0,8.32407067719032e-08
1891,1.2748440525456317e-08,0.0,1.2111017611005082e-07
1892,2.005923960268774e-08,0.0,1.2286284345464082e-07
1893,1.9091091374434654e-08,1.847525021858587e-09,1.1331486149401826e-07
1894,1.3233232287745977e-08,6.301539290376468e-10,1.531274023136575e-07
1895,1.444467478961542e-08,0.0,1.3361324135985342e-07
1896,2.299841384001411e-08,0.0,1.2678611938099493e-07
1897,1.5732126712464378e-08,0.0,1.3459708725349628e-07
1898,1.640922953072277e-08,0.0,9.223118269119368e-08
1899,1.492446166651007e-08,5.527578395003729e-10,7.628058540376514e-08
1900,1.5054054003371675e-08,0.0,1.1472227612330244e-07
1901,7.265360757457984e-09,5.588738916095792e-10,9.333194128657851e-08
1902,1.2275709337927765e-08,0.0,1.0458904853294371e-07
1903,1.5660639007819555e-08,0.0,8.69435439199151e-08
1904,8.599400302955473e-09,0.0,7.201997931360893e-08
1905,8.773290538499623e-09,0.0,5.986480289266183e-08
1906,1.9033482345776065e-08,0.0,8.539346652014501e-08
1907,1.2342823652033985e-08,0.0,7.714265137792609e-08
1908,7.858222517143076e-09,0.0,9.429867020571692e-08
1909,9.351672325408344e-09,0.0,9.296662284441481e-08
1910,4.275320542035388e-09,0.0,5.611358133705835e-08
1911,9.044636151145369e-09,0.0,8.619006308663302e-08
1912,1.1460726589973547e-08,0.0,8.856016364688912e-08
1913,1.3787773589513108e-08,0.0,7.901454779357664e-08
1914,1.6072185360371805e-08,0.0,6.361906201846068e-08
1915,3.2986132936230206e-08,0.0,1.0720493293092659e-07
1916,1.538244731591476e-08,0.0,1.1317085579776176e-07
1917,1.6449636319748606e-08,0.0,1.2392060000365746e-07
1918,3.44591288836682e-09,0.0,1.2635014456918725e-07
1919,1.8415696745321952e-09,0.0,1.2062281484759296e-07
1920,9.843901693784574e-09,0.0,6.66356356759934e-08
1921,1.5145494858259667e-09,0.0,7.421292735898533e-08
1922,8.853522359686394e-09,0.0,7.451714623130101e-08
1923,1.3800733000834953e-08,1.0615948120573648e-09,6.157249998750558e-08
1924,9.02413699321869e-09,0.0,9.797634703545555e-08
1925,1.9796720707176974e-08,0.0,8.688560626524122e-08
1926,5.57306911730393e-09,0.0,1.0031524766418443e-07
1927,5.574612327308159e-09,0.0,1.438250052387957e-07
1928,0.0,0.0,9.940655587570291e-08
1929,7.798284684668033e-09,0.0,8.132496986945625e-08
1930,9.453243521306831e-09,0.0,7.037414206934045e-08
1931,1.596749932275543e-08,1.1405356659111021e-09,6.957267828511249e-08
1932,1.4247397928102146e-08,3.287861094491973e-09,5.8085543486186e-08
1933,5.735331320977366e-09,0.0,3.9000251916831985e-08
1934,4.7926320689839486e-09,0.0,7.428579351653752e-08
1935,1.4361940969820353e-08,0.0,6.821922227118193e-08
1936,1.2124714565686645e-08,0.0,5.941110003959693e-08
1937,1.1332006444320086e-08,0.0,8.310137644684801e-08
1938,3.8895642262559704e-09,0.0,8.168085230408906e-08
1939,2.141167065872196e-08,0.0,3.8235125288110794e-08
1940,1.2678914806940611e-08,0.0,3.550096039361961e-08
1941,8.854508237732261e-09,0.0,3.836953510472085e-08
1942,1.8205270180260413e-08,0.0,7.58552971547033e-08
1943,1.4516175816936538e-08,0.0,7.548411673496958e-08
1944,2.8918675454292497e-08,0.0,4.177142187700156e-08
1945,2.6142048525912287e-08,0.0,5.664110602765504e-08
1946,6.960552134671616e-09,0.0,1.0162406027802717e-07
1947,1.6689218895749036e-08,0.0,8.344609625510202e-08
1948,1.0871888278529696e-08,0.0,8.697510622823756e-08
1949,1.1780409536754632e-08,0.0,5.2030145525350235e-08
1950,5.317680518146517e-09,0.0,7.12569203642488e-08
1951,8.529121409139861e-09,0.0,5.437314953837813e-08
1952,9.490323193972472e-09,0.0,7.90860283927941e-08
1953,1.1851209791302608e-08,0.0,7.218464048719397e-08
1954,1.5636057781875934e-08,0.0,7.818029246209335e-08
1955,1.0324168187025862e-08,0.0,9.291751723594643e-08
1956,1.0465369904011368e-08,0.0,6.45364508500279e-08
1957,7.068030161150318e-09,0.0,5.6544241289202546e-08
1958,5.790570245522986e-09,0.0,7.941353885598801e-08
1959,1.4726420971555854e-08,0.0,5.8905683886223414e-08
1960,1.1765417085030094e-08,0.0,7.266874746392205e-08
1961,1.042223907177231e-08,0.0,7.156604198144123e-08
1962,1.331810839388936e-08,0.0,6.785893447158742e-08
1963,7.759263453976928e-09,0.0,6.789355921910101e-08
1964,1.5818317322668918e-08,6.083968329129164e-10,7.969998705448234e-08
1965,1.2038495533772675e-08,5.472043373977442e-10,4.4323552828018364e-08
1966,1.0524241922382771e-08,0.0,7.090015685662365e-08
1967,6.409436092980059e-09,0.0,6.853166212295037e-08
1968,1.0779397818794223e-08,0.0,6.018497344939533e-08
1969,1.589615195030092e-08,0.0,6.721801781850445e-08
1970,9.197449912790034e-09,4.5987250119061684e-10,5.840380623567398e-08
1971,9.762954888969944e-09,1.0276794970565106e-09,6.320228607137324e-08
1972,6.669190977248718e-09,2.0520587451500205e-09,6.310080635785198e-08
1973,9.923766697284009e-09,5.513203782392395e-10,7.277429148189185e-08
1974,1.0688586016271984e-08,0.0,4.894247496167736e-08
1975,1.5420996035686585e-08,0.0,5.5401358167728176e-08
1976,1.428381679602353e-08,0.0,5.027903782206522e-08
1977,3.526069214387917e-09,0.0,6.464460255983795e-08
1978,5.940591130126904e-09,5.940591352171509e-10,6.53465050959312e-08
1979,6.437170796402825e-09,1.1703946700691858e-09,7.080888053678791e-08
1980,4.548120546843393e-09,0.0,7.049586514540351e-08
1981,4.427884725544118e-09,0.0,6.768338067786317e-08
1982,1.0552754226011984e-08,0.0,9.373328424544525e-08
1983,5.68378455412244e-09,0.0,5.810090897284681e-08
1984,8.69851302098823e-09,0.0,5.9149886766363124e-08
1985,6.015557829641693e-09,0.0,6.496802740230123e-08
1986,1.0790073723399018e-08,0.0,5.6947612847579876e-08
1987,8.555143260480236e-09,0.0,5.6830597117141224e-08
1988,1.0194141530917022e-08,0.0,9.114761923001424e-08
1989,1.8659616074501173e-08,0.0,9.439570192171232e-08
1990,8.172976073694826e-09,0.0,7.083246345018779e-08
1991,1.4067516929117119e-08,0.0,8.557739050729651e-08
1992,7.713921945651236e-09,5.509944167592096e-10,1.0413794626629169e-07
1993,1.0524494165053966e-08,0.0,8.585771382740859e-08
1994,8.967375286772494e-09,1.0549853213248639e-09,8.703629106321387e-08
1995,9.21816667442954e-09,0.0,8.4590233484505e-08
1996,9.074756945892659e-09,0.0,6.992900836166882e-08
1997,1.4384683666435194e-08,0.0,7.384137745702901e-08
1998,1.2873949017944142e-08,0.0,7.15219385938326e-08
1999,7.312321859131998e-09,0.0,6.352579617896481e-08
2000,9.277866475088103e-09,0.0,6.273604924444953e-08
2001,8.762423675534592e-09,0.0,5.3888904005816585e-08
2002,1.3143664823189738e-08,4.38122149670761e-10,7.75476181047452e-08
2003,7.500461585152607e-09,0.0,8.208838409018426e-08
2004,1.3654853248112886e-08,0.0,7.664336720836218e-08
2005,1.216012357474483e-08,0.0,8.376974136581339e-08
2006,1.8118715416903797e-08,0.0,7.576917226970181e-08
2007,1.1583990655594789e-08,0.0,6.511001515718817e-08
2008,1.3198063086861112e-08,0.0,7.748540298280204e-08
2009,1.0490023072406984e-08,0.0,8.201291024079183e-08
2010,1.842279218067233e-08,0.0,6.849499811778514e-08
2011,1.4913490886669933e-08,0.0,6.921388973069043e-08
2012,1.7021264397953928e-08,0.0,1.065531094468497e-07
2013,1.7571487376244477e-08,0.0,8.841526266678557e-08
2014,2.0788274213145996e-08,0.0,8.921634275793622e-08
2015,2.3717356967267733e-08,2.2165753954528356e-10,9.065793449281045e-08
2016,2.2991875070488277e-08,4.1426800878596737e-10,1.0253133098103717e-07
2017,1.861552334503358e-08,0.0,6.616058101371891e-08
2018,1.6779534206534663e-08,2.5814667070633845e-10,7.512068123105564e-08
2019,2.3724185282958388e-08,0.0,8.418259511699944e-08
