year,mes_DET oies_NOUN,mes_DET fois_NOUN
1987,2.4443267410134695e-09,0.0
1988,5.9965538645734284e-09,1.1993107618124554e-09
1989,1.6464366536794728e-09,1.6464366536794728e-09
1990,3.269190529398003e-09,0.0
1991,1.0550637363770932e-08,5.861465202094962e-10
1992,7.713921945651236e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,6.85740436656701e-09,0.0
1995,3.79571546416102e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,2.3974471297094624e-09,0.0
1998,2.3840646123929332e-09,1.43043876743576e-09
1999,3.656160929565999e-09,4.570201161957499e-10
2000,4.418031274155965e-09,4.4180314962005696e-10
2001,1.2267393101339508e-08,0.0
2002,8.324320788233308e-09,1.3143663935011318e-09
2003,9.583922655487243e-09,0.0
2004,2.642874807889939e-09,2.642874807889939e-09
2005,6.305249211635555e-09,0.0
2006,7.000412693969338e-09,0.0
2007,2.7961355453243186e-09,0.0
2008,2.554463751636149e-09,4.257439678578834e-10
2009,5.721830786953319e-09,0.0
2010,6.140930985942816e-09,1.8895172093635892e-09
2011,8.41273803398046e-09,0.0
2012,9.531907513293802e-09,0.0
2013,1.3945625543243523e-08,0.0
2014,1.6240839117998007e-08,4.330890368553497e-10
2015,8.866302025900552e-09,1.329945265027277e-09
2016,8.07822619908194e-09,6.214020409345267e-10
2017,7.043711836018929e-09,7.54683426862357e-10
2018,1.523065362718512e-08,0.0
2019,1.122434611922074e-08,5.1019755087367e-10
