year,suis_VERB aux_ADP,suis_VERB faux_ADJ
1845,7.92392356174787e-08,2.7901139176833567e-09
1846,1.0830827790186959e-07,0.0
1847,1.0570718700364523e-07,5.393223645455691e-10
1848,2.4537925469303445e-07,1.6090443422100975e-09
1849,3.2344541978091e-07,0.0
1850,1.9280749086192372e-07,0.0
1851,1.3479326810283965e-07,1.2898877521649865e-09
1852,7.291811243703705e-08,1.3021090872200602e-09
1853,1.176470547648023e-07,0.0
1854,1.283329140733258e-07,2.0782657816909023e-09
1855,1.1887539130839286e-07,2.1227748447927297e-09
1856,1.423726985194662e-07,5.177189232874468e-10
1857,1.2643108959764504e-07,7.322263684272912e-09
1858,1.7372549621086364e-07,0.0
1859,1.6091267696083378e-07,1.018434669930457e-09
1860,1.6432090887974482e-07,0.0
1861,1.362913479852068e-07,9.431927461278633e-10
1862,1.6535830127395457e-07,0.0
1863,1.5483324489196093e-07,0.0
1864,1.8172019622397784e-07,0.0
1865,1.6521023837867688e-07,9.41368871743009e-10
1866,1.7224269299731532e-07,0.0
1867,1.4558435168510186e-07,0.0
1868,1.8129337320260674e-07,0.0
1869,1.958291164783077e-07,4.883519144627257e-10
1870,1.605533697102146e-07,5.734048791339319e-10
1871,2.0923718579979322e-07,0.0
1872,2.545929760344734e-07,0.0
1873,2.687716005311813e-07,2.3944017879529156e-09
1874,2.2225546558729548e-07,0.0
1875,2.5003072323670494e-07,1.2587359599081083e-08
1876,2.454682146435516e-07,0.0
1877,1.5400192410197633e-07,0.0
1878,1.7513356453946471e-07,6.039088673581716e-10
1879,1.5823152921257133e-07,0.0
1880,1.5980437240159517e-07,0.0
1881,1.9104670911929134e-07,1.3945015142624584e-09
1882,1.9100954773421108e-07,6.655385131892899e-10
1883,1.8452469419116824e-07,4.423537092179686e-09
1884,1.3533478693261713e-07,3.9610181801208455e-09
1885,1.4180398011376383e-07,6.445635691854079e-10
1886,1.4778431989270757e-07,0.0
1887,1.7562807386184431e-07,1.3057849246322917e-09
1888,1.616856764030672e-07,0.0
1889,1.8482153052445938e-07,0.0
1890,1.4354105815073126e-07,0.0
1891,1.5871808045631042e-07,0.0
1892,1.673692793247028e-07,0.0
1893,1.3240595819752343e-07,0.0
1894,1.4367509493240505e-07,6.301539290376468e-10
1895,1.5106722628388525e-07,1.2037228991346183e-09
1896,1.2324790077400394e-07,0.0
1897,1.4275448734224483e-07,5.826713556089658e-10
1898,1.5617060000749916e-07,0.0
1899,1.5974701739196462e-07,0.0
1900,1.3237185214620695e-07,0.0
1901,1.4698383665745496e-07,0.0
1902,1.2423018347362813e-07,9.820567692386817e-10
1903,1.2204498034407152e-07,0.0
1904,1.4941457493478083e-07,0.0
1905,1.3676012144969718e-07,0.0
1906,1.21917167916763e-07,3.600929110447737e-09
1907,1.4039962081824342e-07,2.5714217422034835e-09
1908,1.3997458836456644e-07,4.911389073214423e-10
1909,1.2707272389889113e-07,5.500983557560346e-10
1910,1.464297270103998e-07,0.0
1911,1.3194528492022073e-07,0.0
1912,1.437800278836221e-07,1.0418842455450772e-09
1913,1.1560517521047586e-07,3.71209285532359e-09
1914,1.3393487563462259e-07,2.678697486047099e-09
1915,1.1427339074998599e-07,0.0
1916,9.229468389548856e-08,0.0
1917,8.992468281121546e-08,0.0
1918,1.1141784739265859e-07,3.44591288836682e-09
1919,1.2062281484759296e-07,0.0
1920,9.313845339420368e-08,0.0
1921,1.2192123222121154e-07,0.0
1922,1.4534532510879217e-07,0.0
1923,1.6560879601001943e-07,0.0
1924,1.6888027687400609e-07,0.0
1925,1.4077667742640187e-07,0.0
1926,1.2929520210036571e-07,1.1146138456652466e-09
1927,1.0703256236865855e-07,0.0
1928,1.2682906458394427e-07,0.0
1929,1.1920234754825287e-07,2.2280812750352652e-09
1930,1.2079144084964355e-07,0.0
1931,1.4712910001435375e-07,0.0
1932,1.1178727277183498e-07,4.383814644626227e-09
1933,1.0323596200123575e-07,0.0
1934,1.365900175187562e-07,0.0
1935,9.813992818408224e-08,4.787313656606784e-09
1936,8.366053094732706e-08,0.0
1937,8.184226629737168e-08,3.777335333410292e-09
1938,8.557041297763135e-08,5.186085783037697e-09
1939,8.411727492330101e-08,0.0
1940,5.5787225505810056e-08,0.0
1941,5.312704587367989e-08,5.9030051957620344e-09
1942,1.2440268903901597e-07,0.0
1943,8.129058670647282e-08,2.9032352077962287e-09
1944,9.960876923287287e-08,0.0
1945,9.149717072887142e-08,2.178504043826024e-09
1946,1.1554516277101357e-07,0.0
1947,1.215928904230168e-07,4.7683483828109274e-09
1948,1.2502671609126992e-07,0.0
1949,9.915178367236877e-08,0.0
1950,1.4570444761830004e-07,0.0
1951,1.3326751968634198e-07,1.0661401761424827e-09
1952,1.0439355691005403e-07,0.0
1953,7.649417455013463e-08,1.0773827385790469e-09
1954,1.504970583710019e-07,4.886268278880834e-09
1955,1.1450441661509103e-07,2.815682353940474e-09
1956,1.1860752380243866e-07,0.0
1957,1.1397198562690392e-07,6.184526224473075e-09
1958,9.264912392836777e-08,0.0
1959,1.007597205671118e-07,4.650448914844674e-09
1960,9.758375085766602e-08,6.920833350854139e-10
1961,1.1603425775774667e-07,1.3896318540318475e-09
1962,1.0654486715111489e-07,6.341956404476434e-10
1963,1.1638896069143811e-07,1.939815863494232e-09
1964,1.192457830256899e-07,0.0
1965,9.466634764976334e-08,5.472043373977442e-10
1966,8.862519962349324e-08,3.3234448526542337e-09
1967,1.0698828134536598e-07,2.465167847631733e-09
1968,1.2620878919733514e-07,2.6948494546985557e-09
1969,1.1308976866075682e-07,2.2708788183223305e-09
1970,1.0071207867667908e-07,5.058597540852361e-09
1971,1.0482330736749645e-07,1.541519245584766e-09
1972,1.0875911016228201e-07,5.130146973897354e-09
1973,9.868634975873647e-08,1.6539611902288698e-09
1974,1.0013517481866074e-07,2.2502286700643026e-09
1975,7.767613396936213e-08,0.0
1976,8.113207883297946e-08,5.713526873840635e-10
1977,7.992423434188822e-08,5.876781727920388e-09
1978,8.198016132610064e-08,5.940591352171509e-10
1979,1.1001709765423584e-07,1.1703946700691858e-09
1980,7.902359300260287e-08,0.0
1981,1.1069711547406769e-07,6.325549528618524e-10
1982,7.759378206628753e-08,1.2415004579935385e-09
1983,1.0925496951585956e-07,6.315316047889041e-10
1984,8.814492957753828e-08,4.059305780401701e-09
1985,9.143648327381015e-08,1.2031116103372597e-09
1986,1.0010790418846227e-07,7.1933827783254856e-09
1987,9.655090593696514e-08,6.110816852533674e-10
1988,1.0913728232253561e-07,1.798966087207532e-09
1989,9.933501132763922e-08,2.1952488715726304e-09
1990,1.0297950581161786e-07,3.2691906959314565e-09
1991,8.909427151593263e-08,1.7584396161396398e-09
1992,1.0523993410060939e-07,2.2039776670368383e-09
1993,1.1410767086772466e-07,1.1078414852150331e-09
1994,1.1552089063116e-07,2.1099706426497278e-09
1995,9.76041150124729e-08,2.1689803286761844e-09
1996,9.661946620553863e-08,1.067618438099771e-09
1997,9.062350869726288e-08,1.917957792585412e-09
1998,1.3160037326542806e-07,9.536258449571733e-10
1999,1.1105588981763503e-07,4.570201161957499e-10
2000,1.2193767418011703e-07,1.7672125984802278e-09
2001,1.0558720475728478e-07,1.7524847129024579e-09
2002,1.0646368053812694e-07,8.76244299341522e-10
2003,1.2084076672636002e-07,4.1669229178253886e-10
2004,1.2421511996763002e-07,1.3214374039449694e-09
2005,1.1169299085622697e-07,1.3511248786457486e-09
2006,1.2600743559687544e-07,1.6471559671771274e-09
2007,1.438012589005666e-07,1.5977917877663117e-09
2008,1.6050547912982438e-07,1.7029758714315335e-09
2009,1.902508870443853e-07,9.53638501499654e-10
2010,2.413858339878061e-07,1.8895172093635892e-09
2011,2.2370235797097848e-07,1.911985902935953e-09
2012,2.7846786565532966e-07,3.063827413996023e-09
2013,2.9787855737595237e-07,1.6734750252211938e-09
2014,3.137730004709738e-07,5.197068553286499e-09
2015,3.712763714247558e-07,1.5516027351836215e-09
2016,3.722198016475886e-07,2.6927420293532123e-09
2017,3.491668394417502e-07,3.018733707449428e-09
2018,4.579521828418365e-07,3.0977600484760615e-09
2019,4.0101528497871186e-07,2.806086474294034e-09
