year,certains_DET oeufs_NOUN,certains_DET feux_NOUN
1859,0.0,7.129042689513199e-09
1860,4.577183909670879e-10,1.8308735638683515e-09
1861,4.715963730639317e-10,6.13075279431996e-09
1862,0.0,9.939570055905733e-09
1863,0.0,6.493007020935693e-09
1864,0.0,2.3973640850272204e-09
1865,4.706844358715045e-10,1.4591217234460885e-08
1866,0.0,9.244664589402873e-09
1867,4.85281148598915e-10,4.367530337390235e-09
1868,0.0,1.975949626142892e-09
1869,0.0,7.813630631403612e-09
1870,0.0,4.587239033071455e-09
1871,0.0,1.6993883633631413e-08
1872,6.047339295989218e-10,7.861540751719076e-09
1873,0.0,8.979006871356887e-09
1874,0.0,1.7923826867161097e-09
1875,6.865832347102696e-09,1.7736734747586524e-08
1876,6.04601479992084e-10,7.255217759905008e-09
1877,1.2369631985365004e-09,4.9478527941460015e-09
1878,0.0,1.3285995192902078e-08
1879,6.10932526790009e-10,6.720257905712401e-09
1880,1.2835692508872398e-09,1.2835692730917003e-08
1881,0.0,7.669758383954672e-09
1882,0.0,2.728707926280549e-08
1883,6.951272724098345e-09,3.09647596452578e-08
1884,0.0,3.9610181801208455e-09
1885,6.445635691854079e-10,6.445635691854079e-10
1886,0.0,9.034849313138693e-09
1887,6.528924623161458e-10,0.0
1888,1.268122939990235e-09,1.014498351992188e-08
1889,0.0,7.51816386923565e-09
1890,6.554386478008212e-10,8.520702365899524e-09
1891,1.2748440081367107e-09,7.649063604731055e-09
1892,6.268512375839919e-10,6.8953633913793055e-09
1893,1.847525021858587e-09,6.158416554491453e-09
1894,0.0,5.671385361338821e-09
1895,0.0,1.3240951890480801e-08
1896,1.179405795248556e-09,2.9485144326102386e-09
1897,1.7480140668268973e-09,4.078699600285063e-09
1898,1.13167097914868e-09,1.584339370808152e-08
1899,5.527578395003729e-10,4.9748205555033564e-09
1900,0.0,8.824790675987515e-09
1901,5.588738916095792e-10,2.7943693803322844e-08
1902,9.820567692386817e-10,6.38336894454028e-09
1903,5.940242076007962e-09,1.6200660812870638e-09
1904,1.0749250378694342e-09,1.6123875568041512e-09
1905,1.5482277682110634e-09,4.1286072338664326e-09
1906,5.144184522798412e-10,3.600929110447737e-09
1907,1.028568674676933e-09,7.199980833760833e-09
1908,1.964555629285769e-09,1.2278472460991452e-08
1909,3.300590023513905e-09,9.351672325408344e-09
1910,2.6720753387721174e-09,6.947395991829808e-09
1911,3.1922244847493175e-09,1.5961122201701983e-08
1912,1.5628263128064646e-09,4.167536982180309e-09
1913,3.181793939432964e-09,4.772690687104841e-09
1914,1.3393487430235496e-09,4.018046340092951e-09
1915,1.1780761921542648e-09,2.1205371680821372e-08
1916,0.0,2.0876177675432928e-08
1917,3.289927441585405e-09,8.773139548168274e-09
1918,0.0,1.722956355365568e-08
1919,2.762354567309444e-09,5.524709134618888e-09
1920,4.543339038320937e-09,3.028892692213958e-09
1921,3.786373714564917e-09,5.300923311413186e-09
1922,2.2133805899215986e-09,7.377935595798135e-09
1923,4.246379248229459e-09,1.2739137300599168e-08
1924,0.0,9.024136882196387e-09
1925,2.1996355847875293e-09,1.759708534443405e-08
1926,3.3438415369957397e-09,1.3375366592072169e-08
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,4.570416489713125e-09,4.570416489713125e-09
1929,4.4561625500705304e-09,3.342121912552898e-09
1930,1.3654684494213143e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,4.383814644626227e-09,8.76762951129706e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,8.377798899061872e-09,1.3165112555668657e-08
1936,1.8187072292619177e-08,7.274828739411987e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,7.779128452511941e-09,6.482607339819424e-09
1939,6.117620188206274e-09,1.2235240376412548e-08
1940,3.0429394115571995e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,0.0,2.8918675454292497e-08
1945,4.357008087652048e-09,1.089252021913012e-08
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,9.53669654357725e-09,1.1920871401116528e-08
1948,1.087188761239588e-08,2.609253058061256e-08
1949,1.9634016634739737e-09,1.2762110923603132e-08
1950,4.2541445921528975e-09,3.190608444114673e-09
1951,1.0661401539380222e-08,2.0256663457729474e-08
1952,7.381362854275153e-09,8.435843135146115e-09
1953,5.386913581872932e-09,1.185120990232491e-08
1954,8.795282502305213e-09,1.172704333640695e-08
1955,5.631364707880948e-09,3.754243138587299e-09
1956,5.232684952005684e-09,6.104799110673298e-09
1957,2.6505113104313693e-09,8.835037590415595e-09
1958,4.9633461784992505e-09,1.4890038202430844e-08
1959,2.325224457422337e-09,7.750747710311146e-09
1960,2.076250060767393e-09,7.612916741450704e-09
1961,1.1811870925804158e-08,5.55852741612739e-09
1962,4.439369427622353e-09,6.341956571009888e-09
1963,2.5864211883330768e-09,7.759263787043835e-09
1964,8.517555494247375e-09,7.909158883379064e-09
1965,8.755269398363907e-09,5.47204326295514e-09
1966,6.092982229866095e-09,1.1078149508847446e-08
1967,7.395503209828291e-09,5.423369253687582e-09
1968,2.69484942694298e-09,1.0779397818794223e-08
1969,1.8167030935156703e-09,8.62933943746036e-09
1970,1.3796175313274261e-09,6.438215072179787e-09
1971,3.5968783507200897e-09,1.0790634386026454e-08
1972,1.0260293725750103e-09,1.0260293947794707e-08
1973,1.102640756478479e-09,1.0475087242056702e-08
1974,6.188128787165681e-09,2.8127858930915295e-09
1975,6.8537762132336866e-09,5.711480177694739e-09
1976,3.4281161798155324e-09,5.142174241967723e-09
1977,2.3507127910882275e-09,1.1165885105413054e-08
1978,5.346532216954358e-09,5.940591463193812e-09
1979,5.851973350345929e-10,1.287434114871644e-08
1980,1.1370301367108482e-09,8.527726191864815e-09
1981,3.795329828193417e-09,5.69299452024552e-09
1982,3.724501262958313e-09,1.055275355987817e-08
1983,4.420721011477724e-09,4.420721344544631e-09
1984,7.538711266352749e-09,6.95881025025713e-09
1985,4.210890636180409e-09,4.812446552371341e-09
1986,7.792831269171074e-09,5.395036972721812e-09
1987,4.277571630240118e-09,1.894353229836554e-08
1988,1.3792074093910145e-08,1.2592762832497328e-08
1989,1.317149311841348e-08,6.036934285802431e-09
1990,3.814055626882862e-09,1.907027913361503e-08
1991,3.516879065745826e-09,6.4476117778156095e-09
1992,1.65298330578878e-09,1.157088269643225e-08
1993,2.769603768548734e-09,4.431365774326679e-09
1994,2.1099706426497278e-09,5.274926495602017e-09
1995,2.1689803286761844e-09,7.049185846152994e-09
1996,0.0,8.007137841659073e-09
1997,0.0,1.006927830005111e-08
1998,0.0,4.7681292247858664e-09
1999,0.0,1.0511462811280126e-08
2000,1.3254094488601709e-09,1.0161472330239008e-08
2001,0.0,1.3143635735346493e-08
2002,0.0,1.0076809608960957e-08
2003,8.333845835650777e-10,7.500461418619153e-09
2004,4.404791253964646e-10,8.369103104977071e-09
2005,0.0,8.557124342445377e-09
2006,4.1178899179428186e-10,1.235366953178385e-08
2007,3.994479469415779e-10,8.388406969039863e-09
2008,0.0,1.0217855339611503e-08
2009,4.76819250749827e-10,6.675469510497578e-09
2010,0.0,8.502827553158454e-09
2011,3.82397197240536e-10,5.7359577088078595e-09
2012,3.404252713057332e-10,8.510631754887754e-09
2013,0.0,1.338780064585876e-08
2014,2.1654451842767486e-10,6.71287994635783e-09
2015,2.2165753954528356e-10,8.42298653047635e-09
2016,0.0,9.32103016992869e-09
2017,0.0,1.0062445376934903e-08
2018,0.0,9.809573819907769e-09
2019,0.0,1.0203950684406493e-08
