year,anciens_ADJ arts_NOUN,anciens_ADJ phares_NOUN
1875,4.577221601742565e-09,4.005069165202713e-09
1876,1.6324240181830874e-08,6.650616057868319e-09
1877,2.4739263970730008e-09,4.9478527941460015e-09
1878,5.435179750712393e-09,4.22736201599605e-09
1879,1.221865053580018e-09,3.0546627449723474e-09
1880,3.2089231272180996e-09,6.417846254436199e-09
1881,1.1156012114099667e-08,1.3945015142624584e-09
1882,1.3310770263785798e-09,1.3310770263785798e-09
1883,1.2638677882037541e-09,4.423537092179686e-09
1884,1.9805090900604227e-09,0.0
1885,5.156508553483263e-09,6.445635580831777e-09
1886,8.38950331427668e-09,2.5813855497602844e-09
1887,3.9173548849191775e-09,1.3057849246322917e-09
1888,2.53624587998047e-09,4.4384300679212174e-09
1889,8.14467782106476e-09,6.265136742733546e-10
1890,2.6217545912032847e-09,3.2771931834929546e-09
1891,4.461953917456185e-09,1.9122659011827636e-09
1892,3.761107425503951e-09,1.56712811616444e-08
1893,7.390100087434348e-09,3.079208221734575e-09
1894,6.301539290376468e-09,2.520615716150587e-09
1895,1.3240951446391591e-08,7.824199066419624e-09
1896,4.1279202278587945e-09,0.0
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,0.0,2.26334195829736e-09
1899,3.3165470370022376e-09,4.9748205555033564e-09
1900,7.786579381274805e-09,2.07642125715779e-09
1901,4.470991132876634e-09,6.147612641171918e-09
1902,1.1293652679711386e-08,0.0
1903,1.6200660812870638e-09,2.1600881083827517e-09
1904,5.374625189347171e-09,0.0
1905,5.676835002077496e-09,1.5482277682110634e-09
1906,1.1317205839134203e-08,5.144184522798412e-10
1907,1.6971383132169393e-08,1.028568674676933e-09
1908,5.40252820258047e-09,2.4556945366072114e-09
1909,1.5952851484257735e-08,3.300590023513905e-09
1910,7.481810726517324e-09,9.085056262847502e-09
1911,3.7242617878519013e-09,5.320374141248863e-10
1912,7.814131564032323e-09,1.0418842455450772e-09
1913,1.4848371032716301e-08,2.121195885607108e-09
1914,6.027069288094822e-09,0.0
1915,4.712304768617059e-09,0.0
1916,0.0,0.0
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0
1919,9.207848372660976e-10,0.0
1920,9.086677632552664e-09,7.572231730534895e-10
1921,4.543648568500203e-09,1.5145494858259667e-09
1922,1.1804696775641332e-08,0.0
1923,4.246379248229459e-09,1.1677542488541803e-08
1924,1.289162443462999e-09,0.0
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,8.916910765321973e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,1.713906150335731e-08,0.0
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,1.995684684175103e-08,1.0503603542488804e-09
1931,1.7108034988666532e-08,6.843213995466613e-09
1932,6.575722188983946e-09,0.0
1933,2.2941324395731044e-09,6.882397318719313e-09
1934,9.585264137967897e-09,0.0
1935,3.590485242455088e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,4.588215141154706e-09,4.588215141154706e-09
1940,3.0429394115571995e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,3.3376331032286544e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,1.5249528306782167e-08,0.0
1946,6.960552134671616e-09,0.0
1947,7.152522574216391e-09,0.0
1948,1.0871888278529696e-08,0.0
1949,8.835307596655184e-09,0.0
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,6.326882129314981e-09,0.0
1953,6.464296320451979e-09,0.0
1954,4.886268056836229e-09,0.0
1955,9.385607846468247e-09,0.0
1956,6.976913491385517e-09,0.0
1957,9.718541527092839e-09,1.7670075402875796e-09
1958,4.1361216673863055e-09,0.0
1959,6.200598368089061e-09,0.0
1960,3.460416619915918e-09,0.0
1961,8.33779090214648e-09,0.0
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,9.699079539515765e-09,1.2932106496776896e-09
1964,2.4335873316516654e-09,1.2167936658258327e-09
1965,3.283225968875314e-09,2.73602163147757e-09
1966,5.539074754423723e-09,0.0
1967,2.4651677921205817e-09,0.0
1968,2.245707841908029e-09,0.0
1969,5.904285060864822e-09,0.0
1970,9.657322941336588e-09,1.8394900047624674e-09
1971,4.624557736754298e-09,5.138397485282553e-10
1972,4.104117490300041e-09,5.130146862875051e-10
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,6.750686232237513e-09,2.2502286700643026e-09
1975,1.7134440533084216e-09,5.140332159925265e-09
1976,1.142705374768127e-08,6.2848797277581525e-09
1977,4.7014254711541525e-09,2.938390863960194e-09
1978,5.346532327976661e-09,1.7821774056514528e-09
1979,1.7555920051037788e-09,7.022368020415115e-09
1980,3.97960553399912e-09,1.7055452605774235e-09
1981,6.958104314946922e-09,2.5302198114474095e-09
1982,3.724501262958313e-09,2.483000915987077e-09
1983,1.2630632095778083e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,2.8995041922996734e-09
1985,1.3234227824732159e-08,1.2031116103372597e-09
1986,2.997242676272549e-09,5.994485463567401e-10
1987,3.055408426266837e-09,6.110816852533674e-10
1988,1.0793796967334401e-08,3.597932174415064e-09
1989,7.683371272548811e-09,5.488121956886971e-09
1990,2.724325431913144e-09,0.0
1991,7.033758464558559e-09,0.0
1992,3.3059665005552574e-09,1.1019888335184191e-09
1993,8.308811416668505e-09,1.550978012687665e-08
1994,3.692448513614721e-09,6.329911705904578e-09
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,1.6014276571496566e-09
1997,7.192341833217597e-09,1.438468344439059e-09
1998,6.198567881199324e-09,9.536258449571733e-10
1999,7.312321692598545e-09,1.8280804647829996e-09
2000,5.301637906462986e-09,8.836062992401139e-10
2001,7.0099388516098315e-09,2.190605918883648e-09
2002,5.695587890208742e-09,3.066854992184176e-09
2003,4.166923084358842e-09,1.2500769308587678e-09
2004,7.488145048473172e-09,2.2023955992267474e-09
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,8.23577994690794e-09,1.6471559671771274e-09
2007,5.592271090648637e-09,2.7961355453243186e-09
2008,8.089135139499604e-09,2.554463751636149e-09
2009,3.814554005998616e-09,9.53638501499654e-10
2010,6.140930874920514e-09,1.4171379625338432e-09
2011,3.059177577924288e-09,3.823971805871906e-09
2012,2.7234021704458655e-09,2.0425516833455504e-09
2013,3.62586255464592e-09,1.1156500168141292e-09
2014,5.4136130300808105e-09,2.165445156521173e-09
2015,2.659890530054554e-09,5.098123256885856e-09
2016,5.59261836841074e-09,1.86420612280358e-09
2017,2.7671724911471074e-09,2.515611330355938e-10
2018,3.0977600484760615e-09,1.290733298020541e-09
2019,3.316284080678855e-09,2.2958890344426663e-09
