year,mêmes_ADJ iles_NOUN,mêmes_ADJ fils_NOUN
1800,3.144164484325529e-09,5.0306631749208464e-08
1801,2.3811825400343878e-08,3.5717739876872656e-08
1802,0.0,3.5805442166747525e-08
1803,0.0,8.581492494386112e-08
1804,0.0,4.449331569844617e-08
1805,2.842877711017877e-09,3.695740957709859e-08
1806,0.0,7.780506905419315e-08
1807,0.0,4.839823830593559e-08
1808,0.0,2.4926814390369145e-08
1809,0.0,1.3554183553310395e-08
1810,2.3401267590372754e-09,1.0998595456612748e-07
1811,0.0,1.0529722516139373e-07
1812,0.0,1.8670457180292033e-08
1813,0.0,1.9267469042461016e-07
1814,0.0,4.405347908686963e-08
1815,8.091670444798638e-09,1.3486118000116676e-08
1816,2.3176038865813098e-09,5.0987285504788815e-08
1817,0.0,2.1796227045456362e-08
1818,1.1921177378582115e-09,1.5497530370112145e-08
1819,4.140420006848444e-09,3.1053151161586356e-09
1820,0.0,5.102586797534059e-08
1821,9.86148829262845e-10,4.6348993976153e-08
1822,0.0,9.023054303725075e-08
1823,0.0,4.5460360809101985e-08
1824,1.6842225392110777e-09,7.242157096243318e-08
1825,8.805443041381977e-10,2.1133063299316746e-08
1826,8.807984341885344e-10,5.989429041619587e-08
1827,0.0,4.7008093417844066e-08
1828,0.0,1.9261833017480967e-08
1829,0.0,6.858540846366168e-09
1830,2.0873671680021744e-09,1.461157062010443e-08
1831,0.0,2.8064171431196883e-08
1832,0.0,1.488296597074168e-08
1833,1.1583628500844156e-09,9.614411311531512e-08
1834,0.0,5.3206825612051034e-08
1835,0.0,1.9664028627630614e-08
1836,6.720750067579218e-10,1.68018754465038e-08
1837,0.0,2.365682938432201e-08
1838,0.0,5.049729523420865e-08
1839,0.0,7.2012191765225e-08
1840,1.2739377330817092e-09,3.4396318682183846e-08
1841,6.420548537278137e-10,7.704657889462396e-08
1842,6.708265054555795e-10,3.8237111255057243e-08
1843,1.1813822142769936e-09,5.1390127708828004e-08
1844,0.0,7.57421432240335e-08
1845,1.6740683839167048e-09,6.528866691724033e-08
1846,4.0981511517657054e-09,5.561776106333127e-08
1847,1.0786447290911383e-09,3.289866512545814e-08
1848,2.413566457803995e-09,1.206783295515379e-08
1849,1.6758829879393033e-09,3.6869426622843093e-08
1850,1.3577992064028876e-09,4.2091777174846357e-08
1851,0.0,3.8696633453128015e-08
1852,2.6042181744401205e-09,7.0313888045348e-08
1853,1.7915795513800958e-09,5.6733352238325097e-08
1854,5.195664454227256e-10,4.2084881357595805e-08
1855,2.653468555990912e-09,3.6087172361476405e-08
1856,2.0708756931497874e-09,7.76578374939163e-08
1857,4.881509085841174e-10,9.909463472013158e-08
1858,4.893676019968041e-10,5.627727261980908e-08
1859,0.0,6.416138376152958e-08
1860,4.577183909670879e-10,7.506581312100025e-08
1861,9.431927461278633e-10,5.32903889904901e-08
1862,0.0,3.5240294238292336e-08
1863,3.995696662428827e-09,3.9457503930862003e-08
1864,4.794727948009836e-10,3.548098703731739e-08
1865,4.706844247692743e-09,3.95374932793402e-08
1866,4.865612912574591e-10,4.962925004292629e-08
1867,0.0,2.7661025470138156e-08
1868,0.0,3.951899429921468e-08
1869,0.0,3.711474505507795e-08
1870,0.0,5.3326655091723296e-08
1871,0.0,4.991953161948004e-08
1872,6.047339295989218e-10,5.5635521079011596e-08
1873,0.0,4.3697831131339626e-08
1874,5.974609140757536e-10,1.8521287614703397e-08
1875,5.721527140956084e-10,2.1741803024610817e-08
1876,3.627608879952504e-09,5.2600327649088285e-08
1877,6.184815992682502e-10,4.7004601100297805e-08
1878,6.039088673581716e-10,5.978697714681402e-08
1879,6.10932526790009e-10,4.215434401544371e-08
1880,4.492492600149944e-09,4.8775632421893533e-08
1881,0.0,5.5780059682319916e-08
1882,1.3310770263785798e-09,4.9249848643739824e-08
1883,6.319338941018771e-10,5.8769852984141835e-08
1884,3.300848483434038e-09,6.601696611596708e-08
1885,6.445635691854079e-10,8.701608322780885e-08
1886,0.0,1.1487165352264128e-07
1887,0.0,6.528924956228366e-08
1888,1.268122939990235e-09,5.0090857683926515e-08
1889,0.0,6.891650627949275e-08
1890,1.3108772956016423e-09,6.161123167203186e-08
1891,6.374220040683554e-10,7.01164211136529e-08
1892,6.268512375839919e-10,3.322311670217459e-08
1893,0.0,4.434059874824925e-08
1894,6.301539290376468e-10,4.285046628638156e-08
1895,0.0,3.7315409429083957e-08
1896,5.89702897624278e-10,3.184395680477792e-08
1897,5.826713556089658e-10,3.903898004864459e-08
1898,5.6583548957434e-10,1.5277558773618694e-08
1899,5.527578395003729e-10,3.040167939616367e-08
1900,5.191053142894475e-10,2.2321527737290126e-08
1901,5.588738916095792e-10,3.856229824350521e-08
1902,0.0,6.874397229239548e-08
1903,5.400220270956879e-10,1.674068350610014e-08
1904,2.1498500757388683e-09,3.117282432185675e-08
1905,2.0643036724443675e-09,1.5482276793932215e-08
1906,1.0288369045596824e-09,3.446603713541663e-08
1907,0.0,3.291419758966185e-08
1908,0.0,1.817213934884876e-08
1909,1.1001967115120692e-09,3.355599886845084e-08
1910,0.0,3.20649036211762e-08
1911,0.0,2.8730021028877673e-08
1912,0.0,3.334029585744247e-08
1913,5.30298971401777e-10,4.454511426388308e-08
1914,0.0,1.875088173619588e-08
1915,2.3561523843085297e-09,1.8849219074468238e-08
1916,0.0,2.4172416956957932e-08
1917,0.0,3.289927263949721e-08
1918,0.0,2.5270027848023346e-08
1919,0.0,6.813807829075813e-08
1920,0.0,3.63467123065675e-08
1921,0.0,2.877644078580488e-08
1922,7.377935484775833e-10,2.2871599725249325e-08
1923,0.0,1.2739137744688378e-08
1924,0.0,2.9650736976805092e-08
1925,0.0,2.639562701745035e-08
1926,0.0,4.458455293843144e-08
1927,0.0,3.5677519605314956e-08
1928,0.0,5.0274582719112004e-08
1929,0.0,3.119313873867213e-08
1930,1.0503603542488804e-09,3.676261073337628e-08
1931,0.0,3.42160717536899e-08
1932,2.1919073223131136e-09,7.6716757391182e-09
1933,0.0,3.326492148403304e-08
1934,0.0,3.4746584276490466e-08
1935,1.196828414151696e-09,1.795242710045386e-08
1936,0.0,2.424942913137329e-08
1937,0.0,3.021868266728234e-08
1938,0.0,4.2785206488815675e-08
1939,0.0,3.8235125288110794e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,1.8205270180260413e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,1.742803235060819e-08
1946,1.3921104269343232e-09,1.6705325123211878e-08
1947,1.1920870957027319e-09,1.907339353124371e-08
1948,0.0,4.240036233227329e-08
1949,0.0,2.3560819073509265e-08
1950,1.0635361480382244e-09,2.1270722072586068e-08
1951,0.0,1.5992101864981123e-08
1952,2.1089607837865287e-09,2.741649041126948e-08
1953,2.1547654771580937e-09,2.5857186614075545e-08
1954,9.772536113672459e-10,2.052232517257835e-08
1955,1.8771215692936494e-09,1.6894095011821264e-08
1956,0.0,1.4825940475304833e-08
1957,8.835037701437898e-10,1.5903067307476704e-08
1958,1.6544486891589827e-09,1.7371711180658167e-08
1959,0.0,2.6352543258667538e-08
1960,0.0,2.906750040665429e-08
1961,2.0844477810477713e-09,2.848745239703021e-08
1962,6.341956404476434e-10,1.6489087428794846e-08
1963,0.0,1.4871922360271128e-08
1964,0.0,2.068549243006146e-08
1965,0.0,1.91521518644322e-08
1966,0.0,2.3818021332999706e-08
1967,9.860671168482327e-10,2.267954357648705e-08
1968,4.4914158503495116e-10,2.0211372131484495e-08
1969,9.083515606356229e-10,2.3162964879475112e-08
1970,1.3796175313274261e-09,4.598724956395017e-08
1971,5.138397485282553e-10,2.7747345754391972e-08
1972,0.0,1.898154344814884e-08
1973,1.6539611902288698e-09,1.543697081274331e-08
1974,1.1251143350321513e-09,1.5751600912494723e-08
1975,0.0,1.8276736568623164e-08
1976,0.0,1.3712464053128315e-08
1977,0.0,2.3507126911681553e-08
1978,5.940591352171509e-10,1.3069301196821925e-08
1979,5.851973350345929e-10,2.1652301285257636e-08
1980,0.0,1.762396628635088e-08
1981,2.5302198114474095e-09,2.4037088763861902e-08
1982,1.2415004579935385e-09,2.855450986771757e-08
1983,6.315316047889041e-10,1.1999100379966876e-08
1984,0.0,3.3054348591576854e-08
1985,0.0,2.707001200974446e-08
1986,1.1988970927134801e-09,2.3977941410180392e-08
1987,0.0,2.261002229886344e-08
1988,0.0,2.4585871116755698e-08
1989,0.0,2.030605195102453e-08
1990,0.0,2.7788120249283565e-08
1991,0.0,2.3445860364290638e-08
1992,0.0,2.3692759754112558e-08
1993,0.0,3.655877023334142e-08
1994,0.0,1.7407257857371405e-08
1995,0.0,2.3858783393393423e-08
1996,5.338092190498855e-10,2.2953797085278893e-08
1997,4.79489448146353e-10,2.7330898433319817e-08
1998,0.0,1.716526476513991e-08
1999,0.0,1.96518641359944e-08
2000,0.0,2.164835422036049e-08
2001,0.0,2.716351232834313e-08
2002,0.0,2.4972962364699924e-08
2003,4.1669229178253886e-10,2.1667998950647416e-08
