year,mêmes_ADJ iles_NOUN,mêmes_ADJ fils_NOUN
2004,8.809582507929292e-10,1.7178685141061578e-08
2005,0.0,1.8915748967174295e-08
2006,0.0,2.3471972809829822e-08
2007,0.0,1.917350189728495e-08
2008,0.0,1.8732734474724566e-08
2009,0.0,2.098004614481397e-08
2010,0.0,1.322662068758973e-08
2011,0.0,1.644307978665438e-08
2012,0.0,1.6340413466764403e-08
2013,0.0,1.3945625099154313e-08
2014,0.0,2.3603352161671864e-08
2015,0.0,1.795426030071212e-08
2016,0.0,1.7606391011781852e-08
2017,0.0,1.3835862233690932e-08
2018,0.0,1.858655984676716e-08
2019,0.0,1.607122257496485e-08
