year,mes_DET oeufs_NOUN,mes_DET feux_NOUN
1800,0.0,3.7415558651332503e-07
1801,0.0,1.1905913481768948e-06
1802,0.0,3.088219386881974e-07
1803,1.950339223455444e-09,6.709166910923159e-07
1804,0.0,9.3435966874722e-07
1805,8.528632911009026e-09,3.468310678655939e-07
1806,0.0,4.1207867518266994e-07
1807,0.0,2.590729288876048e-07
1808,0.0,2.515342130138265e-07
1809,0.0,2.6430655797327063e-07
1810,0.0,6.17793479928963e-07
1811,2.5070767684098882e-09,1.3763851800518978e-06
1812,0.0,4.800974719998408e-07
1813,0.0,8.425922999322211e-07
1814,0.0,2.3285410222229075e-07
1815,0.0,9.440282111583542e-08
1816,0.0,1.784554921613335e-07
1817,0.0,1.0571170108164551e-06
1818,0.0,4.875761636657927e-07
1819,0.0,5.009908159436804e-07
1820,1.1866481131050932e-09,6.574030315675827e-07
1821,9.86148829262845e-10,5.187142644302867e-07
1822,4.010246357211145e-09,5.363704786987e-07
1823,2.9648061783404955e-09,5.356416217239257e-07
1824,5.052667617633233e-09,8.168479084247338e-07
1825,8.805443041381977e-10,5.388931407779296e-07
1826,0.0,3.9459771272731814e-07
1827,0.0,2.4610119409018694e-07
1828,3.668920500743411e-09,3.6414035253784505e-07
1829,0.0,2.434782064852925e-07
1830,0.0,4.226918548511094e-07
1831,0.0,2.0580392456892582e-07
1832,0.0,2.394804594629818e-07
1833,0.0,2.432562045129316e-07
1834,0.0,2.352301737840179e-07
1835,1.5126175867408165e-09,2.4504404905201227e-07
1836,6.720750067579218e-10,2.2044059944104077e-07
1837,6.957890930081589e-10,1.7533884921761e-07
1838,1.2624323808552163e-09,2.4428065970028e-07
1839,6.9914751765765e-10,1.18855077446689e-07
1840,1.2739377330817092e-09,1.3057861814047556e-07
1841,0.0,1.0850726761546525e-07
1842,6.708265054555795e-10,1.2343207611564821e-07
1843,5.906911071384968e-10,1.5062622704675732e-07
1844,0.0,5.598332464273881e-08
1845,0.0,1.9195983780306847e-07
1846,0.0,8.781752103281804e-08
1847,5.393223645455691e-10,5.824681625909989e-08
1848,8.045221711050488e-10,5.229394162142853e-08
1849,4.1897072478036534e-09,7.792856138166826e-08
1850,0.0,8.96147440698769e-08
1851,6.449438760824933e-10,6.836405064269968e-08
1852,0.0,1.2695563933462495e-07
1853,0.0,1.0450880649770511e-07
1854,0.0,2.3380489855284736e-07
1855,0.0,1.4541008397372934e-07
1856,0.0,1.2011079331131214e-07
1857,4.881509085841174e-10,1.3033629642222877e-07
1858,4.893676019968041e-10,1.2772494922819178e-07
1859,0.0,9.624207297775911e-08
1860,9.154367819341758e-10,9.245911725130895e-08
1861,4.715963730639317e-10,8.158617453846162e-08
1862,9.035972525772706e-10,4.129439439282123e-07
1863,0.0,1.823036603898487e-07
1864,1.4384183844029508e-09,1.7932282481147865e-07
1865,4.706844358715045e-10,5.0363236359096675e-08
1866,0.0,6.909170358060379e-08
1867,0.0,6.745407787889235e-08
1868,4.93987406535723e-10,1.1312311443134604e-07
1869,0.0,9.083345897664685e-08
1870,0.0,1.2557566586579583e-07
1871,1.0621177271019633e-09,2.0180237303435433e-07
1872,6.047339295989218e-10,7.377754041026918e-08
1873,0.0,1.4186830332718614e-07
1874,0.0,1.0754296581039213e-07
1875,5.721527140956084e-10,1.8080026187305975e-07
1876,6.04601479992084e-10,9.552703650328453e-08
1877,6.184815992682502e-10,2.306936351947897e-07
1878,0.0,1.4131467107603157e-07
1879,1.832797580370027e-09,1.038585284440785e-07
1880,0.0,1.4825224248227187e-07
1881,0.0,1.1504637342785173e-07
1882,6.655385131892899e-10,2.422560227977044e-07
1883,6.319338941018771e-10,1.2259517578883106e-07
1884,6.601696966868076e-10,1.1420935841499613e-07
1885,0.0,4.447488777259423e-08
1886,6.453463874400711e-10,6.969741200846258e-08
1887,1.3057849246322917e-09,5.810743086698267e-08
1888,6.340614699951175e-10,6.847863898151729e-08
1889,0.0,1.0462778599062972e-07
1890,1.9663159989136147e-09,3.146105531648402e-08
1891,6.374220040683554e-10,5.0356337988333166e-08
1892,0.0,7.835640336573135e-08
1893,0.0,5.788911400239627e-08
1894,0.0,7.12073944253433e-08
1895,0.0,2.888934957923084e-08
1896,0.0,4.835563849336921e-08
1897,0.0,3.962165306958809e-08
1898,5.6583548957434e-10,3.225262279471508e-08
1899,5.527578395003729e-10,4.4220627160029835e-08
1900,1.038210628578895e-09,4.879589876605195e-08
1901,5.588738916095792e-10,2.7384821577047802e-08
1902,2.455141867585553e-09,3.289890182500699e-08
1903,4.860198465905796e-09,4.266174036260395e-08
1904,0.0,4.407192832900364e-08
1905,0.0,9.134543699218511e-08
1906,1.0288369045596824e-09,7.047532779580479e-08
1907,5.142843373384665e-10,1.1468540961345752e-07
1908,4.911389073214423e-10,5.451641738041246e-08
1909,0.0,4.7308459372175093e-08
1910,5.344150677544235e-10,5.290709004235339e-08
1911,0.0,4.309502987798197e-08
1912,1.0418842455450772e-09,7.449472638754173e-08
1913,1.060597942803554e-09,5.462079544216181e-08
1914,1.3393487430235496e-09,4.620753024653368e-08
1915,0.0,5.536958258556268e-08
1916,0.0,3.8456116735474666e-08
1917,0.0,2.1932848870420685e-08
1918,0.0,4.020231791912465e-08
1919,2.762354567309444e-09,5.340552139410093e-08
1920,7.572231730534895e-10,5.830618521329711e-08
1921,0.0,7.345565145033817e-08
1922,7.377935484775833e-10,3.9103057680733855e-08
1923,2.1231896241147297e-09,5.307974149104666e-08
1924,0.0,9.668718004007815e-08
1925,0.0,5.169143535432852e-08
1926,0.0,7.356451414697318e-08
1927,1.1149224876660924e-09,1.0257286775505747e-07
1928,0.0,8.112489147116264e-08
1929,1.1140406375176326e-09,6.238627237031835e-08
1930,1.0503603542488804e-09,5.146765680308363e-08
1931,0.0,5.47457119637329e-08
1932,0.0,6.794912410512666e-08
1933,1.1470662197865522e-09,5.964744342890071e-08
1934,0.0,9.465448336243298e-08
1935,0.0,3.4708022234042346e-08
1936,1.2124714565686645e-09,9.336030437623322e-08
1937,0.0,4.784624962894668e-08
1938,0.0,6.612259073612847e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,3.55009599495304e-08
1941,2.9515025978810172e-09,2.9515025090631752e-08
1942,0.0,1.3350531968825408e-07
1943,0.0,1.0161323160673419e-07
1944,0.0,7.711646432539965e-08
1945,0.0,5.8819608739213436e-08
1946,0.0,1.3364260631476554e-07
1947,0.0,1.1205618544174456e-07
1948,1.0871887834440486e-09,1.1850358094811497e-07
1949,0.0,9.718838334116242e-08
1950,0.0,1.87182367383798e-07
1951,0.0,1.236722613207064e-07
1952,0.0,3.9015774611073084e-08
1953,0.0,3.447624807861871e-08
1954,9.772536113672459e-10,8.795282235851687e-08
1955,9.385607846468247e-10,3.566531159293618e-08
1956,0.0,4.971050882041084e-08
1957,1.7670075402875796e-09,9.276789914025585e-08
1958,8.272243445794913e-10,1.191203029549115e-07
1959,1.5501495642666896e-09,5.658045876266726e-08
1960,0.0,1.3980083579667735e-07
1961,0.0,1.0213794299218648e-07
1962,1.2683912808952869e-09,1.5410953757566404e-07
1963,1.2932106496776896e-09,1.1380254072435037e-07
1964,6.083968329129164e-10,8.395876127664792e-08
1965,5.472043373977442e-10,8.755269687021894e-08
1966,5.539074754423723e-10,7.034624693869063e-08
1967,4.930335584241163e-10,9.17042446424432e-08
1968,3.1439910674890825e-09,1.6708066752357809e-07
1969,4.5417578031781147e-10,4.5417578808937265e-08
1970,1.3796175313274261e-09,1.0347131462751236e-07
1971,5.138397485282553e-10,1.7881623826099258e-07
1972,9.747279428040656e-09,6.00227180735935e-08
1973,4.410563025913916e-09,3.859242481141223e-08
1974,7.875800456247362e-09,3.2628316493088505e-08
1975,7.4249242310031605e-09,6.282628239873134e-08
1976,9.712995741040231e-09,3.256710234822435e-08
1977,5.876781838942691e-10,3.055926645068041e-08
1978,1.2475242172627077e-08,5.40593796394262e-08
1979,4.681578680276743e-09,5.383815659953939e-08
1980,2.2740602734216964e-09,8.357171221717863e-08
1981,1.2651099057237047e-09,4.427884592317355e-08
1982,2.483000915987077e-09,2.3588509479033348e-08
1983,5.052252838311233e-09,2.7155859338989785e-08
1984,9.278413592994639e-09,6.436899457895606e-08
1985,6.015558051686298e-10,4.391357222299774e-08
1986,1.0790073723399018e-08,8.092555692229553e-08
1987,2.4443267410134695e-09,6.416357667404782e-08
1988,4.797243047249822e-09,2.99827698224675e-08
1989,2.7440609784434855e-09,4.061210545636129e-08
1990,1.089730194969718e-09,3.9775152949061976e-08
1991,2.9307325455363298e-09,3.223805988827877e-08
1992,3.856960972825618e-09,3.4161654394182506e-08
1993,1.2186256448387667e-08,5.2622469270957595e-08
1994,3.6924485691258724e-09,4.8001833397037785e-08
1995,2.1689803286761844e-09,5.856246931834619e-08
1996,4.270473752399084e-09,3.736664555553659e-08
1997,4.794894259418925e-09,5.6100266210279415e-08
1998,1.43043876743576e-09,3.385371782904656e-08
1999,1.8280804647829996e-09,5.75845329198188e-08
2000,1.7672125984802278e-09,3.004261417416387e-08
2001,2.6287270138425356e-09,3.592593622592233e-08
2002,2.1906108038649563e-09,4.7317191942397585e-08
2003,1.6667691671301554e-09,4.000245912294531e-08
2004,1.7619165015858584e-09,3.788120539471862e-08
2005,3.602999676388663e-09,5.4945746175150134e-08
2006,3.706100981659688e-09,5.641509259746158e-08
2007,1.5977917877663117e-09,6.590891121760478e-08
2008,0.0,4.5128859038623403e-08
2009,9.53638501499654e-10,4.005281817320849e-08
2010,0.0,5.196172275789834e-08
2011,1.529588788962144e-09,3.632773543094103e-08
2012,6.808505426114664e-10,7.182973138508686e-08
2013,3.0680376017500066e-09,7.168051041617218e-08
2014,4.547434873103384e-09,8.358618619475067e-08
2015,1.10828768384863e-09,1.2590148204538743e-07
2016,0.0,9.776724807508685e-08
2017,5.031222660711876e-10,3.7734171259851124e-08
2018,1.5488800242380307e-09,6.660184381779288e-08
2019,1.7856913725466939e-09,1.2576369723404923e-07
