year,certaines_DET âmes_NOUN,certaines_DET ames_NOUN,certaines_DET femmes_NOUN
1834,9.894603070215169e-08,1.23215812664057e-07,3.1644059550473003e-07
1835,1.1193370141882042e-07,1.3991711966809817e-07,3.5924666974551656e-07
1836,1.2030142748642447e-07,1.3508707857878832e-07,4.4424158485156795e-07
1837,1.5446518553119404e-07,9.810625989370436e-08,5.162755218890425e-07
1838,1.8242148458469387e-07,7.258986300939796e-08,3.8504186328225387e-07
1839,1.0836786845658253e-07,6.432156851587933e-08,3.7614135273145166e-07
1840,1.9109066329292546e-07,3.057450503884951e-08,3.8472919428045316e-07
1841,1.752809821731205e-07,5.072233255631886e-08,3.935796399900937e-07
1842,2.160061298717153e-07,6.842430622100437e-08,5.849606985464106e-07
1843,2.3745782518069802e-07,1.949280581392543e-08,4.004885720831908e-07
1844,2.5082724341984886e-07,2.030767648486531e-08,4.363406240770473e-07
1845,3.331396083439131e-07,3.4597412268411176e-08,4.1293688113341886e-07
1846,2.125183924395202e-07,5.269051195355701e-09,3.752735295847742e-07
1847,1.5694280808276062e-07,1.5101026207275936e-08,2.9123406442010946e-07
1848,2.107848149357494e-07,3.781254065415851e-08,3.0410936702196523e-07
1849,2.4803067177892046e-07,2.513824526317876e-08,3.1171424552667304e-07
1850,2.118166770870289e-07,2.5798184033476446e-08,4.025874780211325e-07
1851,1.7671462160251394e-07,1.4188765273814852e-08,3.405303647951996e-07
1852,2.382859571881113e-07,4.9480144648228475e-08,3.8737745100547727e-07
1853,2.5977904560825493e-07,7.763511167269144e-09,4.980591121750422e-07
1854,4.50983665523097e-07,1.6626126697616428e-08,4.2864231275530074e-07
1855,3.0143402440785394e-07,6.8990182455763716e-09,5.142422168091798e-07
1856,3.898423566184306e-07,2.329735071526784e-08,3.9864357859187294e-07
1857,2.8215122549468674e-07,6.834112886711097e-09,4.183453174988472e-07
1858,3.0047170529456935e-07,1.8106600552236785e-08,6.166031667476091e-07
1859,3.849683096746048e-07,1.4258085156981792e-08,4.231596104631308e-07
1860,3.423733501151105e-07,4.57718396518203e-09,4.870123646583124e-07
1861,3.3106064556420733e-07,9.431927239234028e-09,4.31982286386301e-07
1862,2.3674248161853484e-07,1.9427341541033982e-08,4.2243171272104973e-07
1863,3.511218373830616e-07,5.9935449936432406e-09,3.586137875544182e-07
1864,3.5864566072518755e-07,5.561884386384719e-08,4.0371609166811595e-07
1865,3.9066807211440846e-07,1.223779544368142e-08,4.753912712374131e-07
1866,3.848699918762577e-07,7.784980660119345e-09,4.792628800487364e-07
1867,3.649314184173136e-07,7.279217228983725e-09,5.241036618031103e-07
1868,3.003443529436822e-07,6.421836395986702e-09,3.759244187051536e-07
1869,3.9214657832076227e-07,4.8835191446272574e-09,6.070214588760336e-07
1870,2.9587691230403834e-07,4.587239033071455e-09,5.665240010443995e-07
1871,2.5065978803695543e-07,5.3105884134652115e-09,3.037656792770349e-07
1872,3.1143796963561954e-07,7.256807155187062e-09,4.5596937781056113e-07
1873,2.9331421913525446e-07,1.7958012854535355e-09,4.6451395263602535e-07
1874,2.5750565768589695e-07,3.5847653734322193e-09,4.4391346065708603e-07
1875,3.1582829329579454e-07,1.888104017577774e-08,5.052108562608737e-07
1876,1.9951849417054746e-07,5.441413319928756e-09,4.383360732163055e-07
1877,2.715134331809921e-07,4.947852683123699e-09,4.6695360467197133e-07
1878,2.5062217456905955e-07,3.0195443923020093e-09,4.257557506548437e-07
1879,2.694212368758997e-07,3.665595160740054e-09,5.406752947578752e-07
1880,2.387438842177403e-07,1.2835692508872398e-09,4.376971158848164e-07
1881,2.1475323208619557e-07,2.0917522713936876e-09,4.0440543003228413e-07
1882,2.435870953831909e-07,4.658769592325029e-09,4.4324864845179945e-07
1883,2.3318360575785846e-07,3.791603364611262e-09,4.796378121341149e-07
1884,2.0135175482494105e-07,2.6406787867472303e-09,3.47249269339045e-07
1885,2.2559724666137981e-07,1.933690763067375e-09,4.176771817299141e-07
1886,2.278072770423023e-07,5.1627709884982664e-09,5.091782888655416e-07
1887,1.8933881085203552e-07,8.4876022321545e-09,4.2699168290027956e-07
1888,2.193852619569725e-07,4.438430289965822e-09,4.038971681552539e-07
1889,2.606296982676781e-07,6.265136742733546e-10,4.79282959986449e-07
1890,2.2809264965673037e-07,1.9663159434024635e-09,4.371775794709265e-07
1891,2.224602786426999e-07,3.187110020341777e-09,3.4548272864753926e-07
1892,2.3757662415135883e-07,1.8805537127519756e-09,3.8927461432081145e-07
1893,2.315564566757189e-07,2.4633666773077323e-09,4.132297490855308e-07
1894,2.375680381305756e-07,3.150769645188234e-09,4.675742246718073e-07
1895,2.906990665962894e-07,4.814891596538473e-09,3.478759182939939e-07
1896,2.4767521811241977e-07,5.3073260231073505e-09,3.9038332388940944e-07
1897,2.4588731140084974e-07,6.992056045262984e-09,4.626410508024037e-07
1898,2.3934841797412787e-07,1.2448380548590876e-08,4.379566824752601e-07
1899,2.542686043938147e-07,2.2110313580014918e-09,4.2396526822585656e-07
1900,2.3307828378449358e-07,1.038210628578895e-09,4.2358994889468704e-07
1901,2.637884906064869e-07,4.470991132876634e-09,5.046631272875857e-07
1902,2.6122709329001736e-07,1.4730852093691738e-09,4.1246384085980026e-07
1903,2.6083062465431794e-07,2.7001101354784396e-09,3.396738641470165e-07
1904,2.91304681709903e-07,1.6123875568041512e-09,4.1760837632409675e-07
1905,2.446199776073854e-07,1.0321518084666081e-09,4.3608412880757896e-07
1906,3.1276642520339237e-07,5.144184411776109e-09,4.04847320112367e-07
1907,3.1371344544339763e-07,5.142843262362362e-09,4.119417553738458e-07
1908,3.0647066751043894e-07,6.875944702500192e-09,4.950680150273001e-07
1909,2.8385074735126636e-07,2.750491723269022e-09,3.6471521269731966e-07
1910,3.163737156697266e-07,2.6720753387721174e-09,4.0829312197843137e-07
1911,3.676378437234007e-07,2.128149656499545e-09,4.820258929782995e-07
1912,3.177746883409327e-07,2.6047105583515417e-09,4.2040030479029156e-07
1913,3.431034416578882e-07,1.5908969142053309e-09,4.6029951761283883e-07
1914,2.852812794884585e-07,2.0090231145353243e-09,4.500211794322695e-07
1915,2.7449176398519626e-07,1.6493066468115103e-08,3.404640089854638e-07
1916,3.8675866420589955e-07,2.197492410260793e-09,3.3401885701778156e-07
1917,2.9609345197911807e-07,1.4256351654751143e-08,4.1562747554735324e-07
1918,3.5837492973200824e-07,1.1486376294556067e-09,4.2269864763966325e-07
1919,2.863640844452675e-07,0.0,3.581853107448296e-07
1920,2.7638644795047185e-07,3.028892692213958e-09,4.543339073848074e-07
1921,2.8700714072016353e-07,1.5145494858259667e-09,3.877246612660201e-07
1922,3.172512217375356e-07,2.21338064543275e-09,4.227557042213448e-07
1923,3.322791766180444e-07,3.1847844361720945e-09,4.448082151498056e-07
1924,3.132664714300404e-07,5.156649662829693e-09,4.5249601043906296e-07
1925,3.5304150713955096e-07,7.698724546756353e-09,4.2233002517377827e-07
1926,2.9871650930601845e-07,4.458455382660986e-09,4.870862539974041e-07
1927,3.6903934663712334e-07,2.2298449753321847e-09,5.920238237422382e-07
1928,3.4735166387633853e-07,2.2852082448565625e-09,4.57041643642242e-07
1929,3.0970331010848895e-07,4.4561625500705304e-09,4.0773887377554274e-07
1930,2.33180005082545e-07,2.100720708497761e-09,3.319138723867354e-07
1931,2.1670177030586046e-07,5.7026783295555106e-09,3.912037271902591e-07
1932,2.9371558696311695e-07,3.2878609834696704e-09,3.27690145240922e-07
1933,2.6153110432858284e-07,3.4411986593596566e-09,3.8312011696461923e-07
1934,2.6838738875767376e-07,2.3963160344919743e-09,3.0912475779132365e-07
1935,2.728768775384083e-07,5.98414207075848e-09,4.045280057596301e-07
1936,2.485566419352381e-07,2.424942913137329e-09,3.5646660734300895e-07
1937,2.7700458460344635e-07,1.2591118148108649e-09,3.878064305240514e-07
1938,2.969034085253952e-07,3.889564337278273e-09,4.4859643111294645e-07
1939,2.462342019171615e-07,3.058810094103137e-09,4.46586263080917e-07
1940,1.825763655816104e-07,0.0,3.2965176899324433e-07
1941,1.977506762784742e-07,0.0,3.2466527954966296e-07
1942,3.550027827259328e-07,3.034211770724937e-09,5.370554703176822e-07
1943,2.6709764799903724e-07,2.9032352077962287e-09,4.819370396091927e-07
1944,2.570548911506876e-07,0.0,5.01257048313164e-07
1945,2.832055390200594e-07,2.178504043826024e-09,4.553073580382261e-07
1946,3.062642850437669e-07,0.0,5.61020499389997e-07
1947,3.957729255432696e-07,0.0,3.564340502748564e-07
1948,3.23982254357702e-07,0.0,4.457474105379333e-07
1949,2.6407753672685885e-07,5.890204768377316e-09,5.026308187439099e-07
1950,2.839641517482505e-07,1.0635361480382244e-09,5.062432038016595e-07
1951,2.590720686868053e-07,1.0661401761424827e-09,3.7847977552019074e-07
1952,2.3620360778409122e-07,2.1089607837865287e-09,4.123018442214743e-07
1953,1.9069674328520136e-07,1.0773827385790469e-09,4.1263759698040303e-07
1954,1.993597429361671e-07,1.9545072227344917e-09,5.101263838014347e-07
1955,1.7175661692903077e-07,0.0,4.204752457326322e-07
1956,2.1366796243427189e-07,1.744228317335228e-09,4.979771830448954e-07
1957,1.6521520684875668e-07,0.0,4.1259626470946387e-07
1958,1.3566479006854593e-07,8.272243445794913e-10,3.813504108052257e-07
1959,1.743918218721774e-07,7.750747821333448e-10,4.293914201980442e-07
1960,2.069329223530758e-07,6.920833350854139e-10,4.4708583857300255e-07
1961,2.1191885224425278e-07,2.779263652552544e-09,4.745592647736885e-07
1962,1.5601212632887496e-07,0.0,3.874935288195047e-07
1963,1.6682417758318024e-07,0.0,4.403382263262756e-07
1964,2.1415567896809762e-07,6.083968329129164e-10,4.672487747825471e-07
1965,2.0301281011825267e-07,1.0944086747954884e-08,5.017863813350232e-07
1966,1.6894177434778612e-07,3.3234448526542337e-09,5.583387476804091e-07
1967,1.8045028538082875e-07,1.4791006197611978e-09,5.255737818288253e-07
1968,2.2097765306483552e-07,3.5931326525240337e-09,4.900134555896329e-07
1969,1.312568009836923e-07,3.1792304344691047e-09,4.310128218776299e-07
1970,1.6233499522400052e-07,5.518469958776251e-09,4.6401135023188544e-07
1971,1.5004121234341028e-07,4.1107178105903586e-08,4.4498523266156553e-07
1972,1.282536770119691e-07,8.721249500354133e-09,5.068585124945457e-07
1973,1.0971275576920902e-07,3.3079223804577396e-09,4.669683590918794e-07
1974,9.282193280668594e-08,2.2502286700643026e-09,4.6467221892498856e-07
1975,7.767613130482687e-08,1.7134440533084216e-09,5.50015542444271e-07
1976,1.0512889203617704e-07,5.713526873840635e-10,5.36500188275113e-07
1977,1.0284368157087442e-07,5.289103655048422e-09,6.205881390997092e-07
1978,9.029699077345299e-08,2.3762365408686037e-09,7.283164791260788e-07
1979,6.846808719984665e-08,6.437170463335917e-09,6.829252754414483e-07
1980,8.641429261047051e-08,5.685150683554241e-10,7.072327719015448e-07
1981,8.476236512677815e-08,2.5302198114474095e-09,7.748798225293285e-07
1982,1.0366528480076909e-07,1.2415004579935385e-09,8.833275728648005e-07
1983,8.967749032251504e-08,3.1576580239445207e-09,8.203595314171253e-07
1984,8.81449260248246e-08,4.639206796497319e-09,8.373768025649042e-07
1985,8.54209272205253e-08,6.015558051686298e-10,8.048816511063706e-07
1986,1.0790073989852544e-07,5.994485463567401e-10,8.092555106031796e-07
1987,8.066278534002436e-08,2.4443267410134695e-09,8.341265100852979e-07
1988,8.0353820486323e-08,0.0,8.533096149676567e-07
1989,7.408964730615253e-08,0.0,8.457196258859767e-07
1990,9.153733682154552e-08,0.0,8.287398287620817e-07
1991,6.09592376576984e-08,0.0,8.944596032733898e-07
1992,9.366904896168649e-08,2.7549720282848966e-09,7.846160201552266e-07
1993,7.588714190376322e-08,1.1078414852150331e-09,9.206163014141566e-07
1994,1.2501575863410608e-07,1.0549853213248639e-09,9.626741075408063e-07
1995,8.73014593949506e-08,5.422450821690461e-10,8.182478268281557e-07
1996,9.074756501803449e-08,5.338092190498855e-10,1.02758275488668e-06
1997,8.295167575056439e-08,4.79489448146353e-10,1.039053614704244e-06
1998,9.58393968630844e-08,9.536258449571733e-10,1.0222869377685129e-06
1999,8.68338254633727e-08,4.570201161957499e-10,1.0936491605662013e-06
2000,8.482620472705094e-08,1.3254094488601709e-09,1.1650349165392981e-06
2001,7.579496585918832e-08,8.762423564512289e-10,1.206585750423983e-06
2002,8.718631061555016e-08,2.6287327870022636e-09,1.2359425625163567e-06
2003,8.70886900372625e-08,2.9168460979889232e-09,1.3955024655842863e-06
2004,8.148863583912203e-08,4.8452703238499595e-09,1.3795806523830834e-06
2005,7.476224439528778e-08,9.007499190971657e-10,1.3344610181320604e-06
2006,9.100536590977981e-08,2.8825228870488218e-09,1.417377717416457e-06
2007,8.308517518429426e-08,7.988958938831558e-10,1.6213591891300894e-06
2008,8.21685830487695e-08,0.0,1.521608936627672e-06
2009,1.1014524403663017e-07,1.430457752249481e-09,1.4800469614328904e-06
2010,8.502827508749533e-08,0.0,1.8276355717716797e-06
2011,7.494984899381052e-08,3.82397197240536e-10,1.4978498086293257e-06
2012,7.795738898863647e-08,1.7021263287730903e-09,1.767147637110611e-06
2013,9.706155168487385e-08,0.0,1.60012106675822e-06
2014,1.4421864946712049e-07,0.0,1.5641010691069823e-06
2015,1.6735144292567838e-07,0.0,1.4910903018972022e-06
2016,1.940845653081169e-07,1.2428039986023265e-09,1.3946332728664856e-06
2017,1.129509517028282e-07,5.031222660711876e-10,1.58860859755805e-06
2018,1.7037680066778194e-07,5.162933414126769e-10,1.601283742047599e-06
2019,2.1479317524608632e-07,0.0,1.5780410365096031e-06
