year,petites_ADJ oies_NOUN,petites_ADJ fois_NOUN
1853,5.971931837933653e-10,0.0
1854,0.0,1.0391328908454511e-09
1855,0.0,3.714855978387277e-09
1856,5.177189232874468e-10,3.6240324075009767e-09
1857,1.4644527812635033e-09,0.0
1858,4.893676019968041e-10,5.872411001917044e-09
1859,0.0,3.055304009791371e-09
1860,0.0,4.57718396518203e-09
1861,2.8295783494058924e-09,0.0
1862,5.873382252774562e-09,7.680577063240435e-09
1863,9.989241656072068e-10,2.9967726078439227e-09
1864,4.794727948009836e-10,5.274200631788517e-09
1865,9.41368871743009e-10,4.706844358715045e-10
1866,3.8924903300596725e-09,2.432806400776144e-09
1867,0.0,4.85281148598915e-09
1868,1.4819622196071691e-09,5.433861360870651e-09
1869,3.4184632902167778e-09,2.9301114867763545e-09
1870,0.0,5.734048791339319e-10
1871,0.0,2.1242354542039266e-09
1872,3.628403577593531e-09,3.628403577593531e-09
1873,5.387403856360606e-09,4.190203295451056e-09
1874,8.364452408482492e-09,2.3898436563030145e-09
1875,4.00506905418041e-09,4.005069165202713e-09
1876,1.209203004393089e-08,1.813804439976252e-09
1877,6.184815992682502e-10,4.329371083855449e-09
1878,6.039088673581716e-10,3.6234530931267273e-09
1879,1.0385853066452455e-08,3.0546627449723474e-09
1880,0.0,3.8507077526617195e-09
1881,0.0,3.4862537301449947e-09
1882,0.0,6.655385131892899e-10
1883,6.319338941018771e-10,3.159669414998234e-09
1884,1.3203393933736152e-09,3.9610181801208455e-09
1885,1.4180398189012067e-08,3.2228177904158883e-09
1886,6.4534639854230136e-09,1.936039106809062e-09
1887,6.528924512139156e-09,7.1818169189441505e-09
1888,6.340614699951175e-10,5.07249175996094e-09
1889,8.771191772893872e-09,4.385595886446936e-09
1890,1.1797895549392479e-08,1.9663159989136147e-09
1891,1.0198752065093686e-08,4.461953917456185e-09
1892,2.5074049503359674e-09,1.6298132621272998e-08
1893,1.2316833108982905e-09,1.1085149687062312e-08
1894,5.671385139294216e-09,6.9316934414587195e-09
1895,1.023164486468886e-08,1.8055843487019274e-09
1896,1.1794058174530164e-08,2.358811590497112e-09
1897,5.2440420894583895e-09,1.1653427112179315e-09
1898,9.05336783318944e-09,4.52668391659472e-09
1899,7.185851913504848e-09,7.738609753005221e-09
1900,7.26747462209687e-09,5.710158568206225e-09
1901,6.14761275219422e-09,3.409130755471779e-08
1902,1.3748794991386148e-08,9.329538919189417e-09
1903,3.7801539676252105e-09,3.7801539676252105e-09
1904,2.1498500757388683e-08,1.0211787859759625e-08
1905,1.7030505006232488e-08,3.6125313851442797e-09
1906,1.6975809202790515e-08,2.0576738091193647e-09
1907,1.131425531042396e-08,2.057137349353866e-09
1908,1.3260750719723546e-08,1.964555629285769e-09
1909,1.7603147384193107e-08,4.950885035270858e-09
1910,1.817011197058349e-08,2.67207544979442e-09
1911,1.5961122201701983e-08,3.1922244847493175e-09
1912,8.335073964360618e-09,5.2094213387476884e-09
1913,1.1666577037772186e-08,3.181793939432964e-09
1914,1.4063161857258422e-08,6.696743715117748e-10
1915,1.767114277129167e-08,2.3561523843085297e-09
1916,1.538244687182555e-08,1.0987461607214755e-08
1917,1.864292187292449e-08,8.773139548168274e-09
1918,2.412139021856774e-08,4.594550517822427e-09
1919,4.5118457636661446e-08,0.0
1920,5.6791737979011714e-08,7.572231730534895e-09
1921,5.452377993542257e-08,3.7863738810983705e-09
1922,3.762747152746826e-08,9.591316185719734e-09
1923,1.1677542932631013e-08,4.246379248229459e-09
1924,3.093989897617888e-08,3.867487219366694e-09
1925,1.8696901804560184e-08,6.598906754362588e-09
1926,1.0031524944054127e-08,1.4489979882625903e-08
1927,2.1183527820767267e-08,7.804457524684949e-09
1928,6.8556245125250825e-09,7.998228745975666e-09
1929,2.3394852943781075e-08,2.2280812750352652e-09
1930,1.260432402894196e-08,8.402882833991043e-09
1931,1.1405356659111021e-08,4.5621426636444085e-09
1932,1.4247398039124448e-08,4.383814644626227e-09
1933,1.261772819560747e-08,4.588264879146209e-09
1934,1.677421224144382e-08,3.5944740517379614e-09
1935,9.574627313213568e-09,8.377798899061872e-09
1936,1.6974599503782883e-08,2.424942913137329e-09
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,1.0372171566075394e-08,3.8895642262559704e-09
1939,1.6823456405745674e-08,0.0
1940,1.7750480196809804e-08,7.607348528892999e-09
1941,1.4757512545315876e-08,2.066051862925633e-08
1942,0.0,0.0
1943,5.806470415592457e-09,8.709705845433291e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.178504088234945e-08,8.714016175304096e-09
1946,3.201854070766785e-08,1.3921104269343232e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,1.3046265179283978e-08,2.174377566888097e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,1.0661401650402524e-08,6.396841278899501e-09
1952,4.2179215675730575e-09,8.435843135146115e-09
1953,7.54167928107563e-09,6.464296653518886e-09
1954,2.4431340062136542e-08,9.772536113672459e-10
1955,3.0972505449256005e-08,0.0
1956,1.2209598665435806e-08,5.232684952005684e-09
1957,6.272876690305296e-08,1.7670075402875796e-09
1958,1.6544486669545222e-08,0.0
1959,2.712761748568937e-08,1.5501495642666896e-09
1960,6.2287499602575735e-09,4.844583401109048e-09
1961,2.709782043197606e-08,6.948159270159238e-10
1962,6.341956293454132e-09,1.9025869768540815e-09
1963,5.819448034571906e-09,4.526237162849611e-09
1964,7.909158994401366e-09,4.867174663303331e-09
1965,7.113656441681826e-09,2.73602163147757e-09
1966,8.862519385033352e-09,5.539074754423723e-10
1967,1.6763141097442258e-08,2.465167847631733e-09
1968,1.3025105854991281e-08,1.7965663401398047e-09
1969,4.995933389206897e-09,1.8167031212712459e-09
1970,1.0577067582895339e-08,2.7592350626548523e-09
1971,1.9012070140433934e-08,5.652237344833111e-09
1972,6.669190977248718e-09,5.130146862875051e-10
1973,6.064524049609332e-09,3.3079223804577396e-09
1974,1.0688586071783135e-08,2.2502286700643026e-09
1975,1.1422960355389478e-08,0.0
1976,1.3712464830284432e-08,5.713526873840635e-10
1977,5.876781727920388e-09,4.7014254711541525e-09
1978,1.2475242172627077e-08,1.1881182704343018e-09
1979,1.8141118163228498e-08,2.3407893401383717e-09
1980,6.822180653731635e-09,8.527726080842513e-09
1981,3.1627747087981106e-09,3.1627747087981106e-09
1982,1.3035754697909852e-08,6.2075020679230875e-09
1983,6.94684787472255e-09,3.78918940668882e-09
1984,6.958810416790584e-09,1.739702604197646e-09
1985,1.6843562544721635e-08,5.414002135495366e-09
1986,5.9944854635674005e-09,3.5966913891627428e-09
1987,2.1387859316934765e-08,4.888653482026939e-09
1988,7.195864737408186e-09,1.798966087207532e-09
1989,9.329808037250586e-09,2.7440609784434855e-09
1990,1.0352437129768077e-08,1.089730194969718e-09
1991,8.20605094986604e-09,4.10302547493302e-09
1992,1.322386644631024e-08,2.2039776670368383e-09
1993,1.0524493720964756e-08,4.985286850001103e-09
1994,1.1604838645595805e-08,3.6924485691258724e-09
1995,1.1929391696696712e-08,1.626735190995987e-09
1996,9.074756723848054e-09,9.074756945892659e-09
1997,1.006927830005111e-08,1.006927874414032e-08
1998,1.4781200263769279e-08,0.0
1999,2.1936965133306785e-08,2.7421207526856506e-09
2000,1.6346715980830595e-08,4.418031274155965e-09
2001,2.0591695903959817e-08,3.5049694258049158e-09
2002,1.5334274738876275e-08,4.381221607729913e-09
2003,1.791776843562687e-08,3.7502307925763034e-09
2004,1.4535811221350059e-08,3.9643119897903034e-09
2005,1.3511249008502091e-08,2.702249757291497e-09
2006,1.0706513675629026e-08,1.2353669198716943e-09
2007,8.38840705230659e-09,1.997239706952314e-09
2008,3.8316958494988285e-09,3.8316958494988285e-09
2009,8.582746957586096e-09,1.430457752249481e-09
2010,1.4643758206034363e-08,4.2514138876015295e-09
2011,7.647943611743813e-09,7.265546830836911e-09
2012,1.1574459224394928e-08,1.0212757750593937e-08
2013,1.1993237514218436e-08,9.483025031897796e-09
2014,1.3425759975982388e-08,9.744502982300673e-09
2015,1.751094576285528e-08,1.0417904761084174e-08
2016,9.942432044329763e-09,9.528164035543796e-09
2017,1.106868996458843e-08,9.559323110863716e-09
2018,1.4972507067501084e-08,1.2649186587054828e-08
2019,1.862220994075514e-08,1.020395146156261e-08
