year,réflexions_NOUN in_ADJ,réflexions_NOUN fines_ADJ
1923,0.0,1.0615948120573648e-08
1924,1.289162443462999e-09,2.1915761649893284e-08
1925,0.0,5.499089184013428e-09
1926,0.0,1.114613823460786e-08
1927,1.1149224876660924e-09,1.4493992672726108e-08
1928,0.0,4.570416489713125e-09
1929,0.0,6.684243825105796e-09
1930,0.0,6.302162347537887e-09
1931,0.0,1.2545892325022123e-08
1932,0.0,9.863582839386709e-09
1933,0.0,6.882397318719313e-09
1934,0.0,1.0783422155213884e-08
1935,1.196828414151696e-09,7.180970484910176e-09
1936,0.0,1.091224355320719e-08
1937,0.0,0.0
1938,0.0,3.8895642262559704e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,1.4516175816936538e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,1.0728784083369192e-08
1948,0.0,5.435944139264848e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,4.264560704569931e-09
1952,0.0,5.272402070488624e-09
1953,0.0,0.0
1954,0.0,6.840775057526116e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,1.7670075402875796e-09,7.951533653738352e-09
1958,1.6544486891589827e-09,8.272243334772611e-09
1959,2.325224457422337e-09,8.525822714489095e-09
1960,0.0,4.152500121534786e-09
1961,0.0,1.3896318540318475e-09
1962,1.9025869768540815e-09,4.43936931660005e-09
1963,1.939815863494232e-09,5.1728425987107585e-09
1964,0.0,7.300761772910391e-09
1965,5.472043373977442e-10,1.094408652591028e-08
1966,2.215629901769489e-09,7.200797291773142e-09
1967,2.9582012395223956e-09,1.9228309611207806e-08
1968,4.4914158503495116e-10,1.527081394669949e-08
1969,9.083515606356229e-10,7.2668124850849836e-09
1970,0.0,1.2876429700270364e-08
1971,0.0,7.707596338946132e-09
1972,0.0,8.208234980600082e-09
1973,1.6539611902288698e-09,6.064523994098181e-09
1974,0.0,3.937900228123681e-09
1975,0.0,5.711480177694739e-09
1976,1.142705374768127e-09,4.570821499072508e-09
1977,1.1753563677885381e-09,4.11374712072643e-09
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,1.7555920051037788e-09,4.096381456264453e-09
1980,1.7055452605774235e-09,1.7055452605774235e-09
1981,6.325549528618524e-10,1.8976649140967083e-09
1982,0.0,1.8622506869903077e-09
1983,1.2630632095778083e-09,3.157658134966823e-09
1984,1.739702604197646e-09,1.275781880138993e-08
1985,3.609334831011779e-09,9.624892882698077e-09
1986,5.994485463567401e-10,1.558566253834215e-08
1987,0.0,3.6664902225425067e-09
1988,0.0,2.398621523624911e-09
1989,5.488122178931576e-10,6.585746614717891e-09
1990,1.6345953479657283e-09,1.6345953479657283e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,0.0,6.857404422078162e-09
1995,5.422450821690461e-10,1.626735190995987e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,1.438468344439059e-09,3.3564262480467733e-09
1998,2.3840645013706308e-09,3.337690568372409e-09
1999,1.3710603763428253e-09,5.0272213059088244e-09
2000,3.092622158362701e-09,3.092622158362701e-09
2001,4.3812117822561447e-10,4.8193329327261836e-09
2002,0.0,5.257465574004527e-09
2003,3.7502307925763034e-09,4.583615265119079e-09
2004,2.642874807889939e-09,3.0833537945085254e-09
2005,4.5037495954858286e-10,5.854874363109275e-09
2006,1.2353669198716943e-09,5.353256948836815e-09
2007,1.1983438685803094e-09,4.7933754743212376e-09
2008,8.514879357157668e-10,2.554463751636149e-09
2009,0.0,4.291373478793048e-09
2010,0.0,1.4171379625338432e-09
2011,7.64794394481072e-10,2.6767803529281764e-09
2012,0.0,3.4042526575461807e-09
2013,5.578250084070646e-10,1.9523875849358774e-09
2014,0.0,2.3819897165822113e-09
2015,4.433150790905671e-10,4.43315073539452e-09
2016,2.0713400439298368e-10,1.86420612280358e-09
2017,0.0,1.509366853724714e-09
2018,2.5814667070633845e-10,1.5488800242380307e-09
2019,0.0,2.2958890344426663e-09
