year,particules_NOUN in_ADJ,particules_NOUN fines_ADJ
1898,0.0,2.150174804871341e-08
1899,0.0,1.6029977345510815e-08
1900,0.0,1.4015843596837385e-08
1901,0.0,2.5708198236884527e-08
1902,0.0,5.057592389334786e-08
1903,0.0,2.5381035939631147e-08
1904,0.0,3.117282432185675e-08
1905,0.0,3.0448478960387604e-08
1906,3.0865106026567446e-09,1.8519063615940468e-08
1907,1.028568674676933e-09,2.108565766434367e-08
1908,2.4556945366072114e-09,3.58531409005991e-08
1909,0.0,4.1807474815414025e-08
1910,0.0,4.435645095668406e-08
1911,0.0,4.5223181643905264e-08
1912,0.0,3.5945006970905524e-08
1913,0.0,3.6590627416899224e-08
1914,0.0,3.884111221541531e-08
1915,0.0,2.1205371680821372e-08
1916,0.0,2.8567400889301098e-08
1917,0.0,4.496234140560773e-08
1918,0.0,1.722956355365568e-08
1919,0.0,1.6574127403856664e-08
1920,0.0,2.1959472462640406e-08
1921,0.0,4.543648302046677e-08
1922,0.0,3.8365264742878935e-08
1923,0.0,2.229349149729387e-08
1924,1.289162443462999e-09,3.0939897754933554e-08
1925,0.0,3.519416935660047e-08
1926,0.0,3.1209186346359274e-08
1927,0.0,1.7838759802657478e-08
1928,0.0,7.312666383541e-08
1929,0.0,3.11931371843599e-08
1930,0.0,2.941009036305786e-08
1931,1.1405356659111021e-09,9.58049923838189e-08
1932,0.0,7.342889318806556e-08
1933,0.0,7.914756761095987e-08
1934,0.0,5.751158482780738e-08
1935,0.0,7.89906779985472e-08
1936,2.424942913137329e-09,1.115473722279603e-07
1937,0.0,4.029157973928221e-08
1938,1.2965214457594243e-09,1.0631475788613898e-07
1939,0.0,9.329370698196726e-08
1940,2.5357829169792012e-09,1.0396709626547818e-07
1941,0.0,9.739958528598436e-08
1942,0.0,1.2440268903901597e-07
1943,0.0,9.870999662098257e-08
1944,0.0,1.124615138792251e-07
1945,0.0,1.0238969139209075e-07
1946,0.0,9.744773166175946e-08
1947,0.0,9.775114051535638e-08
1948,1.0871887834440486e-09,1.0654449766889229e-07
1949,0.0,1.2173090624401084e-07
1950,1.0635361480382244e-09,2.0100833353353664e-07
1951,1.0661401761424827e-09,1.6098717026125087e-07
1952,0.0,1.718803085415388e-07
1953,1.0773827385790469e-09,1.8746459318208508e-07
1954,0.0,1.719966367108583e-07
1955,3.754243138587299e-09,1.1356585360999816e-07
1956,0.0,2.1802854632824165e-07
1957,0.0,1.961378353065868e-07
1958,0.0,1.8695270331825498e-07
1959,7.750747821333448e-10,1.7361675475058291e-07
1960,6.920833350854139e-10,1.68176244708107e-07
1961,2.08444772553662e-09,1.5563877253654823e-07
1962,6.341956404476434e-10,1.9152708646830163e-07
1963,1.2932106496776896e-09,1.901019714978247e-07
1964,0.0,1.654839321130197e-07
1965,0.0,2.473363736044121e-07
1966,5.539074754423723e-10,2.171317244892279e-07
1967,0.0,1.8981791288785743e-07
1968,1.3474247273492779e-09,1.5360641511530382e-07
1969,0.0,1.74403499419995e-07
1970,4.5987250119061684e-10,2.0142415238511013e-07
1971,0.0,1.6905327659966218e-07
1972,3.5911027485013847e-09,2.7292381332699733e-07
1973,0.0,1.9296212550035108e-07
1974,0.0,1.6314158313157634e-07
1975,5.711480177694739e-10,1.8048276828608323e-07
1976,2.285410749536254e-09,2.1825673002240364e-07
1977,5.876781838942691e-10,2.527016240705393e-07
1978,0.0,1.669306211038446e-07
1979,0.0,2.2822695822100059e-07
1980,0.0,2.2570048230363682e-07
1981,2.5302198114474095e-09,2.4732897330181913e-07
1982,1.2415004579935385e-09,1.8746657026724733e-07
1983,6.315316047889041e-10,2.0966848646164493e-07
1984,0.0,1.7049085654363694e-07
1985,0.0,2.0392741617580867e-07
1986,5.994485463567401e-10,1.76837318122125e-07
1987,1.2221633705067347e-09,2.1632291691275896e-07
1988,1.798966087207532e-09,1.7330040685825665e-07
1989,0.0,1.662900992460692e-07
1990,0.0,1.6509412820164826e-07
1991,0.0,2.1570192210162986e-07
1992,0.0,1.1901479157749861e-07
1993,0.0,1.2629392226459757e-07
1994,0.0,1.440054973045335e-07
1995,0.0,2.5377071055654454e-07
1996,5.338092190498855e-10,1.6708228889328325e-07
1997,0.0,2.0282404322724545e-07
1998,0.0,2.8608776470040453e-07
1999,0.0,1.7640976840427314e-07
2000,0.0,1.3519176889076334e-07
2001,0.0,1.283695091336412e-07
2002,0.0,1.1610236627657144e-07
2003,0.0,1.3042468882673575e-07
2004,0.0,1.0967930352823174e-07
2005,4.5037495954858286e-10,1.220516208100264e-07
2006,4.1178899179428186e-10,1.0212367340667328e-07
2007,3.994479469415779e-10,1.501924295210788e-07
2008,0.0,1.447529553999516e-07
2009,9.53638501499654e-10,1.4495305356021504e-07
2010,0.0,1.4596520259146928e-07
2011,0.0,1.2351429545809367e-07
2012,3.404252713057332e-10,1.3276585941746077e-07
2013,0.0,1.1268065236436087e-07
2014,2.1654451842767486e-10,1.175836699118804e-07
2015,4.433150790905671e-10,1.5272203768290638e-07
2016,4.1426800878596737e-10,1.7896378201598395e-07
2017,2.515611330355938e-10,2.0502232145336308e-07
2018,5.162933414126769e-10,2.9841756044035606e-07
2019,2.55098775436835e-10,2.6581290990534967e-07
