year,mes_DET iles_NOUN,mes_DET fils_NOUN
1800,3.144164484325529e-09,7.011486786723253e-07
1801,0.0,7.119735627725277e-07
1802,0.0,7.877197276684456e-07
1803,0.0,6.631153155467473e-07
1804,0.0,8.700915259396425e-07
1805,0.0,7.590483406261228e-07
1806,0.0,4.697120594698845e-07
1807,0.0,4.526658567982622e-07
1808,0.0,7.387401481651068e-07
1809,0.0,4.4954708755540196e-07
1810,0.0,7.277794189519682e-07
1811,0.0,4.2620304796514574e-07
1812,0.0,4.320877238228604e-07
1813,0.0,1.0122610660801001e-06
1814,0.0,6.639488638882085e-07
1815,0.0,5.799030606823408e-07
1816,0.0,4.1948629281307603e-07
1817,0.0,6.616712227014432e-07
1818,0.0,5.75792853396706e-07
1819,0.0,7.049065331443671e-07
1820,0.0,5.921373986694789e-07
1821,0.0,1.0561654235630158e-06
1822,1.0025615893027862e-09,9.714821800343998e-07
1823,0.0,8.232278005948501e-07
1824,0.0,1.019796748380486e-06
1825,0.0,1.0135065053873404e-06
1826,0.0,8.200233452271277e-07
1827,2.7651818612639545e-09,5.631753854373756e-07
1828,0.0,5.044765636341708e-07
1829,0.0,6.541333519294312e-07
1830,0.0,6.408217458897525e-07
1831,0.0,8.637528452482002e-07
1832,6.764984572527055e-09,9.91746780698577e-07
1833,0.0,8.502383224140431e-07
1834,2.8003592777992026e-09,7.346275694430915e-07
1835,0.0,7.079050448055568e-07
1836,0.0,9.61739310412213e-07
1837,0.0,7.382322166904487e-07
1838,6.312161904276081e-10,6.67195514836294e-07
1839,1.0487212875887053e-08,7.201219247576773e-07
1840,1.9109065441114126e-09,7.649996121017466e-07
1841,0.0,9.894065016169407e-07
1842,0.0,8.177375079299054e-07
1843,1.7720733769266417e-09,5.339847746199666e-07
1844,0.0,7.662031507038591e-07
1845,3.90615950696116e-09,6.623730754995449e-07
1846,0.0,6.024281589134262e-07
1847,5.393223645455691e-10,4.929406394182934e-07
1848,0.0,6.902800411268117e-07
1849,0.0,5.438240009425499e-07
1850,1.3577992064028876e-09,4.6368841566390984e-07
1851,0.0,5.71420244455112e-07
1852,0.0,5.677195851205852e-07
1853,0.0,5.338907236307477e-07
1854,0.0,6.234797567117312e-07
1855,0.0,5.699650706958437e-07
1856,0.0,5.187543656859361e-07
1857,2.4407544874094356e-09,5.574683399345304e-07
1858,0.0,7.071361594057635e-07
1859,5.092173349652285e-10,6.742037541584978e-07
1860,1.3731551729012637e-09,6.678111148517019e-07
1861,0.0,7.814351761226135e-07
1862,4.517986262886353e-10,7.106792629940628e-07
1863,0.0,7.057399216137128e-07
1864,0.0,7.844175016202826e-07
1865,2.8241067262513297e-09,7.403866248978375e-07
1866,0.0,9.502541900019423e-07
1867,9.7056229719783e-10,6.114542543400603e-07
1868,0.0,6.239060965640419e-07
1869,9.767038289254515e-10,5.337686239670347e-07
1870,0.0,4.690451866906642e-07
1871,0.0,4.885741660132226e-07
1872,6.047339295989218e-10,6.295280172707862e-07
1873,0.0,4.6152095478646515e-07
1874,1.1949218281515073e-09,5.066468489189901e-07
1875,0.0,4.931956389953029e-07
1876,0.0,4.867041809575312e-07
1877,0.0,6.951733197979593e-07
1878,0.0,4.698411117942669e-07
1879,0.0,3.757235162993311e-07
1880,0.0,4.896816641064561e-07
1881,0.0,3.6814838821896956e-07
1882,6.655385131892899e-10,5.078058791241347e-07
1883,1.2638677882037541e-09,4.2086798401896885e-07
1884,0.0,5.281357431385914e-07
1885,0.0,3.4677519167303217e-07
1886,0.0,4.156030648516662e-07
1887,6.528924623161458e-10,4.1001645634253236e-07
1888,0.0,3.626831652780993e-07
1889,3.7590820456401275e-09,4.2540277789271386e-07
1890,6.554386478008212e-10,3.919523088313781e-07
1891,1.912266012205066e-09,3.4866983078529756e-07
1892,6.268512375839919e-10,3.7234964267440773e-07
1893,0.0,3.633465759378396e-07
1894,1.8904617871129403e-09,3.3209113325938233e-07
1895,6.018614495673091e-10,3.791727287705271e-07
1896,1.7691086373616827e-09,3.7976867339750697e-07
1897,0.0,4.002952174175789e-07
1898,0.0,5.001985812214116e-07
1899,5.527578395003729e-10,4.6929139330131875e-07
1900,5.191053142894475e-10,3.332656124399591e-07
1901,4.470991132876634e-09,3.3141222388621827e-07
1902,0.0,3.122940483990533e-07
1903,0.0,3.6235476486012885e-07
1904,3.2247751136083025e-09,2.988291640804164e-07
1905,0.0,3.6228529864956727e-07
1906,1.5432553013283723e-09,4.26967311284443e-07
1907,0.0,3.6719902141157945e-07
1908,0.0,3.506731758307069e-07
1909,0.0,3.96070809927096e-07
1910,0.0,4.05086630905771e-07
1911,5.320374141248863e-10,4.3254641468593036e-07
1912,0.0,5.084395127141761e-07
1913,2.121195885607108e-09,4.7037518058345995e-07
1914,6.696743715117748e-10,4.968983731146182e-07
1915,0.0,4.924358592006683e-07
1916,0.0,5.69150508056282e-07
1917,0.0,5.099387365703478e-07
1918,0.0,5.157383000664595e-07
1919,0.0,5.174810873143088e-07
1920,0.0,3.5135155229681914e-07
1921,0.0,3.9984105271173576e-07
1922,2.2133805899215986e-09,5.046507780548382e-07
1923,0.0,4.883336188754583e-07
1924,0.0,5.053516929365287e-07
1925,0.0,5.796039772576478e-07
1926,4.458455382660986e-09,4.324701698976696e-07
1927,2.2298449753321847e-09,6.042880116297056e-07
1928,1.1426041224282812e-09,4.170504936951147e-07
1929,0.0,4.4338816707067963e-07
1930,1.0503603542488804e-09,3.8443188543624274e-07
1931,0.0,3.820794525211113e-07
1932,0.0,3.726242496782106e-07
1933,0.0,4.1064971867399436e-07
1934,0.0,3.0193582034598876e-07
1935,0.0,3.291278218853222e-07
1936,0.0,3.3827953060949767e-07
1937,0.0,3.651424336226228e-07
1938,0.0,3.7339816572057316e-07
1939,0.0,4.5576269513958323e-07
1940,0.0,4.0065370399133826e-07
1941,0.0,4.1025886332590744e-07
1942,0.0,4.82439681093183e-07
1943,0.0,4.7322733820465146e-07
1944,0.0,5.783735019804226e-07
1945,2.178504043826024e-09,5.598755414837342e-07
1946,0.0,4.21809453143851e-07
1947,0.0,5.495521691045724e-07
1948,0.0,4.4574740343250596e-07
1949,0.0,4.074058566061467e-07
1950,0.0,6.008979482885479e-07
1951,0.0,3.251727669351112e-07
1952,0.0,4.3866383236945694e-07
1953,0.0,4.535781457093435e-07
1954,0.0,3.8308342809045826e-07
1955,0.0,3.6040732709352596e-07
1956,8.72114158667614e-10,4.665810848791807e-07
1957,0.0,4.762085339393707e-07
1958,8.272243445794913e-10,3.590153774268856e-07
1959,0.0,3.797866554577922e-07
1960,1.3841666701708277e-09,4.768454076042872e-07
1961,1.3896318540318475e-09,4.231428931689152e-07
1962,6.341956404476434e-10,4.610602246657436e-07
1963,0.0,6.291469958341622e-07
1964,6.083968329129164e-10,5.852777462678205e-07
1965,5.472043373977442e-10,3.753821786744993e-07
1966,5.539074754423723e-10,4.4478769467559687e-07
1967,0.0,6.823584399739957e-07
1968,0.0,4.819289181057229e-07
1969,9.083515606356229e-10,4.4600062665267615e-07
1970,9.197450023812337e-10,4.148049903562878e-07
1971,0.0,4.4601289062029537e-07
1972,0.0,3.698835904231146e-07
1973,0.0,3.6442277462356287e-07
1974,0.0,3.105315435902867e-07
1975,0.0,4.066573744410107e-07
1976,0.0,3.565240760394772e-07
1977,5.876781838942691e-10,4.225406264879439e-07
1978,5.940591352171509e-10,3.433661746043981e-07
1979,0.0,3.5345917837048546e-07
1980,1.1370301367108482e-09,4.4912690100318287e-07
1981,0.0,3.902863987548244e-07
1982,1.2415004579935385e-09,4.096951471410648e-07
1983,0.0,3.984964429548654e-07
1984,1.1598016991243298e-09,3.8911346322834106e-07
1985,0.0,4.313155130830637e-07
1986,1.1988970927134801e-09,4.3759742496263243e-07
