year,mes_DET iles_NOUN,mes_DET fils_NOUN
1987,1.2221633705067347e-09,3.935366095220161e-07
1988,1.1993107618124554e-09,3.4060427012150285e-07
1989,1.0976244357863152e-09,4.456355178206195e-07
1990,0.0,3.6179043760853347e-07
1991,2.930732601047481e-09,4.40196036066709e-07
1992,0.0,4.0773585752162944e-07
1993,0.0,4.6640126072361454e-07
1994,0.0,3.571125368750927e-07
1995,0.0,4.4030301182829135e-07
1996,0.0,3.4217170608030756e-07
1997,0.0,4.1331989919513035e-07
1998,4.768129224785866e-10,4.267475688379818e-07
1999,4.570201161957499e-10,4.465086504978899e-07
2000,0.0,5.023301845596961e-07
2001,2.190605918883648e-09,4.2497755003978455e-07
2002,4.38122149670761e-10,5.388902479808166e-07
2003,0.0,4.4711083901916027e-07
2004,0.0,4.845270460407392e-07
2005,0.0,4.6388619523440866e-07
2006,4.1178899179428186e-10,4.414377876571507e-07
2007,0.0,6.207420923942664e-07
2008,0.0,6.522397342223485e-07
2009,9.53638501499654e-10,6.317855039128517e-07
2010,0.0,8.83821684283248e-07
2011,7.64794394481072e-10,7.158475767710115e-07
2012,0.0,8.490206226952068e-07
2013,5.578250084070646e-10,1.070466211672283e-06
2014,0.0,1.0740608047399292e-06
2015,0.0,1.0448936649254392e-06
2016,2.0713400439298368e-10,1.0843465076959546e-06
2017,0.0,1.2298824003664777e-06
2018,2.5814667070633845e-10,1.1908306163377347e-06
2019,7.65296326310505e-10,1.0678434847477547e-06
