year,grands_ADJ oeufs_NOUN,grands_ADJ feux_NOUN
1800,0.0,4.27606380526413e-07
1801,0.0,3.7384566553555487e-07
1802,0.0,2.886813774694019e-07
1803,0.0,2.8865019885415677e-07
1804,2.4718509461507665e-09,2.966221188671625e-07
1805,5.685755422035754e-09,3.155594185955124e-07
1806,0.0,1.4120178093435243e-07
1807,0.0,2.1921555060089304e-07
1808,0.0,2.6966279165208107e-07
1809,4.518061036407062e-09,3.9081228919712885e-07
1810,0.0,2.667744638529257e-07
1811,0.0,2.281439890339243e-07
1812,0.0,3.280666192040371e-07
1813,0.0,2.501895153272926e-07
1814,0.0,2.800542517888971e-07
1815,0.0,1.294667271167782e-07
1816,0.0,3.3605255111979204e-07
1817,1.556873407970727e-09,2.8646471150750585e-07
1818,0.0,2.6941862074636447e-07
1819,0.0,2.2358267415256705e-07
1820,0.0,3.678609061807947e-07
1821,0.0,2.8795545858884e-07
1822,0.0,2.6166856059717247e-07
1823,9.882686891060644e-10,2.5497331535007106e-07
1824,0.0,4.6231909323068976e-07
1825,0.0,3.689480649882171e-07
1826,0.0,6.103933287704422e-07
1827,0.0,2.7836165372718824e-07
1828,3.668920500743411e-09,3.6138865766588424e-07
1829,0.0,3.3864046145026805e-07
1830,0.0,3.61114530278428e-07
1831,0.0,3.7574807265627896e-07
1832,5.411987746839486e-09,4.23488046408238e-07
1833,0.0,4.899874852526409e-07
1834,0.0,3.108398800577561e-07
1835,0.0,4.5000373916082026e-07
1836,6.720750067579218e-10,3.494789950764243e-07
1837,0.0,3.534608481459145e-07
1838,0.0,4.936110826747608e-07
1839,0.0,3.768405179016554e-07
1840,0.0,3.592504356220161e-07
1841,0.0,3.268059174388327e-07
1842,0.0,2.951636588477413e-07
1843,0.0,3.502798335830448e-07
1844,5.488561272137815e-10,2.656463777839235e-07
1845,0.0,3.5546051435630943e-07
1846,0.0,2.985795788390533e-07
1847,0.0,3.2521137427465874e-07
1848,8.045221711050488e-10,2.646877987899643e-07
1849,0.0,3.1506598929809115e-07
1850,0.0,3.0822042162981234e-07
1851,0.0,2.773258529487066e-07
1852,0.0,2.617239260871429e-07
1853,0.0,2.932218592377467e-07
1854,0.0,3.2213119993684813e-07
1855,0.0,2.3456661324416928e-07
1856,0.0,2.847453970389324e-07
1857,0.0,3.094876888098952e-07
1858,0.0,3.445148024638911e-07
1859,0.0,3.0960413255343155e-07
1860,0.0,3.0484045510092983e-07
1861,4.715963730639317e-10,2.782418562219391e-07
1862,4.517986262886353e-10,2.3041729946271516e-07
1863,0.0,2.816966286900424e-07
1864,0.0,2.0089909469334088e-07
1865,4.706844358715045e-10,3.068862497457303e-07
1866,0.0,3.0847985499349306e-07
1867,0.0,2.6933102503789996e-07
1868,0.0,2.879946521261445e-07
1869,0.0,2.2122341647445865e-07
1870,0.0,2.706470922930748e-07
1871,0.0,3.547473284015723e-07
1872,4.23313739617015e-09,2.5701191930238565e-07
1873,5.986004469882289e-10,2.268695737939197e-07
1874,0.0,2.342046769854278e-07
1875,0.0,2.317218559255707e-07
1876,0.0,2.1826113538736536e-07
1877,0.0,2.8202759949635947e-07
1878,0.0,2.3371272561689693e-07
1879,0.0,2.553697981966252e-07
1880,1.2835692508872398e-09,2.3168425400399428e-07
1881,0.0,4.1207519529962156e-07
1882,0.0,2.6022556198768143e-07
1883,0.0,3.279736802141997e-07
1884,0.0,2.6472804393051774e-07
1885,0.0,3.358176172696403e-07
1886,0.0,3.3751615546862013e-07
1887,0.0,2.9837184456482646e-07
1888,0.0,3.0371543857654615e-07
1889,0.0,3.2704014074624865e-07
1890,6.554386478008212e-10,2.929810705154523e-07
1891,6.374220040683554e-10,3.218981134978094e-07
1892,0.0,3.3599226867409016e-07
1893,4.310891643655168e-09,3.2762775958872226e-07
1894,0.0,2.892406598675734e-07
1895,0.0,2.931065239408781e-07
1896,3.5382172747233653e-09,3.101837364738458e-07
1897,0.0,2.493833335392992e-07
1898,0.0,2.778252223833988e-07
1899,0.0,2.6200720526503574e-07
1900,0.0,2.507278793473233e-07
1901,0.0,2.559642382493621e-07
1902,0.0,2.135973460326568e-07
1903,1.6200660812870638e-09,2.7865135621141235e-07
1904,5.374625189347171e-10,2.4078320848275325e-07
1905,5.160759042333041e-10,2.1313934439604054e-07
1906,0.0,2.597813306692842e-07
1907,0.0,2.0468516481741972e-07
1908,4.911389073214423e-10,2.156099867534067e-07
1909,0.0,2.1398825822416256e-07
1910,0.0,2.3941794324855437e-07
1911,0.0,2.5058963615265384e-07
1912,0.0,1.995208265270776e-07
1913,0.0,1.8030165449545166e-07
1914,6.696743715117748e-10,1.8483012809156207e-07
1915,1.1780761921542648e-09,1.873141144415058e-07
1916,4.394984820521586e-09,2.4282292088173563e-07
1917,3.289927441585405e-09,2.631941811159777e-07
1918,0.0,2.6763257210404845e-07
1919,0.0,2.3203777743674436e-07
1920,0.0,1.8021911785126576e-07
1921,7.572747429129834e-10,1.7871684576675761e-07
1922,0.0,2.301915884572736e-07
1923,0.0,1.2845296737395984e-07
1924,0.0,1.7532609319914627e-07
1925,3.299453377181294e-09,2.0896537478165556e-07
1926,0.0,1.9059896771977947e-07
1927,0.0,2.3747848842958774e-07
1928,0.0,1.428255131941114e-07
1929,0.0,1.9718518728950585e-07
1930,0.0,1.8801449641614454e-07
1931,0.0,2.2810712607679307e-07
1932,0.0,2.2467050087016105e-07
1933,2.2941324395731044e-09,2.248249728609153e-07
1934,2.3963160344919743e-09,1.5695870558829483e-07
1935,0.0,1.8790206013363786e-07
1936,0.0,1.5034646594358492e-07
1937,1.2591118148108649e-09,2.0145789392245206e-07
1938,2.5930428915188486e-09,1.5298952860121062e-07
1939,3.058810094103137e-09,1.6517574863428308e-07
1940,2.5357829169792012e-09,1.4453962648985907e-07
1941,5.9030051957620344e-09,1.9775067983118788e-07
1942,6.068423541449874e-09,1.9418955332639598e-07
1943,2.9032352077962287e-09,3.1935587685438804e-07
1944,0.0,2.9239993182272883e-07
1945,0.0,2.570634762832924e-07
1946,4.1763312808029696e-09,1.7122958695381385e-07
1947,2.3841741914054637e-09,2.205361084861579e-07
1948,1.9569398546082084e-08,1.793861486021342e-07
1949,0.0,1.8161465220600803e-07
1950,1.0635361036293034e-08,1.893094321303579e-07
1951,0.0,1.9403751139179803e-07
1952,1.0544803918932644e-09,1.739892638852325e-07
1953,2.1547654771580937e-09,1.7884553926705848e-07
1954,9.772536113672459e-10,1.5342881454216695e-07
1955,2.815682353940474e-09,1.5673964526286e-07
1956,0.0,1.3256135389383417e-07
1957,8.835037701437898e-10,1.298750476053101e-07
1958,0.0,1.455914855341689e-07
1959,2.325224457422337e-09,1.3176271806969453e-07
1960,0.0,1.1765416729758726e-07
1961,0.0,1.5424913613060198e-07
1962,6.341956404476434e-10,2.3782337166267098e-07
1963,6.466053248388448e-10,1.5777169437569682e-07
1964,1.2167936658258327e-09,1.192457830256899e-07
1965,5.472043373977442e-10,1.5376441808712116e-07
1966,1.1078149508847446e-09,1.4235422440833645e-07
1967,0.0,1.6122197621371015e-07
1968,0.0,1.747160780496415e-07
1969,0.0,1.439737218333903e-07
1970,0.0,1.3842162616128917e-07
1971,5.138397485282553e-10,1.4336129083858395e-07
1972,1.6929485369132635e-08,1.5236535944040952e-07
1973,0.0,1.2073915911514632e-07
1974,5.625571675160757e-10,1.490776497803381e-07
1975,0.0,1.3536208598452504e-07
1976,5.713526873840635e-10,1.3369653117933922e-07
1977,5.876781838942691e-10,1.3516597618945525e-07
1978,0.0,1.31287066551522e-07
1979,0.0,1.4805492298819445e-07
1980,0.0,1.4781392110307934e-07
1981,0.0,1.4169231121741177e-07
1982,0.0,1.5332530267642142e-07
1983,1.2630632095778083e-09,1.1430721968963553e-07
1984,1.739702604197646e-09,1.3047768732121767e-07
1985,6.015558051686298e-10,1.5580295098516217e-07
1986,1.7983456945813714e-09,1.288814388544779e-07
1987,1.8332451112712533e-09,1.478817637234897e-07
1988,5.996553809062277e-10,1.1993107307262107e-07
1989,5.488121956886971e-09,1.4214236898624222e-07
1990,0.0,1.5964546662416979e-07
1991,5.861465202094962e-10,1.6998248497657187e-07
1992,0.0,1.2948369487730815e-07
1993,0.0,1.240782410150132e-07
1994,5.274926606624319e-10,1.3609310656192974e-07
1995,5.422450821690461e-10,1.6972271055237798e-07
1996,5.338092190498855e-10,1.1103232111508987e-07
1997,4.79489448146353e-10,1.203518564807382e-07
1998,9.536258449571733e-10,9.72698330770072e-08
1999,4.570201161957499e-10,1.3527795772461104e-07
2000,8.836062992401139e-10,1.290065227976811e-07
2001,8.762423564512289e-10,1.1960707979596918e-07
2002,0.0,1.2924603254305111e-07
2003,0.0,1.0292299634784285e-07
2004,8.809582507929292e-10,1.0791738702664588e-07
2005,4.5037495954858286e-10,1.0989148790940817e-07
2006,0.0,1.3836110213105712e-07
2007,0.0,1.0665259964071083e-07
2008,0.0,1.64337166097539e-07
2009,0.0,1.416153168065648e-07
2010,4.723793023408973e-10,1.5588517499054433e-07
2011,3.82397197240536e-10,1.391925792404436e-07
2012,0.0,1.82808364002085e-07
2013,0.0,1.779461769046975e-07
2014,6.496335691608124e-10,2.1416252593553509e-07
2015,5.54143841924315e-09,2.056981998066476e-07
2016,0.0,2.5228922595488257e-07
2017,1.0062445321423752e-09,1.511882459226399e-07
2018,2.5814667070633845e-10,1.724419718129866e-07
2019,0.0,1.7499776561180624e-07
