year,vastes_ADJ fosses_NOUN
1992,4.958949695321735e-09
1993,8.862731881720265e-09
1994,3.164955852952289e-09
1995,4.337960657352369e-09
1996,2.6690460952494277e-09
1997,3.835915585170824e-09
1998,5.72175506974304e-09
1999,4.113180906983871e-09
2000,5.3016377954406835e-09
2001,4.8193329327261836e-09
2002,1.3143663935011318e-09
2003,7.91715315529018e-09
2004,4.845270407116686e-09
2005,4.503749373441224e-09
2006,4.529678854225949e-09
2007,6.391167151065247e-09
2008,3.8316958494988285e-09
2009,2.384096253749135e-09
2010,9.447586046817946e-10
2011,3.823971805871906e-09
2012,2.7234021704458655e-09
2013,1.3945624655065103e-09
2014,3.031623174720721e-09
2015,2.881548111233201e-09
2016,5.799752234025846e-09
2017,2.5156112748447867e-09
2018,2.0651733656507076e-09
2019,3.5713827450933877e-09
