year,ses_DET autos_NOUN,ses_DET photos_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.039466551195801e-08,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,5.0141535368197765e-09,0.0
1812,1.3869482984318893e-07,0.0
1813,8.339650747757332e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.0351049795076506e-08,0.0
1820,0.0,0.0
1821,5.9168927535324656e-09,9.86148829262845e-10
1822,0.0,0.0
1823,6.917880934764753e-09,0.0
1824,1.2631669044083083e-08,0.0
1825,5.283265824829186e-09,0.0
1826,0.0,0.0
1827,1.5669364195058932e-08,0.0
1828,9.172301251858528e-10,0.0
1829,1.2859763920403111e-08,0.0
1830,1.0436835840010872e-09,0.0
1831,1.870944643656003e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,1.6217079790159517e-08,0.0
1834,1.3068342852307069e-08,0.0
1835,1.5126175867408165e-08,0.0
1836,2.016224964762614e-09,0.0
1837,1.6698938676285024e-08,0.0
1838,6.312161904276081e-10,0.0
1839,1.3283802502428443e-08,0.0
1840,1.9109065441114126e-09,0.0
1841,6.420548537278137e-09,0.0
1842,3.3541325272778977e-09,0.0
1843,4.961805188941071e-08,0.0
1844,8.781698201953958e-09,0.0
1845,1.3950569588416784e-08,0.0
1846,1.4636253098387897e-08,0.0
1847,1.7797638030003782e-08,0.0
1848,5.631655031201888e-09,8.045221711050488e-10
1849,2.513824481908955e-09,0.0
1850,6.788996032014438e-10,0.0
1851,5.159551008659946e-09,0.0
1852,1.3021090650155998e-08,0.0
1853,2.9859659189668264e-09,0.0
1854,1.0391329130499116e-08,0.0
1855,2.812676669350367e-08,0.0
1856,8.801221529353143e-09,0.0
1857,4.881508974818871e-09,0.0
1858,3.914940760463281e-09,0.0
1859,1.1202781369235026e-08,0.0
1860,7.781212563173767e-09,0.0
1861,6.6023493339173456e-09,0.0
1862,2.6204321379452722e-08,0.0
1863,3.995696662428827e-09,0.0
1864,1.1986819981046892e-08,4.794727948009836e-10
1865,6.589582324245669e-09,0.0
1866,9.731225825149181e-10,0.0
1867,1.455843445796745e-09,0.0
1868,8.891773317643015e-09,0.0
1869,2.2952540312815017e-08,0.0
1870,6.76617730732687e-08,0.0
1871,1.4869647957382881e-08,0.0
1872,7.861541195808286e-09,0.0
1873,3.591602570907071e-09,0.0
1874,7.169530746864439e-09,0.0
1875,5.149374315838173e-09,0.0
1876,7.859819239897092e-09,0.0
1877,9.89570592135891e-09,0.0
1878,4.22736201599605e-09,0.0
1879,4.27652757650776e-09,0.0
1880,9.626769381654299e-09,6.417846254436199e-10
1881,2.0220272678450613e-08,0.0
1882,5.989846618703609e-09,0.0
1883,0.0,1.2638677882037541e-09
1884,1.0562715146988921e-08,0.0
1885,3.2228178459270396e-09,0.0
1886,7.0988103173519335e-09,0.0
1887,3.917354773896875e-09,0.0
1888,6.340614699951175e-10,0.0
1889,4.385595775424633e-09,0.0
1890,3.932631831293776e-09,0.0
1891,1.2748440081367107e-09,0.0
1892,1.002961935725466e-08,0.0
1893,1.2316833108982905e-09,0.0
1894,1.2603078136663726e-08,0.0
1895,1.2639090662958097e-08,0.0
1896,1.179405795248556e-09,0.0
1897,5.826713445067355e-09,0.0
1898,5.092519295146758e-09,0.0
1899,1.6582735185011188e-09,0.0
1900,3.6337372000261325e-09,0.0
1901,1.6766216748287377e-09,0.0
1902,4.910283846193408e-10,0.0
1903,9.1803746826713e-09,0.0
1904,5.374625189347171e-09,0.0
1905,6.708986699521802e-09,5.160759042333041e-10
1906,2.5720922058880547e-09,2.0576738091193647e-09
1907,8.228549119859707e-09,0.0
1908,6.3848057951787496e-09,0.0
1909,1.1001967115120692e-08,4.400786846048277e-09
1910,1.3894791983659616e-08,0.0
1911,5.852411444351446e-09,5.320374141248863e-10
1912,5.2094213387476884e-09,5.209421227725386e-10
1913,3.393913439175833e-08,1.060597942803554e-09
1914,1.7411534103395354e-08,2.678697486047099e-09
1915,3.180805663305364e-08,8.246533234057551e-09
1916,2.197492321442951e-08,6.592477230782379e-09
1917,1.9739563983378616e-08,5.483212106582869e-09
1918,2.756730310693456e-08,1.1486376294556067e-08
1919,4.235610262526279e-08,2.762354567309444e-09
1920,3.180337371233577e-08,1.590168707821249e-08
1921,2.196096815509918e-08,1.060184651180407e-08
1922,2.4347187377316004e-08,5.164555005876537e-09
1923,3.927900849021171e-08,1.6985516548828627e-08
1924,1.0313299547703991e-08,5.156649773851996e-09
1925,1.8696902470694e-08,8.798542339150117e-09
1926,2.6750731851876708e-08,8.916910765321973e-09
1927,3.7907366134959375e-08,1.6723836537835268e-08
1928,2.399468712610542e-08,1.0283437212876834e-08
1929,1.4482528287729224e-08,3.8991423423340166e-08
1930,2.9410089141812534e-08,2.3107928570631486e-08
1931,4.21998205268892e-08,1.2545892325022123e-08
1932,2.8494795967226594e-08,2.1919072779041926e-08
1933,1.491186085722518e-08,2.6382522833046096e-08
1934,2.6359476379411717e-08,2.3963160344919743e-08
1935,2.154291145473053e-08,2.8723881939640705e-08
1936,2.5461901032031165e-08,1.8187072292619177e-08
1937,3.021868266728234e-08,2.5182236740306507e-08
1938,1.944782190843597e-08,2.7226950916059423e-08
1939,1.3764645423464117e-08,3.8235125288110794e-08
1940,3.55009599495304e-08,3.296517903095264e-08
1941,3.8369533328364014e-08,4.7224042454274695e-08
1942,1.2136847082899749e-08,8.49579322448335e-08
1943,1.1612940831184915e-08,4.3548528338988035e-08
1944,1.6065930807940276e-08,5.462416474699694e-08
1945,2.3963544037997053e-08,6.971212940243277e-08
1946,2.645009811175214e-08,6.12528623378239e-08
1947,1.907339353124371e-08,3.8146786174309e-08
1948,3.152847538601122e-08,5.2185062715537356e-08
1949,2.0615717133409817e-08,7.657266332117274e-08
1950,3.08425480710639e-08,6.168509703030622e-08
1951,4.0513328247726577e-08,7.996051154535166e-08
1952,1.1599284199803606e-08,9.173979176324565e-08
1953,9.696444758233724e-09,6.141081509980495e-08
1954,2.149958033825783e-08,1.0554339180401939e-07
1955,2.9095383879962355e-08,9.197895867174566e-08
1956,2.093073914188892e-08,9.15719837735196e-08
1957,3.180613572517643e-08,7.333081075699965e-08
1958,1.6544486503011768e-08,5.79057044536313e-08
1959,1.6276570535822543e-08,8.215792890453599e-08
1960,1.591791587429725e-08,7.474500085535851e-08
1961,1.528595028332802e-08,9.032607195536002e-08
1962,1.5220695814832652e-08,1.027396967501204e-07
1963,1.2932106829843804e-08,1.1315593217986475e-07
1964,2.190228609588729e-08,7.179082528452341e-08
1965,8.755269065297e-09,7.879742458527517e-08
1966,1.163205709531212e-08,6.092982296479477e-08
1967,2.021437550681071e-08,6.90246988455101e-08
1968,2.066051318916351e-08,8.264204964802957e-08
1969,1.816703076862325e-08,9.628526775884438e-08
1970,1.3336302201460981e-08,7.541909274877412e-08
1971,9.762954888969944e-09,7.090988862756831e-08
1972,1.6929484925043425e-08,1.1799337729101467e-07
1973,8.821126218361286e-09,1.2073916355603842e-07
1974,1.4063929631991101e-08,1.2038723706808696e-07
1975,6.8537762132336866e-09,1.1994108461976793e-07
1976,9.71299568552908e-09,1.6626362864258226e-07
1977,8.22749424145286e-09,1.3634133999573805e-07
1978,1.3069301196821925e-08,1.9663357697652373e-07
1979,9.36315702748658e-09,1.527365114384338e-07
1980,1.2507331226263574e-08,2.160357279734626e-07
1981,1.3916209073983055e-08,2.3594299047857703e-07
1982,1.2415004579935385e-08,3.271353570255542e-07
1983,1.2630632539867293e-08,2.5324418118088943e-07
1984,2.3775935886760635e-08,2.4703776091428153e-07
1985,1.5038894574104233e-08,3.7055836088484284e-07
1986,5.994485352545098e-09,2.889342027856401e-07
1987,9.166225112267057e-09,2.432105059568812e-07
1988,1.3792074038398994e-08,2.8423664666377135e-07
1989,8.780995486290522e-09,2.3159875706113553e-07
1990,1.961514328741032e-08,2.844195936546612e-07
1991,4.68917216167597e-09,2.8897022907869996e-07
1992,1.983579878128694e-08,3.0139394979755707e-07
1993,1.2186256725943423e-08,2.84161348673706e-07
1994,1.3714809288245533e-08,2.7113122413879864e-07
1995,8.133675954979935e-09,2.711225519647087e-07
1996,1.6014276127407356e-08,2.711750717310224e-07
1997,1.1507746866534774e-08,2.9872192897073546e-07
1998,1.0489884183506604e-08,4.1721131793792665e-07
1999,1.736676483177213e-08,2.600444410916225e-07
2000,1.546311001465739e-08,3.476990766415611e-07
2001,1.1829271590046986e-08,3.3779144104073566e-07
2002,8.762443215459825e-09,2.9660870382031135e-07
2003,5.0003075569016175e-09,3.675226061261583e-07
2004,1.4535810777260849e-08,3.171449698413653e-07
2005,6.7556245042510454e-09,4.3326072329819e-07
2006,1.7706926813687573e-08,4.4802642307217866e-07
2007,3.1955835755326234e-09,5.041032995478645e-07
2008,8.089135583588813e-09,5.713483801628172e-07
2009,1.1443662240040453e-08,6.41321875605172e-07
2010,5.196172381261022e-09,6.669995613606261e-07
2011,5.7359579308524644e-09,8.646000537737564e-07
2012,1.6340413466764403e-08,9.232333511022262e-07
2013,1.5340187786705428e-08,7.697985076049463e-07
2014,1.559120557659277e-08,7.650517908075471e-07
2015,7.758013897962712e-09,7.811211482078306e-07
2016,6.006886099640951e-09,6.999057973189338e-07
2017,7.2952728302766445e-09,7.478912387171022e-07
2018,6.711813549387102e-09,8.056757572205697e-07
2019,1.0969247177250452e-08,8.117243304184285e-07
