year,toutes_DET âmes_NOUN,toutes_DET ames_NOUN,toutes_DET femmes_NOUN
1867,4.85281148598915e-09,2.91168689159349e-09,4.076361648230886e-08
1868,4.939874287401835e-09,9.87974813071446e-10,3.408513116198719e-08
1869,7.325278827963189e-09,7.81363052038131e-09,3.613804278046473e-08
1870,3.4404292748035914e-09,4.587239033071455e-09,8.027667952603679e-08
1871,2.1242354542039266e-09,0.0,2.761506068260644e-08
1872,7.256807155187062e-09,4.8378714367913744e-09,5.986865836415944e-08
1873,6.58460502789282e-09,6.584604861359367e-09,4.848663759382532e-08
1874,4.779687312606029e-09,0.0,4.5407028081978495e-08
1875,6.865832347102696e-09,5.149374426860476e-09,4.7488673771134415e-08
1876,6.04601479992084e-10,8.464420719889176e-09,6.166934873874652e-08
1877,1.36065949618569e-08,6.80329748092845e-09,4.39121952133803e-08
1878,1.2078177125118827e-08,0.0,5.857916085538761e-08
1879,2.443730107160036e-09,1.832797580370027e-09,5.9260454321474754e-08
1880,8.343199908722454e-09,2.5671385017744797e-09,4.8133845131914654e-08
1881,6.972507571312292e-10,6.2752569807145164e-09,4.6715800228191995e-08
1882,2.6621540527571597e-09,1.3310770263785798e-09,1.3377324403762714e-07
1883,3.791603475633565e-09,0.0,2.6541223441256534e-08
1884,8.582206056928499e-09,3.300848483434038e-09,3.828984418419168e-08
1885,7.090199150017185e-09,5.156508553483263e-09,4.640857875770621e-08
1886,6.453463874400711e-10,5.162771099520569e-09,4.388355456796944e-08
1887,1.9586774424595887e-09,4.57024718070187e-09,4.0479332774623344e-08
1888,3.804368819970705e-09,6.340614699951175e-10,4.945679576984219e-08
1889,3.132568426877924e-09,4.385595886446936e-09,3.947036153473249e-08
1890,3.9326319978272295e-09,6.554386478008212e-10,2.6872983838188702e-08
1891,3.1871101313640793e-09,1.9122659011827636e-09,3.6970474681652377e-08
1892,7.522214628963297e-09,6.268512375839919e-10,5.0774949578169526e-08
1893,8.005941687372342e-09,6.15841644346915e-09,4.6803965647601586e-08
1894,1.2603078580752936e-09,1.0082462864602348e-08,3.9069542490111075e-08
1895,3.611168697403855e-09,6.6204757231957956e-09,3.370424117576931e-08
1896,4.1279202278587945e-09,1.2383760905620989e-08,5.543207293179364e-08
1897,6.409384800676321e-09,1.1653427112179315e-09,4.777904960562296e-08
1898,3.960848538042683e-09,0.0,3.3384293995908365e-08
1899,1.6582735185011188e-09,3.8693048765026106e-09,2.4874102777516782e-08
1900,5.710158235139318e-09,2.5955265714472375e-09,3.478005605739298e-08
1901,5.029864968975062e-09,1.676621730339889e-09,2.067833393404328e-08
1902,3.437198747846537e-09,0.0,3.1425818058927746e-08
1903,4.320176216765503e-09,3.2401321625741275e-09,2.7541122937790874e-08
1904,2.6873125946735854e-09,4.299700151477737e-09,3.0097901060344157e-08
1905,5.160758931310738e-09,5.160759042333041e-10,2.37394921498435e-08
1906,9.773950260250075e-09,1.0288369045596824e-09,4.115347679300996e-08
1907,1.5428529565042481e-09,3.0857059130084963e-09,2.6228500871194882e-08
1908,3.929111258571538e-09,4.911389073214423e-10,2.7994917495277605e-08
1909,1.1001967115120692e-09,2.7504918342913243e-09,3.4656194802806795e-08
1910,2.137660271017694e-09,2.6720753387721174e-09,3.794346992158637e-08
1911,2.128149656499545e-09,5.320374252271165e-09,2.181353464525415e-08
1912,6.251305584292766e-09,1.5628263128064646e-09,4.948950049765699e-08
1913,7.42418571064718e-09,5.302989602995467e-09,2.6514949236222662e-08
1914,2.0090231700464756e-09,2.0090231700464756e-09,1.4063162190325329e-08
1915,0.0,4.712304768617059e-09,2.1205371680821372e-08
1916,1.4283700444650549e-08,9.888715846173568e-09,4.9443580341090865e-08
1917,9.8697816586224e-09,4.386569774084137e-09,3.289927341665333e-08
1918,1.378365155346728e-08,2.2972752589112133e-09,2.986457836584577e-08
1919,4.603924186330488e-09,9.207848372660976e-10,2.7623545728605592e-08
1920,4.543339038320937e-09,1.514446346106979e-09,2.8017256958889902e-08
1921,3.0290990271630847e-09,3.0290989716519334e-09,3.4077362764950436e-08
1922,5.90234855435412e-09,2.2133805899215986e-09,1.8444838267850372e-08
1923,8.492758496458919e-09,1.0615948120573648e-09,3.927900982247934e-08
1924,3.867487219366694e-09,1.289162443462999e-09,4.769901029710866e-08
1925,0.0,2.1996355847875293e-09,3.739380405320958e-08
1926,1.114613823460786e-08,3.343841648018042e-09,5.3501465036021045e-08
1927,6.689534814974252e-09,1.1149224876660924e-09,2.0068604555945058e-08
1928,1.1426041446327417e-08,5.713020723163709e-09,2.0566874425753667e-08
1929,3.342121912552898e-09,1.671060911867528e-08,3.787738167559951e-08
1930,1.3654684938302353e-08,4.201441416995522e-09,2.8359729342675166e-08
1931,7.983749661377715e-09,4.5621426636444085e-09,4.6761963190533606e-08
1932,7.671675517073595e-09,2.1919073223131136e-09,2.849479496802587e-08
1933,2.2941324395731044e-09,1.1470662197865522e-09,1.9500125514326783e-08
1934,3.5944740517379614e-09,0.0,2.3963160344919743e-08
1935,3.590485242455088e-09,3.590485242455088e-09,6.821922227118193e-08
1936,4.364897332465034e-08,2.424942913137329e-09,2.424942913137329e-08
1937,5.0364472592434595e-09,7.554670666820584e-09,1.2591118370153254e-08
1938,7.779128452511941e-09,2.2040864688932515e-08,9.075649898271365e-09
1939,1.070583532936098e-08,3.058810094103137e-09,1.8352860564618823e-08
1940,0.0,5.0715658339584024e-09,3.803674331059881e-08
1941,1.1806010391524069e-08,1.7709015143196893e-08,5.9030050625352715e-08
1942,1.517105907566929e-08,1.8205270624349623e-08,3.3376330144108124e-08
1943,2.9032352077962287e-09,8.709705845433291e-09,4.935499942071431e-08
1944,1.927911696952833e-08,0.0,2.5705489292704442e-08
1945,6.535512131478072e-09,0.0,2.6142048081823077e-08
1946,1.5313214696277555e-08,0.0,3.201854070766785e-08
1947,1.1920871179071924e-08,3.5762612871081956e-09,2.264965415221809e-08
1948,7.610321262063735e-09,0.0,3.4790040626120344e-08
1949,3.926803215925645e-09,2.945102384188658e-09,3.435952855568303e-08
1950,3.190608444114673e-09,1.0635361480382244e-09,2.5524868441095805e-08
1951,2.1322803522849654e-09,3.1984206394497505e-09,1.1727542048589612e-08
1952,2.1089607837865287e-09,2.1089607837865287e-09,1.7926166662185494e-08
1953,3.232148326759443e-09,0.0,3.5553629817997034e-08
1954,6.840775057526116e-09,4.886268278880834e-09,1.563605755983133e-08
1955,1.8771215692936494e-09,0.0,2.1586897158698548e-08
1956,2.616342476002842e-09,2.616342476002842e-09,2.267496879149178e-08
1957,3.534015080575159e-09,7.951533931294108e-09,3.8874166108371355e-08
1958,4.9633461784992505e-09,0.0,1.9026159703283696e-08
1959,5.4255236969780185e-09,1.5501495642666896e-09,1.162612162097787e-08
1960,5.536666736194462e-09,6.920833350854139e-10,4.360124861157999e-08
1961,9.032606995695858e-09,3.474079635079619e-09,3.19615329757994e-08
1962,3.805173787174709e-09,3.170978146727066e-09,2.917299912752469e-08
1963,7.759264120110743e-09,6.4660533594107505e-09,1.7458342771448088e-08
1964,2.433587276140514e-09,1.2167936658258327e-09,3.346182664287767e-08
1965,3.830430472806512e-09,1.6416130121932326e-09,3.009623894545399e-08
1966,2.7695373772118614e-09,9.416427415587236e-09,3.8219614806322966e-08
1967,2.9582012395223956e-09,4.437301859283593e-09,2.7116846545993667e-08
1968,1.2126822213076593e-08,6.737123581235238e-09,2.9643344445773323e-08
1969,4.5417576088890854e-09,2.2708788183223305e-09,3.6788238233498305e-08
1970,1.3336302201460981e-08,3.2191074805787423e-09,4.3228013835161505e-08
1971,6.679916619845017e-09,5.138397374260251e-09,2.260894971239935e-08
1972,2.0520587451500205e-09,3.0780880622138795e-09,4.001514630758152e-08
1973,6.064523994098181e-09,1.102640756478479e-09,3.528450465140054e-08
1974,1.6876715580593782e-09,0.0,2.6440186373655195e-08
1975,5.711480177694739e-10,5.711480177694739e-09,6.453972423159371e-08
1976,1.7140580066410394e-09,1.142705374768127e-09,2.2854107717407146e-08
1977,1.7630345516828072e-09,1.1753563677885381e-09,4.172515044587044e-08
1978,1.7821774056514528e-09,5.940591352171509e-10,4.3366318092097345e-08
1979,2.3407893401383717e-09,4.096381456264453e-09,3.4526642878063285e-08
1980,5.685150683554241e-10,2.2740602734216964e-09,3.183684382790375e-08
1981,2.5302198114474095e-09,6.325549528618524e-10,3.099519285676422e-08
1982,6.2075020679230875e-09,1.2415004579935385e-09,3.3520511699691724e-08
1983,5.052252838311233e-09,6.315316047889041e-10,2.7155859783078995e-08
1984,4.059305780401701e-09,4.059305891424003e-09,2.609553906296469e-08
1985,3.007779025843149e-09,6.015558051686298e-10,3.7296460142499654e-08
1986,4.196139880008332e-09,1.7983456390702202e-09,3.896415456949853e-08
1987,6.110816852533674e-10,3.055408426266837e-09,3.6053819485459826e-08
1988,0.0,1.1993107618124554e-09,3.59793221327287e-08
1989,2.1952488715726304e-09,1.0976244357863152e-09,4.2258541221862345e-08
1990,3.8140557934163155e-09,1.089730194969718e-09,2.94227158192939e-08
1991,3.516879065745826e-09,1.7584396161396398e-09,3.341035137438553e-08
1992,4.958949750832886e-09,3.3059665560664087e-09,3.8018613146562075e-08
1993,1.1078414852150331e-09,3.323524566667402e-09,4.2097975772037444e-08
1994,2.6374633033121597e-09,1.5824779264761446e-09,3.217705191183029e-08
1995,3.2534704930142766e-09,1.0844901643380922e-09,3.03657253786227e-08
1996,5.338092190498855e-10,1.067618438099771e-09,3.843426332750255e-08
1997,4.79489448146353e-10,1.917957792585412e-09,3.835915540761903e-08
1998,4.768129224785866e-10,0.0,2.5747898479977493e-08
1999,5.0272213059088244e-09,5.941261538300324e-09,4.02177706693152e-08
2000,3.5344251969604557e-09,0.0,4.683113363768143e-08
2001,4.381211837767296e-09,8.762423564512289e-10,4.118339100300794e-08
2002,6.5718323005725665e-09,1.314366449012283e-09,2.8039818023017915e-08
2003,2.9168461535000745e-09,3.2501998481482275e-08,3.208530685583355e-08
2004,2.2023955992267474e-09,7.928624479180968e-09,2.202395621431208e-08
2005,4.954124666056714e-09,1.8014998381943315e-09,2.8373623450761443e-08
2006,1.2353669198716943e-09,3.706100981659688e-09,3.006059667853833e-08
2007,2.396687653893892e-09,3.595031605740928e-09,2.4366325152014312e-08
2008,2.128719839289417e-09,2.1287198670449925e-09,3.3208028660247635e-08
2009,4.291373478793048e-09,3.814554005998616e-09,2.860915504498962e-08
2010,1.8895172093635892e-09,1.4171379625338432e-09,2.4091344918986124e-08
2011,5.735957819830162e-09,1.147191591721608e-09,2.1796640492510733e-08
2012,2.382976926895708e-09,0.0,1.906381608129948e-08
2013,4.183687618564136e-09,0.0,1.673475030772309e-08
2014,2.381989674948848e-09,6.496335552830246e-10,2.2304085606217328e-08
2015,1.0639561592862279e-08,2.2165753954528356e-10,2.260906911688565e-08
2016,5.385484336262181e-09,2.0713400439298368e-10,2.734168919049651e-08
2017,3.5218558347427376e-09,0.0,1.811240102345124e-08
2018,5.937373259712331e-09,7.744400121190154e-10,1.987729403296612e-08
2019,9.693753355577428e-09,0.0,2.7550667858200484e-08
