year,quelques_DET oies_NOUN,quelques_DET fois_NOUN
1912,6.772247651554153e-09,4.933321875455476e-07
1913,1.1136278676993072e-08,4.518147207477341e-07
1914,2.678697486047099e-09,4.078317008548993e-07
1915,2.3561523843085297e-09,3.769843877066137e-07
1916,0.0,3.241301360645821e-07
1917,2.1932848870420685e-09,3.147363791811131e-07
1918,3.44591288836682e-09,4.4107683550009824e-07
1919,7.366278753639932e-09,4.6683790344559384e-07
1920,5.300562211374427e-09,4.611489075045938e-07
1921,1.5145494858259667e-09,4.672385269799406e-07
1922,1.180469710870824e-08,4.25706881301835e-07
1923,3.1847844361720945e-09,5.2761262736567e-07
1924,2.578324886925998e-09,8.07015666737243e-07
1925,3.299453377181294e-09,5.037165635712881e-07
1926,7.802297030679028e-09,4.926593160092807e-07
1927,1.3379070296082318e-08,4.883360364971168e-07
1928,0.0,4.261913382208604e-07
1929,4.4561625500705304e-09,4.957480861378372e-07
1930,3.1510810627466412e-09,5.713960469222457e-07
1931,4.5621426636444085e-09,5.143816039776539e-07
1932,8.767629400274757e-09,5.951028185791074e-07
1933,1.3764794637438627e-08,4.989737902860725e-07
1934,1.0783422155213884e-08,6.949316642135273e-07
1935,1.196828414151696e-08,4.715503898466977e-07
1936,2.424942913137329e-09,5.844112216379926e-07
1937,5.0364472592434595e-09,4.847580434841348e-07
1938,6.482607117774819e-09,5.160155538419531e-07
1939,3.058810094103137e-09,5.55174008098902e-07
1940,1.5214697501875207e-08,5.883016207519631e-07
1941,1.1806010391524069e-08,6.227670752423364e-07
1942,1.2136847082899749e-08,5.977397243839278e-07
1943,1.4516176261025748e-08,5.196790926476069e-07
1944,1.6065930807940276e-08,6.683427216103155e-07
1945,8.714016175304096e-09,4.4877182503455515e-07
1946,2.7842208538686464e-09,4.4825956990734994e-07
1947,5.960435700558264e-09,3.409369035978216e-07
1948,4.348755133776194e-09,4.6205523318576525e-07
1949,1.0798709482173763e-08,3.4457698561141115e-07
1950,2.1270722960764488e-09,5.402763640915964e-07
1951,6.396841278899501e-09,4.1153010954531055e-07
1952,6.326882129314981e-09,4.586989739152614e-07
1953,9.696444758233724e-09,5.688581090623757e-07
1954,5.863521668203475e-09,5.541027938704701e-07
1955,4.6928039232341234e-09,6.053717136467185e-07
1956,4.36057079333807e-09,4.848954588965171e-07
1957,2.6505113659425206e-09,5.557238580422563e-07
1958,6.617794590102477e-09,4.5497338518885044e-07
1959,1.3176271185244559e-08,6.25485331084974e-07
1960,6.920833239831836e-09,5.695845572972758e-07
1961,9.032606829162404e-09,6.0796396539331e-07
1962,2.5367825617905737e-09,7.324959412358112e-07
1963,8.405868778815773e-09,6.03929372289258e-07
1964,1.2776333657704697e-08,6.309074898069866e-07
1965,6.0192477668863376e-09,7.037047637936666e-07
1966,7.200797069728537e-09,5.843724046883381e-07
1967,4.930335695263466e-09,5.028942204887699e-07
1968,7.635406917838594e-09,6.81796937129775e-07
1969,7.720988265402795e-09,5.477359863448328e-07
1970,4.59872487312829e-09,6.990062288991794e-07
1971,7.193756479395574e-09,6.443550191193026e-07
1972,2.5650733759263744e-09,6.530677083560477e-07
1973,2.7566018356850464e-09,6.979715720945023e-07
1974,4.500457340128605e-09,6.317517140530526e-07
1975,1.7134440533084216e-09,5.488732419678399e-07
1976,6.856232359631065e-09,5.873505699582893e-07
1977,2.3507127355770763e-09,6.452706529103125e-07
1978,2.3762365408686037e-09,7.324749091708327e-07
1979,5.851973350345929e-09,7.244743045475843e-07
1980,4.548120602354544e-09,7.163290050016258e-07
1981,5.69299452024552e-09,7.008708990952073e-07
1982,9.932003885992913e-09,7.417965086631284e-07
1983,2.526126308133314e-09,7.818361069666935e-07
1984,5.219107646059484e-09,7.399535100205412e-07
1985,7.820225467192188e-09,6.996094192857072e-07
1986,4.795588426365072e-09,6.186308922906392e-07
1987,3.055408426266837e-09,7.112990871860347e-07
1988,1.7989661427186832e-09,6.812085011631552e-07
1989,6.036934285802431e-09,7.332131204407233e-07
1990,9.262707045820662e-09,6.778121743877819e-07
1991,6.447611611282156e-09,7.44406058572622e-07
1992,6.611932834577061e-09,7.592703354930563e-07
1993,7.75489034099408e-09,7.062489544296113e-07
1994,4.2199412852994556e-09,7.60116897424723e-07
1995,4.337960546330066e-09,7.455869734940279e-07
1996,3.2028553142993132e-09,7.948419096237558e-07
1997,2.876936688878118e-09,8.328731766482633e-07
1998,5.2449422582867555e-09,7.981848497706778e-07
1999,7.769341975327748e-09,8.523425307771504e-07
2000,5.743440834038438e-09,9.498767923332707e-07
2001,4.381211921034023e-09,9.581710358474993e-07
2002,5.695587723675288e-09,1.0208246195020365e-06
2003,5.000307723435071e-09,1.0971508501711469e-06
2004,3.9643121285681815e-09,1.1188169537490467e-06
2005,5.404499625605297e-09,1.1691733661223225e-06
2006,2.4707338397433887e-09,1.052120829569958e-06
2007,5.991719120856942e-09,1.1148591880782988e-06
2008,5.960415716543821e-09,1.0890531001450654e-06
2009,6.675469732542183e-09,1.1438894347293171e-06
2010,9.919965127114239e-09,1.2541670599830468e-06
2011,1.56782850591064e-08,1.143750026244561e-06
2012,1.3957436206801788e-08,1.1652756910507378e-06
2013,1.3666712872506537e-08,1.1984870695869176e-06
2014,1.2776126934177512e-08,1.2029048122030872e-06
2015,1.0639561565106703e-08,1.330166867319349e-06
2016,1.5120782848043746e-08,1.3739198720941204e-06
2017,7.798395401659164e-09,1.7506138902945168e-06
2018,1.3165480483579017e-08,1.7853424338909463e-06
2019,9.693753133532823e-09,1.7851811833224929e-06
