year,des_DET autographes_NOUN,des_DET photographes_NOUN
1970,7.357960285503395e-08,6.438215027770866e-08
1971,1.0071259071153804e-07,7.861748407833602e-08
1972,1.1183720260987684e-07,7.951727809540898e-08
1973,9.592974636873919e-08,1.0419955120966051e-07
1974,5.906850120140916e-08,8.607124790671605e-08
1975,8.681450003322766e-08,8.053187228185266e-08
1976,9.655860089274881e-08,1.3026841205743267e-07
1977,8.521333505484563e-08,1.1988634618376182e-07
1978,7.960392722772269e-08,1.6158408788768952e-07
1979,9.480196472289038e-08,1.2113584979545067e-07
1980,7.788656120055748e-08,1.39854705594189e-07
1981,1.0879945322450624e-07,1.4295741657122107e-07
1982,1.0304453468279462e-07,1.7629306992006377e-07
1983,1.004135228299674e-07,2.1408920680698884e-07
1984,9.04645359733891e-08,2.2500153562532432e-07
1985,9.444426296578712e-08,1.906931919037902e-07
1986,9.59117648080543e-08,2.0081525775594855e-07
1987,1.2466066090510708e-07,1.704917833578179e-07
1988,1.0793797122765625e-07,2.1887421830513176e-07
1989,1.2238513003026696e-07,2.2885469697087046e-07
1990,9.208220164147463e-08,2.2557415135793235e-07
1991,9.436958647857097e-08,2.1277118733564748e-07
1992,8.650612365324051e-08,2.8376213290215446e-07
1993,1.0413709827794548e-07,2.1769085201128746e-07
1994,1.0233357938815857e-07,2.1521701221161038e-07
1995,1.0736452382698047e-07,2.5810865444952924e-07
1996,1.1263374810610571e-07,2.2313225223058453e-07
1997,8.630810244270037e-08,2.7426796300744627e-07
1998,9.250170374119904e-08,2.2124120135913472e-07
1999,6.261175622412907e-08,2.1708455477664756e-07
2000,8.615161073421973e-08,2.5359500099852994e-07
2001,9.638665954270209e-08,2.2256555709532222e-07
2002,1.012062144090109e-07,2.3527159065395153e-07
2003,1.1959068846323362e-07,2.470985247526869e-07
2004,8.325055383950897e-08,2.4754927352432787e-07
2005,1.0628849111959937e-07,3.2336922828335446e-07
2006,1.2847816532879364e-07,2.6642747030791725e-07
2007,1.4340181025973564e-07,2.680295612123018e-07
2008,1.2687169909098017e-07,3.0994161193120817e-07
2009,1.1062206817236131e-07,3.294821127042269e-07
2010,1.464375849469235e-07,2.85789472087572e-07
2011,1.8202106305542642e-07,2.6155968413377195e-07
2012,1.6680838538229992e-07,3.1455294191573557e-07
2013,1.779461816786565e-07,2.7166077387619225e-07
2014,1.83846294965484e-07,3.014299743142601e-07
2015,1.853056984524315e-07,2.881548031297143e-07
2016,1.9615590640675862e-07,2.4296818068592074e-07
2017,2.1131134531060525e-07,2.744531997223021e-07
2018,1.9799850048407563e-07,2.785402681837468e-07
2019,1.7933443396955795e-07,2.4999680547921344e-07
