year,des_DET autographes_NOUN,des_DET photographes_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,1.4040760554223652e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,9.440030979135372e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,7.88919063410276e-09,0.0
1822,1.0025615893027862e-08,0.0
1823,4.941343334508019e-09,0.0
1824,1.0947446504872005e-08,0.0
1825,0.0,0.0
1826,1.7615968683770689e-09,0.0
1827,0.0,0.0
1828,1.6510142586412258e-08,0.0
1829,2.0575622539098504e-08,0.0
1830,2.6092090266160994e-08,0.0
1831,4.053713453799901e-08,0.0
1832,2.976593194148336e-08,0.0
1833,1.853380560135065e-08,0.0
1834,1.4935249481595747e-08,9.334530925997342e-10
1835,2.117664621437143e-08,0.0
1836,6.989580292326991e-08,0.0
1837,6.888311787633938e-08,0.0
1838,6.690891662941567e-08,0.0
1839,4.334714631681891e-08,6.9914751765765e-10
1840,3.4396317238893914e-08,0.0
1841,6.548959241570174e-08,6.420548537278137e-10
1842,5.2995293486901573e-08,0.0
1843,7.856192058008915e-08,2.3627644285539873e-09
1844,6.586273759712213e-08,1.097712254427563e-09
1845,4.910600603924564e-08,1.1160455892778032e-09
1846,6.6741314697083e-08,2.3418005312692003e-09
1847,2.9123408573639153e-08,0.0
1848,3.057184372323718e-08,0.0
1849,3.879669192574653e-07,8.379414939696517e-10
1850,1.785505947538013e-07,0.0
1851,1.4253259750240943e-07,3.8696632564949596e-09
1852,9.830923319853468e-08,0.0
1853,7.106599131390112e-08,8.957897534855874e-09
1854,9.300239023346535e-08,8.832629738719788e-09
1855,8.75644623477001e-08,1.6451505047143655e-08
1856,6.316170697573398e-08,1.604928701048891e-08
1857,8.689086428148585e-08,2.4407546206361985e-08
1858,5.774537825686821e-08,2.2021542755989998e-08
1859,8.911303606140564e-08,2.2914780739569096e-08
1860,1.0252891780027085e-07,1.5104706818647173e-08
1861,1.178990924888268e-07,3.678451676591976e-08
1862,1.3192520520455275e-07,3.7047488632424574e-08
1863,8.49085508569658e-08,2.39741793639503e-08
1864,1.0404559391830048e-07,3.4042567098602206e-08
1865,1.8874445473215928e-07,3.6242702672328875e-08
1866,1.1239566011234103e-07,3.6978658357611494e-08
1867,1.2714365560384522e-07,2.620518202434141e-08
1868,8.792975592086805e-08,3.1615193574197065e-08
1869,1.0304225117607757e-07,3.662639502799436e-08
1870,1.7546188901818027e-07,3.2110672343321767e-08
1871,8.390730332763496e-08,4.354682570095747e-08
1872,9.978109527519763e-08,3.38650991693612e-08
1873,9.098727105083526e-08,1.6760812293625804e-08
1874,1.0156835195118674e-07,2.7483201825440062e-08
1875,1.0642040376707129e-07,4.4055759040873e-08
1876,8.706261356294931e-08,2.0556449653597042e-08
1877,9.277223966819292e-08,2.1646856307455664e-08
1878,8.092379033541874e-08,2.2948537181655126e-08
1879,1.1057878956943767e-07,1.8938908108445673e-08
1880,1.206555162447387e-07,1.9253538763308597e-08
1881,1.3735839798911798e-07,2.719278008322945e-08
1882,8.3857855770475e-08,2.5290464389371436e-08
1883,1.263867823730891e-07,2.2749619632556062e-08
1884,1.1090850904338367e-07,4.027035149789526e-08
1885,9.21725913372029e-08,4.447488466396976e-08
1886,1.4004017256930013e-07,4.452889917905267e-08
1887,1.410247768562911e-07,2.5462805863796234e-08
1888,1.1539918887137901e-07,3.3605258797919646e-08
1889,1.2154364953387287e-07,4.2602930960811136e-08
1890,8.979509402706753e-08,4.915789786341662e-08
1891,1.0135010120038146e-07,8.541454610266896e-08
1892,8.963972675246623e-08,5.641660982824703e-08
1893,9.052872240733478e-08,5.480990616923975e-08
1894,1.0145478346323955e-07,5.1042466697737154e-08
1895,1.0051086341000826e-07,5.6574975593193244e-08
1896,6.722613221654683e-08,5.130415137166722e-08
1897,1.0080214496444029e-07,6.351117631808734e-08
1898,1.4485388533103105e-07,6.054439882774432e-08
1899,1.7964629250855069e-07,5.417026827103655e-08
1900,1.448303805773321e-07,3.94520034419088e-08
1901,1.0339166683914769e-07,7.991896933123854e-08
1902,1.139185863419101e-07,5.646826439775765e-08
1903,1.2042491470687366e-07,6.37226000854696e-08
1904,9.513086851598018e-08,5.91208779709973e-08
1905,1.2540643884451086e-07,5.005936254409704e-08
1906,1.2448926023367335e-07,5.041300710217911e-08
1907,1.2651394776241887e-07,4.4742735738623196e-08
1908,1.1689105838819103e-07,5.5498697637546e-08
1909,1.2542242389113056e-07,5.115914625264395e-08
1910,8.924731320636425e-08,5.825124183012065e-08
1911,7.342116126185516e-08,4.575521783678482e-08
1912,1.2554705008938072e-07,3.8028775684040284e-08
1913,9.015082458319057e-08,4.4014814459814033e-08
1914,1.0379952808392545e-07,5.6922320634811285e-08
1915,8.482148672328549e-08,3.534228465440492e-08
1916,6.70235194011326e-08,3.076489463182952e-08
1917,4.934890984742424e-08,3.94791266344896e-08
1918,6.317506784370153e-08,3.2161854512935406e-08
1919,8.471220347416875e-08,3.2227468305112694e-08
1920,7.950843228243798e-08,5.2248399384779987e-08
1921,1.3100853302194793e-07,3.6349187437778596e-08
1922,8.263288009402459e-08,6.345024505804986e-08
1923,1.1996021642701749e-07,4.0340601970001444e-08
1924,1.3665121634254263e-07,5.414482284749056e-08
1925,1.3747722671375584e-07,3.189471442510694e-08
1926,1.460144141152142e-07,3.566764217310947e-08
1927,1.4382500346243887e-07,4.9056590789575694e-08
1928,1.3596989301145612e-07,5.484499920882513e-08
1929,9.246537047147285e-08,5.9044152678211503e-08
1930,1.0398567806824133e-07,3.361153178005338e-08
1931,1.0835089092608996e-07,4.334035708097872e-08
1932,1.2932253712349961e-07,6.466126700743757e-08
1933,1.2732435306084255e-07,2.86766552726192e-08
1934,1.1023053581027398e-07,4.193553060360955e-08
1935,1.8311474203613898e-07,3.351119648442591e-08
1936,7.759817455266216e-08,5.334874497719966e-08
1937,1.1080184236789137e-07,5.414180725971107e-08
1938,1.1409388878114157e-07,7.390172207522028e-08
1939,1.2999942899938333e-07,5.964679683501117e-08
1940,7.60734906180005e-08,6.33945713701678e-08
1941,8.559357667081713e-08,4.132103725851266e-08
1942,8.192371825366251e-08,4.8547388331598995e-08
1943,6.967764676346633e-08,5.516146917017295e-08
1944,8.354284375400312e-08,4.819779242382083e-08
1945,6.535511820615625e-08,6.971212940243277e-08
1946,1.1136883415474585e-07,6.264496921204454e-08
1947,1.0013531470676185e-07,4.291513655552137e-08
1948,7.719040695519652e-08,5.979538286737807e-08
1949,1.3056620673523867e-07,5.890205034830842e-08
1950,1.2975140606386049e-07,5.8494487920057736e-08
1951,9.168805648052114e-08,7.889437547703437e-08
1952,1.0544803785705881e-07,5.799642011083961e-08
1953,1.012739768713189e-07,8.188109135165433e-08
1954,1.0456613819265215e-07,8.404381190985077e-08
1955,1.0136456340958944e-07,8.91632723210023e-08
1956,8.023450104310825e-08,1.1075849748465316e-07
1957,1.139719891796176e-07,8.216585101195051e-08
1958,1.207747524212266e-07,9.01674530595642e-08
1959,1.5501495465031212e-07,7.053180528515668e-08
1960,9.481541340949917e-08,7.12845844574872e-08
1961,1.0839128561368483e-07,7.990383021905245e-08
1962,9.005578016640925e-08,8.244543270308213e-08
1963,8.017906338864123e-08,1.0798308647252952e-07
1964,8.882594015879874e-08,7.909158572516617e-08
1965,1.2914023006516118e-07,8.809989715530264e-08
1966,8.530174788745626e-08,9.361036035215875e-08
1967,9.663458033770667e-08,7.050379746686986e-08
1968,1.2306478802681653e-07,1.0420084972651011e-07
1969,9.673944134647172e-08,7.766405829556788e-08
