year,vos_DET oeufs_NOUN,vos_DET feux_NOUN
1855,0.0,1.5390117980018658e-07
1856,0.0,1.0613237733103631e-07
1857,0.0,1.3228889983452063e-07
1858,0.0,1.0178846121533525e-07
1859,0.0,6.314294731524228e-08
1860,0.0,6.224969961721172e-08
1861,4.715963730639317e-10,3.9142497521016395e-08
1862,4.517986262886353e-10,3.519511260208219e-07
1863,0.0,1.6182571815903657e-07
1864,0.0,1.4911603862799439e-07
1865,0.0,9.837304393300883e-08
1866,0.0,8.904071435722472e-08
1867,0.0,4.51311468196991e-08
1868,0.0,8.150792496497417e-08
1869,4.883519144627257e-10,9.962379099448526e-08
1870,0.0,8.658413364059925e-08
1871,0.0,1.7737366420078615e-07
1872,0.0,6.833493682023573e-08
1873,1.7958012854535355e-09,1.789815384789506e-07
1874,5.974609140757536e-10,1.200896466713175e-07
1875,5.721527140956084e-10,1.7965594700797283e-07
1876,0.0,7.25521740463364e-08
1877,0.0,1.1256365439749061e-07
1878,0.0,1.4071076526178672e-07
1879,0.0,7.392283762897023e-08
1880,0.0,1.437597623166198e-07
1881,0.0,8.785359262297732e-08
1882,0.0,1.8235755439022228e-07
1883,0.0,8.08875402213971e-08
1884,0.0,4.2250860587955685e-08
1885,0.0,4.318576085626802e-08
1886,0.0,5.6145135651775036e-08
1887,0.0,3.133883863526421e-08
1888,6.340614699951175e-10,4.755461202599065e-08
1889,0.0,6.265136853755848e-08
1890,5.898947996740844e-09,3.015017702168166e-08
1891,0.0,3.824532157636895e-08
1892,0.0,5.955086690434541e-08
1893,0.0,3.756634137097592e-08
1894,6.301539290376468e-10,2.268554166739989e-08
1895,6.018614495673091e-10,3.310238061438042e-08
1896,0.0,3.3023361822870356e-08
1897,0.0,3.7873638114582775e-08
1898,5.6583548957434e-10,2.998928050335081e-08
1899,0.0,3.150719685152126e-08
1900,0.0,4.100932027295556e-08
1901,0.0,3.5209055337936945e-08
1902,0.0,3.3880959371401786e-08
1903,5.400220270956879e-10,2.8621166769937645e-08
1904,0.0,3.439760210000031e-08
1905,5.160759042333041e-10,5.7800500830040846e-08
1906,1.0288369045596824e-09,2.572092228092515e-08
1907,1.028568674676933e-09,9.20568989926096e-08
1908,9.822778146428846e-10,3.830883454902789e-08
1909,5.500983557560346e-10,3.740668752527654e-08
1910,5.344150677544235e-10,5.290709004235339e-08
1911,1.0640748282497725e-09,3.1390208210524406e-08
1912,0.0,4.011254506330886e-08
1913,5.30298971401777e-10,4.189362023954146e-08
1914,0.0,3.147469618269838e-08
1915,0.0,4.4766895856973576e-08
1916,0.0,3.07648937436511e-08
1917,0.0,2.9609346530179437e-08
1918,1.1486376294556067e-09,3.216185273657857e-08
1919,1.8415696745321952e-09,4.6960027977327456e-08
1920,0.0,4.543338993912016e-08
1921,7.572747429129834e-10,4.619375776337975e-08
1922,0.0,2.4347186822204492e-08
1923,1.0615948120573648e-09,2.653987074552333e-08
1924,0.0,6.187979861849158e-08
1925,0.0,6.928851892240573e-08
1926,1.1146138456652466e-09,6.687682851946875e-08
1927,1.1149224876660924e-09,4.5711822327376694e-08
1928,0.0,6.969885424368272e-08
1929,1.1140406375176326e-09,4.678970721982978e-08
1930,1.0503603542488804e-09,4.8316577849760733e-08
1931,1.1405356659111021e-09,3.877821086462063e-08
1932,0.0,5.918149748040946e-08
1933,0.0,2.408838994938378e-08
1934,1.1981580172459871e-09,7.548395686285403e-08
1935,2.393656828303392e-09,3.4708024898577605e-08
1936,0.0,3.8799087942464894e-08
1937,1.2591118148108649e-09,3.1477795925383134e-08
1938,1.2965214457594243e-09,4.019216515160906e-08
1939,0.0,2.2941076593951948e-08
1940,2.5357829169792012e-09,3.550096039361961e-08
1941,2.9515025978810172e-09,5.9030051957620344e-08
1942,3.034211770724937e-09,1.3653953612191572e-07
1943,0.0,4.354852856103264e-08
1944,0.0,3.534504600111177e-08
1945,4.357008087652048e-09,4.1391576832694454e-08
1946,2.7842208538686464e-09,9.883984208869379e-08
1947,0.0,7.748565966636534e-08
1948,1.0871887834440486e-09,5.327224994466917e-08
1949,9.817008317369869e-10,8.049947064492358e-08
1950,1.0635361480382244e-09,1.88245893539829e-07
1951,0.0,9.595261318828818e-08
1952,0.0,2.9525450084832983e-08
1953,1.0773827385790469e-09,3.01667162361241e-08
1954,0.0,6.15669781822703e-08
1955,0.0,3.0972505893345215e-08
1956,2.616342476002842e-09,5.145473602752304e-08
1957,0.0,6.272876906798786e-08
1958,1.6544486891589827e-09,1.1084806139649572e-07
1959,7.750747821333448e-10,4.3404186245155074e-08
1960,1.3841666701708277e-09,1.3149583377725094e-07
1961,3.47407969059077e-09,7.434530058247901e-08
1962,1.9025869768540815e-09,1.3444947910556948e-07
1963,0.0,1.1509574626700214e-07
1964,4.867174663303331e-09,6.874884123098113e-08
1965,2.188817349590977e-09,6.238129302005291e-08
1966,1.1078149508847446e-09,4.708213552362395e-08
1967,1.4791006197611978e-09,4.43730194255032e-08
1968,1.3474247273492779e-09,9.162488567859839e-08
1969,1.3625273131978588e-09,3.179230456673565e-08
1970,2.7592350626548523e-09,6.346240732924002e-08
1971,1.0276794970565106e-09,1.0533714522864557e-07
1972,1.5390440033513642e-09,5.181448442526104e-08
1973,2.205281512956958e-09,3.307922430417776e-08
1974,1.6876715580593782e-09,2.7002743263615514e-08
1975,3.998036124386317e-09,2.9128548462153958e-08
1976,0.0,1.7711933253394818e-08
1977,6.464460078348111e-09,1.4691955041445937e-08
1978,2.970295565063452e-09,4.2772258068701774e-08
1979,3.5111840102075575e-09,2.808947252574967e-08
1980,2.2740602734216964e-09,6.026259602442963e-08
1981,3.1627747087981106e-09,3.03626370712351e-08
1982,4.345251713999687e-09,2.9175260651825852e-08
1983,8.209910973278056e-09,1.8314417316034337e-08
1984,7.538710988796993e-09,5.335087860380838e-08
1985,4.210890747202711e-09,2.105445351396895e-08
1986,2.997242676272549e-09,7.55305147315255e-08
1987,0.0,8.738468082469808e-08
1988,1.1993107618124554e-09,1.679035038781862e-08
1989,2.7440609784434855e-09,3.2379920744673996e-08
1990,2.724325431913144e-09,2.451893010846362e-08
1991,7.033758464558559e-09,2.5790447111262438e-08
1992,2.7549720282848966e-09,2.9202704032726956e-08
1993,2.7696036575264316e-09,2.991171987876129e-08
1994,1.5824779264761446e-09,2.3209677513236215e-08
1995,9.760411145975922e-09,3.1992459681440266e-08
1996,5.338092190498855e-10,3.0960934482848756e-08
1997,4.794894259418925e-09,4.8428435817093884e-08
1998,0.0,1.954932971059975e-08
1999,1.3710603763428253e-09,2.9249287436527993e-08
2000,7.068850393920911e-09,1.3254094155534801e-08
2001,1.3143635069212678e-09,2.453478642472362e-08
2002,1.752488598683044e-09,3.986911600861731e-08
2003,8.333845835650777e-10,1.1250691600572793e-08
2004,8.809582507929292e-10,1.4535811332372361e-08
2005,3.602999676388663e-09,3.828187289389717e-08
2006,1.2353669198716943e-09,2.800165077587735e-08
2007,0.0,4.1143137341492775e-08
2008,5.108927503272298e-09,2.3841661422885352e-08
2009,4.76819250749827e-10,2.717869818091856e-08
2010,9.447586046817946e-10,3.5428449340901835e-08
2011,2.2943831279320648e-09,3.5562939926236936e-08
2012,1.0212758416727752e-09,3.948933052777548e-08
2013,5.578250084070646e-10,4.574164980120088e-08
2014,1.9489005964601347e-09,6.323099932536991e-08
2015,3.768178213903184e-09,8.932798856164936e-08
2016,3.72841224560716e-09,5.758325216653759e-08
2017,2.264050280587071e-09,2.6413918163825656e-08
2018,6.9699601645822895e-09,4.388493279883221e-08
2019,1.198964216797549e-08,8.265200168722231e-08
