year,mêmes_ADJ os_NOUN,mêmes_ADJ fosses_NOUN
1855,7.90733594158155e-08,2.653468555990912e-09
1856,4.4523826403519706e-08,2.0708756931497874e-09
1857,3.612316845647001e-08,0.0
1858,3.3766365703513657e-08,4.893676019968041e-10
1859,3.666364989385329e-08,0.0
1860,5.904567146330919e-08,0.0
1861,3.5369726703038395e-08,6.6023493339173456e-09
1862,4.653525920161883e-08,4.066187830886747e-09
1863,3.296449690992631e-08,9.989241656072068e-10
1864,5.513937040291239e-08,4.794727948009836e-10
1865,6.542513375507042e-08,0.0
1866,2.7247432754506917e-08,0.0
1867,4.949867715708933e-08,9.7056229719783e-10
1868,6.718228462432307e-08,0.0
1869,6.446245492952585e-08,1.4650557433881772e-09
1870,1.0206606759766146e-07,0.0
1871,1.2745412902859243e-07,1.0621177271019633e-09
1872,4.475031190054324e-08,6.047339295989218e-10
1873,3.95076291681562e-08,1.1972008939764578e-09
1874,1.0515311998915422e-07,0.0
1875,4.691652222277298e-08,0.0
1876,5.2600327649088285e-08,0.0
1877,5.3807898581226254e-08,2.4739263970730008e-09
1878,4.1065803202400275e-08,5.435179861734696e-09
1879,6.231511662235789e-08,0.0
1880,3.2089232604448625e-08,5.134277003548959e-09
1881,2.9284532132578533e-08,2.091752326904839e-09
1882,4.592215674392719e-08,4.6587693702804245e-09
1883,2.8437025179073316e-08,6.319338941018771e-10
1884,4.8192386969958534e-08,1.9805090900604227e-09
1885,4.5119449509911647e-08,3.86738152613475e-09
1886,4.58195934527339e-08,1.2906927748801422e-09
1887,3.3297514079322355e-08,1.9586774424595887e-09
1888,3.297119732792453e-08,1.9021844099853524e-09
1889,5.0121094830046786e-08,0.0
1890,3.736000309118026e-08,0.0
1891,5.290602800300803e-08,1.2748440081367107e-09
1892,1.6298132621272998e-08,0.0
1893,4.249307394843527e-08,0.0
1894,2.2685540557176864e-08,0.0
1895,2.1065151400989635e-08,0.0
1896,2.6536630670648265e-08,1.179405795248556e-09
1897,1.806281169081103e-08,1.7480140668268973e-09
1898,1.6975064909274806e-08,0.0
1899,1.6029977345510815e-08,2.7637891975018647e-09
1900,1.9206897405865675e-08,5.191053142894475e-10
1901,4.470991132876634e-09,6.147612641171918e-09
1902,2.0623192042990013e-08,3.437198747846537e-09
1903,1.83607493653426e-08,2.7001101354784396e-09
1904,1.9348650681649815e-08,5.374625189347171e-10
1905,2.7868098939620722e-08,1.0321518084666081e-09
1906,2.36632491379396e-08,1.5432553013283723e-09
1907,1.491424583832668e-08,3.0857059130084963e-09
1908,2.0136695866312948e-08,2.9468334439286537e-09
1909,1.7603147384193107e-08,6.60118004702781e-09
1910,3.4202564336283103e-08,3.206490406526541e-09
1911,2.553779587799454e-08,1.5961122423746588e-09
1912,1.927485904218429e-08,0.0
1913,1.3787773589513108e-08,0.0
1914,1.1384464038144415e-08,0.0
1915,2.9451904026700504e-08,3.534228465440492e-09
1916,8.789969641043172e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,0.0
1918,3.331049214239101e-08,0.0
1919,1.749491218561161e-08,9.207848372660976e-10
1920,3.407504323149624e-08,0.0
1921,1.060184651180407e-08,0.0
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,2.3355084977083607e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.3197813508725176e-08,0.0
1926,2.1177662290483568e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,2.2852082892654835e-08,0.0
1929,4.4561625500705304e-09,0.0
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.2545892325022123e-08,3.4216069977333063e-09
1932,7.6716757391182e-09,0.0
1933,1.261772819560747e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,7.274828739411987e-09,0.0
1937,1.2591118370153254e-08,0.0
1938,1.4261735792331365e-08,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.6705325123211878e-08,0.0
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,4.022598432129598e-08,0.0
1949,8.835307596655184e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,9.595261474260042e-09,0.0
1952,1.5817205323287453e-08,0.0
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,0.0
1955,1.783265446420046e-08,1.8771215692936494e-09
1956,1.9186511934776718e-08,2.616342476002842e-09
1957,1.767007518083119e-08,8.835037701437898e-10
1958,1.1581140491045971e-08,1.6544486891589827e-09
1959,7.750747599288843e-09,1.5501495642666896e-09
1960,6.920833239831836e-09,6.920833350854139e-10
1961,7.64297514166401e-09,6.948159270159238e-10
1962,1.77574772664002e-08,0.0
1963,1.0345685197421517e-08,6.466053248388448e-10
1964,7.300761772910391e-09,0.0
1965,2.188817349590977e-09,1.0944086747954884e-09
1966,6.092982118843793e-09,0.0
1967,5.916402479044791e-09,0.0
1968,1.0779397818794223e-08,8.982831700699023e-10
1969,1.7712855182594467e-08,0.0
1970,8.277704743875347e-09,0.0
1971,1.284599360218408e-08,0.0
1972,9.747279428040656e-09,1.5390440033513642e-09
1973,7.718485406371656e-09,5.513203782392395e-10
1974,7.875800456247362e-09,2.2502286700643026e-09
1975,8.567219822452898e-09,1.1422960355389478e-09
1976,9.712995741040231e-09,3.4281160132820787e-09
1977,5.876781727920388e-09,5.876781838942691e-10
1978,5.940591130126904e-09,2.970295565063452e-09
1979,5.266775904289034e-09,0.0
1980,1.193881615790815e-08,1.1370301367108482e-09
1981,6.325549417596221e-09,2.5302198114474095e-09
1982,6.2075020679230875e-09,0.0
1983,6.315316269933646e-09,6.315316047889041e-10
1984,4.059305780401701e-09,0.0
1985,3.609334831011779e-09,1.2031116103372597e-09
1986,5.395036861699509e-09,0.0
1987,5.49973533381376e-09,6.110816852533674e-10
1988,7.795519785247507e-09,0.0
1989,4.390497743145261e-09,0.0
1990,9.80757164370516e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,4.4079553340736766e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,5.802419433820205e-09,0.0
1995,3.253470381991974e-09,5.422450821690461e-10
1996,6.4057106285986265e-09,5.338092190498855e-10
1997,4.794894259418925e-09,1.438468344439059e-09
1998,6.198567881199324e-09,4.7681290027412615e-09
1999,6.8553016596695215e-09,1.8280804647829996e-09
2000,8.394259509714175e-09,4.4180314962005696e-10
2001,4.8193329327261836e-09,2.190605918883648e-09
2002,7.886198361006791e-09,1.3143663935011318e-09
2003,3.7502307925763034e-09,1.6667691671301554e-09
2004,4.404791198453495e-09,0.0
2005,5.854874363109275e-09,1.8014998381943315e-09
2006,4.117890028965121e-09,1.6471559671771274e-09
2007,5.592271090648637e-09,1.5977917877663117e-09
2008,3.8316958494988285e-09,8.514879357157668e-10
2009,1.2874119548200724e-08,4.76819250749827e-10
2010,6.613310343794865e-09,0.0
2011,8.795135286732148e-09,0.0
2012,6.808505315092361e-09,0.0
2013,1.0319762822064149e-08,0.0
2014,1.0394137106572998e-08,6.496335691608124e-10
2015,9.087958829923082e-09,2.2165753954528356e-10
2016,1.0149566520567532e-08,2.0713400439298368e-10
2017,8.301517695485927e-09,2.515611330355938e-10
2018,7.744399788123246e-09,2.5814667070633845e-10
2019,6.887666881283394e-09,0.0
