year,pattes_NOUN fines_ADJ
1914,2.4108277152379287e-08
1915,1.767114277129167e-08
1916,4.8344833913915863e-08
1917,1.0966424213165737e-08
1918,1.1486376294556067e-08
1919,2.2098836094386343e-08
1920,2.1959471574461986e-08
1921,2.574734203619755e-08
1922,3.910305829135652e-08
1923,2.3355085421172816e-08
1924,2.965073686578279e-08
1925,3.299453332772373e-08
1926,3.678225657388623e-08
1927,3.0102907278006796e-08
1928,7.998228745975666e-09
1929,2.1166771890790415e-08
1930,2.1007207751111423e-08
1931,2.167017765231094e-08
1932,1.8631212572728373e-08
1933,1.1470662641954732e-08
1934,1.9170528275935794e-08
1935,2.2739738980703805e-08
1936,5.577368655806936e-08
1937,3.5255130370615007e-08
1938,4.408173026604345e-08
1939,2.7529290846928234e-08
1940,5.0715658339584024e-09
1941,3.836953510472085e-08
1942,3.3376329255929704e-08
1943,3.193558706371391e-08
1944,2.2492303131116387e-08
1945,1.3071024262956144e-08
1946,4.45475318855415e-08
1947,1.668921911779364e-08
1948,4.566193023691767e-08
1949,2.2579119463017605e-08
1950,2.7651940293083044e-08
1951,2.5587364227419584e-08
1952,3.5852331770058754e-08
1953,2.3702420470783636e-08
1954,4.9839933069506515e-08
1955,4.411235821066839e-08
1956,2.267496745922415e-08
1957,2.6505113215335996e-08
1958,2.3989505937294098e-08
1959,1.5501495642666896e-08
1960,3.668041559379276e-08
1961,3.960450722928499e-08
1962,2.6002020980797624e-08
1963,3.297687101166957e-08
1964,2.433587353856126e-08
1965,2.681301225493371e-08
1966,2.6033650790679985e-08
1967,1.7256174711377525e-08
1968,1.5719955448467715e-08
1969,1.9075383050903838e-08
1970,1.3336302728816918e-08
1971,1.849823094701719e-08
1972,2.3598675902292143e-08
1973,2.5912058498889223e-08
1974,1.2938814908380891e-08
1975,1.028066431985053e-08
1976,2.7996281737330264e-08
1977,1.469195431980097e-08
1978,2.138612864577283e-08
1979,2.925986697377425e-08
1980,2.1035056807505725e-08
1981,1.8976648696877874e-08
1982,1.4898005051833252e-08
1983,1.3893695416378193e-08
1984,2.261613252230177e-08
1985,1.3234227935754461e-08
1986,1.6185111251232343e-08
1987,2.9331920892161634e-08
1988,1.499138480021145e-08
1989,1.0976244579907757e-08
1990,1.4711357576580042e-08
1991,1.4067516929117119e-08
1992,2.644773200444206e-08
1993,1.1078414630105726e-08
1994,1.7407257801860254e-08
1995,1.4640617052030791e-08
1996,1.014237493990322e-08
1997,1.8700089254863883e-08
1998,1.5258013297270168e-08
1999,8.683382124452521e-09
2000,1.7672125984802278e-08
2001,1.5772362083055214e-08
2002,1.3581786695304743e-08
2003,2.2084692075097223e-08
2004,1.982156075386321e-08
2005,1.1259374210759177e-08
2006,1.2353669642806153e-08
2007,1.7975157806660036e-08
2008,1.3198063086861112e-08
2009,1.907277002999308e-08
2010,2.1257068993918438e-08
2011,2.791499476018089e-08
2012,3.2680826933528806e-08
2013,4.35103488793942e-08
2014,3.399749055887913e-08
2015,3.524354852402212e-08
2016,3.334857395786983e-08
2017,4.201070780140981e-08
2018,3.898014711012365e-08
2019,3.5458729286119706e-08
