year,deux_DET humeurs_NOUN,deux_DET fumeurs_NOUN
1800,9.432493897065797e-09,0.0
1801,1.1905912700171939e-08,2.3811825844433088e-09
1802,2.2378401354217203e-09,0.0
1803,1.1702034896643454e-08,0.0
1804,4.943701892301533e-09,0.0
1805,2.842877755426798e-08,0.0
1806,2.881669125542885e-09,0.0
1807,8.540865792383556e-09,0.0
1808,0.0,4.5321479902327155e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,3.008491944456182e-08,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,9.440030979135372e-09,3.1466771410748606e-09
1815,2.1577788444915313e-08,5.394447111228828e-09
1816,9.270415546325239e-09,2.3176038865813098e-09
1817,2.80237220096069e-08,0.0
1818,1.668964877410417e-08,4.768470951432846e-09
1819,0.0,2.070210003424222e-09
1820,1.6613073583471305e-08,0.0
1821,0.0,1.2819934891439289e-08
1822,1.0025615893027862e-09,1.0025615893027862e-09
1823,0.0,0.0
1824,8.421112696055388e-10,0.0
1825,3.522177216552791e-09,8.805443041381977e-10
1826,2.642395191543301e-09,0.0
1827,1.8434546111834038e-09,2.7651818612639545e-09
1828,0.0,0.0
1829,3.429270423183084e-09,0.0
1830,7.305785310052215e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,2.705993873419743e-09,0.0
1833,1.853380560135065e-08,1.1583628500844156e-09
1834,5.600718555598405e-09,0.0
1835,1.663879345414898e-08,9.832014313815307e-09
1836,1.68018754465038e-08,2.688300027031687e-09
1837,1.3915781860163179e-09,6.957891152126194e-09
1838,8.2058102535143e-09,0.0
1839,3.4957374772659477e-09,2.7965900706306e-09
1840,1.4013314952876499e-08,0.0
1841,8.988767952189392e-09,3.852329122366882e-09
1842,1.8783142152756227e-08,4.024959032733477e-09
1843,4.7255288571079745e-09,7.678984559333912e-09
1844,9.879410178825765e-09,5.4885613276489664e-09
1845,2.2320911785556063e-09,4.464182357111213e-09
1846,1.0538101946622191e-08,4.0981509297211005e-09
1847,0.0,0.0
1848,6.43617736884039e-09,2.413566457803995e-09
1849,8.379414939696517e-10,5.865590679832167e-09
1850,2.0366988096043315e-09,2.7155984128057753e-09
1851,1.5478653025979838e-08,6.449438760824933e-10
1852,3.2552727180501506e-09,1.9531636308300904e-09
1853,5.971931837933653e-09,2.388772735173461e-09
1854,5.195664454227256e-10,7.273930457962763e-09
1855,8.491099379170919e-09,5.837630823180007e-09
1856,5.177189232874468e-10,3.6240324075009767e-09
1857,4.393358121745905e-09,1.9526036343364694e-09
1858,3.9149408159744326e-09,3.9149408159744326e-09
1859,1.5276520048956854e-09,5.092173349652285e-09
1860,2.288591982591015e-09,6.408057418028079e-09
1861,4.715963619617014e-09,4.71596389717277e-09
1862,2.2589932147099034e-09,4.066187636597718e-09
1863,0.0,1.4983863039219614e-09
1864,0.0,3.835782469430171e-09
1865,0.0,2.8241067262513297e-09
1866,3.4059290943133647e-09,1.4596839292835284e-09
1867,1.067618526917613e-08,1.067618526917613e-08
1868,5.9278488784286765e-09,2.4699371437009177e-09
1869,3.4184632902167778e-09,8.790334571351366e-09
1870,1.7202146374017957e-09,1.1468097582678638e-09
1871,8.496941816815706e-09,0.0
1872,3.0236697590169115e-09,4.8378714367913744e-09
1873,5.9860045809045914e-09,3.591602570907071e-09
1874,6.572069999322139e-09,7.169530746864439e-09
1875,0.0,2.860763570478042e-09
1876,1.209202959984168e-09,4.836811839936672e-09
1877,0.0,5.566334282391949e-09
1878,5.435179861734696e-09,6.0390887290928674e-09
1879,3.665595160740054e-09,7.942122737247814e-09
1880,6.417846254436199e-09,5.134277003548959e-09
1881,0.0,4.183504487276224e-09
1882,0.0,1.9966155395678697e-09
1883,0.0,4.423537203201988e-09
1884,3.9610181801208455e-09,1.650424241717019e-08
1885,5.80107206715752e-09,6.445635691854079e-10
1886,0.0,6.453463874400711e-10
1887,6.528924623161458e-10,3.264462256069578e-09
1888,6.340614699951175e-10,1.9021844099853524e-09
1889,3.132568426877924e-09,5.01210956072029e-09
1890,6.554386366985909e-09,1.3108772956016423e-09
1891,6.374220040683554e-10,4.461953917456185e-09
1892,0.0,3.1342561879199593e-09
1893,4.926733243593162e-09,2.4633666773077323e-09
1894,0.0,6.301539290376468e-10
1895,0.0,3.0093072478365457e-09
1896,1.7691086373616827e-09,1.7691086373616827e-09
1897,4.661370844871726e-09,2.9133566670225264e-09
1898,1.6975064687230201e-09,6.7900258748920805e-09
1899,0.0,2.7637891975018647e-09
1900,1.038210628578895e-09,2.595526460424935e-09
1901,3.353243460679778e-09,3.912117296778206e-09
1902,0.0,4.910283957215711e-09
1903,5.400220270956879e-09,2.1600881083827517e-09
1904,1.0749250378694342e-09,1.6123875568041512e-09
1905,3.096455536422127e-09,5.160759042333041e-10
1906,4.115347618238729e-09,1.6461390472954918e-08
1907,4.114274698707732e-09,1.028568674676933e-09
1908,4.911389073214423e-10,2.4556945366072114e-09
1909,0.0,1.1001967115120692e-09
1910,1.068830135508847e-09,2.137660271017694e-09
1911,5.320374141248863e-10,3.7242620098965062e-09
1912,2.0837684910901544e-09,8.335073853338315e-09
1913,1.060597942803554e-09,2.121195885607108e-09
1914,4.018046340092951e-09,3.348371913070025e-09
1915,8.246533234057551e-09,1.295883844676382e-08
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,1.315970976634162e-08
1918,6.89182577673364e-09,0.0
1919,0.0,1.8415696745321952e-09
1920,0.0,1.514446346106979e-09
1921,7.572747429129834e-10,1.5145494858259667e-09
1922,2.2133805899215986e-09,8.853522692753302e-09
1923,0.0,4.246379248229459e-09
1924,6.445812328337297e-09,6.4458122173149945e-09
1925,4.399271169575059e-09,0.0
1926,0.0,1.0031524944054127e-08
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,0.0,2.2852082448565625e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,4.201441416995522e-09
1931,6.843213995466613e-09,2.2810713318222042e-09
1932,1.753525857850491e-08,0.0
1933,6.882397318719313e-09,0.0
1934,0.0,2.3963160344919743e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,0.0,3.5762612871081956e-09
1948,9.784699273041042e-09,0.0
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,4.2541445921528975e-09,0.0
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,0.0
1953,0.0,0.0
1954,4.886268278880834e-09,6.840775501615326e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,6.104799332717903e-09,1.744228317335228e-09
1957,4.417518795207798e-09,3.534015080575159e-09
1958,8.272243445794913e-10,8.272243445794913e-10
1959,6.975672928177801e-09,0.0
1960,8.305000243069571e-09,6.920833350854139e-10
1961,7.64297514166401e-09,2.08444772553662e-09
1962,4.43936931660005e-09,1.9025869213429303e-09
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,1.8251904432275978e-09
1965,4.377634699181954e-09,5.472043373977442e-10
1966,7.200797291773142e-09,5.539074754423723e-10
1967,2.9582012395223956e-09,2.9582014060558492e-09
1968,3.5931326802796093e-09,3.1439910674890825e-09
1969,3.1792304344691047e-09,4.5417578031781147e-10
1970,1.4256047897731605e-08,9.197450023812337e-10
1971,5.138397263237948e-09,3.083038491169532e-09
1972,2.0520587451500205e-09,2.5650733759263744e-09
1973,2.7566018356850464e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,3.998036124386317e-09,2.8557400888473694e-09
1976,2.856763492431469e-09,2.856763492431469e-09
1977,5.289103821581875e-09,7.639816557158952e-09
1978,2.970295565063452e-09,2.3762365408686037e-09
1979,1.2289143924704149e-08,2.3407893401383717e-09
1980,1.1370301367108482e-09,0.0
1981,1.8976647808699454e-08,6.325549528618524e-10
1982,4.966001831974154e-09,3.1037510339615437e-09
1983,8.209910973278056e-09,6.315316047889041e-10
1984,3.479405208395292e-09,1.739702604197646e-09
1985,4.210890747202711e-09,6.617113745832626e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,4.277571630240118e-09,1.8332450557601021e-09
1988,3.597932174415064e-09,0.0
1989,1.6464366536794728e-09,1.6464366536794728e-09
1990,6.538381391862913e-09,1.6345953479657283e-09
1991,4.10302547493302e-09,1.7584395606284886e-09
1992,6.060938417817852e-09,2.2039776670368383e-09
1993,2.2156829704300662e-09,0.0
1994,3.164955852952289e-09,2.6374633033121597e-09
1995,4.880205572987961e-09,2.7112253553340793e-09
1996,6.939520069693117e-09,5.338092190498855e-10
1997,9.58978851883785e-09,3.3564260260021683e-09
1998,3.337690568372409e-09,4.291316191284977e-09
1999,3.1991407301035224e-09,3.656160929565999e-09
2000,4.418031274155965e-09,2.2090157481002848e-09
2001,9.20054432640427e-09,1.7524847129024579e-09
2002,3.9430991805033955e-09,2.6287327870022636e-09
2003,7.500461585152607e-09,2.083461403401543e-09
2004,1.189293641346012e-08,1.7619165015858584e-09
2005,1.4862373554080932e-08,2.702249757291497e-09
2006,8.64756888319107e-09,2.0589449589714093e-09
2007,7.589511241690161e-09,2.3966877371606188e-09
2008,5.960415716543821e-09,4.257439734089985e-09
2009,1.2874119548200724e-08,3.337734755248789e-09
2010,1.0392344762522043e-08,2.8342757585342326e-09
2011,6.500752380844688e-09,5.7359579308524644e-09
2012,6.127654827992046e-09,5.106379125097149e-09
2013,3.904775169871755e-09,4.183687563052985e-09
2014,5.630157673408576e-09,6.063246460463745e-09
2015,5.984753581600444e-09,6.649726214114082e-09
2016,5.3854840587064245e-09,4.142680198881976e-09
2017,8.049956257139002e-09,5.534344982294215e-09
2018,4.904786798931582e-09,3.097759937453759e-09
2019,5.867272001580659e-09,4.8468765667664115e-09
