year,parois_NOUN in_ADJ,parois_NOUN fines_ADJ
1921,7.572747429129834e-10,1.5902768879527684e-08
1922,7.377935484775833e-10,8.853522359686394e-09
1923,0.0,0.0
1924,3.867487219366694e-09,7.34822620529485e-08
1925,0.0,1.4297631523163545e-08
1926,0.0,5.015762383209221e-08
1927,0.0,1.8953683067479687e-08
1928,0.0,4.5704163786908225e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,0.0,1.05036033204442e-08
1931,0.0,2.2810713318222042e-09
1932,0.0,6.575722188983946e-09
1933,0.0,2.2941324395731044e-09
1934,0.0,2.7557634396657704e-08
1935,0.0,9.574627313213568e-09
1936,1.2124714565686645e-09,1.8187071404440758e-08
1937,1.2591118148108649e-09,2.6441348666139675e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,0.0,2.5705489292704442e-08
1945,0.0,8.714016175304096e-09
1946,0.0,1.1832938273670379e-07
1947,0.0,7.152522574216391e-09
1948,1.0871887834440486e-09,1.195907639583993e-08
1949,9.817008317369869e-10,2.846932467548413e-08
1950,1.0635361480382244e-09,1.808011518278363e-08
1951,1.0661401761424827e-09,1.4925962688039363e-08
1952,0.0,2.319856839960721e-08
1953,0.0,8.619061908632375e-09
1954,0.0,2.14995790059902e-08
1955,0.0,4.786659957289885e-08
1956,8.72114158667614e-10,1.6570168570595456e-08
1957,0.0,2.915562513639003e-08
1958,0.0,2.8952852559882558e-08
1959,0.0,1.8601795659378695e-08
1960,0.0,1.4533750203327145e-08
1961,0.0,2.223410966450956e-08
1962,6.341956404476434e-10,5.45408234131628e-08
1963,6.466053248388448e-10,3.750310717531846e-08
1964,0.0,3.7112206197065234e-08
1965,0.0,5.7456453816939757e-08
1966,0.0,4.098915373784706e-08
1967,0.0,1.9228309611207806e-08
1968,4.4914158503495116e-10,4.760900773614907e-08
1969,0.0,3.088395400530075e-08
1970,0.0,4.092865291127623e-08
1971,0.0,5.90915728571062e-08
1972,0.0,4.2580218462262565e-08
1973,0.0,8.655730243667392e-08
1974,5.625571675160757e-10,1.5020276045163428e-07
1975,0.0,1.267948599448232e-07
1976,0.0,1.8454691796954137e-07
1977,0.0,1.1871099303562005e-07
1978,1.1881182704343018e-09,1.4079202204086982e-07
1979,0.0,1.4044735863194546e-07
1980,0.0,3.030185271590824e-07
1981,0.0,8.476236523780045e-08
1982,0.0,6.82825245235108e-08
1983,0.0,1.0925497084812719e-07
1984,0.0,5.3930778953770186e-08
1985,0.0,1.1910805053361173e-07
1986,0.0,8.212445040678418e-08
1987,0.0,1.0816145579184422e-07
1988,0.0,1.7509937233484152e-07
1989,0.0,8.341945734180456e-08
1990,0.0,1.1605626815125447e-07
1991,0.0,6.506226518654401e-08
1992,0.0,8.154717590080907e-08
1993,0.0,1.6174485217845813e-07
1994,0.0,9.653115906615994e-08
1995,0.0,1.2851208675002113e-07
1996,0.0,1.1476897987527934e-07
1997,0.0,1.8556241832001774e-07
1998,0.0,1.096669710598519e-07
1999,0.0,1.4167624051708572e-07
2000,0.0,1.2282128047935714e-07
2001,0.0,8.850047583663923e-08
2002,0.0,1.3713223268041475e-07
2003,0.0,6.625407583671361e-08
2004,0.0,1.3346517180323758e-07
2005,0.0,7.205999130732721e-08
2006,0.0,7.906348820085896e-08
2007,3.994479469415779e-10,8.588130598341515e-08
2008,0.0,7.02477576108862e-08
2009,0.0,9.202611805925187e-08
2010,0.0,2.3618964561933353e-08
2011,0.0,3.326855579910415e-08
2012,0.0,3.846805540774767e-08
2013,0.0,1.9802787964984248e-08
2014,2.1654451842767486e-10,1.2992670939127038e-08
2015,0.0,1.3521109745728843e-08
2016,0.0,1.7399255647365663e-08
2017,2.515611330355938e-10,2.2388941062212453e-08
2018,0.0,1.600509291765917e-08
2019,0.0,2.423438338894357e-08
