year,tels_ADJ oeufs_NOUN,tels_ADJ feux_NOUN
1857,0.0,9.274867096564776e-09
1858,0.0,6.8511463169329545e-09
1859,0.0,1.018434669930457e-08
1860,0.0,8.696649622663699e-09
1861,0.0,7.545541969022906e-09
1862,4.517986262886353e-10,8.132375661773494e-09
1863,0.0,5.9935452156878455e-09
1864,0.0,8.63051052846231e-09
1865,0.0,6.589582213223366e-09
1866,0.0,4.379051787850585e-09
1867,0.0,8.249779526181555e-09
1868,0.0,1.0867722721741302e-08
1869,0.0,1.12320943657096e-08
1870,5.734048791339319e-10,8.601073631098188e-09
1871,0.0,1.274541272522356e-08
1872,0.0,5.442605477412599e-09
1873,0.0,4.190203295451056e-09
1874,0.0,5.377148060148329e-09
1875,0.0,9.154443425529735e-09
1876,0.0,6.650616057868319e-09
1877,0.0,6.184816214727107e-09
1878,0.0,3.6234530931267273e-09
1879,0.0,1.221865053580018e-09
1880,6.417846254436199e-10,7.701415505323439e-09
1881,0.0,6.2752567586699115e-09
1882,0.0,4.6587693702804245e-09
1883,0.0,8.21514056781325e-09
1884,0.0,7.922036360241691e-09
1885,0.0,5.156508553483263e-09
1886,0.0,1.7424351739236954e-08
1887,0.0,2.6115698492645834e-09
1888,0.0,8.242799331981132e-09
1889,0.0,1.1903759755682586e-08
1890,0.0,0.0
1891,0.0,4.461953917456185e-09
1892,0.0,1.002961980134387e-08
1893,0.0,1.2932674486876294e-08
1894,0.0,6.9316934414587195e-09
1895,0.0,6.6204757231957956e-09
1896,0.0,6.486732040400511e-09
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,5.6583548957434e-10,1.1316709347397591e-08
1899,0.0,2.2110313580014918e-09
1900,0.0,5.710158568206225e-09
1901,5.588738916095792e-10,3.353243460679778e-09
1902,0.0,1.0802624572647801e-08
1903,0.0,1.1880484152015924e-08
1904,0.0,2.6873125946735854e-09
1905,0.0,9.28936660926638e-09
1906,0.0,4.629765903985117e-09
1907,0.0,6.1714118260169926e-09
1908,0.0,9.331639461152008e-09
1909,0.0,2.2003934230241384e-09
1910,5.344150677544235e-10,1.1222716089775986e-08
1911,5.320374141248863e-10,1.0108711201439746e-08
1912,5.209421227725386e-10,1.1981668990301841e-08
1913,0.0,5.833288518886093e-09
1914,6.696743715117748e-10,6.027069510139427e-09
1915,0.0,2.3561523843085297e-09
1916,0.0,2.4172416956957932e-08
1917,0.0,2.3029491202919417e-08
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,0.0,9.207848705727883e-09
1920,0.0,9.843901693784574e-09
1921,7.572747429129834e-10,9.087297137000405e-09
1922,7.377935484775833e-10,1.4018077365562931e-08
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,0.0,3.867487219366694e-09
1925,0.0,5.499089184013428e-09
1926,0.0,4.458455382660986e-09
1927,0.0,7.804457524684949e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,1.0026365515614089e-08
1930,3.1510811737689437e-09,7.352522590764465e-09
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,2.1919073223131136e-09,4.383814644626227e-09
1933,1.1470662197865522e-09,5.735331320977366e-09
1934,1.1981580172459871e-09,1.4377896206951846e-08
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,7.274828739411987e-09
1937,0.0,8.813782592653752e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,6.117620188206274e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,0.0,1.3921104269343232e-08
1947,2.3841741914054637e-09,1.0728784083369192e-08
1948,2.174377566888097e-09,8.697510267552389e-09
1949,0.0,2.6505922789965553e-08
1950,0.0,1.1698897850465073e-08
1951,0.0,1.3859822622919182e-08
1952,3.1634410646574906e-09,8.435843135146115e-09
1953,0.0,9.69644453618912e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,3.754243138587299e-09,6.569925492527773e-09
1956,3.488456634670456e-09,5.232684952005684e-09
1957,4.417518795207798e-09,5.301022731885041e-09
1958,2.4816730892496253e-09,7.445019267748876e-09
1959,2.325224457422337e-09,9.300897829689347e-09
1960,2.076250060767393e-09,6.920833239831836e-09
1961,1.3896318540318475e-09,6.94815938118154e-09
1962,0.0,1.331810839388936e-08
1963,2.5864212993553792e-09,9.052474325699222e-09
1964,1.2167936658258327e-09,1.2167936880302932e-08
1965,0.0,9.849678406226303e-09
1966,1.1078149508847446e-09,5.539074976468328e-09
1967,4.930335584241163e-10,1.035370456037299e-08
1968,4.4914158503495116e-10,6.737123747768692e-09
1969,0.0,3.1792304344691047e-09
1970,0.0,6.438214850135182e-09
1971,1.541519245584766e-09,9.762954888969944e-09
1972,1.5390440033513642e-09,6.156176013405457e-09
1973,5.513203782392395e-10,1.0475087464101307e-08
1974,1.6876715580593782e-09,1.1251143128276908e-08
1975,5.711480177694739e-10,6.8537762132336866e-09
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,2.938390863960194e-09,2.3507127355770763e-09
1978,2.970295565063452e-09,7.128709622605811e-09
1979,5.851973350345929e-10,2.3407893401383717e-09
1980,1.1370301367108482e-09,3.411090521154847e-09
1981,6.325549528618524e-10,3.795329828193417e-09
1982,0.0,1.2415004579935385e-09
1983,0.0,8.209910973278056e-09
1984,1.739702604197646e-09,4.639206796497319e-09
1985,0.0,3.609334831011779e-09
1986,0.0,6.593933843390687e-09
1987,0.0,6.110816741511371e-09
1988,1.1993107618124554e-09,8.994830658082265e-09
1989,0.0,4.939309850016116e-09
1990,0.0,3.2691906959314565e-09
1991,5.861465202094962e-10,4.10302547493302e-09
1992,0.0,1.1019888113139586e-08
1993,0.0,6.647049133334804e-09
1994,5.274926606624319e-10,3.6924485691258724e-09
1995,5.422450821690461e-10,4.337960657352369e-09
1996,5.338092190498855e-10,2.6690460952494277e-09
1997,0.0,4.315404922294874e-09
1998,4.768129224785866e-10,5.2449422582867555e-09
1999,0.0,3.1991407301035224e-09
2000,0.0,4.859834756842929e-09
2001,4.3812117822561447e-10,1.7524847129024579e-09
2002,0.0,4.81934359086722e-09
2003,0.0,3.333538334260311e-09
2004,0.0,3.523833003171717e-09
2005,4.5037495954858286e-10,3.602999676388663e-09
2006,4.1178899179428186e-10,7.000412693969338e-09
2007,0.0,4.7933754743212376e-09
2008,4.257439678578834e-10,2.1287198670449925e-09
2009,0.0,4.291373478793048e-09
2010,0.0,9.447585824773341e-09
2011,0.0,3.823971805871906e-09
2012,0.0,3.744677901096338e-09
2013,0.0,4.741512515948898e-09
2014,2.1654451842767486e-10,5.413613113347537e-09
2015,0.0,8.422986752520956e-09
2016,0.0,9.32103016992869e-09
2017,0.0,6.037467414898856e-09
2018,0.0,4.3884935685412074e-09
2019,2.55098775436835e-10,8.16316081397872e-09
