year,trois_DET in_ADJ,trois_DET fines_ADJ
1923,0.0,1.9108707505210987e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,3.299453377181294e-09,2.3096173862313663e-08
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,3.4278122562625413e-09,6.8556245125250825e-09
1929,1.1140406375176326e-09,7.798284684668033e-09
1930,3.1510811737689437e-09,9.453243521306831e-09
1931,5.7026783295555106e-09,1.1405356659111021e-08
1932,4.383814644626227e-09,4.383814644626227e-09
1933,2.2941324395731044e-09,6.882397318719313e-09
1934,4.7926320689839486e-09,8.38710612072191e-09
1935,2.393656828303392e-09,4.787313656606784e-09
1936,0.0,1.33371855781661e-08
1937,6.295559185076627e-09,1.888667711114067e-08
1938,0.0,7.779128452511941e-09
1939,0.0,7.647025235257843e-09
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,6.535512131478072e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,7.152522574216391e-09
1948,0.0,1.0871888278529696e-08
1949,0.0,1.0798709482173763e-08
1950,0.0,1.0635361036293034e-08
1951,0.0,1.0661401761424827e-09
1952,0.0,4.2179215675730575e-09
1953,1.0773827385790469e-09,7.54167928107563e-09
1954,0.0,1.3681550115052232e-08
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,0.0,1.657016923672927e-08
1957,0.0,5.566073896234869e-08
1958,0.0,2.3989505493204888e-08
1959,0.0,6.200598368089061e-09
1960,0.0,1.1073333361366622e-08
1961,3.47407969059077e-09,4.8637115446226176e-09
1962,0.0,6.341956404476434e-09
1963,0.0,1.7458343104514995e-08
1964,6.083968329129164e-10,1.216793682479178e-08
1965,1.6416130677043839e-09,4.924839203113152e-09
1966,1.6617224263271169e-09,4.431259803538978e-09
1967,1.9721342336964653e-09,9.367637332502454e-09
1968,0.0,4.491415683816058e-09
1969,4.5417578031781147e-10,8.629339909305145e-09
1970,9.197450023812337e-10,4.138852427448825e-09
1971,1.541519245584766e-09,4.624557625731995e-09
1972,3.5911027485013847e-09,3.0780880067027283e-09
1973,0.0,7.718485517393958e-09
1974,0.0,3.3753431161187564e-09
1975,5.711480177694739e-10,1.1422960355389478e-08
1976,0.0,2.856763492431469e-09
1977,0.0,7.639816612670103e-09
1978,5.940591352171509e-10,1.7821774056514528e-09
1979,0.0,1.7555920051037788e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,6.325549528618524e-10,3.1627747087981106e-09
1982,6.207502289967692e-10,8.690503427999374e-09
1983,6.315316047889041e-10,7.57837881337764e-09
1984,5.799008495621649e-10,5.219107812592938e-09
1985,6.015558051686298e-10,7.2186697730458604e-09
1986,0.0,1.0190625288064581e-08
1987,0.0,7.332980112018106e-09
1988,5.996553809062277e-10,5.396898483667201e-09
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,0.0,5.448650919337439e-09
1991,1.1722930404189924e-09,8.20605094986604e-09
1992,5.509944167592096e-10,3.856960972825618e-09
1993,1.1078414852150331e-09,3.323524566667402e-09
1994,5.274926606624319e-10,5.274926717646622e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,5.338092190498855e-10,3.736664311304594e-09
1997,4.79489448146353e-10,5.753873377756236e-09
1998,1.9072516899143466e-09,5.721755180765342e-09
1999,0.0,5.484241505371301e-09
2000,0.0,3.092622158362701e-09
2001,1.7524847129024579e-09,7.009938934876558e-09
2002,2.1906108038649563e-09,6.133709984368352e-09
2003,0.0,8.750538071922165e-09
2004,0.0,3.9643119897903034e-09
2005,3.1526248278623825e-09,6.305249655724765e-09
2006,4.1178899179428186e-10,3.294311934354255e-09
2007,0.0,3.1955835755326234e-09
2008,0.0,8.089135306033057e-09
2009,1.430457752249481e-09,3.337734755248789e-09
2010,0.0,2.3618964561933353e-09
2011,7.64794394481072e-10,4.5887662558641296e-09
2012,0.0,6.808505315092361e-09
2013,0.0,3.3469499394200852e-09
2014,4.330890368553497e-10,4.547434831470021e-09
2015,0.0,5.984753581600444e-09
2016,2.0713400439298368e-10,4.971216327476213e-09
2017,0.0,6.5405896254588924e-09
2018,0.0,5.421080251366561e-09
2019,2.55098775436835e-10,3.06118530524202e-09
