year,matières_NOUN in_ADJ,matières_NOUN fines_ADJ
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,2.9091921760482364e-08,2.0140561218795483e-08
1803,0.0,7.80135707145746e-08
1804,0.0,4.943701892301533e-09
1805,0.0,1.7057265822018053e-08
1806,1.152667650217154e-08,6.627838899930794e-08
1807,2.8469551160981155e-09,1.1387820464392462e-08
1808,2.2660739951163578e-09,6.798221985349073e-09
1809,0.0,2.259030518203531e-09
1810,2.3401267590372754e-09,4.680253518074551e-09
1811,0.0,2.0056614147279106e-08
1812,0.0,8.00162425207418e-09
1813,0.0,3.4508900625951355e-08
1814,6.293354282149721e-09,0.0
1815,2.4275012222574333e-08,7.012781111370714e-08
1816,0.0,4.6352077731626196e-09
1817,1.556873407970727e-09,0.0
1818,0.0,5.960588467246453e-09
1819,2.070210003424222e-09,2.070210003424222e-09
1820,1.1866481131050932e-09,5.933240565525466e-09
1821,0.0,1.1833785507064931e-08
1822,1.0025615893027862e-09,9.323822780515911e-08
1823,3.9530747564242574e-09,6.226093063332883e-08
1824,8.421112696055388e-10,2.7789671008804362e-08
1825,2.641632912414593e-09,7.924898959288385e-09
1826,3.5231937367541377e-09,1.4973572604048968e-08
1827,1.1060727445055818e-08,1.2904182611350734e-08
1828,2.7516904310687096e-09,0.0
1829,2.571952872898464e-09,1.3717081692732336e-08
1830,1.0436835840010872e-09,4.174734158368665e-08
1831,1.5591206103948707e-09,9.042899362654566e-08
1832,2.705993873419743e-09,2.705993873419743e-09
1833,1.1583628500844156e-09,2.3167257001688313e-09
1834,1.5868701908061666e-08,2.42697808516823e-08
1835,1.5126175867408165e-09,5.294161553592858e-09
1836,6.720750067579218e-10,0.0
1837,2.7831563720326358e-09,2.0873671680021744e-09
1838,0.0,1.2624323808552163e-09
1839,6.9914751765765e-10,1.3982949909063791e-08
1840,1.9109065441114126e-09,5.095750932326837e-09
1841,2.5682194149112547e-09,4.494383976094696e-09
1842,4.024959032733477e-09,3.3541325272778977e-09
1843,1.1813822142769936e-09,1.9492806535570395e-08
1844,0.0,2.140538946093784e-08
1845,2.2320911785556063e-09,5.022205318283568e-09
1846,1.1709002656346001e-09,8.781752214304106e-09
1847,4.314578916364553e-09,1.77976389181822e-08
1848,8.045221711050488e-10,1.6090443422100975e-09
1849,5.865590679832167e-09,6.703531951757213e-09
1850,2.7155984128057753e-09,1.1880743144843109e-07
1851,9.029214709244116e-09,5.307888102379366e-07
1852,2.6042181744401205e-09,7.161600201754936e-09
1853,1.7915795513800958e-09,3.3442816516071616e-08
1854,5.7152309551611324e-09,3.896748390630478e-08
1855,1.5920811335945473e-09,4.139410947345823e-08
1856,5.694908100650764e-09,1.0354378687793542e-08
1857,3.4170564155999728e-09,2.8312753030945714e-08
1858,9.787352039936081e-10,4.208561321661364e-08
1859,2.036869339860914e-09,1.171199848215565e-08
1860,4.577183909670879e-10,1.1763362939287703e-07
1861,3.3011746669586728e-09,3.0653765081822826e-08
1862,1.3553959066214816e-09,5.8282022985522985e-08
1863,1.4983863039219614e-09,7.74166237782481e-08
1864,5.274200631788517e-09,2.3973639073915365e-08
1865,6.118897832863013e-09,1.2708479601997169e-08
1866,2.432806400776144e-09,1.3721028047086747e-07
1867,1.94112459439566e-09,4.221945992810561e-08
1868,2.4699371437009177e-09,2.5193358510477992e-08
1869,3.906815315701806e-09,1.12320943657096e-08
1870,1.1468097582678638e-09,5.447346440590195e-08
1871,1.4869648623516696e-08,1.4975860551658116e-07
1872,9.675742873582749e-09,9.675742806969367e-08
1873,2.3944017879529156e-09,8.200826329129995e-08
1874,1.1949218281515073e-09,1.2546679251101978e-08
1875,3.432916173551348e-09,1.4303817685856757e-08
1876,1.0278225381910033e-08,5.501873445723504e-08
1877,1.8554447978047506e-09,4.9478526498170083e-08
1878,4.22736201599605e-09,3.623453181944569e-08
1879,1.832797580370027e-09,2.2604503158163425e-08
1880,1.2835692508872398e-09,8.984985200299889e-09
1881,2.7890030285249168e-09,1.1853263259808955e-08
1882,1.3310770263785798e-09,1.6638463051776853e-08
1883,5.687405213450347e-09,7.583206784733676e-09
1884,4.621187876807653e-09,5.941527270181268e-09
1885,3.2228177904158883e-09,4.7053141827291256e-08
1886,5.808117542471791e-09,3.355801275750636e-08
1887,1.3057849246322917e-09,1.3710741986194819e-08
1888,3.804368819970705e-09,1.4583413587843097e-08
1889,1.8795409673089125e-09,2.0048437576747347e-08
1890,3.2771931834929546e-09,3.080561788992853e-08
1891,5.099376032546843e-09,2.2309770031370135e-08
1892,1.8805537127519756e-09,1.7551833764173352e-08
1893,3.079208221734575e-09,2.0322774574310642e-08
1894,1.2603078580752936e-09,1.6384001710889606e-08
1895,1.2037228991346183e-09,1.745398137131815e-08
1896,2.358811590497112e-09,1.4152869098893461e-08
1897,5.826713556089658e-10,2.5637540090883704e-08
1898,1.13167097914868e-09,2.6028433075531154e-08
1899,2.2110313580014918e-09,1.5477219506010442e-08
1900,3.114631885736685e-09,2.2321527737290126e-08
1901,2.235495566438317e-09,2.1237207548097103e-08
1902,3.437198747846537e-09,7.316322836459221e-08
1903,1.0800440541913758e-09,1.83607493653426e-08
1904,5.374625189347171e-10,2.2573425795258117e-08
1905,5.160759042333041e-10,8.824898306558637e-08
1906,0.0,6.533114316198407e-08
1907,5.142843373384665e-10,1.9542804707839423e-08
1908,4.911389073214423e-09,2.9959473124563374e-08
1909,1.1001967115120692e-09,4.785855595157429e-08
1910,4.809735720812114e-09,1.4429207162436342e-08
1911,2.6601871816467337e-09,4.5223181643905264e-08
1912,5.209421227725386e-10,1.7712032729377825e-08
1913,1.060597942803554e-09,2.1211958411981868e-08
1914,1.3393487430235496e-09,1.6072185360371805e-08
1915,2.3561523843085297e-09,2.591767689352764e-08
1916,1.0987462051303964e-09,2.7468654906215306e-08
1917,3.289927441585405e-09,2.8512703309502285e-08
1918,1.1486376294556067e-09,1.722956355365568e-08
1919,9.207848705727883e-09,2.9465114792515124e-08
1920,1.514446346106979e-09,1.590168707821249e-08
1921,3.0290989716519334e-09,3.180553775905537e-08
1922,3.6889677978990676e-09,2.5084981203349344e-08
1923,1.0615948120573648e-09,3.927900849021171e-08
1924,1.289162443462999e-09,1.675911143195208e-08
1925,2.1996355847875293e-09,9.678396395429445e-08
1926,4.458455382660986e-09,9.697140446185415e-08
1927,1.1149224876660924e-09,4.3481975353643065e-08
1928,0.0,1.0397697280950524e-07
1929,2.2280812750352652e-09,3.4535258208734376e-08
1930,1.0503603542488804e-09,3.466189113510154e-08
1931,0.0,2.554799891640869e-07
1932,1.0959536611565568e-09,7.562080384104775e-08
1933,3.4411986593596566e-09,2.408838994938378e-08
1934,4.7926320689839486e-09,5.2718952758823434e-08
1935,2.393656828303392e-09,7.180970840181544e-08
1936,3.6374143697059935e-09,2.606813609418168e-07
1937,0.0,7.302848814561003e-08
1938,1.2965214457594243e-09,7.649476430060531e-08
1939,7.647025235257843e-09,2.141167065872196e-08
1940,0.0,4.057252667166722e-08
1941,0.0,8.854508237732261e-09
1942,0.0,2.730790527039062e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,8.352662561605939e-09
1947,2.3841741914054637e-09,8.344609447874518e-09
1948,0.0,1.6307831529616124e-08
1949,9.817008317369869e-10,1.7670615193310368e-08
1950,1.0635361480382244e-09,3.616023036556726e-08
1951,1.0661401761424827e-09,3.3050344683260846e-08
1952,2.1089607837865287e-09,2.4253049346611988e-08
1953,5.386913581872932e-09,1.508335856215126e-08
1954,9.772536113672459e-10,3.713563856422297e-08
1955,1.8771215692936494e-09,2.815682265122632e-08
1956,0.0,2.2674967681268754e-08
1957,8.835037701437898e-10,2.3854601849393475e-08
1958,3.3088973783179654e-09,1.9026160202884057e-08
1959,3.8753737996444215e-09,9.300897829689347e-09
1960,6.920833350854139e-10,1.3841666479663672e-08
1961,0.0,1.250668635321972e-08
1962,1.2683912808952869e-09,8.8787386332001e-09
1963,6.466053248388448e-10,1.0992290633282664e-08
1964,3.041984220075733e-09,1.2776333768727e-08
1965,5.472043373977442e-10,8.755269398363907e-09
1966,1.6617224263271169e-09,1.273987226824147e-08
1967,1.4791006197611978e-09,1.2818872185960117e-08
1968,4.4914158503495116e-10,1.4821671889819754e-08
1969,1.3625273131978588e-09,9.537691525451919e-09
1970,1.3796175313274261e-09,4.6447123480675145e-08
1971,1.0276794970565106e-09,1.1304474689666222e-08
1972,5.130146862875051e-10,4.6171320100540925e-09
1973,1.102640756478479e-09,2.7566018356850464e-09
1974,1.6876715580593782e-09,9.563471847773286e-09
1975,2.2845920710778955e-09,7.996072248772634e-09
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,0.0,4.7014254711541525e-09
1978,5.940591352171509e-10,6.534650598410963e-09
1979,5.851973350345929e-10,7.022368020415115e-09
1980,1.7055452605774235e-09,9.096241093686785e-09
1981,1.8976649140967083e-09,3.795329828193417e-09
1982,1.8622506869903077e-09,9.311253101884631e-09
1983,1.2630632095778083e-09,8.209910973278056e-09
1984,5.799008495621649e-10,1.1598016769198694e-08
1985,6.015558051686298e-10,3.609334831011779e-09
1986,1.1988970927134801e-09,3.5966913891627428e-09
1987,6.110816852533674e-10,9.166225112267057e-09
1988,0.0,3.597932174415064e-09
1989,1.6464366536794728e-09,3.841685636274406e-09
1990,0.0,7.083246433836621e-09
1991,0.0,2.344586080837985e-09
1992,1.1019888335184191e-09,2.7549720282848966e-09
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,0.0,1.626735190995987e-09
1996,5.338092190498855e-10,5.871901187504136e-09
1997,0.0,5.753873377756236e-09
1998,0.0,7.629006759657386e-09
1999,0.0,1.8280804647829996e-09
2000,0.0,2.2090156370779823e-09
2001,0.0,2.6287270138425356e-09
2002,8.76244299341522e-10,2.6287327870022636e-09
2003,0.0,2.0834615144238455e-09
2004,4.404791253964646e-10,4.404791198453495e-09
2005,4.5037495954858286e-10,3.1526248278623825e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,7.988958938831558e-10,5.1928234212628155e-09
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,9.53638501499654e-10,0.0
2010,0.0,6.140930874920514e-09
2011,0.0,1.911985902935953e-09
2012,0.0,6.127654827992046e-09
2013,2.789125042035323e-10,1.1156500168141292e-09
2014,0.0,1.0827225782605865e-09
2015,0.0,8.866301581811342e-10
2016,4.1426800878596737e-10,2.48560808047138e-09
2017,5.031222660711876e-10,1.7609279590047322e-09
2018,0.0,2.323319980845895e-09
2019,5.1019755087367e-10,1.2754939326953263e-09
