year,nombreux_ADJ oeufs_NOUN,nombreux_ADJ feux_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,4.140420006848444e-09
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,5.929612356680991e-09
1824,0.0,4.210556348027694e-09
1825,0.0,1.4969252504215547e-08
1826,0.0,7.927186018719112e-09
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,5.143905745796928e-09
1830,0.0,0.0
1831,0.0,2.0268567268999504e-08
1832,0.0,0.0
1833,0.0,1.1583628278799551e-08
1834,0.0,0.0
1835,0.0,7.563087933704082e-10
1836,0.0,0.0
1837,0.0,6.957890930081589e-10
1838,0.0,1.2624323808552163e-09
1839,0.0,4.894032734625853e-09
1840,0.0,2.5478754661634184e-09
1841,0.0,1.4125206782011901e-08
1842,0.0,1.341653010911159e-08
1843,0.0,1.1813822142769936e-09
1844,0.0,1.811225303072206e-08
1845,0.0,1.4508592549589139e-08
1846,0.0,1.4050803187615202e-08
1847,0.0,1.5101026207275936e-08
1848,0.0,1.045878850192139e-08
1849,0.0,5.865590679832167e-09
1850,0.0,6.788996032014438e-09
1851,0.0,6.449438760824933e-10
1852,0.0,8.463708844885787e-09
1853,0.0,7.166318205520383e-09
1854,0.0,2.5978321716024766e-09
1855,0.0,1.5920811335945473e-09
1856,0.0,1.0354378687793542e-08
1857,0.0,1.0251168802710708e-08
1858,0.0,1.3702292633865909e-08
1859,1.018434669930457e-09,1.476730293603623e-08
1860,0.0,4.57718396518203e-09
1861,4.715963730639317e-10,7.545541969022906e-09
1862,0.0,4.066187830886747e-09
1863,0.0,3.496234635136375e-09
1864,0.0,5.274200631788517e-09
1865,0.0,3.765475486972036e-09
1866,0.0,1.751620715140234e-08
1867,1.94112459439566e-09,6.79393608038481e-09
1868,0.0,1.1361710683388537e-08
1869,0.0,5.371870948067681e-09
1870,0.0,2.3509599600401998e-08
1871,0.0,2.1242354542039266e-09
1872,0.0,6.652073114565837e-09
1873,0.0,1.1972009161809183e-08
1874,0.0,1.8521287614703397e-08
1875,0.0,5.721527251978387e-09
1876,0.0,1.3905833817773328e-08
1877,0.0,4.329371083855449e-09
1878,0.0,8.4547240319921e-09
1879,0.0,4.887460214320072e-09
1880,0.0,7.059631101924424e-09
1881,0.0,1.324776466304911e-08
1882,0.0,7.320923423037584e-09
1883,3.791603475633565e-09,1.64302811356265e-08
1884,0.0,6.601696966868076e-09
1885,0.0,1.2891271161663553e-08
1886,1.2906927748801422e-09,8.38950331427668e-09
1887,0.0,8.48760173255414e-09
1888,0.0,1.521747527988282e-08
1889,0.0,1.6915869593958632e-08
1890,6.554386478008212e-10,1.4419650362640368e-08
1891,6.374220040683554e-10,2.8046567734918426e-08
1892,6.268512375839919e-10,1.3790726782758611e-08
1893,0.0,1.2932674486876294e-08
1894,0.0,1.6384001710889606e-08
1895,6.018614495673091e-10,1.3842813118003505e-08
1896,0.0,1.3563166589847242e-08
1897,1.1653427112179315e-09,1.2236098356765979e-08
1898,5.6583548957434e-10,9.05336783318944e-09
1899,1.6582735185011188e-09,5.527578395003729e-09
1900,1.5573159428683425e-09,9.863001082521805e-09
1901,5.588738916095792e-10,8.941982265753268e-09
1902,1.4730852093691738e-09,3.5845072687834545e-08
1903,5.400220270956879e-10,9.720396931811592e-09
1904,0.0,1.3436562973367927e-08
1905,1.5482277682110634e-09,1.0837593933388234e-08
1906,4.629765903985117e-09,1.2346042410626978e-08
1907,2.057137349353866e-09,8.742834012309686e-09
1908,2.4556945366072114e-09,1.5716445034286153e-08
1909,6.0510818578052294e-09,1.265226234892225e-08
1910,1.6032452032632705e-09,9.085056262847502e-09
1911,2.128149656499545e-09,9.576673676292558e-09
1912,5.209421227725386e-10,9.897900277167082e-09
1913,3.181793939432964e-09,7.42418571064718e-09
1914,3.3483718020477227e-09,5.357394972094198e-09
1915,3.534228465440492e-09,3.180805663305364e-08
1916,0.0,5.493730803607377e-09
1917,0.0,8.773139548168274e-09
1918,4.594550517822427e-09,5.743188147278033e-09
1919,2.762354567309444e-09,1.4732557396257562e-08
1920,7.572231730534895e-10,4.543339038320937e-09
1921,9.087297137000405e-09,9.844571380313027e-09
1922,7.377935484775833e-10,1.696925089333945e-08
1923,3.1847844361720945e-09,7.431163684401554e-09
1924,3.867487219366694e-09,1.4180787211159895e-08
1925,2.1996355847875293e-09,4.399271169575059e-09
1926,3.343841648018042e-09,1.5604593173179637e-08
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,4.4561625500705304e-09,7.798284684668033e-09
1930,1.1553964007759987e-08,8.402882833991043e-09
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,5.4797681947604815e-09,1.9727165678773417e-08
1933,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,2.2765002327673756e-08
1935,5.98414207075848e-09,1.795242710045386e-08
1936,1.091224355320719e-08,8.487299751891442e-09
1937,1.0072894518486919e-08,7.554670666820584e-09
1938,1.4261735792331365e-08,5.186085783037697e-09
1939,2.4470480752825097e-08,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,6.068423541449874e-09,0.0
1943,0.0,8.709705845433291e-09
1944,0.0,1.6065930807940276e-08
1945,6.535512131478072e-09,6.535512131478072e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,5.435944139264848e-09,1.0871888278529696e-08
1949,4.908504269707237e-09,2.4542520904446974e-08
1950,1.1698897850465073e-08,6.381216888229346e-09
1951,1.1727541604500402e-08,7.462981344019681e-09
1952,1.0544803918932644e-09,1.8980646387944944e-08
1953,9.69644453618912e-09,1.6160740301529586e-08
1954,5.863521668203475e-09,1.8567819282111486e-08
1955,4.6928039232341234e-09,9.385607846468247e-09
1956,1.1337483840634377e-08,1.4825940475304833e-08
1957,1.236905244894615e-08,1.0602045463770082e-08
1958,3.3088973783179654e-09,1.3235589513271862e-08
1959,3.100299128533379e-09,1.6276571201956358e-08
1960,6.920833239831836e-09,5.536666680683311e-09
1961,4.16889545107324e-09,1.528595028332802e-08
1962,3.805173953708163e-09,1.0147130247162295e-08
1963,4.526237162849611e-09,5.819448034571906e-09
1964,3.041984220075733e-09,1.3993127545575135e-08
1965,3.830430195250756e-09,1.1491291473930687e-08
1966,3.3234448526542337e-09,1.163205709531212e-08
1967,3.944268467392931e-09,8.874604162656397e-09
1968,2.245707841908029e-09,1.2126823101255013e-08
1969,2.2708788183223305e-09,1.407944960618579e-08
1970,2.7592350626548523e-09,5.978342709767048e-09
1971,5.138397263237948e-09,5.652237344833111e-09
1972,4.6171320100540925e-09,4.6171320100540925e-09
1973,5.513203782392395e-10,1.1577728109557484e-08
1974,3.937900228123681e-09,2.193973003272731e-08
1975,0.0,7.4249242310031605e-09
1976,1.7140580066410394e-09,9.141642998145016e-09
1977,3.526069214387917e-09,1.3516598507123945e-08
1978,4.158414057542359e-09,8.910887139279566e-09
1979,6.437170796402825e-09,1.404473604083023e-08
1980,1.7055452605774235e-09,1.193881615790815e-08
1981,0.0,1.2651098835192442e-08
1982,3.7245013739806154e-09,1.1794254461960918e-08
1983,3.78918940668882e-09,1.6419821946556112e-08
1984,6.958810416790584e-09,2.145633182237816e-08
1985,0.0,1.4437339324047116e-08
1986,1.1988970927134801e-09,1.0790073723399018e-08
1987,3.0554083707556856e-09,2.749867533680117e-08
