year,cartes_NOUN in_ADJ,cartes_NOUN fines_ADJ
1906,7.716276506641861e-09,3.0865107802924285e-08
1907,1.6457098794830927e-08,1.028568674676933e-09
1908,1.276961114626829e-08,6.875944702500192e-09
1909,1.0451868703853506e-08,7.151278680339601e-09
1910,1.1222716089775986e-08,3.206490406526541e-09
1911,4.788336838146279e-09,0.0
1912,1.458637982620914e-08,1.0418842455450772e-09
1913,4.772690687104841e-09,1.060597942803554e-09
1914,1.2723813114234872e-08,0.0
1915,1.6493066468115103e-08,4.712304768617059e-09
1916,8.789969641043172e-09,0.0
1917,8.773139548168274e-09,6.57985488317081e-09
1918,1.033773866510046e-08,1.1486376294556067e-09
1919,1.8415696745321952e-09,6.4454939163738345e-09
1920,3.028892692213958e-09,6.057785384427916e-09
1921,2.196096815509918e-08,6.058197943303867e-09
1922,2.2133805899215986e-08,1.0329110011753073e-08
1923,1.0615948120573648e-08,1.0615948120573648e-09
1924,1.0313299547703991e-08,2.578324886925998e-09
1925,4.399271169575059e-09,1.0998178368026856e-08
1926,2.229227691330493e-09,0.0
1927,6.689535148041159e-09,0.0
1928,7.998228745975666e-09,0.0
1929,7.798284684668033e-09,0.0
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,0.0
1932,1.2055489939655217e-08,1.0959536611565568e-09
1933,6.882397318719313e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,0.0
1935,4.787313656606784e-09,0.0
1936,7.274828739411987e-09,4.849885826274658e-09
1937,1.3850230295986421e-08,0.0
1938,5.186085783037697e-09,0.0
1939,4.588215141154706e-09,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,0.0
1948,3.2615663503321457e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,1.0635361258337639e-08,2.1270722960764488e-09
1951,6.396840945832594e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,1.508335856215126e-08,0.0
1954,9.772536557761669e-09,0.0
1955,1.8771215692936494e-09,1.407841132561316e-08
1956,6.104799332717903e-09,8.72114158667614e-10
1957,1.1485549400447326e-08,4.417518850718949e-09
1958,2.1507833403155985e-08,0.0
1959,1.3951346078400206e-08,3.100299128533379e-09
1960,2.353083289330371e-08,6.920833350854139e-10
1961,1.6675582859004834e-08,0.0
1962,1.5220695814832652e-08,0.0
1963,1.4871922360271128e-08,0.0
1964,3.102823953327061e-08,6.083968329129164e-10
1965,1.7510538796727815e-08,0.0
1966,1.7171132071780448e-08,0.0
1967,8.381570104631919e-09,0.0
1968,1.0779397818794223e-08,2.245707841908029e-09
1969,2.9975601889553616e-08,0.0
1970,1.8854772326770686e-08,4.5987250119061684e-10
1971,1.6956711590410123e-08,5.138397485282553e-10
1972,1.7955514408640738e-08,0.0
1973,2.1501493918663073e-08,0.0
1974,1.1813700240281833e-08,0.0
1975,6.8537762132336866e-09,1.1422960355389478e-09
1976,5.713526984862938e-09,5.713526873840635e-10
1977,6.464459911814657e-09,1.1753563677885381e-09
1978,9.504946274496717e-09,0.0
1979,4.681578680276743e-09,0.0
1980,2.9562784220615868e-08,1.1370301367108482e-09
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,2.0484757001781873e-08,0.0
1983,1.136756910824488e-08,0.0
1984,1.5077422421683195e-08,0.0
1985,1.2031116103372597e-09,3.007779025843149e-09
1986,8.991728250862252e-09,0.0
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,7.195864348830128e-09,0.0
1989,4.939309850016116e-09,0.0
1990,5.448650919337439e-09,4.90378582185258e-09
1991,2.344586080837985e-09,5.275318681885466e-09
1992,6.611933001110515e-09,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,1.5824779264761446e-09,0.0
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,8.540947504798169e-09,0.0
1997,7.192341833217597e-09,1.917957792585412e-09
1998,2.3840646123929332e-09,4.768129224785866e-10
1999,8.683382013430219e-09,0.0
2000,1.8113929911578452e-08,7.068850393920911e-09
2001,3.1544725942467267e-08,0.0
2002,4.381221607729913e-09,2.1906108038649563e-09
2003,4.583615265119079e-09,4.1669229178253886e-10
2004,3.0833537945085254e-09,7.488145215006625e-09
2005,4.5037495954858286e-10,2.251874686720612e-09
2006,2.4707338397433887e-09,9.059357708451898e-09
2007,1.9972397347078896e-09,0.0
2008,1.2772318758180745e-09,0.0
2009,4.76819250749827e-10,9.53638501499654e-10
2010,2.3618965117044866e-09,1.4171379625338432e-09
2011,0.0,1.1471915639660324e-09
2012,0.0,3.404252713057332e-10
2013,5.578250084070646e-10,4.462600067256517e-09
2014,8.661780737106994e-10,1.0827225782605865e-09
2015,0.0,2.2165753954528356e-10
2016,8.285360175719347e-10,1.0356699942093428e-09
2017,1.2578056374223934e-09,5.031222660711876e-10
2018,7.744400121190154e-10,2.5814667070633845e-10
2019,7.65296326310505e-10,5.1019755087367e-10
