year,nos_DET arts_NOUN,nos_DET phares_NOUN
1800,6.38265364116819e-07,3.144164484325529e-09
1801,9.45329502677339e-07,0.0
1802,8.682819725436275e-07,0.0
1803,6.221581958509859e-07,0.0
1804,6.822308380449726e-07,0.0
1805,6.026900787325928e-07,0.0
1806,9.394241118343416e-07,0.0
1807,1.207109001200024e-06,0.0
1808,1.2644693296870457e-06,0.0
1809,8.539135638585549e-07,0.0
1810,8.424456368061328e-07,0.0
1811,8.549131917945374e-07,0.0
1812,7.734904023948275e-07,0.0
1813,9.576219959228638e-07,0.0
1814,6.765356008742174e-07,0.0
1815,7.902865224451716e-07,0.0
1816,5.608601494344612e-07,0.0
1817,8.329272809248778e-07,0.0
1818,8.845513477240274e-07,0.0
1819,9.885252687524826e-07,0.0
1820,8.342135995320632e-07,0.0
1821,6.784703837636741e-07,0.0
1822,6.747239353899204e-07,0.0
1823,6.858584820079727e-07,9.882686891060644e-10
1824,7.107419053298258e-07,7.57900142644985e-09
1825,1.0804278349763052e-06,1.7610886082763955e-09
1826,9.644742933190287e-07,8.807984341885344e-10
1827,9.005275920515032e-07,2.949527377893446e-08
1828,6.136269755652179e-07,1.1006761724274838e-08
1829,6.455601662125332e-07,0.0
1830,6.387343500779963e-07,1.0436835840010872e-09
1831,5.987022868580993e-07,1.091384405071949e-08
1832,7.63090292288382e-07,8.117981842303834e-09
1833,8.652970500122592e-07,2.7800709290204395e-08
1834,6.608848170941428e-07,1.8669061851994684e-09
1835,5.052142952877148e-07,7.563087933704082e-10
1836,5.699196027886266e-07,6.048674894287842e-09
1837,5.350618107469174e-07,6.957890930081589e-10
1838,5.396898217213675e-07,6.312161904276081e-10
1839,3.873277290011856e-07,1.4682098203877558e-08
1840,4.758157468032209e-07,1.2739377330817092e-09
1841,7.300163495926881e-07,1.926164561183441e-09
1842,4.0853334271062636e-07,1.2074877098200432e-08
1843,5.564310487926605e-07,1.2404512972352677e-08
1844,4.4841545054907783e-07,5.488561216626664e-09
1845,3.5434446576942946e-07,1.0602432709561072e-08
1846,4.2562225166520307e-07,8.196302303531411e-09
1847,3.6296395222734645e-07,5.9325460100012606e-09
1848,3.588168988599705e-07,9.65426583121598e-09
1849,3.9383250038937945e-07,0.0
1850,3.5031218370562556e-07,1.6972490968214515e-08
1851,3.173123972466385e-07,5.8044946626978344e-09
1852,4.2904493113837816e-07,3.906327261660181e-09
1853,3.881755823442745e-07,2.090176165481239e-08
1854,3.7408784853143473e-07,2.9095721054694934e-08
1855,3.1045581394550936e-07,2.175844215912548e-08
1856,3.8259427448394945e-07,4.6076984006049315e-08
1857,3.5781460994144254e-07,6.8341128311999455e-09
1858,3.298337523105488e-07,6.851146261421803e-09
1859,4.450559367707996e-07,1.3748868488150379e-08
1860,3.5610490378701343e-07,7.323494255473406e-09
1861,3.923681894946185e-07,7.545541969022906e-09
1862,3.478849368854231e-07,5.421583515463624e-09
1863,4.2154599866339737e-07,2.39741793639503e-08
1864,4.176208174833107e-07,3.1165731662063934e-08
1865,2.767624440735972e-07,1.553258677233771e-08
1866,2.899905249265089e-07,7.298419202328432e-09
1867,3.6541671555312405e-07,5.8233736055512964e-08
1868,4.3372093450066984e-07,1.778354663528603e-08
1869,2.7787222955932833e-07,2.0022428159904848e-08
1870,2.471375095680628e-07,5.160643734569703e-08
1871,2.3260377846057168e-07,6.37270636261178e-09
1872,2.6305926326131157e-07,4.8378714367913744e-09
1873,2.3824298089891727e-07,2.6338419001348257e-08
1874,2.4973865864197364e-07,2.3898436563030145e-08
1875,2.7692190007755357e-07,2.345826066729728e-08
1876,2.714660718439177e-07,1.4510435519810017e-08
1877,2.591437890941961e-07,9.27722432209066e-09
1878,2.947075388171072e-07,3.2611080058586595e-08
1879,2.1565918462140843e-07,9.163987790827832e-09
1880,3.131909105391628e-07,5.776061406947974e-09
1881,2.2521199100067335e-07,2.2312024228199334e-08
1882,1.956683171044915e-07,2.5290463057103807e-08
1883,2.8437024701677416e-07,2.464542170343975e-08
1884,3.2678400785357553e-07,3.036780782394999e-08
1885,1.643637115300578e-07,1.9981470700258797e-08
1886,1.664993745098542e-07,9.034849313138693e-09
1887,1.717107175336352e-07,4.570247291724172e-09
1888,1.9148657059986363e-07,6.340614699951175e-09
1889,2.2366537866247427e-07,1.1903759755682586e-08
1890,1.8942176299718838e-07,7.865263995654459e-09
1891,2.8301537646768793e-07,7.649063604731055e-09
1892,1.748914986166028e-07,1.8805536683430546e-08
1893,1.8598417833581848e-07,1.7243566796665277e-08
1894,1.8022402148432093e-07,8.822155450616265e-09
1895,1.8296587511734685e-07,4.213029924926559e-09
1896,2.4118848918064373e-07,7.66613794667137e-09
1897,1.6606134012331353e-07,1.7480140668268973e-09
1898,2.1671498950937007e-07,1.1882544836971931e-08
1899,1.86279388358912e-07,1.326618814800895e-08
1900,1.8428239145773517e-07,1.349673794948103e-08
1901,1.7660414708409178e-07,1.2295225282343836e-08
1902,1.4976366036201227e-07,1.915010727771005e-08
1903,2.068284372658269e-07,8.100330184390714e-09
1904,1.8649949851123893e-07,4.299700151477737e-09
1905,1.6411214098788207e-07,3.6125313851442797e-09
1906,2.0782504761562848e-07,3.6009290549365858e-09
1907,1.4708531348439635e-07,1.0285686413702422e-08
1908,2.2395934617946978e-07,1.0313917275794893e-08
1909,2.123379602703146e-07,9.351672325408344e-09
1910,1.945270775571828e-07,8.016225794271747e-09
1911,2.2132757115933543e-07,1.702519725199636e-08
1912,2.443218523051627e-07,4.688478938419394e-09
1913,2.7469486241216146e-07,1.484837142129436e-08
1914,2.1697449303914595e-07,1.0714789944188396e-08
1915,2.8038212462888623e-07,4.712304657594757e-09
1916,2.9446398785992756e-07,3.5159878564172686e-08
1917,3.476356527087887e-07,7.676497215669542e-09
1918,2.7682167580422856e-07,1.9526838812566893e-08
1919,2.495326918983132e-07,1.1049417880659718e-08
1920,2.370108482807609e-07,6.815008557481406e-09
1921,2.582306929399536e-07,1.6660044011018726e-08
1922,2.670812599414596e-07,1.5493664462518097e-08
1923,2.0594939131868273e-07,3.078624999375279e-08
1924,2.1657929716312196e-07,2.0626598873363378e-08
1925,2.3206155774779802e-07,2.5295809891190402e-08
1926,1.6607746755603614e-07,2.1177662290483568e-08
1927,2.2632926510723905e-07,2.2298449309232637e-08
1928,2.3766165035965514e-07,2.170947777102583e-08
1929,1.8604478202455255e-07,1.4482528509773829e-08
1930,1.8696414416652374e-07,1.2604324695075775e-08
1931,1.779235621057751e-07,4.334035708097872e-08
1932,1.600092351949911e-07,1.3151444377967891e-08
1933,1.812364562869817e-07,3.211785437606807e-08
1934,1.5815686538189766e-07,2.7557634396657704e-08
1935,1.7952426389911125e-07,9.574627313213568e-09
1936,1.4185916663578269e-07,3.152425787078528e-08
1937,1.3976141044480528e-07,2.6441348555117372e-08
1938,1.750303919578755e-07,4.6674772491428484e-08
1939,2.3246956271094632e-07,2.5999885799876665e-08
1940,1.6736167895992082e-07,2.7893612752905028e-08
1941,2.5382921808869696e-07,5.9030051957620344e-09
1942,2.518395767481252e-07,3.3376331032286544e-08
1943,1.9741999435218816e-07,1.4516176038981143e-08
1944,1.9279117680071067e-07,1.6065930807940276e-08
1945,1.4378126955705284e-07,4.357008087652048e-08
1946,2.422272178392859e-07,3.61948711002924e-08
1947,1.6570010674676894e-07,2.0265480848991047e-08
1948,1.435089145296331e-07,2.8266908591589868e-08
1949,1.1093219054458814e-07,2.846932423139492e-08
1950,1.2868787369058055e-07,4.573205547586667e-08
1951,1.6951628722949863e-07,1.5992102864181845e-08
1952,1.0861147803353788e-07,2.3198569065741026e-08
1953,1.1743471595160315e-07,5.1714371673838855e-08
1954,1.3388374320300045e-07,3.127211600784108e-08
1955,1.1638153951665231e-07,7.977767069178299e-08
1956,1.2558443907018102e-07,2.4419196664737797e-08
1957,1.1573899194594617e-07,3.003912851795576e-08
1958,8.189520706025633e-08,1.6544487113634432e-08
1959,1.426137536952865e-07,1.5501495642666896e-08
1960,1.2249874936642868e-07,2.6991250623442653e-08
1961,1.0074831191531075e-07,1.9454845179289748e-08
1962,1.4205982745707502e-07,1.8391674405648928e-08
1963,1.5130564090526377e-07,2.8450633626775357e-08
1964,1.308053247939256e-07,2.007709554163739e-08
1965,1.3023463463213147e-07,2.2435377389218303e-08
1966,1.3681514277052997e-07,8.308612242657887e-09
1967,1.355842309536115e-07,1.0846738118797106e-08
1968,1.679789585207203e-07,2.20079384716243e-08
1969,1.6168658145687687e-07,1.0900218838649778e-08
1970,1.3336302517874543e-07,1.1956684753400282e-08
1971,1.7624702985941099e-07,9.762955222036851e-09
1972,2.021277903940799e-07,9.747279428040656e-09
1973,1.0750747536647509e-07,1.1577727720979425e-08
1974,9.507215814608116e-08,1.012602890426706e-08
1975,9.766630881813398e-08,5.711480177694739e-09
1976,1.005580738677736e-07,9.141642998145016e-09
1977,1.1165885638320105e-07,1.0578207476630297e-08
1978,9.148510538015131e-08,1.1287123458103565e-08
1979,1.4454374586136964e-07,1.6385525491990904e-08
1980,7.333844465051698e-08,1.0801786132219604e-08
1981,8.602747048058745e-08,8.223214609248686e-09
1982,1.173217938355009e-07,1.3656504593839713e-08
1983,9.788739774307942e-08,1.1999100379966876e-08
1984,9.974294812309381e-08,1.1598016991243298e-08
1985,9.444426463112165e-08,1.1429560076159362e-08
1986,9.351397256551763e-08,8.392279871038966e-09
1987,8.494035141914935e-08,1.4665960890170027e-08
1988,1.0254107141172142e-07,1.6190694784867787e-08
1989,7.90289598207039e-08,1.2622680900520322e-08
1990,7.519138423006666e-08,1.1442167324737795e-08
1991,8.147436680872033e-08,8.7921980806982e-09
1992,9.642402520881888e-08,1.4876849585565566e-08
1993,1.0524494076236124e-07,1.3848018731721368e-08
1994,1.1446590475472362e-07,2.162719947573777e-08
1995,8.838594756088725e-08,1.3013881861034804e-08
1996,6.138805996869223e-08,1.1743802819097482e-08
1997,6.137465113909002e-08,1.0548768192286673e-08
1998,7.056831252683082e-08,7.1521940592234046e-09
1999,8.54627615343162e-08,9.140402212892695e-09
2000,1.0205652900552309e-07,1.0603275812925972e-08
2001,9.813914303435922e-08,1.3143635735346493e-08
2002,8.543381779801962e-08,1.4896153088805875e-08
2003,7.542130342486075e-08,1.3750845573312631e-08
2004,7.135761481702474e-08,1.4976290263479797e-08
2005,8.422011443798283e-08,1.3961623857028371e-08
2006,9.306430981403935e-08,1.6883348941121312e-08
2007,8.66802076782136e-08,8.388407135573317e-09
2008,7.493094011934431e-08,1.1920831516354369e-08
2009,7.581426020308868e-08,1.3827758715834193e-08
2010,7.274641583565611e-08,1.8422793290895356e-08
2011,4.818204557555106e-08,1.950225747560097e-08
2012,7.693611062120631e-08,2.1446792397572523e-08
2013,6.080292508370277e-08,2.5659951052858787e-08
2014,7.795602341431618e-08,2.9016965052974797e-08
2015,8.134831741557491e-08,3.524354896811133e-08
2016,1.2303759522325208e-07,2.60988848310717e-08
2017,4.125602554028163e-08,2.2388940479345365e-08
2018,5.550153436839622e-08,1.9619147639815537e-08
2019,6.224410059596508e-08,1.8112012556414925e-08
