year,quelles_PRON auraient_VERB,quelles_DET forêts_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,1.950339223455444e-09,1.950339223455444e-09
1804,0.0,2.4718509461507665e-09
1805,1.7057265822018053e-08,0.0
1806,0.0,1.729001475325731e-08
1807,0.0,1.4234775580490577e-08
1808,0.0,0.0
1809,2.259030518203531e-09,4.518061036407062e-09
1810,0.0,1.1700633795186377e-08
1811,0.0,0.0
1812,0.0,8.00162425207418e-09
1813,2.8757416448144113e-09,8.627224934443234e-09
1814,0.0,0.0
1815,2.1577788444915313e-08,0.0
1816,3.012885052555703e-08,0.0
1817,0.0,3.113746815941454e-09
1818,0.0,0.0
1819,3.1053151161586356e-09,6.210630232317271e-09
1820,0.0,3.5599443393152796e-09
1821,5.9168927535324656e-09,2.070912552554205e-08
1822,2.0051231786055723e-09,4.010246357211145e-09
1823,1.680056804787e-08,9.882687113105248e-09
1824,8.421112696055388e-09,8.421112696055388e-10
1825,0.0,1.9371974913084955e-08
1826,0.0,2.642395191543301e-09
1827,0.0,7.373818611267069e-09
1828,6.420610709767516e-09,0.0
1829,2.571952872898464e-09,2.8291481157793896e-08
1830,7.305785310052215e-09,2.0873671680021744e-09
1831,7.795603274018958e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,6.764984572527055e-09
1833,4.6334514003376626e-09,1.7375442418199327e-08
1834,2.8003592777992026e-09,0.0
1835,2.2689263801112247e-09,4.5378527602224494e-09
1836,2.016224964762614e-09,3.36037508930076e-09
1837,2.0873671680021744e-09,6.957890930081589e-10
1838,0.0,2.5248647617104325e-09
1839,2.09744255297295e-09,2.7965899818127582e-08
1840,6.369688665408546e-10,6.369688665408546e-10
1841,1.2841097074556274e-09,8.988767952189392e-09
1842,2.683306021822318e-09,2.0124795163667386e-09
1843,7.678984337289307e-09,7.088293285661962e-09
1844,9.879410178825765e-09,6.037417232818143e-09
1845,1.2834524554250493e-08,5.580227946389016e-10
1846,1.7563503984519002e-09,5.854501328173001e-09
1847,4.314578916364553e-09,8.089835468183537e-09
1848,4.02261068899179e-09,1.6090443422100975e-09
1849,0.0,2.262441967104678e-08
1850,6.788996032014438e-10,2.7155984128057753e-09
1851,0.0,7.094382858952031e-09
1852,0.0,4.557381805270211e-09
1853,5.971931837933653e-10,6.569124799682413e-09
1854,5.195664454227256e-10,4.676098175337984e-09
1855,3.1841622671890946e-09,4.776243400783642e-09
1856,4.141751386299575e-09,3.1063134287023786e-09
1857,1.464452725752352e-09,6.345962033638131e-09
1858,1.957470352476065e-09,1.1255455012459947e-08
1859,5.601390684617513e-09,4.379269213927728e-08
1860,4.577183909670879e-10,6.408057279250201e-09
1861,9.431927461278633e-10,5.187560159214399e-09
1862,4.517986262886353e-10,3.6143890103090826e-09
1863,1.0488703461319915e-08,4.4951587452324304e-09
1864,3.3563094525845827e-09,4.794728170054441e-09
1865,8.472319956709384e-09,2.3534221793575227e-09
1866,9.244664589402873e-09,4.865613079108044e-09
1867,0.0,1.261730986357179e-08
1868,1.4819622196071691e-09,8.397785911107292e-09
1869,4.883519144627257e-10,1.953407657850903e-09
1870,2.2936195165357276e-09,8.601073631098188e-09
1871,5.3105884134652115e-09,3.18635318130589e-09
1872,3.628403577593531e-09,4.8378714367913744e-09
1873,0.0,3.5916027374405246e-09
1874,2.9873046258899194e-09,2.3898436007918633e-09
1875,1.2587359599081083e-08,2.860763570478042e-09
1876,4.232210137899983e-09,9.673623679873344e-09
1877,3.710889595609501e-09,1.2369631985365004e-09
1878,1.8117265465633636e-09,1.2078177347163432e-09
1879,4.887460214320072e-09,3.6655952717623563e-09
1880,2.5671385017744797e-09,5.134277003548959e-09
1881,3.486253841167297e-09,0.0
1882,6.655385131892899e-10,7.320923645082189e-09
1883,3.1596695260205365e-09,1.2638677882037541e-09
1884,1.0562715146988921e-08,7.922036360241691e-09
1885,6.445635580831777e-09,2.578254332252783e-09
1886,7.744156649280853e-09,6.4534639854230136e-09
1887,3.264462256069578e-09,1.9586773869484375e-09
1888,4.4384300679212174e-09,2.53624587998047e-09
1889,3.7590820456401275e-09,8.14467782106476e-09
1890,3.9326319978272295e-09,4.5880703680722945e-09
1891,6.374220040683554e-10,6.374220040683554e-10
1892,3.1342561879199593e-09,7.522214851007902e-09
1893,7.390100087434348e-09,3.695050043717174e-09
1894,4.411077725308132e-09,1.0082462642557743e-08
1895,1.2037228991346183e-09,9.629782971032341e-09
1896,4.1279202278587945e-09,6.48673198488936e-09
1897,6.992056267307589e-09,0.0
1898,5.092519295146758e-09,1.6975064687230201e-09
1899,1.1055156790007459e-09,3.3165470370022376e-09
1900,5.191053142894475e-10,5.710158568206225e-09
1901,0.0,6.147612641171918e-09
1902,1.9641135384773634e-09,1.1293652957267142e-08
1903,0.0,3.7801539676252105e-09
1904,5.374625189347171e-10,4.837162670412454e-09
1905,1.0321518084666081e-09,6.1929109063108e-09
1906,5.144184411776109e-09,4.115347507216427e-09
1907,6.171411992550446e-09,8.228549397415463e-09
1908,3.437972351250096e-09,4.911389073214423e-09
1909,2.7504918342913243e-09,1.6502950117569526e-09
1910,1.6032452032632705e-09,1.2291546225284833e-08
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,4.167536982180309e-09,3.6465947483854677e-09
1913,5.30298971401777e-10,1.590896969716482e-09
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,5.493730803607377e-09
1917,2.1932848870420685e-09,5.483212106582869e-09
1918,0.0,1.1486376294556067e-08
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,6.057785384427916e-09,2.2716695191604686e-09
1921,6.058197943303867e-09,7.572747429129834e-10
1922,1.1066902949607993e-08,1.1066902949607993e-08
1923,6.369568872344189e-09,5.307974060286824e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,5.499089184013428e-09,1.2097995494286806e-08
1926,1.3375366592072169e-08,4.458455382660986e-09
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,3.4278123672848437e-09,5.713020723163709e-09
1929,6.684243603061191e-09,8.912325100141061e-09
1930,3.1510810627466412e-09,3.1510810627466412e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,1.0959536389520963e-08,7.671675517073595e-09
1933,1.3764794415394022e-08,2.2941324395731044e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,0.0,3.777335333410292e-09
1938,0.0,9.075650453382877e-09
1939,4.588215141154706e-09,7.647025235257843e-09
1940,3.0429394115571995e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,2.6142048525912287e-08,1.089252066321933e-08
1946,4.1763312808029696e-09,5.568441707737293e-09
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.956939832403748e-08,2.174377566888097e-09
1949,3.926803215925645e-09,9.817008317369869e-10
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,1.0661401539380222e-08,0.0
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,2.1547654771580937e-09,3.232148326759443e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,6.569925492527773e-09,1.0324168631115072e-08
1956,6.976913269340912e-09,6.976913491385517e-09
1957,2.6505113659425206e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,4.650448914844674e-09,0.0
1960,7.612916519406099e-09,2.7683333403416555e-09
1961,8.33779090214648e-09,2.779263652552544e-09
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,7.759263453976928e-09,3.879631726988464e-09
1964,6.0839683291291635e-09,6.692365217553231e-09
1965,4.3776345326485e-09,3.2832261354087677e-09
1966,5.539074865446025e-09,3.8773522170743036e-09
1967,4.930335639752315e-09,3.944268467392931e-09
1968,4.940557268851009e-09,6.287982134978165e-09
1969,7.266812429573832e-09,3.6334062425424918e-09
1970,3.2191075360898935e-09,3.2191074805787423e-09
1971,8.73527572498034e-09,3.083038491169532e-09
1972,6.669190977248718e-09,4.10411743478889e-09
1973,4.410563025913916e-09,5.513203782392395e-10
1974,2.2502286700643026e-09,2.8127858375803783e-09
1975,7.996072248772634e-09,1.1422960355389478e-09
1976,5.142174241967723e-09,1.142705374768127e-09
1977,5.289103488514968e-09,4.7014254711541525e-09
1978,5.940591241149207e-09,4.158414057542359e-09
1979,2.3407893401383717e-09,7.02236779837051e-09
1980,5.68515062804309e-09,2.8425752862659692e-09
1981,3.1627747087981106e-09,3.795329828193417e-09
1982,6.207502289967692e-10,5.586752171993226e-09
1983,1.89459470334441e-09,6.315316269933646e-09
1984,7.538711099819295e-09,5.799008495621649e-10
1985,5.414002357539971e-09,2.4062232206745193e-09
1986,5.9944854635674005e-09,2.9972427872948515e-09
1987,4.277571630240118e-09,4.888653482026939e-09
1988,5.396898372644898e-09,1.1993107618124554e-09
1989,4.939309961038418e-09,3.841685636274406e-09
1990,1.089730194969718e-09,3.8140557934163155e-09
1991,5.275318681885466e-09,4.689172272698272e-09
1992,8.264916417921597e-09,1.65298330578878e-09
1993,9.416652346772025e-09,3.323524566667402e-09
1994,4.219941229788304e-09,5.802419433820205e-09
1995,2.7112254108452305e-09,4.880205906054869e-09
1996,2.6690460952494277e-09,3.736664533349199e-09
1997,2.3974471297094624e-09,7.192341611172992e-09
1998,2.3840645013706308e-09,2.8608774238492174e-09
1999,4.570201106446348e-09,7.312321692598545e-09
2000,8.39425973175878e-09,1.7672125984802278e-09
2001,6.571817839917671e-09,1.5334241432185536e-08
2002,6.133709984368352e-09,1.0076809164871747e-08
2003,2.5001538617175356e-09,6.667076668520622e-09
2004,5.285749532513151e-09,1.5416769194587232e-08
2005,4.954124666056714e-09,8.557124120400772e-09
2006,5.765045940631097e-09,6.176834821403077e-09
2007,1.9972397347078896e-09,7.1900631282151295e-09
2008,6.386159684401704e-09,3.405951742863067e-09
2009,4.768192729542875e-09,2.860915504498962e-09
2010,4.7237931344312756e-09,4.723793023408973e-09
2011,4.20636914189032e-09,6.500752158800083e-09
2012,7.489356051992857e-09,5.106379208363876e-09
2013,5.8571623662295735e-09,6.9728125495771565e-09
2014,6.279791242569388e-09,4.114345808492459e-09
2015,1.1969507343612129e-08,5.319780949086805e-09
2016,1.0149566187500625e-08,6.421154052915767e-09
2017,6.037467248365402e-09,3.5218559180094644e-09
2018,5.16293346963792e-09,5.162933580660223e-09
2019,8.16316081397872e-09,5.612173170632673e-09
