year,petits_ADJ ânes_NOUN,petits_ADJ fans_NOUN
1879,1.588424503040642e-08,0.0
1880,2.0537108014195837e-08,0.0
1881,3.486253774553916e-08,6.972507571312292e-10
1882,4.059785041476971e-08,0.0
1883,2.8437025179073316e-08,0.0
1884,2.970763546272792e-08,2.6406787867472303e-09
1885,2.513797880965285e-08,2.5782542767416317e-09
1886,3.9366128135043255e-08,0.0
1887,4.374379614091595e-08,0.0
1888,2.282621380800265e-08,0.0
1889,3.4458253139746375e-08,0.0
1890,4.653614382732485e-08,0.0
1891,3.888274235919198e-08,0.0
1892,3.19694137829174e-08,0.0
1893,4.92673315477532e-08,0.0
1894,4.663139208105349e-08,0.0
1895,7.643640742571733e-08,0.0
1896,4.65865284127176e-08,0.0
1897,3.96216535136773e-08,0.0
1898,3.621347133275776e-08,0.0
1899,6.964748422433331e-08,0.0
1900,2.8550791952852705e-08,0.0
1901,4.191554126009578e-08,0.0
1902,3.633610035080892e-08,0.0
1903,5.994244389739833e-08,0.0
1904,7.040758731591268e-08,0.0
1905,4.18021492976095e-08,5.160759042333041e-10
1906,2.983626856689625e-08,0.0
1907,4.525702124169584e-08,0.0
1908,6.72860309691714e-08,9.822778146428846e-10
1909,6.106091632318567e-08,2.2003934230241384e-09
1910,4.916618578931775e-08,1.6032452032632705e-09
1911,6.810078900798544e-08,0.0
1912,5.1052328586820295e-08,0.0
1913,7.15903638592863e-08,0.0
1914,6.161004506566314e-08,0.0
1915,2.709575319670421e-08,0.0
1916,4.8344833913915863e-08,0.0
1917,1.337903796638784e-07,0.0
1918,1.0452602339228179e-07,0.0
1919,1.0312790266198135e-07,0.0
1920,6.66356356759934e-08,0.0
1921,6.512562578109282e-08,0.0
1922,7.304156213194801e-08,0.0
1923,6.369568694708505e-08,2.1231896241147297e-09
1924,5.801231139912488e-08,1.289162443462999e-09
1925,5.389107116116065e-08,0.0
1926,3.6782257240020044e-08,0.0
1927,4.0137209111890115e-08,0.0
1928,6.170062505361784e-08,0.0
1929,8.243900850857244e-08,0.0
1930,7.352522146675255e-08,0.0
1931,7.52753521737759e-08,0.0
1932,3.3974561830518724e-08,0.0
1933,5.5059178549754506e-08,0.0
1934,6.949316855298093e-08,0.0
1935,5.984141893122796e-08,0.0
1936,9.578524640119213e-08,0.0
1937,8.310137644684801e-08,0.0
1938,6.482607517455108e-08,6.482607339819424e-09
1939,6.72938256229827e-08,0.0
1940,7.100192078723921e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,4.247896612241675e-08,0.0
1943,7.258088174921795e-08,0.0
1944,6.42637232317611e-08,0.0
1945,6.099811145077183e-08,0.0
1946,1.0997672461598995e-07,0.0
1947,4.52993091926146e-08,0.0
1948,5.0010683594337024e-08,0.0
1949,4.810334175431308e-08,5.890204768377316e-09
1950,4.785912821603233e-08,5.317680518146517e-09
1951,3.1984203729962246e-08,3.1984206394497505e-09
1952,6.010538555756284e-08,0.0
1953,3.878577814475648e-08,0.0
1954,3.0294863506696856e-08,1.9545072227344917e-09
1955,4.5050917663047585e-08,0.0
1956,4.0117249966442614e-08,8.72114158667614e-10
1957,5.1243219445495924e-08,0.0
1958,5.4596807075313336e-08,0.0
1959,4.107896245386655e-08,0.0
1960,4.498541628095154e-08,0.0
1961,5.905935296368625e-08,0.0
1962,4.058852098864918e-08,0.0
1963,4.2029345337368795e-08,2.5864212993553792e-09
1964,4.076258619534201e-08,0.0
1965,2.954903344232207e-08,1.0944086747954884e-09
1966,3.5450078428311826e-08,5.539074754423723e-10
1967,3.106111279294055e-08,4.930335584241163e-10
1968,5.165128058592927e-08,0.0
1969,3.451735963722058e-08,9.083515606356229e-10
1970,4.414776100247764e-08,0.0
1971,3.44272628183262e-08,0.0
1972,1.846852804021637e-08,0.0
1973,2.536073751002732e-08,2.205281512956958e-09
1974,2.5315072704756858e-08,0.0
1975,1.7134439644905797e-08,0.0
1976,2.628222439682304e-08,0.0
1977,2.1744092748576804e-08,0.0
1978,2.4356424432880885e-08,0.0
1979,1.6385525825057812e-08,0.0
1980,2.5583178242527538e-08,5.685150683554241e-10
1981,2.213942273954217e-08,6.325549528618524e-10
1982,1.6760255405756652e-08,6.207502289967692e-10
1983,2.3366668600033336e-08,0.0
1984,1.797692661398287e-08,1.1598016991243298e-09
1985,1.804667348892508e-08,0.0
1986,1.978180286243969e-08,0.0
1987,2.13878585952898e-08,0.0
1988,1.798966131616453e-08,2.398621523624911e-09
1989,2.469655058234821e-08,0.0
1990,1.7435683119515488e-08,5.44865097484859e-10
1991,1.75843961613964e-08,1.1722930404189924e-09
1992,2.4243753671271406e-08,1.1019888335184191e-09
1993,1.938722604677423e-08,0.0
1994,2.0572214154412904e-08,0.0
1995,1.6809597269684673e-08,1.0844901643380922e-09
1996,2.2419987644184403e-08,0.0
1997,2.7330898433319817e-08,4.79489448146353e-10
1998,2.0502955777601528e-08,9.536258449571733e-10
1999,3.290544725587097e-08,4.570201161957499e-10
2000,2.0322945104567225e-08,0.0
2001,1.796296800193886e-08,1.7524847129024579e-09
2002,1.7963008858146168e-08,0.0
2003,2.0001230893740285e-08,1.6667691671301554e-09
2004,1.8940601975714344e-08,4.404791253964646e-10
2005,2.1167622321627277e-08,0.0
2006,2.5119128110873135e-08,4.1178899179428186e-10
2007,2.3567428897308673e-08,7.988958938831558e-10
2008,2.5970381400952647e-08,8.514879357157668e-10
2009,2.9562793102400065e-08,0.0
2010,2.3146585093059002e-08,9.447586046817946e-10
2011,2.4855816960211996e-08,1.1471915639660324e-09
2012,2.8595723122748495e-08,1.0212758416727752e-09
2013,2.370756213565528e-08,1.1156500168141292e-09
2014,3.443057750018852e-08,8.661780737106994e-10
2015,3.08103977886276e-08,0.0
2016,4.3083872469651396e-08,1.0356699942093428e-09
2017,1.9621769098421282e-08,3.5218559180094644e-09
2018,3.046130814254866e-08,7.744400121190154e-10
2019,2.3469088006322636e-08,1.7856913725466939e-09
