year,autres_ADJ arts_NOUN,autres_ADJ phares_NOUN
1875,6.545427266857473e-07,5.721527251978387e-09
1876,5.39909145835793e-07,7.859819461941697e-09
1877,5.133397468215506e-07,1.2988113695655557e-08
1878,5.78544717910745e-07,9.662541877730746e-09
1879,4.838585692112929e-07,1.221865053580018e-09
1880,5.78889705282748e-07,1.4119262203848848e-08
1881,4.69249755052914e-07,1.2550513517339823e-08
1882,5.770219146938871e-07,1.3310770263785798e-09
1883,5.118664372361081e-07,8.21514056781325e-09
1884,4.964475914803756e-07,7.922036360241691e-09
1885,4.434597338232038e-07,8.379326565943757e-09
1886,4.1495771796462577e-07,1.4842966855610484e-08
1887,4.4919002384347095e-07,1.4363633837888301e-08
1888,3.956543519478828e-07,4.4384300679212174e-09
1889,5.275244894242803e-07,1.1277245803853475e-08
1890,3.604912581778308e-07,2.6217545912032847e-09
1891,3.3018460143807715e-07,5.736798147637501e-09
1892,4.3503474578265866e-07,1.2537024751679837e-08
1893,3.966020190038222e-07,1.2932674486876294e-08
1894,4.3039514707743365e-07,1.8904617871129403e-09
1895,3.936173929020015e-07,1.2037228991346183e-09
1896,4.239963872221253e-07,3.5382172747233653e-09
1897,4.067045964450955e-07,9.905413378419325e-09
1898,4.0796739986248554e-07,1.5277558773618694e-08
1899,4.405479838709425e-07,8.291367592505594e-09
1900,5.211817092343196e-07,9.863001082521805e-09
1901,3.867407447621929e-07,4.470991132876634e-09
1902,4.0067915785257924e-07,1.3257766440233354e-08
1903,4.4605820015419795e-07,2.7001101354784396e-09
1904,5.165014957952963e-07,6.987012746151322e-09
1905,4.3814844374878703e-07,7.2250627702885595e-09
1906,4.3674127397919094e-07,6.6874399351490865e-09
1907,4.3817025563441803e-07,7.71426478252124e-09
1908,4.813161229577645e-07,6.875944702500192e-09
1909,4.3732818877373347e-07,1.5402754627302784e-08
1910,3.8210677644201496e-07,4.275320542035388e-09
1911,3.8679119196416423e-07,2.3409645777405785e-08
1912,3.9643694671465113e-07,3.125652625612929e-09
1913,4.2636038166676826e-07,4.242391771214216e-09
1914,4.205555033109931e-07,1.2054139020278853e-08
1915,2.4503984263901657e-07,1.1780761921542648e-09
1916,2.6150158305426885e-07,2.307367097387214e-08
1917,2.6538747521787087e-07,1.0966424213165737e-08
1918,3.331049205357317e-07,3.44591288836682e-09
1919,3.8949199382409816e-07,1.8415696745321952e-09
1920,4.793222956323007e-07,7.572231730534895e-09
1921,5.44480556641247e-07,1.5145494858259667e-09
1922,5.747411826462212e-07,5.902348387820666e-09
1923,4.872720182902412e-07,4.246379248229459e-09
1924,4.6538765363646206e-07,3.867487219366694e-09
1925,5.290123565870886e-07,7.698724324711748e-09
1926,6.119230118173391e-07,6.687683296036084e-09
1927,6.879071619003696e-07,3.3447675740205796e-09
1928,4.650398696126601e-07,1.2568645679778001e-08
1929,5.158008338224107e-07,6.684243825105796e-09
1930,6.344176508576993e-07,3.1510811737689437e-09
1931,4.961330288821841e-07,7.983749661377715e-09
1932,4.7235602629314144e-07,7.6716757391182e-09
1933,4.1523796490139375e-07,6.882397318719313e-09
1934,4.900466397117498e-07,1.9170528275935794e-08
1935,5.074552547057465e-07,8.377798899061872e-09
1936,3.989031025497525e-07,3.6374143697059935e-09
1937,4.4698469991999445e-07,1.7627565185307503e-08
1938,4.395207824359204e-07,6.482607339819424e-09
1939,3.685866110103575e-07,1.070583532936098e-08
1940,5.020850113446329e-07,1.2678914806940611e-08
1941,5.135614391527099e-07,0.0
1942,5.097475888060643e-07,3.034211770724937e-09
1943,5.05162915942492e-07,1.4516175816936538e-08
1944,4.884042805741728e-07,9.639558484764166e-09
1945,6.600867350492479e-07,2.178504043826024e-09
1946,7.419948699904921e-07,8.352662561605939e-09
1947,6.46111232072144e-07,3.5762612871081956e-09
1948,5.957794666500149e-07,3.2615663503321457e-09
1949,6.420323277467332e-07,3.9268033269479474e-09
1950,6.03024975287525e-07,6.381216888229346e-09
1951,6.620730284012666e-07,5.330700769690111e-09
1952,4.123018431112513e-07,5.272402070488624e-09
1953,5.904057341910018e-07,1.0773827385790469e-09
1954,6.058972523703687e-07,1.9545072227344917e-09
1955,5.715835231789868e-07,7.508486277174597e-09
1956,5.180357991463325e-07,1.744228317335228e-09
1957,4.788590559634542e-07,7.068030161150318e-09
1958,4.897167880102415e-07,2.4816730892496253e-09
1959,5.805309966078198e-07,7.750747821333448e-10
1960,6.131858114599709e-07,1.3841666701708277e-09
1961,6.072691003389252e-07,1.111705483225478e-08
1962,5.327243437491802e-07,3.805173953708163e-09
1963,6.491917368123268e-07,1.939815863494232e-09
1964,5.366060200628908e-07,6.083968440151466e-09
1965,5.52129188591266e-07,1.3680108601477059e-08
1966,5.001784657565622e-07,2.769537488234164e-09
1967,5.827656757162458e-07,6.902469706915326e-09
1968,7.626424238793561e-07,4.491415683816058e-09
1969,6.131373062601142e-07,8.175163657142548e-09
1970,6.185285226223414e-07,4.598724956395017e-09
1971,6.941974959318031e-07,1.541519245584766e-09
1972,6.628149584742005e-07,2.0520587451500205e-09
1973,5.838482834974457e-07,6.615844760915479e-09
1974,4.483580520187047e-07,6.1881286761433785e-09
1975,5.180312570018941e-07,5.140332159925265e-09
1976,4.462264597826504e-07,7.427584769459372e-09
1977,5.159814682187402e-07,2.3507127355770763e-09
1978,5.358413313061305e-07,5.346532105932056e-09
1979,5.846121222674583e-07,4.681578680276743e-09
1980,6.282091256082367e-07,2.2740602734216964e-09
1981,5.496902595325537e-07,8.855769451088236e-09
1982,4.637004069607542e-07,8.069752865935698e-09
1983,6.258478242315846e-07,4.4207211225000265e-09
1984,6.164345762726953e-07,5.799008384599347e-09
1985,5.492204770973785e-07,4.210890747202711e-09
1986,5.802661675602394e-07,6.593933843390687e-09
1987,5.848051882750838e-07,6.110816741511371e-09
1988,6.22442299924586e-07,7.795519785247507e-09
1989,6.536353298614017e-07,4.939309850016116e-09
1990,7.333884077809216e-07,4.358920779878872e-09
1991,6.002140580108062e-07,3.5168792322792797e-09
1992,6.727641643777815e-07,7.713921945651236e-09
1993,6.392245301967137e-07,6.647049133334804e-09
1994,6.150564355600352e-07,7.912389854425328e-09
1995,7.054608470724588e-07,4.880205572987961e-09
1996,6.469767610539634e-07,1.1209993822092201e-08
1997,6.722442336126733e-07,8.630809844589749e-09
1998,7.414440945652245e-07,3.337690568372409e-09
1999,7.376304775874587e-07,6.8553016596695215e-09
2000,6.37080125542866e-07,3.092622158362701e-09
2001,7.277192972665603e-07,2.6287270138425356e-09
2002,7.439314018142795e-07,1.0514931148009055e-08
2003,7.25461305250974e-07,8.750538071922165e-09
2004,6.862664934104146e-07,9.250062049659391e-09
2005,7.26004444118189e-07,7.656374201303606e-09
2006,7.807519075697655e-07,1.070651389767363e-08
2007,7.533588020081083e-07,8.38840730210677e-09
2008,6.33932794258385e-07,8.51487946817997e-09
2009,7.023547476947556e-07,8.582746957586096e-09
2010,6.126759766189593e-07,1.0392344762522043e-08
2011,4.393743785469084e-07,9.942326961720482e-09
2012,3.6527630831173497e-07,1.4297861561374248e-08
2013,3.68164493558254e-07,1.4782362889320666e-08
2014,4.1966327390952074e-07,1.407539329534302e-08
2015,4.903064736438978e-07,1.5294370214746777e-08
2016,4.3436001861962836e-07,1.2635174684305639e-08
2017,3.894166475948424e-07,1.106868996458843e-08
2018,3.7508712624756413e-07,1.2391040193904246e-08
2019,3.8519914202783667e-07,1.224474122096808e-08
