year,vous_PRON êtes_VERB,vous_PRON etes_VERB,vous_PRON faites_VERB
1851,3.099535751971416e-05,5.7400005637475715e-08,7.2949601985783374e-06
1852,3.3354826882714406e-05,5.989701623576593e-08,7.719553707374871e-06
1853,3.465273130132118e-05,6.748282821433804e-08,7.851895873045578e-06
1854,3.8845385461172555e-05,9.560022462551387e-08,9.698747135189478e-06
1855,3.7394270293589216e-05,7.695058812373645e-08,7.926972159566503e-06
1856,3.792446477746125e-05,9.267168366022815e-08,8.774818184065225e-06
1857,3.539923909556819e-05,7.566339021991553e-08,7.189974780885677e-06
1858,4.018833624286344e-05,1.668743507821091e-07,9.432070783077506e-06
1859,3.619618564698612e-05,8.962225095388021e-08,7.159595838857058e-06
1860,3.965122778026853e-05,9.291683156220643e-08,8.048520328429731e-06
1861,3.969190856878413e-05,6.413710806896233e-08,8.837244081405515e-06
1862,3.895859481417574e-05,7.996836082213576e-08,9.13536848656804e-06
1863,3.871280750900041e-05,1.0288918694811855e-07,8.970339195002452e-06
1864,4.042195450892905e-05,1.7740493518658695e-07,9.043816248777148e-06
1865,3.9675403968431056e-05,1.0637468506047298e-07,9.406157346347754e-06
1866,3.8591121665376704e-05,8.514822802396793e-08,8.397074680033256e-06
1867,3.708275835379027e-05,1.3539344223545413e-07,8.105651204459718e-06
1868,3.251672114856774e-05,1.1262912913423406e-07,7.2423492269990675e-06
1869,4.079349946550792e-05,3.257307383819352e-07,8.312726208714594e-06
1870,3.674779873108491e-05,2.4083004745989456e-07,7.609655995111098e-06
1871,3.6174667002342176e-05,1.8268425350242978e-07,7.834180564714188e-06
1872,3.8453820707218256e-05,1.6630182742005672e-07,8.032075925257232e-06
1873,3.282425495854113e-05,1.7239693050896676e-07,8.313961643580114e-06
1874,3.25914934364846e-05,5.914862999389925e-08,6.7303969899512595e-06
1875,3.812940121861175e-05,5.664311686359724e-08,8.11770246400556e-06
1876,3.345743607496843e-05,4.5949711591219966e-08,7.570215188934526e-06
1877,3.541363821568666e-05,4.5149158189872196e-08,7.192322641458304e-06
1878,2.91488695438602e-05,7.911206267863236e-08,6.281860066792433e-06
1879,3.4829262403945904e-05,6.720257950121322e-08,7.156463425417314e-06
1880,3.313020533823874e-05,9.883483009787142e-08,7.604505867675471e-06
1881,3.3196805816260166e-05,6.763332116577203e-08,7.7848048931628e-06
1882,3.537270731612807e-05,7.054708195397552e-08,7.925232580419106e-06
1883,3.0173579034453724e-05,7.204046426068089e-08,6.84068453438158e-06
1884,2.888968629122246e-05,7.79000242090433e-08,6.2220993299888505e-06
1885,2.4532089810236357e-05,9.990735527765082e-08,5.4575195349571e-06
1886,2.5766744784050388e-05,6.77613698485402e-08,5.544170619486977e-06
1887,2.559403810664662e-05,5.223139787347009e-08,5.575701436555391e-06
1888,2.4803850465104915e-05,3.106901180771615e-08,5.2988518746133195e-06
1889,2.6250922928738873e-05,5.7012742971096486e-08,5.559682278999389e-06
1890,2.566828834460466e-05,5.1124214195397144e-08,4.9328314730701095e-06
1891,2.3851056994317332e-05,6.629188931128738e-08,4.906237222712662e-06
1892,2.4373229734919732e-05,6.205827141059217e-08,5.153343920483167e-06
1893,2.2903766421222826e-05,4.434059874824925e-08,4.881161146386148e-06
1894,2.3463780962629244e-05,5.5453546643491336e-08,4.937886160405469e-06
1895,2.4289925477205543e-05,7.22233739480771e-08,5.157350642548408e-06
1896,2.372433664277196e-05,7.489226838686136e-08,4.63742372858178e-06
1897,2.255695608255337e-05,5.9432477605980694e-08,4.966690596575063e-06
1898,2.443277708152891e-05,3.734514208986184e-08,4.94200719458604e-06
1899,2.568389299995033e-05,3.3165470370022376e-08,5.123512437421596e-06
1900,2.4534993826819118e-05,3.010810800674335e-08,4.94655438387781e-06
1901,2.2066018118493957e-05,3.4650180502637795e-08,4.763840991017787e-06
1902,2.041352354353876e-05,3.338992993207057e-08,3.86930366857996e-06
1903,2.199347773057525e-05,4.050165269831041e-08,4.9298610065307e-06
1904,2.1681775706383632e-05,4.245953810766423e-08,4.883384406184632e-06
1905,2.2955055555939907e-05,5.3155817525407656e-08,5.414668521552812e-06
1906,2.3130825411499245e-05,3.54948737069094e-08,4.8633118581165036e-06
1907,2.32795955525944e-05,6.53141114526079e-08,4.991643550056324e-06
1908,2.4782868422335014e-05,4.37113643059206e-08,5.211475070154847e-06
1909,2.4932657652243506e-05,5.005894898602037e-08,5.023497976708313e-06
1910,2.7330521334079094e-05,4.27532063085323e-08,5.076408797322074e-06
1911,2.2566367533727316e-05,3.405039405990351e-08,4.477626873722329e-06
1912,2.497865443729097e-05,5.5219866013089813e-08,5.1411778372312256e-06
1913,2.383110540904454e-05,3.340883480973389e-08,4.58867685892983e-06
1914,2.2495701159641612e-05,6.361906468299594e-08,4.638164512016374e-06
1915,2.0127431980654364e-05,3.887651356393462e-08,3.945377216041379e-06
1916,2.15211416616512e-05,6.372727900938457e-08,3.911536509804137e-06
1917,2.1445939637487754e-05,8.224818515145671e-08,4.294451741770899e-06
1918,2.1665603526344057e-05,3.445912977184662e-08,4.264891458660713e-06
1919,2.381794183747843e-05,4.788081042761405e-08,4.318480932852253e-06
1920,2.3055174096953124e-05,4.921950758074445e-08,4.4751890300176456e-06
1921,2.3889746444183402e-05,3.937828596534132e-08,4.523201823758427e-06
1922,2.5949675546144135e-05,4.0578646220978953e-08,4.890833224635571e-06
1923,2.6053658984892536e-05,3.3971033097657255e-08,5.042575367042446e-06
1924,2.7405014407122508e-05,1.1215713513479386e-07,5.241734356786765e-06
1925,2.8589763132913504e-05,2.4635919260163064e-07,5.303321245264669e-06
1926,2.7115210286865477e-05,4.346993875969929e-08,4.708128813035728e-06
1927,3.272966387157794e-05,3.6792442870137165e-08,5.8901354691442975e-06
1928,2.4512287382094655e-05,2.9707707405179917e-08,4.49043415073902e-06
1929,2.851944009307772e-05,4.233354289340241e-08,5.4498868280461465e-06
1930,2.5164532416965812e-05,5.882018161429414e-08,4.580621521199646e-06
1931,2.202374389526085e-05,4.904303541053423e-08,4.233668335018592e-06
1932,2.226320293630124e-05,3.1782656950696264e-08,4.052836686696537e-06
1933,2.0503808627836406e-05,3.211785415402346e-08,4.072085005191184e-06
1934,2.3159197553468402e-05,2.2765002327673756e-08,3.982677185376815e-06
1935,2.3326186237682123e-05,8.377798899061872e-09,4.103924538867432e-06
1936,2.0892095562885515e-05,1.2852197173174318e-07,3.975693914526346e-06
1937,2.1491779989446513e-05,2.0145789481063048e-08,4.034194262203528e-06
1938,2.167654201912228e-05,6.871563584809337e-08,3.9725417764202575e-06
1939,2.093755483656423e-05,2.9058696782158222e-08,3.870924274451681e-06
1940,1.6292405234707985e-05,6.846613942457225e-08,2.8121832826855098e-06
1941,2.3198810595204122e-05,4.427253763594763e-08,3.816292860392423e-06
1942,2.3879247237346135e-05,5.158159899210091e-08,4.636275605207629e-06
1943,2.2546524633071385e-05,2.9032352077962287e-08,3.893238329055748e-06
1944,2.693935311981477e-05,5.1410976809052045e-08,4.800500050805567e-06
1945,2.6118085770576727e-05,3.703456785686399e-08,4.542180818134511e-06
1946,2.783803120109951e-05,4.872386583087973e-08,4.809741426470282e-06
1947,3.125175499008037e-05,3.2186352250107575e-08,5.792351259970019e-06
1948,2.78592124232091e-05,1.8482208874459616e-08,5.445728845643316e-06
1949,2.37826843658695e-05,4.0249733324060344e-08,4.5619639763572195e-06
1950,2.8461291549319867e-05,5.104973510583477e-08,5.3836200208934315e-06
1951,2.8023495360685047e-05,4.477788762002888e-08,5.357354382340418e-06
1952,2.5815789740590844e-05,6.22143434547695e-08,4.6755658900110575e-06
1953,2.4274510906252544e-05,2.5857186169986335e-08,4.482989652387914e-06
1954,2.5209234081557952e-05,4.0067398288101685e-08,4.710362532023282e-06
1955,2.3860093278926797e-05,9.29175154595896e-08,4.306116807129001e-06
1956,2.7549213882593904e-05,2.5291310157271596e-08,4.6597060077147034e-06
1957,2.3860785404394846e-05,4.947621246031986e-08,4.306197411096946e-06
1958,2.549257260398008e-05,3.1434525205042974e-08,4.309838914196007e-06
1959,2.5296890271420125e-05,7.905762622328893e-08,4.803913384421321e-06
1960,2.591298380139051e-05,2.145458299906977e-08,4.601662226377812e-06
1961,2.653154660947621e-05,5.002674674514651e-08,4.64067557004455e-06
1962,2.766551642707782e-05,4.249110752141405e-08,5.2524083002936095e-06
1963,2.6475254344404675e-05,1.0798308736070794e-07,4.804277637049381e-06
1964,2.8979765374970157e-05,5.110533241037274e-08,5.959246891507064e-06
1965,2.282279820065014e-05,4.585572241921909e-07,5.034280150084669e-06
1966,2.50875773417647e-05,4.652822838124848e-08,4.774682622610271e-06
1967,2.6344754587626085e-05,4.486605265086041e-08,5.7591250879340805e-06
1968,2.54941742241499e-05,9.207402307254142e-08,5.100002454128116e-06
1969,2.4214382392528933e-05,6.313043421357634e-08,4.818350646473846e-06
1970,2.2995925064606126e-05,6.116304174241805e-08,4.87372875568326e-06
1971,2.2945001092011807e-05,8.375588222975239e-08,4.973454963419499e-06
1972,2.1593813926301664e-05,7.84912455031872e-08,4.672024772389705e-06
1973,2.046501231234288e-05,8.380069438373994e-08,4.516416481692431e-06
1974,1.864820706032333e-05,1.1644933550769565e-07,3.968278178945184e-06
1975,1.800030031517963e-05,7.93895758022245e-08,3.8021323689463316e-06
1976,1.92037350643659e-05,1.0741430500615934e-07,4.133736752010009e-06
1977,1.8725777863437543e-05,1.0930814298149016e-07,4.10551984941776e-06
1978,2.0171277810732136e-05,1.0217816814872549e-07,4.273067247595463e-06
1979,2.1614263914671028e-05,5.746637725678738e-07,4.692697586961003e-06
1980,2.108338185280445e-05,1.233677711098835e-07,4.746532397348346e-06
1981,2.186362962675048e-05,1.6509684286347692e-07,4.578432822199829e-06
1982,2.0170036805211566e-05,1.2911604940768484e-07,4.350838310074323e-06
1983,2.078054740195512e-05,1.0988649634668946e-07,4.443456418812275e-06
1984,2.1117668893566588e-05,9.858314165001048e-08,4.567878818306781e-06
1985,2.0059480448253453e-05,2.514503236739074e-07,4.2163046600762755e-06
1986,2.302182201674441e-05,1.0010790596481911e-07,5.044359681960486e-06
1987,2.074622352665756e-05,7.57741265289269e-08,4.349068433384673e-06
1988,2.0562782083288766e-05,5.816657200341524e-08,4.133424511110206e-06
1989,2.3510017854277976e-05,1.3445898972008763e-07,5.061695105723629e-06
1990,2.005321493925294e-05,1.3403681009549473e-07,3.99822016561302e-06
1991,2.1990459117660066e-05,1.5650112317189269e-07,4.570184557906032e-06
1992,1.8764114884106675e-05,1.8899109122116897e-07,3.7765158253932896e-06
1993,2.0737130853376584e-05,9.693613023387115e-08,4.136126221965242e-06
1994,2.229922483820701e-05,6.32991179472242e-08,4.753763846565562e-06
1995,2.02718319997075e-05,4.392185282142691e-08,4.0950349671220465e-06
1996,1.995378806896042e-05,1.788260952650944e-07,4.180793723662646e-06
1997,1.9240952951804502e-05,1.0117227411399199e-07,3.966336805660831e-06
1998,1.9723843251995277e-05,5.864798957588846e-08,4.0600619968245155e-06
1999,1.9750124465645058e-05,6.032665389454905e-08,4.160254036378319e-06
2000,1.9335072920512175e-05,1.3828438127916343e-07,3.931164428649936e-06
2001,1.9754445929720532e-05,4.9945814595275806e-08,4.140245096095896e-06
2002,2.0574216705426807e-05,7.097579057813164e-08,4.2265644424333004e-06
2003,2.1509239104489097e-05,7.875484087094264e-08,4.398187229526229e-06
2004,2.2371934846887598e-05,7.752432829022382e-08,4.525042015757208e-06
2005,2.310423451490351e-05,1.0448699327980648e-07,4.8244168056044145e-06
2006,2.574298923718743e-05,1.346550000391744e-07,5.105360116886004e-06
2007,3.270959496148862e-05,9.866364081290158e-08,6.18105775629374e-06
2008,3.55960273736855e-05,7.833688897562752e-08,6.304842600002303e-06
2009,4.1063196476898156e-05,1.349398459637996e-07,7.761187021060323e-06
2010,5.1850240197381936e-05,8.502827242296007e-08,9.547730655867781e-06
2011,6.454367758124135e-05,5.430040239673417e-08,1.152698087025783e-05
2012,7.722377267782576e-05,3.165955053674452e-08,1.3532925777326454e-05
2013,7.985209231264889e-05,3.1238199804661804e-08,1.3385847523750272e-05
2014,8.212039392674342e-05,3.443057838836694e-08,1.3676518392458092e-05
2015,8.569812416681089e-05,2.4825644207027153e-08,1.4228419331629993e-05
2016,8.656772115500644e-05,3.6662718194691024e-08,1.4164029835228575e-05
2017,8.108871770673431e-05,6.84246277415923e-08,1.4223266134649748e-05
2018,8.765705570112914e-05,8.62209859064933e-08,1.4922426089469809e-05
2019,8.657414582557976e-05,1.3010037935856644e-08,1.511536765974597e-05
