year,derniers_ADJ airs_NOUN,derniers_ADJ fers_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,6.713520406265161e-09
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,9.360507036149102e-09,4.680253518074551e-09
1811,0.0,0.0
1812,0.0,0.0
1813,3.4508900625951355e-08,0.0
1814,1.2586708564299443e-08,3.1466771410748606e-09
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,2.070210003424222e-09
1820,0.0,5.933240565525466e-09
1821,7.88919063410276e-09,0.0
1822,9.023054303725075e-09,4.010246357211145e-09
1823,1.2847492847356534e-08,2.9648061783404955e-09
1824,2.5263338088166165e-09,0.0
1825,1.7610886082763955e-09,1.7610886082763955e-09
1826,2.642395191543301e-09,4.403992281964975e-09
1827,0.0,8.295545583791863e-09
1828,4.586150570418113e-09,0.0
1829,1.1145129263923081e-08,0.0
1830,1.5655253093882493e-08,1.0436835840010872e-09
1831,0.0,0.0
1832,2.705993873419743e-09,2.705993873419743e-09
1833,2.3167257001688313e-09,1.1583628500844156e-09
1834,9.334530925997342e-10,9.334530925997342e-10
1835,3.781543966852041e-09,0.0
1836,2.688300027031687e-09,0.0
1837,6.957890930081589e-10,0.0
1838,1.2624323808552163e-09,1.8936485712828244e-09
1839,0.0,6.9914751765765e-10
1840,2.5478754661634184e-09,3.1848443882154243e-09
1841,7.0626033910059505e-09,1.2841097074556274e-09
1842,1.341653010911159e-08,6.708265054555795e-10
1843,0.0,2.3627644285539873e-09
1844,0.0,1.097712254427563e-09
1845,1.674068439427856e-09,5.580227835366713e-09
1846,0.0,1.4636253098387897e-08
1847,0.0,1.0786447290911383e-09
1848,0.0,4.82713291560799e-09
1849,4.1897072478036534e-09,0.0
1850,3.394498016007219e-09,2.7155984128057753e-09
1851,6.449438760824933e-10,1.2898877521649865e-09
1852,0.0,6.510545436100301e-10
1853,0.0,1.3138249599364826e-08
1854,0.0,9.352196350675968e-09
1855,5.306937111981824e-10,6.8990182455763716e-09
1856,0.0,5.177189232874468e-10
1857,1.4644527812635033e-09,4.393358121745905e-09
1858,3.4255731584664773e-09,4.893676130990343e-09
1859,0.0,3.055304009791371e-09
1860,9.154367819341758e-10,5.492620580582752e-09
1861,3.3011746669586728e-09,4.715963730639317e-10
1862,4.517986262886353e-10,4.066187830886747e-09
1863,0.0,4.994620717013731e-09
1864,1.4384183844029508e-09,4.794728170054441e-09
1865,0.0,8.943004559114343e-09
1866,0.0,1.0704348518686402e-08
1867,4.367530337390235e-09,2.91168689159349e-09
1868,2.9639244392143382e-09,0.0
1869,0.0,5.860222973552709e-09
1870,0.0,5.734048791339319e-10
1871,0.0,0.0
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,0.0,0.0
1874,6.572069999322139e-09,2.9873046258899194e-09
1875,0.0,0.0
1876,4.232210137899983e-09,1.813804439976252e-09
1877,0.0,6.184815992682502e-10
1878,0.0,3.0195443923020093e-09
1879,2.443730107160036e-09,9.774920428640144e-09
1880,1.0268554007097919e-08,6.417846254436199e-10
1881,0.0,0.0
1882,7.320923423037584e-09,0.0
1883,6.319338941018771e-10,0.0
1884,6.601696966868076e-10,6.601696966868076e-09
1885,0.0,3.86738152613475e-09
1886,1.2906927748801422e-09,6.453463874400711e-10
1887,1.3057849246322917e-09,1.9586774424595887e-09
1888,3.1703073499755874e-09,2.53624587998047e-09
1889,5.012109394186837e-09,3.132568426877924e-09
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,6.374220040683554e-10,6.3742202627281586e-09
1892,0.0,0.0
1893,0.0,6.774258043407144e-09
1894,6.301539290376468e-10,2.520615716150587e-09
1895,4.213029924926559e-09,0.0
1896,7.66613794667137e-09,0.0
1897,1.7480140668268973e-09,1.7480140668268973e-09
1898,3.960848538042683e-09,0.0
1899,1.1055156790007459e-09,3.8693048765026106e-09
1900,1.038210628578895e-09,2.07642125715779e-09
1901,0.0,5.588738916095792e-10
1902,4.910283846193408e-10,6.38336894454028e-09
1903,0.0,5.400220270956879e-10
1904,5.374625189347171e-10,2.1498500757388683e-09
1905,5.160759042333041e-10,0.0
1906,1.0288369045596824e-09,0.0
1907,2.057137349353866e-09,2.5714217422034835e-09
1908,9.822778146428846e-10,0.0
1909,5.500983557560346e-10,0.0
1910,1.068830135508847e-09,3.206490406526541e-09
1911,1.5961122423746588e-09,0.0
1912,0.0,0.0
1913,0.0,5.833288518886093e-09
1914,1.3393487430235496e-09,1.3393487430235496e-09
1915,3.534228465440492e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,9.189101035644853e-09,6.89182577673364e-09
1919,1.8415696745321952e-09,0.0
1920,0.0,7.572231730534895e-10
1921,3.0290989716519334e-09,0.0
1922,6.640141769764796e-09,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,0.0
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,0.0
1928,0.0,0.0
1929,2.2280812750352652e-09,0.0
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,2.2810713318222042e-09
1932,4.383814644626227e-09,0.0
1933,1.0323596200123575e-08,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,0.0
1936,1.576212937948185e-08,0.0
1937,3.777335333410292e-09,0.0
1938,5.186085783037697e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,1.1920870957027319e-09,0.0
1948,8.697510267552389e-09,4.348755133776194e-09
1949,9.817008317369869e-10,0.0
1950,3.190608444114673e-09,0.0
1951,8.529121409139861e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,0.0
1955,2.815682353940474e-09,9.385607846468247e-10
1956,4.360570571293465e-09,0.0
1957,4.417518795207798e-09,0.0
1958,5.790570245522986e-09,8.272243445794913e-10
1959,1.5501495642666896e-09,7.750747821333448e-10
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,4.16889545107324e-09,0.0
1962,1.2683912808952869e-09,0.0
1963,3.879631726988464e-09,6.466053248388448e-10
1964,1.8251904432275978e-09,3.6503808864551957e-09
1965,6.0192477668863376e-09,5.472043373977442e-10
1966,3.8773522170743036e-09,0.0
1967,4.437302081328198e-09,4.930335584241163e-10
1968,3.1439910674890825e-09,4.4914158503495116e-10
1969,2.2708788183223305e-09,4.5417578031781147e-10
1970,4.598724956395017e-09,1.3796175313274261e-09
1971,5.138397263237948e-09,3.083038491169532e-09
1972,3.5911027485013847e-09,5.130146862875051e-10
1973,3.859242703185828e-09,5.513203782392395e-10
1974,5.06301445213353e-09,0.0
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,1.142705374768127e-09,0.0
1977,5.876781727920388e-09,0.0
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,1.1703946700691858e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,6.315316269933646e-09,0.0
1984,7.538710988796993e-09,5.799008495621649e-10
1985,5.414002135495366e-09,0.0
1986,7.792831269171074e-09,5.994485463567401e-10
1987,3.0554083707556856e-09,0.0
1988,3.597932174415064e-09,0.0
1989,3.2928733073589456e-09,0.0
1990,2.724325431913144e-09,0.0
1991,9.96449056600568e-09,1.1722930404189924e-09
1992,3.856960972825618e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,4.747434001473039e-09,0.0
1995,3.253470381991974e-09,1.626735190995987e-09
1996,6.4057106285986265e-09,2.135236876199542e-09
1997,4.794894259418925e-09,0.0
1998,4.291316191284977e-09,1.9072516899143466e-09
1999,4.570201106446348e-09,4.570201161957499e-10
2000,5.743440834038438e-09,0.0
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,7.448076377869484e-09,4.38122149670761e-10
2003,5.8336921959778465e-09,0.0
2004,3.9643119897903034e-09,4.404791253964646e-10
2005,7.656374201303606e-09,4.5037495954858286e-10
2006,4.529678854225949e-09,4.1178899179428186e-10
2007,5.991719120856942e-09,0.0
2008,7.2376473703172906e-09,4.257439678578834e-10
2009,4.291373478793048e-09,4.76819250749827e-10
2010,7.085689368580006e-09,1.4171379625338432e-09
2011,8.030340836739924e-09,7.64794394481072e-10
2012,5.446804340891731e-09,0.0
2013,5.29933741333366e-09,0.0
2014,4.7639794331644225e-09,0.0
2015,4.654808538617772e-09,0.0
2016,6.628288140575478e-09,0.0
2017,6.037467414898856e-09,2.515611330355938e-10
2018,4.130346731301415e-09,7.744400121190154e-10
2019,4.591778068885333e-09,0.0
