year,ses_DET îles_NOUN,ses_DET iles_NOUN,ses_DET fils_NOUN
1844,2.5796238167785646e-07,4.1713065890292e-08,9.672491131595962e-06
1845,1.8637961129996938e-07,2.9017185987356697e-08,7.1957040148618034e-06
1846,2.335946014397905e-07,3.3956108591581824e-08,8.348519045853209e-06
1847,2.389197959473677e-07,2.8584084432736745e-08,7.910780553288532e-06
1848,2.60665183882125e-07,3.218088684420195e-08,6.589841291315679e-06
1849,2.5473421616517555e-07,4.022119171054328e-08,6.61052047234989e-06
1850,1.9144969520823452e-07,2.5119284430275002e-08,6.473986488231276e-06
1851,2.3217979294720692e-07,2.8377531213763518e-08,7.0092501971430465e-06
1852,2.610728859764322e-07,4.687592758401138e-08,7.801586662026239e-06
1853,2.544043002927765e-07,3.1651238074914545e-08,7.555688284810458e-06
1854,2.5614625798198176e-07,4.000661590897181e-08,7.3492674488306875e-06
1855,2.876360021275559e-07,2.2819829581521844e-08,8.517633631299759e-06
1856,2.474696452203773e-07,3.2616293277332176e-08,7.587688386934133e-06
1857,2.3577688956777365e-07,2.2943092981009272e-08,7.249041090062747e-06
1858,2.1923669257795098e-07,2.3489644895846595e-08,8.185162158724779e-06
1859,2.378044952067171e-07,2.8006954311265986e-08,7.2945384061995355e-06
1860,2.4945652743468827e-07,1.876645416842848e-08,7.675937212070494e-06
1861,1.825077915462714e-07,1.8863854756023812e-08,7.937438539329378e-06
1862,2.3403169538416257e-07,3.252950192544901e-08,8.076352202124326e-06
1863,2.0228214614448348e-07,2.6970953470595305e-08,7.559857991168428e-06
1864,1.8555597591785045e-07,2.6850476286810476e-08,6.923107747525137e-06
1865,2.1604415523235332e-07,1.7886008230050265e-08,7.202883921308967e-06
1866,1.6786365242271728e-07,9.244664644914025e-09,7.295013347174972e-06
1867,2.6593406587949175e-07,2.4749338578544666e-08,7.797982590318497e-06
1868,1.7684749309410108e-07,1.877152078222366e-08,7.250253048596278e-06
1869,1.9143394425213955e-07,1.7092317228240006e-08,6.583472199395146e-06
1870,2.46564100692126e-07,2.69500293192948e-08,7.189923934447506e-06
1871,2.0498872133067891e-07,2.6552943621638292e-08,6.171966191459433e-06
1872,1.5602135539083406e-07,1.5118348350995348e-08,6.71073263447397e-06
1873,1.4486131083568665e-07,2.933142162486746e-08,6.485835768899051e-06
1874,2.760269528501169e-07,2.0911131548562167e-08,6.7136683270518915e-06
1875,2.2714462488693243e-07,2.5746871634702018e-08,6.340596556242417e-06
1876,2.315623681692358e-07,3.023007355551499e-08,6.0641526715699e-06
1877,2.3440452689982294e-07,2.10283740420536e-08,6.332633120109676e-06
1878,2.3008928229373282e-07,3.442280588350499e-08,6.0855896890643635e-06
1879,1.8450162997396546e-07,1.0996785482220162e-08,6.895595319633685e-06
1880,2.4580352064873523e-07,2.0537108236240442e-08,6.494218808938967e-06
1881,1.9313846122415157e-07,2.9284530911333206e-08,5.748832506924373e-06
1882,2.2228987006656098e-07,1.7304001120876933e-08,6.154900347610237e-06
1883,2.047465781362945e-07,1.4534479342298567e-08,6.172098480305976e-06
1884,1.973907410857123e-07,3.9610180913030035e-08,6.416189393121385e-06
1885,2.0239295578372563e-07,3.6095559041715575e-08,6.159449370102266e-06
1886,1.9941202933360103e-07,3.291266648108859e-08,6.062383960170337e-06
1887,1.7954542075315771e-07,1.1752064210668323e-08,5.863627421831552e-06
1888,1.4393194813777654e-07,3.4239319379736344e-08,6.147860233340907e-06
1889,1.9735180734059554e-07,3.069916942877171e-08,6.302727513229911e-06
1890,1.4157474181875074e-07,3.86708803867819e-08,5.968424503066672e-06
1891,1.4469478892831233e-07,2.1034926134255727e-08,5.361356286925911e-06
1892,1.3602671344870032e-07,2.2566644553023707e-08,5.350175499074794e-06
1893,1.9337427703547405e-07,2.5865349195797194e-08,5.919470169146734e-06
1894,2.0921111087979227e-07,1.9534771134033235e-08,5.678317080537454e-06
1895,1.5347466542081634e-07,2.4074457094513946e-08,5.429392132327848e-06
1896,1.7573145649762978e-07,3.656157909759372e-08,5.554411814046034e-06
1897,1.421718174299258e-07,2.5637540090883704e-08,5.426418226761598e-06
1898,1.2335214116809823e-07,2.3199255072547942e-08,5.591020283191028e-06
1899,1.2823982586951388e-07,2.1004797901014172e-08,5.315872002142896e-06
1900,1.671519109791575e-07,1.9726001831976703e-08,5.248154536729999e-06
1901,1.1121590404172821e-07,2.6825947019304408e-08,5.062838695835126e-06
1902,1.3012251542932063e-07,2.5533476499806085e-08,4.54544971262294e-06
1903,1.3716559044141263e-07,2.6461079549733313e-08,5.49688408568727e-06
1904,2.4400799603085943e-07,3.7622376325430196e-08,5.1467411168459876e-06
1905,2.2604125238245842e-07,4.386645163778624e-08,5.066317285695732e-06
1906,2.0525295818529798e-07,2.674975996264095e-08,4.954364271725353e-06
1907,1.805138083454949e-07,2.5714217366523684e-08,5.4976996040068116e-06
1908,1.831948091002289e-07,2.504808449543816e-08,4.992427037109337e-06
1909,1.7823187192789192e-07,1.650295078370334e-08,5.398665479106057e-06
1910,1.7101282301368315e-07,1.1757131934686527e-08,5.045412549975481e-06
1911,1.8993735606542828e-07,1.702519769608557e-08,5.672050747307367e-06
1912,1.8962293840685263e-07,1.614920552839294e-08,5.345908178355785e-06
1913,1.6492298615666812e-07,2.1742257327872494e-08,5.407458672834764e-06
1914,1.6005217529091453e-07,2.611730059998152e-08,5.879740911041154e-06
1915,2.4386176455948316e-07,1.7671142660269368e-08,6.603117185477458e-06
1916,2.043668008155919e-07,1.3184954017475548e-08,6.31229674752376e-06
1917,1.864292095143938e-07,1.4256351654751143e-08,6.352849581503506e-06
1918,2.722271146282651e-07,1.378365155346728e-08,6.242845600468172e-06
1919,2.707107352173388e-07,2.394040543585163e-08,6.0771799752501465e-06
1920,1.7794745144072976e-07,2.953170508135372e-08,5.5633188082993e-06
1921,1.7644501326685713e-07,4.240738565863822e-08,5.1464393351352555e-06
1922,1.866617624912692e-07,4.795658092859867e-08,4.9801062971255305e-06
1923,2.0913417131396272e-07,2.1231896241147297e-08,5.047883377073958e-06
1924,1.7790441431131399e-07,4.383152218956354e-08,5.8579542923098415e-06
1925,1.8806884138911073e-07,4.839198441963788e-08,5.601371825036949e-06
1926,1.8502589593794028e-07,3.3438415592002e-08,5.902994701045827e-06
1927,1.8953682989764076e-07,3.12178303207844e-08,5.484303727598672e-06
1928,1.6682020698155497e-07,2.170947821511504e-08,5.23883976200068e-06
1929,1.737903352339032e-07,1.7824650200282122e-08,5.370789779135521e-06
1930,2.121727942228091e-07,2.10072067519107e-08,5.641485515184286e-06
1931,2.3038821073129157e-07,2.0529641986399838e-08,4.824465833053182e-06
1932,2.2357455309318652e-07,2.0823119339929974e-08,5.077553367982546e-06
1933,1.7894233028670214e-07,1.7205993296798283e-08,5.306328461074372e-06
1934,2.0488502450177748e-07,1.677421224144382e-08,5.564245640243826e-06
1935,2.046576526026911e-07,1.795242621227544e-08,5.1786765453698536e-06
1936,1.8672059942659303e-07,1.6974600391961303e-08,5.570093748019644e-06
1937,1.850894352228849e-07,2.5182235741105785e-08,5.605565633004517e-06
1938,1.9577473397980327e-07,1.9447822019458272e-08,5.447983312478755e-06
1939,1.697639646636162e-07,1.6823455517567254e-08,6.091620491588401e-06
1940,2.155415472770983e-07,1.7750480196809804e-08,6.458639248307918e-06
1941,1.3576911328527785e-07,3.836953510472085e-08,6.903564369054038e-06
1942,2.123948235066564e-07,3.034211704111556e-08,6.36881051718774e-06
1943,2.0322646321346838e-07,1.4516176261025748e-08,6.427762968996831e-06
1944,1.9279117502435383e-07,1.2852744646352221e-08,7.878732034782843e-06
1945,1.895298566978454e-07,2.832055345791673e-08,5.871068367468979e-06
1946,1.9350335467294144e-07,1.809743643832462e-08,5.514149407304103e-06
1947,1.692763618166282e-07,5.960435478513659e-09,5.761356831612829e-06
1948,1.9678116469634688e-07,1.7395020979193987e-08,5.335922551807926e-06
1949,2.1106568226514355e-07,8.835307152565974e-09,4.587488120932903e-06
1950,1.6165749783247918e-07,9.57182533234402e-09,5.040097775577124e-06
1951,1.2900295587314758e-07,1.3859822178829972e-08,4.824284374649324e-06
1952,1.4973621453862052e-07,1.1599284088781303e-08,4.690328637479979e-06
1953,1.6483955445067977e-07,7.541679059031026e-09,4.971043850332535e-06
1954,1.876326933825112e-07,2.5408594339637602e-08,4.695703694324038e-06
1955,1.651866958773951e-07,2.2525458831523792e-08,4.918997191794006e-06
1956,1.3430557621596506e-07,1.7442283395396885e-08,4.832384590258698e-06
1957,1.263410354113148e-07,1.4136059989233729e-08,5.512179924949123e-06
1958,1.3897369621762579e-07,1.0753916424022236e-08,4.764812160829024e-06
1959,1.6896630938845192e-07,1.007597205671118e-08,4.527211828531108e-06
1960,1.3564833623025407e-07,1.1073333472388924e-08,4.766377969644964e-06
1961,1.4591133845609505e-07,1.389631831827387e-08,4.9498684546733784e-06
1962,1.464991941091398e-07,8.878738910755857e-09,4.961946544312923e-06
1963,1.403133498278919e-07,2.0044764847959584e-08,5.274359523355088e-06
1964,1.3202211390783702e-07,9.734349160073208e-09,4.8945526884836e-06
1965,1.0561043595203046e-07,1.0396882466068291e-08,4.76888577338741e-06
1966,1.4789329971787168e-07,1.1078149397825143e-08,4.697689192312282e-06
1967,1.7305478094975513e-07,1.0846738118797106e-08,4.957452460985223e-06
1968,1.396830267008653e-07,2.066051230098509e-08,4.916303623758722e-06
1969,1.33981853583931e-07,1.2262745652247276e-08,4.630776203384812e-06
1970,1.5129805253089046e-07,2.4373243201480932e-08,4.824062415309527e-06
1971,1.238353779520196e-07,1.3359833683779243e-08,4.210402863691343e-06
1972,1.1748036143899299e-07,1.8981543503659992e-08,4.167731404436381e-06
1973,1.3231688944514985e-07,1.2129048043707513e-08,4.54012308637175e-06
1974,1.2770047252974592e-07,2.2502287144732236e-08,4.318188814522728e-06
1975,1.3022174982779688e-07,1.0851812337620004e-08,4.5052157133795845e-06
1976,1.2684029115916928e-07,1.599787524675378e-08,4.4828331624557904e-06
1977,1.2106171043413383e-07,1.880570227319467e-08,4.3658612867147895e-06
1978,1.3485142724700694e-07,1.3663359776927564e-08,5.054254970104921e-06
1979,1.5390690477623536e-07,1.931151227818617e-08,4.616036775928478e-06
1980,1.4667688330582962e-07,1.591842174741842e-08,4.315029258350478e-06
1981,1.5624107163603185e-07,1.138598904049104e-08,4.6246094882462785e-06
1982,1.3532354958822879e-07,1.738100652293184e-08,4.725150660078725e-06
1983,1.225171359919841e-07,1.8314416205811312e-08,4.585550840374708e-06
1984,1.652717414590832e-07,9.858314609090257e-09,4.737210119287738e-06
1985,1.5520140161928708e-07,1.9249785321306945e-08,4.701760232705965e-06
1986,1.4626543820561722e-07,8.99172813983995e-09,4.6870883920746564e-06
1987,1.4910392709399645e-07,1.0999470501094066e-08,4.751771314204234e-06
1988,1.4511660134663984e-07,2.0388283172856347e-08,4.2827386295130054e-06
1989,1.794615894779028e-07,2.3050113373557224e-08,4.2620758051725716e-06
1990,1.4874817033661003e-07,8.172976739828641e-09,4.583949944958476e-06
1991,1.8580844241000705e-07,1.4653663171770859e-08,4.649314362836776e-06
1992,1.8182816008405212e-07,1.1570882751943401e-08,4.609068255945203e-06
1993,1.6008309522419495e-07,9.970573366935298e-09,4.586463660416484e-06
1994,1.6299523486473788e-07,1.2659823855898367e-08,4.74268657058019e-06
1995,1.4694841199425213e-07,9.21816623034033e-09,4.6464981977578645e-06
1996,1.6441323547056186e-07,1.0142375161947825e-08,4.676702573647162e-06
1997,1.7645212269101762e-07,7.671830948297043e-09,5.082588032223612e-06
1998,1.5782507167827475e-07,1.1443510361530684e-08,5.027038795901717e-06
1999,1.640702265159888e-07,5.027221250397673e-09,4.990202427279655e-06
2000,1.5728192293007481e-07,9.719669069596648e-09,5.1637954072703e-06
2001,1.629810831849099e-07,7.886181346838939e-09,5.290313055184015e-06
2002,1.5334274827694117e-07,1.0076809164871747e-08,5.377073080126138e-06
2003,1.5125930019621592e-07,1.1667384169911088e-08,5.102813929624972e-06
2004,1.68263024624693e-07,7.047665895321131e-09,5.445203171916546e-06
2005,1.6708911498852785e-07,1.3511248342368276e-08,5.004566730804072e-06
2006,1.787164256583651e-07,7.823990788580204e-09,4.914701705160951e-06
2007,1.7056427026318488e-07,1.637736560256009e-08,5.2543383333159e-06
2008,2.094660270790527e-07,7.66339136593075e-09,4.759817457511417e-06
2009,1.9978726384373147e-07,8.105927040702454e-09,5.262177452891592e-06
2010,2.1115354309486634e-07,3.306655116386281e-09,5.144683001390149e-06
2011,2.477933791489306e-07,1.529588788962144e-09,4.745549247786585e-06
2012,2.7302106664350845e-07,4.765953715013538e-09,5.188421752677641e-06
2013,1.818509582918182e-07,5.857162532763027e-09,5.201439080337877e-06
2014,1.80814672789964e-07,4.547434873103384e-09,5.41317967872601e-06
2015,2.1766770030851035e-07,3.7681782416587595e-09,5.169940337168555e-06
2016,2.3903264789737477e-07,5.592618201877286e-09,5.787738274420917e-06
2017,1.7081000436292015e-07,2.0124890642847504e-09,8.733699758067814e-06
2018,1.990310876109902e-07,3.0977600484760615e-09,4.897816879179118e-06
2019,1.9693625175065677e-07,1.02039510174734e-09,5.218300572096268e-06
