year,vos_DET âmes_NOUN,vos_DET ames_NOUN,vos_DET femmes_NOUN
1872,7.958298473553782e-07,3.9912440574774166e-08,4.801587500935511e-07
1873,7.84166561018651e-07,5.267684011212026e-08,3.477868499857095e-07
1874,5.526513495723862e-07,3.525019315331335e-08,4.218074032280583e-07
1875,5.40684311545192e-07,4.8632981530793984e-08,4.3826898377119505e-07
1876,5.435367373962663e-07,3.990369745743294e-08,4.2019803636605957e-07
1877,5.065364416800833e-07,1.8554447867025203e-08,3.8593250550889024e-07
1878,5.59823547519045e-07,3.019544392302009e-08,4.402495559219233e-07
1879,5.473955262402797e-07,3.5434087664043545e-08,4.056591951240307e-07
1880,4.980248915487095e-07,1.9253538541263993e-08,3.472054874720243e-07
1881,6.024246572700065e-07,1.185326303776435e-08,3.8418516723481844e-07
1882,4.1995480781764627e-07,3.194585018739815e-08,3.3210371697123264e-07
1883,4.7268655833931916e-07,1.7062215640351042e-08,2.862660419822305e-07
1884,4.4099335294589537e-07,2.442627877741188e-08,3.617729822380511e-07
1885,5.485236195257315e-07,2.5782542378838258e-08,2.4944610688137914e-07
1886,5.620967140629318e-07,2.2587123504891338e-08,3.039581386587997e-07
1887,4.818346264201523e-07,1.50165264667379e-08,2.3047103248075018e-07
1888,8.382292886466303e-07,1.902184432189813e-08,2.84693593144425e-07
1889,5.331631580673957e-07,1.9421923513895933e-08,2.932084104401156e-07
1890,4.797810841949968e-07,8.520702476921826e-09,2.3071440491406747e-07
1891,3.8181577632911967e-07,9.561330172047633e-09,2.116241066829616e-07
1892,3.8488665277114364e-07,3.196941245064977e-08,2.1500997338108618e-07
1893,4.046079598030161e-07,1.8475250052052417e-08,2.6173271017171373e-07
1894,4.215729874079699e-07,1.5753848003896564e-08,2.2181418568578692e-07
1895,3.9722856648438665e-07,3.1296795377500075e-08,2.389389894830174e-07
1896,4.4581539970778294e-07,4.4817418443088286e-08,2.411884914010898e-07
1897,4.44578235558879e-07,2.2724182091593548e-08,2.639501204271255e-07
1898,3.72885578414639e-07,2.7725939211187267e-08,2.09924963634478e-07
1899,4.173321794809226e-07,2.7637891975018647e-09,2.3989690589587553e-07
1900,4.2047530790512155e-07,1.1939421895590385e-08,1.8999255146923133e-07
1901,3.78357634112092e-07,1.1736351668290013e-08,2.0287122470818986e-07
1902,3.393006107188512e-07,1.129365245766678e-08,2.072139722031352e-07
1903,3.2833340579685455e-07,9.180374016537485e-09,2.2464915705455724e-07
1904,2.982916855742701e-07,8.599400302955473e-09,2.0208590356673994e-07
1905,3.6434960115627746e-07,9.28936660926638e-09,2.4358783257127925e-07
1906,3.498045471062028e-07,1.7490227155469995e-08,2.196566821766055e-07
1907,3.6977044359787214e-07,1.542852989810939e-08,2.3605651122693416e-07
1908,4.0666300371583475e-07,1.964555584876848e-08,2.102074478926852e-07
1909,4.1477415813062635e-07,9.90177073667553e-09,2.8000004981265647e-07
1910,3.511106969611433e-07,1.7635697346918278e-08,2.0895628871642202e-07
1911,3.8891935894014296e-07,1.1704823443814405e-08,2.65486671757742e-07
1912,3.9018565889392676e-07,1.3544495081063701e-08,1.9691612140881887e-07
1913,4.0992109573423363e-07,1.0605979317013237e-08,2.089377932890102e-07
1914,3.9443821719942207e-07,1.5402510322726215e-08,2.3773439572494226e-07
1915,4.441347267736262e-07,2.8273829388858474e-08,2.662452072144106e-07
1916,5.768417459250941e-07,5.493731025651982e-09,2.3073670174511562e-07
1917,3.772449979067005e-07,1.0966424435210342e-09,2.7964381921208314e-07
1918,4.939141877713382e-07,4.594550517822427e-09,2.4695708678024175e-07
1919,4.797289001601257e-07,8.287063701928332e-09,3.1398762967427274e-07
1920,3.528660075247103e-07,1.2872793941909322e-08,2.1808028005665392e-07
1921,3.089681070989059e-07,3.0290990271630847e-09,1.8401776546994597e-07
1922,2.914284502608666e-07,2.951174138399182e-09,2.5158760852406203e-07
1923,2.9724654204699164e-07,7.431163684401554e-09,2.3461245390876684e-07
1924,2.2302509972149664e-07,1.2891624434629989e-08,2.1786845305626912e-07
1925,2.6725571711239127e-07,1.0998177923937646e-08,2.2436283586557693e-07
1926,2.3295429141256818e-07,2.452150527076924e-08,2.1846432041172648e-07
1927,2.3859340769760706e-07,5.574612327308159e-09,2.162949570561068e-07
1928,2.022409349988763e-07,1.713906150335731e-08,1.942426997025848e-07
1929,2.695978356115347e-07,1.4482528509773829e-08,2.005273200822444e-07
1930,1.848634152423756e-07,2.7309369543537798e-08,1.9116558114262716e-07
1931,1.3572373980252905e-07,1.9389106320488736e-08,2.1556123908084146e-07
1932,1.6658496315713478e-07,9.863582839386709e-09,2.0494334096454736e-07
1933,2.2023670931403672e-07,4.588264879146209e-09,1.5600101210822004e-07
1934,1.893089596194386e-07,5.990790086229936e-09,1.5456237889566182e-07
1935,2.0226400287981505e-07,9.574627313213568e-09,1.4720990026972913e-07
1936,2.2066980065460484e-07,1.9399542861009422e-08,1.7338342495065717e-07
1937,2.0775345133117185e-07,1.1332006222275481e-08,1.4857519081701298e-07
1938,2.2948429068136988e-07,1.5558256905023882e-08,1.633617037199997e-07
1939,2.2482253658751006e-07,3.058810094103137e-09,1.4529348124625585e-07
1940,1.9018372454659982e-07,7.607348528892999e-09,1.9779106885664532e-07
1941,3.0400477157854766e-07,2.9515025978810172e-09,2.6858672619312074e-07
1942,3.580369760669555e-07,1.2136847082899749e-08,2.7914747136037477e-07
1943,3.483882284882611e-07,4.354852856103264e-08,2.148394040446533e-07
1944,4.209273765098942e-07,9.639558484764166e-09,2.6348125814479317e-07
1945,3.2677560568572517e-07,1.089252066321933e-08,2.4834947076612934e-07
1946,2.9930373202091687e-07,2.7842208538686464e-09,2.394429889918115e-07
1947,2.908692382508349e-07,4.7683483828109274e-09,2.8371673188587465e-07
1948,1.6525269241896012e-07,1.195907639583993e-08,2.6636125927126386e-07
1949,1.8259635536921337e-07,1.47255123650325e-08,2.581873168594484e-07
1950,1.8824590508614847e-07,1.701657836861159e-08,2.414227040503647e-07
1951,1.8870681683935686e-07,5.330700991734716e-09,1.9297136821805339e-07
1952,2.520208091105758e-07,1.0544804140977249e-08,2.298767194375273e-07
1953,1.346728484286075e-07,1.0773827163745864e-08,2.3055991027476352e-07
1954,1.88609953433172e-07,3.9090144454689835e-09,1.8176916505296958e-07
1955,1.7551086362033175e-07,6.569925492527773e-09,1.689409394600716e-07
1956,1.9273723328439019e-07,8.72114114258693e-09,2.2238911512317827e-07
1957,2.1380791404013166e-07,8.835037701437898e-10,1.8200177809291063e-07
1958,1.7288989306862845e-07,7.445019267748876e-09,2.2748669303851443e-07
1959,1.9066839263004454e-07,7.750747710311146e-09,1.643158542563583e-07
1960,1.8893874820236078e-07,8.997083578154985e-09,2.0139625700466013e-07
1961,2.2512035835475785e-07,1.945484662257968e-08,2.098344151768572e-07
1962,2.7397250335070567e-07,1.6489086374082973e-08,1.9723484712130812e-07
1963,2.0820690771472528e-07,7.1126584622049904e-09,1.939815952312074e-07
1964,2.135472927378146e-07,3.832900036249143e-08,2.5187628427403297e-07
1965,2.0356001328991624e-07,2.0246560539227687e-08,2.1833453445196938e-07
1966,1.9386761351825044e-07,2.1048484843966264e-08,2.2100908392275187e-07
1967,2.1151139684150166e-07,3.9442684174328946e-08,2.539122885281131e-07
1968,2.402907446352742e-07,3.9075316093928336e-08,3.0227229252943744e-07
1969,2.4298404266431817e-07,2.5888020088737917e-08,2.4843415946662617e-07
1970,1.9406619466977304e-07,2.759234943305877e-08,2.2809675570556465e-07
1971,2.086189399008731e-07,3.288574434989755e-08,1.7624702852714336e-07
1972,1.6467771146722043e-07,2.9754851693652995e-08,1.7493801074408566e-07
1973,1.5161310873423872e-07,1.764225188161106e-08,1.7476855873610475e-07
1974,1.3276349042357083e-07,1.2938814464291681e-08,1.68767145591886e-07
1975,1.0851812515255688e-07,9.138368284311582e-09,1.5820800314259031e-07
1976,1.3026840672836215e-07,1.4283816740512378e-08,1.8397556811322602e-07
1977,9.931761368875414e-08,7.052138428775834e-09,2.162655663440205e-07
1978,1.4316824703541897e-07,1.0693064766975624e-08,1.9603952061686414e-07
1979,1.3635098250475153e-07,1.521513093294402e-08,1.9018913022250672e-07
1980,1.534990730078789e-07,9.096240982664483e-09,1.7851373446120533e-07
1981,1.3916208962960752e-07,1.0753434587229549e-08,1.9609203061321523e-07
1982,1.663610593727327e-07,1.1794254461960918e-08,1.9057031508395994e-07
1983,8.841442666884802e-08,5.683784443100137e-09,1.6988200179923751e-07
1984,1.8440846449863102e-07,9.858314442556804e-09,2.0122559263313633e-07
1985,1.5219362481388998e-07,7.218669662023558e-09,1.816698573797737e-07
1986,1.852295947735172e-07,1.2588419529002692e-08,1.8642849486383284e-07
1987,1.3504905904682118e-07,3.666490056009053e-09,1.6438097638626914e-07
1988,1.1573349190108217e-07,1.0194141475405871e-08,1.8589317019035434e-07
1989,1.6738772545821234e-07,8.232182935330457e-09,1.772663420496201e-07
1990,1.6182492945659988e-07,1.6345952813523468e-08,1.5637628081321964e-07
1991,1.1840159963583119e-07,1.2895223555631219e-08,1.9049762034484274e-07
1992,1.2232075796703157e-07,6.060938417817852e-09,1.3554462618969865e-07
1993,1.456811551392434e-07,1.3848018953765973e-08,1.905487305720044e-07
1994,1.3662059883401412e-07,4.2199412852994556e-09,1.5930278518538898e-07
1995,1.6375802047718935e-07,1.1387147003105724e-08,1.8978577642769778e-07
1996,1.4839896045337753e-07,5.33809241254346e-09,1.574737229503853e-07
1997,1.4432632755578823e-07,2.876936688878118e-09,1.8556241787592853e-07
1998,1.463815624269671e-07,9.536258560594035e-09,1.9215560165264378e-07
1999,1.3664902143162294e-07,1.6452724072024694e-08,1.864642049653753e-07
2000,1.599327350554347e-07,1.502130730912654e-08,1.842319070632925e-07
2001,1.5772362749189028e-07,1.1391150911421732e-08,2.116125283890824e-07
2002,1.3757034955652614e-07,5.257465907071435e-09,1.8707815963026064e-07
2003,1.6167661165411573e-07,7.5004612520857e-09,2.0626268870671538e-07
2004,1.3214373739689478e-07,4.8452703238499595e-09,2.3785872294013188e-07
2005,1.5087560978344072e-07,1.2610498534293413e-08,2.1888223500354798e-07
2006,1.1077123662772692e-07,4.9414679570425335e-09,2.170128041711905e-07
2007,1.4300236594877447e-07,1.358123019601365e-08,2.504538603176343e-07
2008,1.31554889204466e-07,8.940623130726522e-09,2.162779333403364e-07
2009,1.6640992406280475e-07,7.15228898329201e-09,2.9133657353241915e-07
2010,1.695841698179379e-07,2.8342759250676863e-09,2.6217052617738545e-07
2011,1.7284353948099351e-07,8.030341197562407e-09,2.2829113088818076e-07
2012,2.4272321219598325e-07,4.765953853791416e-09,3.0604232037489965e-07
2013,2.4209605875569196e-07,3.068037435216553e-09,3.2186501996989136e-07
2014,2.5660525881932017e-07,8.661780737106994e-10,3.1940316702616656e-07
2015,2.3673025850712293e-07,4.433150790905671e-10,3.4689403882737224e-07
2016,3.4032116325022344e-07,7.042556149361445e-09,3.9624736203336397e-07
2017,5.800999911542704e-07,2.5156113858670892e-09,5.13939371060701e-07
2018,2.547907538286154e-07,4.904786632398128e-09,3.0228975855806084e-07
2019,3.089246067844442e-07,5.1019755087367e-10,3.0611853141238043e-07
