year,ses_DET âmes_NOUN,ses_DET ames_NOUN,ses_DET femmes_NOUN
1837,1.1828414692161004e-08,9.741046969047318e-09,2.195214642952692e-06
1838,2.1461350030449466e-08,1.1361890983607736e-08,2.756521194413608e-06
1839,3.0063343814390464e-08,9.788065469251706e-09,2.1659590370148862e-06
1840,1.9109066329292546e-08,0.0,2.7708145609040002e-06
1841,2.632424944692957e-08,1.0914932513372833e-08,2.2003220911948063e-06
1842,3.085801836277824e-08,2.683306021822318e-09,2.8852247275779064e-06
1843,2.3627643841450663e-08,2.3627644840651385e-09,2.2062312723392097e-06
1844,1.3721403568922597e-08,1.097712254427563e-09,2.2514077422375323e-06
1845,2.0088820829045062e-08,1.674068439427856e-09,2.137785219513688e-06
1846,2.2832555401919308e-08,2.3418005312692003e-09,2.191925321026744e-06
1847,2.7505439703645607e-08,2.1572894581822766e-09,1.993874726657907e-06
1848,2.976732105253177e-08,2.574470947536156e-08,2.0402683329479032e-06
1849,4.1897074254393374e-08,8.379414939696517e-10,1.974190190878744e-06
1850,2.4440385715251978e-08,1.3577992064028876e-09,1.654478346324595e-06
1851,2.837752988149589e-08,2.5152811611306447e-08,1.7723057688101562e-06
1852,3.841221740685796e-08,6.510545436100301e-10,1.692741850689572e-06
1853,2.9859659633757474e-08,0.0,1.8274111717175856e-06
1854,2.4939190268469247e-08,1.0391328908454511e-09,1.8314717431522354e-06
1855,2.0697054736729115e-08,3.1841622671890946e-09,2.336644389089315e-06
1856,2.743910287872353e-08,5.177189121852166e-09,1.8855322778676964e-06
1857,4.881509241272397e-08,5.857811125054013e-09,1.8471630003347173e-06
1858,4.0128142586581816e-08,7.340513752396305e-09,2.3240067132945796e-06
1859,2.13871282905842e-08,5.601390906662118e-09,1.9487747824342705e-06
1860,1.556242520961426e-08,0.0,2.0139609837599437e-06
1861,3.3483342321005694e-08,7.073945706981277e-09,1.7029345169561338e-06
1862,3.0722308280717314e-08,4.517986262886353e-10,2.061557232924116e-06
1863,3.096664968893492e-08,9.989241656072068e-10,1.9334176872831677e-06
1864,2.06173303984869e-08,2.3973640850272204e-09,1.9543311147174336e-06
1865,3.247722762944605e-08,1.8827377989971694e-09,1.7415324107261654e-06
1866,3.113992264047738e-08,9.731225825149181e-10,1.68934077393601e-06
1867,3.2513836956127307e-08,0.0,1.536885363861984e-06
1868,2.0747471296544973e-08,4.93987406535723e-10,1.7003046828278912e-06
1869,2.44175962782478e-08,9.767038289254515e-10,1.9763601484257265e-06
1870,1.0894693147633916e-08,5.734048791339319e-10,1.3549557600356366e-06
1871,1.3807530230280918e-08,1.0621177271019633e-09,1.2989699920140652e-06
1872,3.084143029852271e-08,6.047339295989218e-10,1.3503708906625889e-06
1873,3.412022664406322e-08,1.1972009161809183e-08,1.5150577841183122e-06
1874,2.6288279997288555e-08,1.1949218281515073e-09,1.8604932616739234e-06
1875,2.9179789251543298e-08,1.3159512368687842e-08,2.1284079956274127e-06
1876,2.5997863417615008e-08,1.813804439976252e-09,2.0302517178549806e-06
1877,2.288381928394756e-08,1.2369631985365004e-09,1.8245206661049451e-06
1878,1.9928991790152395e-08,6.039088673581716e-10,1.2971962579655383e-06
1879,2.3826369210944165e-08,1.221865053580018e-09,1.6104181526088723e-06
1880,1.2193908105473383e-08,1.9253538763308597e-09,1.570447023979682e-06
1881,1.5339516323820135e-08,0.0,1.5311626047065374e-06
1882,2.5290462835059202e-08,1.3310770263785798e-09,1.561353389689657e-06
1883,2.0221884888815822e-08,5.68740488038344e-09,1.5943692037723167e-06
1884,2.6406787867472303e-08,1.9805090900604227e-09,1.4629360265416835e-06
1885,3.480643329112354e-08,4.511945095320158e-09,1.265278247508661e-06
1886,1.8715045291273213e-08,9.034849701716752e-09,1.3849134035126553e-06
1887,2.6768590899450828e-08,9.793386657186431e-09,1.424611305367307e-06
1888,2.599652049184442e-08,3.1703073499755874e-09,1.5001894375643587e-06
1889,2.0048437576747347e-08,4.38559560889118e-09,1.5005002627077602e-06
1890,2.0318598359381213e-08,4.588070645628051e-09,1.3665895650660786e-06
1891,2.7409146952095398e-08,6.374220040683554e-10,1.2117392147459327e-06
1892,2.1312942521944933e-08,1.2537024751679837e-09,1.2668663451620432e-06
1893,1.6011883374744684e-08,6.774258043407144e-09,1.3142060932835875e-06
1894,1.3863386882917439e-08,6.301539290376468e-10,1.3044186539801217e-06
1895,2.2870734639468537e-08,4.213030146971164e-09,1.351780838376726e-06
1896,1.2973464080801023e-08,8.845543741919926e-09,1.209480673836083e-06
1897,2.680288169187861e-08,9.905413045352418e-09,1.1566026163478682e-06
1898,2.4330925163518202e-08,5.092519295146758e-09,1.322923356639194e-06
1899,2.819064981451902e-08,1.6582735185011188e-09,1.1889821429633685e-06
1900,2.6474371694895638e-08,2.07642125715779e-09,1.2240503792781965e-06
1901,2.794369535763508e-08,3.912117296778206e-09,1.0741555787063817e-06
1902,2.7006560543441083e-08,1.9641135939885146e-09,1.040980157185345e-06
1903,1.1880484152015924e-08,3.2401321625741275e-09,1.0660034863718693e-06
1904,3.9772225512990644e-08,5.374625189347171e-09,9.717322413393958e-07
1905,2.7868098939620722e-08,1.5482277126999122e-09,1.1193686741961528e-06
1906,2.314883107423782e-08,1.2346043076760793e-08,1.1965373580835603e-06
1907,2.6228502036929058e-08,4.114274698707732e-09,1.0460543578005854e-06
1908,3.5361999550787004e-08,1.964555629285769e-09,1.2435637568586344e-06
1909,2.915521307711444e-08,1.6502950117569526e-09,1.1447546288678723e-06
1910,2.1911017000775246e-08,7.481810837539626e-09,1.0902067515417002e-06
1911,2.500575924102577e-08,1.5961122423746588e-09,1.1374959667520557e-06
1912,3.229841283314272e-08,9.89790061023399e-09,1.07418260775205e-06
1913,3.39391330594907e-08,1.113627856597077e-08,1.0324921273507925e-06
1914,4.888622839871459e-08,8.705766774141921e-09,9.422318143492703e-07
1915,3.652036184575991e-08,1.1780761921542648e-09,7.504345623798869e-07
1916,5.8233549538044826e-08,5.493730803607377e-09,9.394279931740357e-07
1917,4.276905585243185e-08,4.386569774084137e-09,9.76011785169817e-07
1918,3.675640414257941e-08,1.1486376294556067e-09,8.557350374971406e-07
1919,3.775217966017763e-08,9.207848372660976e-10,8.876365669152619e-07
1920,4.0132828615924154e-08,5.300562211374427e-09,9.563728511352565e-07
1921,1.817459427400081e-08,6.8154727417280014e-09,1.1609021375313944e-06
1922,3.24629156334133e-08,5.90234855435412e-09,1.2904009150105367e-06
1923,4.458698343867695e-08,5.307974060286824e-09,1.1571383380371003e-06
1924,2.836157442231979e-08,6.4458122173149945e-09,1.2440417602732623e-06
1925,3.409435223034052e-08,8.798542339150117e-09,1.0745219327645827e-06
1926,4.5699169337609646e-08,4.458455382660986e-09,1.299639762919469e-06
1927,4.0137209555979325e-08,6.689534814974252e-09,1.3156084817111946e-06
1928,2.2852082892654835e-08,6.8556245125250825e-09,1.0112046568977462e-06
1929,2.8965056353413843e-08,7.798284684668033e-09,1.2878309370023544e-06
1930,3.7812974085227324e-08,7.352522701786768e-09,1.3612670031193375e-06
1931,1.4826963656844327e-08,4.5621426636444085e-09,1.1758923275095867e-06
1932,2.9590749406338546e-08,4.383814644626227e-09,1.0575952726910032e-06
1933,2.7529589274877253e-08,6.882397318719313e-09,1.0908599348269377e-06
1934,1.4377896206951846e-08,1.0783422155213884e-08,1.0831348777884386e-06
1935,5.98414207075848e-09,2.393656828303392e-09,1.0759487985012584e-06
1936,2.7886843056990074e-08,6.0623572828433225e-09,1.1227485323672681e-06
1937,1.510934133364117e-08,1.2591118148108649e-09,1.0752814629810814e-06
1938,5.8343463393839556e-08,2.5930428915188486e-09,1.2459571507861256e-06
1939,2.4470480752825097e-08,0.0,1.3657587079052291e-06
1940,3.0429394115571995e-08,2.5357829169792012e-09,9.027387095628114e-07
1941,8.854508237732261e-09,1.4757512989405086e-08,1.1392800596254915e-06
1942,5.158160121254696e-08,3.034211770724937e-09,9.375714125070544e-07
1943,2.6129116648121453e-08,0.0,1.175810258935428e-06
1944,5.7837350908584995e-08,4.177142187700156e-08,1.1728129383214991e-06
1945,2.3963544037997053e-08,4.357008087652048e-09,9.193287069386713e-07
1946,3.201854070766785e-08,1.3921104269343232e-08,1.009280079955488e-06
1947,4.1723047017327985e-08,1.3112958274774655e-08,1.0490366340043522e-06
1948,2.8266908369545263e-08,1.630783175166073e-08,1.186122982943516e-06
1949,3.435953033203987e-08,8.835307596655184e-09,1.029804145957769e-06
1950,4.679559140186029e-08,8.508289184305795e-09,1.1922240648054583e-06
1951,5.224086763178093e-08,2.1322803522849654e-09,1.002171759800774e-06
1952,4.007025411478793e-08,1.0544803585865736e-08,1.0713520235405838e-06
1953,2.801195209123364e-08,8.619061908632375e-09,1.0439838513676136e-06
1954,3.5181128898997827e-08,2.9317608341017376e-09,1.015366555279229e-06
1955,4.3173795205575516e-08,0.0,1.0662050424770086e-06
1956,2.0058624983221307e-08,1.1337484284723587e-08,1.0639792744626675e-06
1957,3.9757669878515145e-08,5.301022620862739e-09,1.0027767824993816e-06
1958,4.2188442794799386e-08,3.3088973783179654e-09,9.5875300232251e-07
1959,2.4802393028267034e-08,7.750748043378053e-09,9.812446855050894e-07
1960,2.837541629441276e-08,0.0,1.0754974590909683e-06
1961,4.0299324044479334e-08,2.779263652552544e-09,1.196473009557053e-06
1962,4.566208611223033e-08,1.2683912808952869e-09,1.0648145245539808e-06
1963,2.8450633848819962e-08,5.172842487688456e-09,1.074011453994217e-06
1964,2.5552667537454e-08,2.4335873316516654e-09,1.0464425805878363e-06
1965,2.4624196015565758e-08,6.5664520487729305e-09,1.151865181014955e-06
1966,2.381802199913352e-08,4.431259692516676e-09,9.8207793630678e-07
1967,2.8102911997507363e-08,6.902469928959931e-09,1.1300328832675177e-06
1968,3.997359995788763e-08,3.5931326802796093e-09,1.2598421577081353e-06
1969,2.7704722488364197e-08,2.7250546263957176e-09,9.873781330327347e-07
1970,2.6212732651131887e-08,2.7592349793881255e-09,9.717105964313077e-07
1971,2.3636628765366652e-08,9.762955333059153e-09,9.228561665963753e-07
1972,3.385897073826527e-08,6.156176013405457e-09,1.0429588463978234e-06
1973,3.0322620858669325e-08,0.0,8.606111308040454e-07
1974,1.6876714470370757e-08,2.250228725575454e-09,8.072695258931617e-07
1975,1.8847884142303428e-08,3.4268881066168433e-09,8.572931537997874e-07
1976,2.399681342524218e-08,6.856232359631065e-09,6.959075458112807e-07
1977,1.7630345183761165e-08,2.3507127910882275e-09,9.473372397650337e-07
1978,3.2079192635592335e-08,1.1881182704343018e-09,1.0758410500244509e-06
1979,3.043026097770962e-08,1.1703946700691858e-09,8.754552336398547e-07
1980,2.6720208379238386e-08,1.1370301367108482e-09,9.926273190075108e-07
1981,3.921840630027873e-08,1.897664858585557e-09,1.047510981955213e-06
1982,2.7933760637921523e-08,4.9660017209518514e-09,9.093991089059728e-07
1983,2.462973291983417e-08,1.8945948143667124e-09,9.416136501627648e-07
1984,3.421414973558967e-08,4.639206907519622e-09,9.040654491698774e-07
1985,2.5866899400206478e-08,3.609334831011779e-09,1.0003873267550034e-06
1986,2.2179595993154777e-08,2.9972427317837003e-09,9.699077763158925e-07
1987,1.4665960890170027e-08,4.277571852284723e-09,8.451259594366434e-07
1988,2.0388283006322894e-08,5.996553809062277e-10,8.856909889942699e-07
1989,2.524536246717446e-08,1.6464366536794728e-09,9.176140274291811e-07
1990,3.923028657482064e-08,1.634595292454577e-09,9.251809638399777e-07
1991,3.282420379946416e-08,2.344586136349136e-09,8.293973152717626e-07
1992,2.8100715643297747e-08,3.856960972825618e-09,9.157527243175423e-07
1993,2.8249957595427588e-08,4.985286627956498e-09,9.300329359973603e-07
1994,2.162719953124892e-08,1.5824779264761446e-09,8.988474835547322e-07
1995,4.12106260228029e-08,4.337960657352369e-09,9.207321554072223e-07
1996,3.5765217898386936e-08,2.6690460952494277e-09,9.998246497389118e-07
1997,3.500272882650535e-08,3.3564261370244708e-09,9.359634249861415e-07
1998,2.527108478034279e-08,1.43043876743576e-09,9.130967502102294e-07
1999,3.336246900964568e-08,1.8280804647829996e-09,9.291218994178507e-07
2000,2.8275402019772855e-08,4.4180314962005696e-10,8.593070965901006e-07
2001,2.365854356867203e-08,4.381211837767296e-09,1.0138123522906994e-06
2002,3.724038410979347e-08,3.066854992184176e-09,1.0834761265954285e-06
2003,2.5001537728996936e-08,2.9168459869666208e-09,1.018395956009499e-06
2004,3.083353805610756e-08,3.0833537945085254e-09,1.0135424730606246e-06
2005,3.1526246946356196e-08,3.602999676388663e-09,9.804662859380642e-07
2006,2.5530917824312382e-08,2.8825228870488218e-09,1.100711934931553e-06
2007,3.914590041009802e-08,3.994479413904628e-09,1.1032752151862724e-06
2008,4.0019932423529525e-08,1.7029758714315335e-09,1.0158250667302582e-06
2009,2.1933685756536647e-08,4.76819250749827e-10,1.089531981079972e-06
2010,4.771030792660724e-08,4.723793023408973e-10,1.0614363006311578e-06
2011,4.2063691974014716e-08,0.0,9.659352935287302e-07
2012,4.5616987076613214e-08,6.808505426114664e-10,1.1400842536701816e-06
2013,5.1598811778852394e-08,0.0,1.1694801280714984e-06
2014,6.041592137684404e-08,1.5158115873603606e-09,1.1595958575583154e-06
2015,4.743471182511172e-08,2.2165753954528356e-10,1.2279827359407136e-06
2016,4.681228338299093e-08,1.0356700219649184e-09,1.4921933741973703e-06
2017,4.679037179933232e-08,7.546833991067814e-10,1.1949153635448795e-06
2018,5.550153514555234e-08,5.162933414126769e-10,1.115968109921539e-06
2019,6.428489407461768e-08,0.0,1.0433540165166733e-06
