year,jolies_ADJ âmes_NOUN,jolies_ADJ femmes_NOUN
1875,0.0,6.013324878040294e-07
1876,0.0,5.689299769073841e-07
1877,0.0,5.603443469226477e-07
1878,0.0,4.3179483100175275e-07
1879,0.0,6.726367018927704e-07
1880,4.492492600149944e-09,5.808150831398962e-07
1881,0.0,5.15268311573891e-07
1882,0.0,4.924984864373982e-07
1883,0.0,5.801153406537196e-07
1884,0.0,5.400187887971697e-07
1885,0.0,7.128872994144331e-07
1886,0.0,5.472537623063545e-07
1887,0.0,5.353718393052986e-07
1888,0.0,5.478291313920636e-07
1889,0.0,5.218859087108285e-07
1890,0.0,5.394260256252892e-07
1891,6.374220040683554e-10,5.17586670412129e-07
1892,0.0,4.826754320674809e-07
1893,0.0,5.074535351923259e-07
1894,0.0,5.545354611058428e-07
1895,0.0,5.284343274070125e-07
1896,0.0,4.924019094687537e-07
1897,4.078699600285063e-09,4.841999157179089e-07
1898,0.0,4.651167841984716e-07
1899,5.527578395003729e-09,4.123573376091372e-07
1900,4.15284251431558e-09,6.317511633824324e-07
1901,0.0,4.1524330640640983e-07
1902,0.0,4.4388966102815175e-07
1903,5.400220270956879e-10,4.698191560237319e-07
1904,2.6873125946735854e-09,4.600679233135452e-07
1905,1.0321518084666081e-09,4.2008579725916206e-07
1906,0.0,5.272789280752477e-07
1907,0.0,4.7674157599431055e-07
1908,0.0,4.7444018491660245e-07
1909,1.1001967115120692e-09,5.7430270317127e-07
1910,1.6032452032632705e-09,6.59468184949219e-07
1911,3.7242617878519013e-09,5.240568725639605e-07
1912,5.209421227725386e-10,5.407379148891778e-07
1913,0.0,5.409049776972097e-07
1914,0.0,5.169886208022945e-07
1915,4.712304768617059e-09,1.9202641965421208e-07
1916,1.0987462051303964e-09,2.7688403747561097e-07
1917,3.289927441585405e-09,3.969845749907108e-07
1918,5.743188147278033e-09,3.93982702462381e-07
1919,9.207848372660976e-10,5.119563866173849e-07
1920,1.514446346106979e-09,5.012817609895137e-07
1921,0.0,4.679957896769338e-07
1922,7.377935484775833e-10,5.120287482895947e-07
1923,0.0,5.392901698542119e-07
1924,0.0,5.930147040089651e-07
1925,1.0998177923937646e-09,6.906855674060353e-07
1926,1.1146138456652466e-09,6.397883680619998e-07
1927,1.1149224876660924e-09,9.343050351162674e-07
1928,0.0,5.564481853070902e-07
1929,0.0,7.764863312331727e-07
1930,2.100720708497761e-09,5.503888473867846e-07
1931,0.0,5.018357001063123e-07
1932,2.1919073223131136e-09,5.951028470008168e-07
1933,0.0,5.505917783921177e-07
1934,5.990790086229936e-09,5.535490004149324e-07
1935,1.196828414151696e-09,5.230140232015401e-07
1936,0.0,4.6558903932236717e-07
1937,0.0,4.772034003508452e-07
1938,0.0,4.861955176238553e-07
1939,0.0,4.771743533638073e-07
1940,0.0,5.426575171441073e-07
1941,0.0,5.047069180363906e-07
1942,0.0,5.067133770353394e-07
1943,2.9032352077962287e-09,5.25485575053608e-07
1944,0.0,4.434196796410106e-07
1945,0.0,5.010559220863797e-07
1946,0.0,5.763337185271666e-07
1947,0.0,5.102132831780182e-07
1948,0.0,4.5879366439294245e-07
1949,0.0,4.7023470983731386e-07
1950,0.0,5.572929353547806e-07
1951,0.0,5.03218188896426e-07
1952,0.0,6.316337817224849e-07
1953,0.0,4.643519559976994e-07
1954,1.9545072227344917e-09,5.21853451118659e-07
1955,0.0,4.27983707140811e-07
1956,0.0,5.965260925222537e-07
1957,1.7670075402875796e-09,4.2231479824295093e-07
1958,0.0,4.1857552446344926e-07
1959,2.325224457422337e-09,4.5109351276551024e-07
1960,0.0,4.491620870794577e-07
1961,0.0,4.787281682183675e-07
1962,0.0,5.416030717242393e-07
1963,0.0,4.4163144252706843e-07
1964,0.0,4.763747085689829e-07
1965,1.6416130677043839e-09,4.1149766616399575e-07
1966,0.0,4.320478410591022e-07
1967,2.465167847631733e-09,5.388856720855983e-07
1968,8.982831700699023e-10,5.892737817703164e-07
1969,9.083515606356229e-10,3.905911682977603e-07
1970,0.0,4.26301795641848e-07
1971,1.0276794970565106e-09,4.120994674394751e-07
1972,0.0,4.314453576625965e-07
1973,0.0,3.4678052429626405e-07
1974,0.0,2.975927486659202e-07
1975,0.0,2.5416088078600296e-07
1976,0.0,3.410975466522359e-07
1977,0.0,2.8326087431196356e-07
1978,0.0,4.3009882233491226e-07
1979,0.0,3.089841982273356e-07
1980,0.0,2.9392228384494956e-07
1981,0.0,3.004635971137759e-07
1982,0.0,3.016846221726155e-07
1983,0.0,3.043982417239022e-07
1984,0.0,3.14306248583307e-07
1985,0.0,3.2724636866987566e-07
1986,1.1988970927134801e-09,4.2081288142981066e-07
1987,0.0,3.0187436550477287e-07
1988,0.0,2.842366484401282e-07
1989,0.0,3.4026356843241956e-07
1990,0.0,3.045796006517776e-07
1991,0.0,2.9952087743367883e-07
1992,0.0,2.843131312602054e-07
1993,0.0,3.528475076564064e-07
1994,0.0,2.81681082014984e-07
1995,0.0,2.9877705287617573e-07
1996,0.0,2.8024984999319713e-07
1997,0.0,2.574858228854282e-07
1998,4.768129224785866e-10,2.970544414893084e-07
1999,4.570201161957499e-10,3.267693955422146e-07
2000,0.0,3.278179292465211e-07
2001,0.0,2.777688337118889e-07
2002,0.0,3.097523517681111e-07
2003,0.0,2.687665414669027e-07
2004,0.0,3.1670450084675394e-07
2005,4.5037495954858286e-10,3.2517073123017326e-07
2006,0.0,3.183128853834205e-07
2007,3.994479469415779e-10,3.6110094470132026e-07
2008,4.257439678578834e-10,3.8955573700150126e-07
2009,0.0,3.785944784340245e-07
2010,9.447586046817946e-10,4.4498131046566414e-07
2011,0.0,4.313440342684771e-07
2012,0.0,5.742974167333159e-07
2013,2.789125042035323e-10,6.36199445125385e-07
2014,2.1654451842767486e-10,7.2217596880364e-07
2015,4.433150790905671e-10,8.017353252398607e-07
2016,6.214020409345267e-10,7.759239792903827e-07
2017,2.515611330355938e-10,5.033738261772669e-07
2018,7.744400121190154e-10,5.955443498351087e-07
2019,1.2754939326953263e-09,6.331551389848755e-07
