year,les_DET os_NOUN,les_DET fosses_NOUN
1800,1.667979279318388e-05,1.6726954790158288e-06
1801,1.893040234790533e-05,1.6739713082358776e-06
1802,1.0725967968028272e-05,1.4299798181127699e-06
1803,1.859648477875453e-05,1.7572556085809765e-06
1804,1.4984360518610629e-05,2.733867191295758e-06
1805,1.9812013988484978e-05,3.7241697539158736e-06
1806,1.2543905313577852e-05,8.241573805634062e-07
1807,1.156717871708679e-05,1.2982115671356098e-06
1808,8.302895253109455e-06,1.3619104377582403e-06
1809,9.908107585943071e-06,1.7710799227188545e-06
1810,8.581245197092358e-06,8.962685473790089e-07
1811,6.490821704119298e-06,1.210918021854468e-06
1812,2.3812835706849e-05,2.235120434956883e-06
1813,1.308462424276513e-05,2.734830239603525e-06
1814,1.2640201816793706e-05,2.2341407266424085e-06
1815,1.5077479588399001e-05,2.643279131575582e-06
1816,1.4160559885567636e-05,2.326874369629195e-06
1817,1.1114519338661921e-05,1.6969920502152291e-06
1818,1.554521509206097e-05,2.0122947281819847e-06
1819,1.2232870517436822e-05,2.8527494357888372e-06
1820,1.236843309015967e-05,2.4314419766469086e-06
1821,1.2323901728450437e-05,2.091621671418409e-06
1822,1.2257318303454667e-05,2.0552512580707116e-06
1823,1.1296899742774258e-05,1.8579451745992515e-06
1824,9.911649954119639e-06,1.5747480297534366e-06
1825,1.3412451153271832e-05,1.926630982751476e-06
1826,9.249264451227646e-06,1.6717554025547088e-06
1827,1.06892715621143e-05,1.5872143676598505e-06
1828,1.4118922877059958e-05,1.9353556126588956e-06
1829,1.4348067793434893e-05,1.896386569555375e-06
1830,1.1415810718062858e-05,1.6938984330749918e-06
1831,1.1029219308511529e-05,2.0751896272486192e-06
1832,1.1430118206590123e-05,1.8914896937616277e-06
1833,1.4739009316144802e-05,1.9970175895167586e-06
1834,1.5920976238703588e-05,2.1441417743517377e-06
1835,1.565861737162777e-05,2.536659671648067e-06
1836,1.2964327197551029e-05,2.4107330141021066e-06
1837,1.67441642133781e-05,3.509560174919102e-06
1838,1.0591176760499366e-05,1.951720462578521e-06
1839,1.3550178323384898e-05,1.98767638792674e-06
1840,1.076986984571704e-05,1.7242747087919952e-06
1841,1.362183581932186e-05,1.9756028333262066e-06
1842,9.05682856000567e-06,1.9957088674971146e-06
1843,1.188293333598267e-05,1.8689466401156096e-06
1844,1.0008940421357693e-05,1.8271420234583502e-06
1845,1.1971820640610531e-05,1.8716085055103804e-06
1846,1.0147607326871366e-05,2.030341061498575e-06
1847,8.046689742968738e-06,1.4923049755921625e-06
1848,9.009843893181824e-06,2.2293309842602582e-06
1849,1.0076246894641372e-05,1.9205619330442403e-06
1850,9.526998383080354e-06,1.8642583521355505e-06
1851,1.013335827337869e-05,1.832285537517464e-06
1852,9.418805973382405e-06,2.1146251549808426e-06
1853,1.1829800200757745e-05,2.163033824054139e-06
1854,8.995254233923333e-06,1.7556149689568201e-06
1855,1.2393290035106475e-05,1.921111259406416e-06
1856,7.70987008991142e-06,1.5536745356925508e-06
1857,7.728405080342782e-06,1.6504382007731522e-06
1858,6.934828434168594e-06,1.2268445721552723e-06
1859,7.423879708312597e-06,1.7140254988667891e-06
1860,9.005151810015377e-06,2.327497990783911e-06
1861,8.74056740940432e-06,1.967971712923955e-06
1862,7.886144999247335e-06,2.1767657618632086e-06
1863,7.80459441784842e-06,1.9369139678815372e-06
1864,9.613429824639752e-06,1.9687153152148085e-06
1865,9.849542152551294e-06,2.0135880056670885e-06
1866,9.040795418968628e-06,2.217746406074639e-06
1867,1.282889195408643e-05,2.2507338837129964e-06
1868,1.1254021387685498e-05,2.267402206435065e-06
1869,1.0368199582444504e-05,2.300137424526838e-06
1870,1.0650996046024375e-05,2.547064408275901e-06
1871,1.2050788086526154e-05,2.333472650661861e-06
1872,9.881957339530345e-06,1.7331673918263846e-06
1873,1.071913800387847e-05,2.1022847924712096e-06
1874,1.1253175898673362e-05,2.681404644988561e-06
1875,8.592589665568084e-06,2.6027226596170294e-06
1876,9.08534673271788e-06,2.334366349998618e-06
1877,8.44907719965704e-06,3.152400687156387e-06
1878,8.922753295337316e-06,1.8564158850153945e-06
1879,9.344212799078377e-06,3.105980891149329e-06
1880,6.557755398262088e-06,2.2353359687699026e-06
1881,7.1391503979612025e-06,2.1545047452775634e-06
1882,8.82637158383659e-06,2.0332201842165887e-06
1883,7.447972677709913e-06,1.9128639365817435e-06
1884,7.5992132906321785e-06,2.137629497411808e-06
1885,9.116062869907182e-06,2.20247378202032e-06
1886,6.9561885993607575e-06,2.0734979093717243e-06
1887,6.077123259728978e-06,2.228322014019568e-06
1888,6.653206810369738e-06,2.248382045877406e-06
1889,7.05830325387069e-06,2.075013320279595e-06
1890,6.258128053104883e-06,1.926989650513633e-06
1891,6.324500930077193e-06,2.1054048486846e-06
1892,5.784583265722176e-06,2.0378933403009114e-06
1893,7.250919736634387e-06,1.895560574283195e-06
1894,5.472887096402701e-06,2.06060333951541e-06
1895,5.4859669376128295e-06,1.964475771387697e-06
1896,5.953050845164398e-06,1.6948061407617843e-06
1897,6.815506708335306e-06,2.1803561667255167e-06
1898,5.2803766834585986e-06,1.8480187620184552e-06
1899,5.420896002306108e-06,1.8920901272423407e-06
1900,5.304737271671911e-06,1.7696300291802913e-06
1901,5.129903343004116e-06,1.971707083825436e-06
1902,4.6078101263447024e-06,1.8791655937988594e-06
1903,5.223633024797891e-06,1.971080434870487e-06
1904,4.973678130681947e-06,2.330975014785963e-06
1905,4.980132416676497e-06,1.981215392632407e-06
1906,5.1025168090745865e-06,2.1317501612827527e-06
1907,4.061817719502869e-06,1.9640518429397957e-06
1908,4.6628729819531145e-06,1.9154417696398696e-06
1909,4.745148316942505e-06,2.1723384868721496e-06
1910,4.295628343697899e-06,2.0147447550300512e-06
1911,4.514869374361297e-06,2.1340020843751972e-06
1912,4.177955901241148e-06,1.6414886463422818e-06
1913,4.114589671644353e-06,1.6730932266284526e-06
1914,4.415832592030711e-06,1.5944947246993024e-06
1915,5.251863797184342e-06,1.935579170497803e-06
1916,3.853303041978506e-06,1.1031411872863828e-06
1917,4.136535238785655e-06,1.9158343391723065e-06
1918,4.121311775406866e-06,1.268095939366276e-06
1919,3.28443954344948e-06,1.1390108873854388e-06
1920,3.909543295321782e-06,1.2887938876104954e-06
1921,4.707219602551049e-06,1.500918544117269e-06
1922,3.879318484223404e-06,1.4003321080480191e-06
1923,3.8949913800934155e-06,1.2866529708333019e-06
1924,3.7630652229836414e-06,1.2968974369975683e-06
1925,4.046229634013798e-06,1.1988013639552264e-06
1926,4.195406489770903e-06,1.2060121754586817e-06
1927,4.337048295610657e-06,1.2531728419418187e-06
1928,3.737458172281549e-06,1.1163242392697725e-06
1929,3.671877863098416e-06,9.770136326636703e-07
1930,3.2046494595761033e-06,9.232667790293192e-07
1931,3.9337075463663496e-06,9.033042447370576e-07
1932,3.378825169875199e-06,8.20869286322079e-07
1933,3.3253450055781286e-06,1.0105653589498331e-06
1934,3.752631016595842e-06,8.854388013901371e-07
1935,3.6371616545238794e-06,1.2219617762099233e-06
1936,3.363395762789878e-06,1.234295893048909e-06
1937,3.4310797047965025e-06,1.072763251563913e-06
1938,3.483753118871391e-06,9.996180443394564e-07
1939,3.4931611310184962e-06,9.910544918056985e-07
1940,3.479094146996431e-06,9.407754832935211e-07
1941,4.436108270056138e-06,1.1068134995184664e-06
1942,3.823106936806653e-06,1.0498372708944714e-06
1943,4.087755257842218e-06,1.11193907081919e-06
1944,3.495946543807804e-06,7.840174127693444e-07
1945,3.4442149683400203e-06,7.232633674192357e-07
1946,3.4941972444357816e-06,7.99071396606621e-07
1947,3.2830078851020517e-06,8.368451265283738e-07
1948,4.6053316395955335e-06,9.59987705329013e-07
1949,2.701640653413051e-06,8.344456912112719e-07
1950,3.159765810778481e-06,8.284946702019624e-07
1951,3.766673216887284e-06,9.797828357527294e-07
1952,5.084704639557458e-06,1.21687037335505e-06
1953,3.4627082072802295e-06,9.448646522969284e-07
1954,3.3852065257633512e-06,9.635720390477331e-07
1955,4.008593123216997e-06,8.662915806922911e-07
1956,3.3960125733756286e-06,8.625209284573998e-07
1957,3.3997224306858698e-06,8.119399650396986e-07
1958,3.2352743630781333e-06,9.86051403417676e-07
1959,2.96543603894861e-06,9.9907137673938e-07
1960,2.9282046511980298e-06,9.170104142697255e-07
1961,2.8424918525615794e-06,8.956177266483678e-07
1962,3.0904352854577155e-06,8.980210557396617e-07
1963,2.7648844707073295e-06,9.867197388047089e-07
1964,3.2068597306533775e-06,8.84608998941161e-07
1965,2.77213712251978e-06,8.804517790395039e-07
1966,3.408192810638866e-06,8.003963021252503e-07
1967,3.2007738752781734e-06,6.981355165081027e-07
1968,3.0384427986973606e-06,6.844918045700865e-07
1969,3.6633818183418043e-06,6.889846773106001e-07
1970,2.7983241750462184e-06,7.799437740096948e-07
1971,2.8970285939067253e-06,7.609966647947886e-07
1972,2.772331328060318e-06,6.65380016862116e-07
1973,2.4511705021268426e-06,9.278722138406081e-07
1974,2.449936545190212e-06,6.244384636033828e-07
1975,2.5587432332940807e-06,7.133638781908758e-07
1976,2.6613608099523844e-06,7.621845048433329e-07
1977,2.7027320470551786e-06,7.851380430246024e-07
1978,2.5740581861555256e-06,8.643560693855079e-07
1979,2.4859183440639754e-06,7.847496195090287e-07
1980,2.8766861532858456e-06,9.175833479702078e-07
1981,2.657363296520998e-06,6.825268226151593e-07
1982,2.3321586439806197e-06,8.001470450658132e-07
1983,2.5583345291124715e-06,7.489964719553655e-07
1984,2.56026217471117e-06,7.225564431223575e-07
1985,2.7779846334397007e-06,8.794745731677267e-07
1986,2.9169167419240694e-06,8.847860364369353e-07
1987,2.5384333923739177e-06,6.880779537254966e-07
1988,2.6984492649262393e-06,6.428305778793941e-07
1989,2.506974226434977e-06,6.305852129351308e-07
1990,2.3647144189453684e-06,7.382921833887224e-07
1991,2.4471617479093766e-06,6.359689557200454e-07
1992,2.6183253680756025e-06,7.603723171101251e-07
1993,2.6549421363597503e-06,7.699498230095969e-07
1994,2.5625592883216086e-06,6.472334770357691e-07
1995,2.5978960707107035e-06,6.924469548863499e-07
1996,2.7987617272628995e-06,6.864786463722794e-07
1997,2.696648607525276e-06,8.381475717911258e-07
1998,2.5642999474939643e-06,7.519339968453664e-07
1999,3.2178786568692885e-06,6.855302023822674e-07
2000,2.971567965914801e-06,7.696210775343104e-07
2001,2.6725391677473453e-06,8.122766568252615e-07
2002,2.896863605883482e-06,7.399883292791287e-07
2003,3.2381157950567285e-06,8.388015619864575e-07
2004,2.6922083975478017e-06,6.977189515033899e-07
2005,3.1098389854378183e-06,6.971804191735487e-07
2006,3.2028947316575795e-06,7.095124483491588e-07
2007,3.377731815135121e-06,8.975595515714474e-07
2008,3.2739710604801076e-06,6.790616051688403e-07
2009,3.451217821748287e-06,8.444468768686875e-07
2010,3.7525812501826294e-06,6.967594803342081e-07
2011,4.745166705788506e-06,7.628824079120022e-07
2012,5.198634482894704e-06,6.917441424114656e-07
2013,5.1174866086967086e-06,5.954782213990484e-07
2014,5.199667015176601e-06,6.533147955956053e-07
2015,5.4390326624798035e-06,5.574687387266408e-07
2016,5.444724337166917e-06,5.60297500840079e-07
2017,5.7937045596645476e-06,4.6689746024952683e-07
2018,5.5341484141990804e-06,5.630178847582101e-07
2019,5.1925357240634185e-06,5.01524187512814e-07
