year,vos_DET airs_NOUN,vos_DET fers_NOUN
1944,3.213186161588055e-08,2.5705489292704442e-08
1945,1.5249527862692958e-08,4.357008265287732e-08
1946,6.125285700875338e-08,3.480276067335808e-08
1947,4.0530959921625254e-08,3.576261309312656e-08
1948,2.9354097819123126e-08,4.348755267002957e-08
1949,2.552422073698324e-08,1.7670615193310368e-08
1950,3.19060831088791e-08,7.976521398944669e-08
1951,1.7058242818279723e-08,3.9447188182606396e-08
1952,2.741649041126948e-08,1.687168627029223e-08
1953,2.693456835345387e-08,1.7238124039309355e-08
1954,2.8340354951694735e-08,2.6385848173049453e-08
1955,3.378819002364253e-08,1.9709776921672528e-08
1956,2.8779766569897447e-08,3.1396108823855684e-08
1957,2.6505112771246786e-08,4.4175190172524026e-08
1958,3.7225095728121715e-08,3.722509556158826e-08
1959,3.7978666100890734e-08,3.95288145549344e-08
1960,4.0832916214927906e-08,5.6750835142338474e-08
1961,2.640300600376122e-08,3.404598114542523e-08
1962,3.107558699255719e-08,6.215117531738201e-08
1963,3.879631949033069e-08,4.7202189268347183e-08
1964,2.9203048756976102e-08,5.353892218451506e-08
1965,3.994591679656878e-08,3.447387353361364e-08
1966,4.7636043332133227e-08,4.2096969021798714e-08
1967,4.9303355398322424e-08,6.162919141683432e-08
1968,4.2668450106475575e-08,6.512552830351126e-08
1969,3.860494268703718e-08,3.633406109315729e-08
1970,2.3453497643988186e-08,2.7132476931868155e-08
1971,2.620582706391872e-08,4.52178994247987e-08
1972,2.4111690422046195e-08,4.463227937234748e-08
1973,7.718485461882807e-09,2.921997932503473e-08
1974,1.9689501584707614e-08,1.5751600912494723e-08
1975,1.313640396460869e-08,2.2845920266689745e-08
1976,2.1140049488721502e-08,2.0568696967870892e-08
1977,1.763034590540613e-08,1.3516598507123945e-08
1978,2.316830594040198e-08,2.257424647211792e-08
1979,2.867466974976196e-08,2.9845064752898054e-08
1980,1.5349907178663358e-08,4.0933085809768954e-08
1981,3.099519241267501e-08,1.2018544381930951e-08
1982,9.9320033308814e-09,2.1726258014886923e-08
1983,3.410270732473464e-08,1.4525227243211702e-08
1984,2.899504214504134e-08,1.91367283131072e-08
1985,2.225756545737312e-08,1.564045071233977e-08
1986,2.2779044428489215e-08,2.9372978049835297e-08
1987,1.8332450224534114e-08,2.444326768769045e-08
1988,1.1993107784658008e-08,2.218724926006388e-08
1989,1.2622680567453415e-08,4.061210356898215e-08
1990,1.47113579651581e-08,2.6153524457228627e-08
1991,2.0515127652220855e-08,2.6962739596569918e-08
1992,2.1488782808720686e-08,2.3141765059797592e-08
1993,1.717154241021035e-08,3.932837100428799e-08
1994,1.7407257746349103e-08,2.004472143823932e-08
1995,1.626735279813829e-08,4.337960635147908e-08
1996,1.7615704006601618e-08,1.2811421257197253e-08
1997,1.8220598585472203e-08,7.671831170341648e-09
1998,1.2873949017944142e-08,2.3363833201450745e-08
1999,9.597422329088445e-09,3.656161018383841e-08
2000,1.5021306976059634e-08,1.546311012567969e-08
2001,1.533424159871899e-08,2.4096664219541708e-08
2002,2.2782351449812666e-08,1.927737436346888e-08
2003,1.4584229823810801e-08,1.5417615628621206e-08
2004,2.2904915297772277e-08,1.5416769555409715e-08
2005,1.711424801875694e-08,2.341949789652631e-08
2006,2.017765970974139e-08,3.129596243267585e-08
2007,2.5165220352008077e-08,1.3581229835191166e-08
2008,2.639612536881053e-08,2.2990174292081278e-08
2009,2.288732470212551e-08,1.1443661795951243e-08
2010,4.2986517012622016e-08,1.6060896168568206e-08
2011,3.823972066774317e-08,1.682547690062819e-08
2012,5.7531869934734914e-08,2.1787217363566924e-08
2013,6.387096518345459e-08,2.3986476027637593e-08
2014,7.665676071688665e-08,2.9016964664396738e-08
2015,7.403361701463496e-08,3.701680828527287e-08
2016,7.726098316673813e-08,3.79055231647385e-08
2017,4.779661522125167e-08,1.4590545938109045e-08
2018,6.815071795784888e-08,2.607281318622867e-08
2019,5.892781684835313e-08,2.6275174147549762e-08
