year,aux_ADP autographes_NOUN,aux_ADP photographes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,0.0
1809,2.710836710662079e-08,0.0
1810,5.616304221689461e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,2.490997452753163e-08,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,6.212737702071536e-08,0.0
1822,8.02049271442229e-09,0.0
1823,0.0,0.0
1824,5.894778887238772e-09,8.421112696055388e-10
1825,0.0,0.0
1826,0.0,0.0
1827,9.217273055917019e-10,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,1.6698937344017395e-08,0.0
1831,0.0,0.0
1832,1.352996914505411e-08,0.0
1833,0.0,0.0
1834,5.600718555598405e-09,9.334530925997342e-10
1835,0.0,0.0
1836,1.9490174807401672e-08,0.0
1837,2.7831563720326358e-09,0.0
1838,4.418513555037862e-09,0.0
1839,5.5931801412612e-09,0.0
1840,1.7198159341091923e-08,0.0
1841,9.630822361827995e-09,6.420548537278137e-10
1842,8.720745015011744e-09,0.0
1843,1.0041748765843295e-08,0.0
1844,1.6465684371524958e-09,1.097712254427563e-09
1845,8.928364714222425e-09,5.580227946389016e-10
1846,1.4050803187615202e-08,0.0
1847,8.089835468183537e-09,1.0786447290911383e-09
1848,8.84974404868899e-09,0.0
1849,7.54147322368226e-08,0.0
1850,2.5798184921654865e-08,0.0
1851,2.192809134271556e-08,3.2247193804124663e-09
1852,3.5156944022674e-08,1.6927417689771573e-08
1853,1.970737528722566e-08,2.9859659189668264e-09
1854,8.313063126763609e-09,1.4028294081924741e-08
1855,1.2205955357558196e-08,3.343370380548549e-08
1856,1.346069211649592e-08,1.65670055451983e-08
1857,2.0990489346672803e-08,3.026535466688074e-08
1858,2.202154192332273e-08,5.970284888690003e-08
1859,3.5645213447565993e-09,6.874434177461808e-08
1860,2.9751696217772405e-08,4.577183787546346e-08
1861,1.6977470096435354e-08,6.413710451624866e-08
1862,1.8523744316212287e-08,4.563166200455271e-08
1863,1.4983863039219614e-08,5.2942979777981236e-08
1864,1.582260189536555e-08,6.520829742839851e-08
1865,1.929806203726514e-08,6.354240156269952e-08
1866,2.4814625021463144e-08,3.016680000245131e-08
1867,2.7661025470138156e-08,1.7955402498159856e-08
1868,5.433861360870651e-09,1.1855697534812748e-08
1869,1.953407746668745e-08,9.278686263769487e-09
1870,9.747882501187632e-09,2.981705193860762e-08
1871,1.3807530230280918e-08,1.5931766128574054e-08
1872,6.652073114565837e-09,3.38650991693612e-08
1873,1.4366410283628284e-08,4.1303430009520525e-08
1874,1.6728906260254917e-08,3.525019565131515e-08
1875,8.010138330405425e-09,2.0025344937835143e-08
1876,4.836811839936672e-09,4.897271921322499e-08
1877,1.1132669008873108e-08,2.288381928394756e-08
1878,1.2078177569208037e-08,3.2611080058586595e-08
1879,1.4662380642960215e-08,2.1382637660494197e-08
1880,1.7969970178555172e-08,2.631317030932223e-08
1881,9.761510710859511e-09,3.974329487732575e-08
1882,1.5307385581309063e-08,4.5256619785050134e-08
1883,2.5277355319985872e-08,3.728409936343269e-08
1884,8.582206056928499e-09,3.762967182296961e-08
1885,2.1915161241281567e-08,4.125206670702042e-08
1886,7.098810428374236e-09,3.097662520934463e-08
1887,2.8727267675776602e-08,2.6115698048556624e-08
1888,2.0924028731883482e-08,2.0924028731883482e-08
1889,2.192797943223468e-08,3.5711280488293085e-08
1890,2.2940351840361473e-08,7.668632512336515e-08
1891,1.466070642663908e-08,7.330353335444073e-08
1892,1.191017373614045e-08,5.328235630486233e-08
1893,1.847525021858587e-09,5.973664229941278e-08
1894,2.457600345451283e-08,5.4823392048319874e-08
1895,1.444467478961542e-08,5.416752912879019e-08
1896,1.4152869987071881e-08,5.071444775239797e-08
1897,2.9133568446582103e-08,6.118049145076299e-08
1898,5.092519295146758e-09,5.6017714911149596e-08
1899,1.6582735185011188e-08,6.909472993754662e-08
1900,1.2977633190303095e-08,5.762068921999486e-08
1901,2.3472702892490815e-08,7.433023085923196e-08
1902,1.6694965410124496e-08,4.3210498290591204e-08
1903,1.1880484152015924e-08,5.238213662828173e-08
1904,9.13686282189019e-09,4.622177574020725e-08
1905,9.28936660926638e-09,5.0059364486987334e-08
1906,5.658602919567102e-09,5.812928671744544e-08
1907,2.108565766434367e-08,4.577130496841164e-08
1908,1.4243028312321826e-08,6.139236519153712e-08
1909,1.0451868703853506e-08,3.300590023513905e-08
1910,1.1222716089775986e-08,4.756294202934441e-08
1911,1.2236860413850081e-08,4.735132819178034e-08
1912,1.82329742415277e-08,4.636384787204406e-08
1913,1.3787773589513108e-08,4.719660751106858e-08
1914,6.027069510139427e-09,4.955590426902745e-08
1915,1.1780762143587253e-08,4.7123048574349014e-08
1916,4.394984820521586e-09,4.504859418830165e-08
1917,7.676496771580332e-09,2.7416061643137368e-08
1918,5.743188147278033e-09,4.135095466040184e-08
1919,8.287063479883727e-09,3.314825391953491e-08
1920,1.0601124422748853e-08,2.1202248845497706e-08
1921,1.741731914250977e-08,3.559191341651058e-08
1922,1.3280283539529592e-08,2.3609393551282665e-08
1923,6.369568872344189e-09,2.229349149729387e-08
1924,2.062659898438568e-08,3.2229060309418855e-08
1925,2.4195990988573612e-08,1.8696901804560184e-08
1926,2.1177662290483568e-08,3.1209186346359274e-08
1927,1.5608915049369898e-08,2.1183527820767267e-08
1928,1.8281665847830197e-08,3.6563331917705e-08
1929,4.4561625500705304e-09,4.0105462062456354e-08
1930,1.575540586884472e-08,3.256117209193832e-08
1931,6.843213995466613e-09,5.2464642408267537e-08
1932,8.76762951129706e-09,4.3838147445462994e-08
1933,2.2941325283909464e-08,4.817677989876756e-08
1934,1.677421224144382e-08,2.6359476379411717e-08
1935,1.196828414151696e-08,3.590485420090772e-08
1936,1.576212937948185e-08,3.394919900756577e-08
1937,1.6368453259474336e-08,2.5182236629284205e-08
1938,6.482607339819424e-09,2.9819993585533666e-08
1939,7.647025235257843e-09,2.7529290846928234e-08
1940,1.0143131667916805e-08,3.0429394115571995e-08
1941,1.4757512545315876e-08,2.066051862925633e-08
1942,9.102635090130207e-09,9.102635090130207e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,5.7837350908584995e-08
1945,8.714016175304096e-09,3.921307367704685e-08
1946,1.9489545977080525e-08,2.9234318077442367e-08
1947,1.6689218895749036e-08,3.337843779149807e-08
1948,6.523132700664291e-09,1.522064252412747e-08
1949,1.7670615193310368e-08,3.7304630495782476e-08
1950,1.2762433776458693e-08,2.765194051512765e-08
1951,1.0661401539380222e-08,4.477788806411809e-08
1952,1.5817205767376663e-08,4.323369751091377e-08
1953,9.69644453618912e-09,3.9863161882536247e-08
1954,1.2704297169818801e-08,6.058972701339371e-08
1955,1.6894095011821264e-08,6.569925448118852e-08
1956,4.360570748929149e-08,6.104799266104521e-08
1957,2.1204090594473257e-08,5.742774433770137e-08
1958,8.272243334772611e-09,4.3015667472445784e-08
1959,1.4726420971555854e-08,2.5577467255288866e-08
1960,1.7302083321624195e-08,5.675083258882552e-08
1961,6.94815938118154e-09,5.7669720332498287e-08
1962,1.77574772664002e-08,4.8198868007887086e-08
1963,1.681173777967615e-08,3.685650185047962e-08
1964,1.2167936880302932e-08,4.1979379972190145e-08
1965,1.4774516721161035e-08,4.596516589572275e-08
1966,1.7171132071780448e-08,4.542041409649755e-08
1967,1.4791006641701188e-08,3.6484483212362306e-08
1968,1.3474247495537384e-08,4.895643224145374e-08
1969,9.537691525451919e-09,3.633406109315729e-08
1970,8.7375777724219e-09,3.4950309674153246e-08
1971,2.4150468291850302e-08,2.877502514042618e-08
1972,1.6416469239555198e-08,4.822338084409239e-08
1973,1.7642252103655665e-08,4.9618833486420044e-08
1974,1.5751600912494723e-08,5.175525974454587e-08
1975,9.138368284311582e-09,5.02610255637137e-08
1976,1.1427053914214724e-08,4.685091953282594e-08
1977,1.2341241639735046e-08,5.9355498294166864e-08
1978,1.128712323605896e-08,7.128709711423653e-08
1979,9.948355028654987e-09,5.617894560661085e-08
1980,8.527726080842513e-09,7.845507998816004e-08
1981,1.2651098835192442e-08,5.7562501543095834e-08
1982,1.0552754226011984e-08,7.014477398925578e-08
1983,1.2630632539867293e-08,1.0167659192372724e-07
1984,1.1598016769198694e-08,1.0148264761866699e-07
1985,1.0828004270990732e-08,1.1068626482035882e-07
1986,1.019062523255343e-08,8.692003916621616e-08
1987,9.777306964053878e-09,7.821845571243102e-08
1988,9.594486094499644e-09,7.075933428080106e-08
1989,6.585746614717891e-09,8.671232876178436e-08
1990,3.814055737905164e-09,1.1333194216422982e-07
1991,7.6199047072123e-09,8.499124248828593e-08
1992,8.264915862810085e-09,1.107498742713986e-07
1993,2.049506697687775e-08,1.0746062217847907e-07
1994,1.002236071911966e-08,9.072873996540665e-08
1995,1.1929391696696712e-08,1.6484250559001268e-07
1996,2.081855932090093e-08,1.0035613184911085e-07
1997,9.58978896292706e-09,1.1651593567751917e-07
1998,8.105819682135973e-09,8.582632915477006e-08
1999,1.0511462811280126e-08,6.535387764294853e-08
2000,1.502130686503733e-08,8.350079805374833e-08
2001,7.448059946568719e-09,8.455738509383082e-08
2002,1.1391176002462089e-08,8.411944918407244e-08
2003,1.5417615628621206e-08,8.08383027184334e-08
2004,1.7178685141061578e-08,9.470301165492856e-08
2005,9.457874483587148e-09,1.2115086633901484e-07
2006,1.1118302722934459e-08,8.812284191250797e-08
2007,1.1583990655594789e-08,1.190354858293663e-07
2008,1.2346575400945525e-08,1.0558450663777919e-07
2009,4.291373478793048e-09,1.2397301207833777e-07
2010,6.613310343794865e-09,1.2707003432810282e-07
2011,4.5887662558641296e-09,1.3383901803498688e-07
2012,6.468080293586809e-09,1.5693604352162716e-07
2013,5.857162754807632e-09,1.2495280232727168e-07
2014,6.9294245896855955e-09,1.4876609003011687e-07
2015,2.2165753954528356e-09,1.1016379397599252e-07
2016,4.764082017771898e-09,1.1703070956770034e-07
2017,6.289028409156572e-09,1.2301339735731887e-07
2018,5.162933192082164e-09,1.3320367558966595e-07
2019,6.632568272380013e-09,1.0739658595770862e-07
