year,soyez_VERB au_ADP,soyez_VERB faux_ADJ
1869,7.276443625414686e-08,0.0
1870,6.192772872282148e-08,0.0
1871,5.523012092112367e-08,0.0
1872,7.256806977551378e-08,6.047339295989218e-10
1873,4.968383571224422e-08,5.986004469882289e-10
1874,5.377148237784013e-08,0.0
1875,7.55241575944865e-08,0.0
1876,4.0508300269692654e-08,0.0
1877,5.566334415618712e-08,6.80329748092845e-09
1878,3.5026714861885466e-08,0.0
1879,3.9099681714560575e-08,0.0
1880,2.759673911612026e-08,0.0
1881,5.159655458442103e-08,0.0
1882,3.6604618669500155e-08,0.0
1883,3.22286295428853e-08,0.0
1884,6.733730906205437e-08,0.0
1885,3.867381437316908e-08,0.0
1886,3.9366129023221674e-08,0.0
1887,2.8074375046927003e-08,0.0
1888,2.4728396219586557e-08,0.0
1889,2.5060546526844973e-08,0.0
1890,3.342737020517461e-08,0.0
1891,2.995883363610119e-08,0.0
1892,2.9462008832581432e-08,0.0
1893,2.6481191461869003e-08,0.0
1894,2.8987080735731752e-08,0.0
1895,2.0463289063243906e-08,0.0
1896,3.125425296346407e-08,0.0
1897,3.496028155858255e-08,5.826713556089658e-10
1898,4.2437661385008596e-08,0.0
1899,2.5979618456517528e-08,5.527578395003729e-10
1900,2.906989760020906e-08,5.191053142894475e-10
1901,2.738482018926902e-08,1.676621730339889e-09
1902,2.3078333910575566e-08,0.0
1903,2.7541122937790874e-08,1.6200660812870638e-09
1904,2.3110889202371254e-08,0.0
1905,3.560923911294367e-08,0.0
1906,4.269673126167106e-08,0.0
1907,3.034277540336916e-08,0.0
1908,2.5539223624804208e-08,0.0
1909,4.015718158001391e-08,0.0
1910,3.15304897746671e-08,0.0
1911,2.606983251496331e-08,1.5961122423746588e-09
1912,3.959160244093596e-08,2.6047106693738442e-09
1913,3.181793895024043e-08,1.590896969716482e-09
1914,3.817144045292764e-08,2.0090231700464756e-09
1915,1.2958838335741518e-08,0.0
1916,1.2086208034389756e-08,0.0
1917,2.0836207093033465e-08,0.0
1918,1.72295644418341e-08,0.0
1919,3.2227467916534636e-08,0.0
1920,3.331781961435354e-08,0.0
1921,2.877643989762646e-08,0.0
1922,4.869437297827517e-08,0.0
1923,4.352538685026275e-08,0.0
1924,2.9650736532715882e-08,0.0
1925,3.959343963799711e-08,0.0
1926,3.6782257240020044e-08,0.0
1927,3.7907363914513326e-08,0.0
1928,3.656333324997263e-08,0.0
1929,4.0105462062456354e-08,0.0
1930,2.3107928015519974e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,3.287860916856289e-08,1.0959536611565568e-09
1933,2.86766552726192e-08,0.0
1934,3.474658250013363e-08,1.1981580172459871e-09
1935,3.2314367182095793e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,5.162358496235697e-08,0.0
1938,2.2040864577910213e-08,0.0
1939,4.8940961505650193e-08,0.0
1940,4.564409294971483e-08,0.0
1941,2.6563523380929155e-08,0.0
1942,3.944475457373642e-08,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,5.707652661612883e-08,0.0
1947,5.1259744893172865e-08,1.1920870957027319e-09
1948,4.566192934873925e-08,0.0
1949,3.141442661558358e-08,5.890204768377316e-09
1950,4.041437207114029e-08,0.0
1951,3.944718529602653e-08,0.0
1952,4.5342655408120436e-08,0.0
1953,3.770839596128894e-08,0.0
1954,5.472620046020893e-08,0.0
1955,2.9095383879962355e-08,0.0
1956,3.1396110600212523e-08,8.72114158667614e-10
1957,3.0922632454633003e-08,0.0
1958,3.060730069393003e-08,0.0
1959,2.7902692600889623e-08,0.0
1960,3.460416619915918e-08,0.0
1961,3.474079601772928e-08,0.0
1962,4.566208522405191e-08,6.341956404476434e-10
1963,4.4615767968991804e-08,0.0
1964,4.4412970190421674e-08,0.0
1965,4.213473392411515e-08,0.0
1966,3.489617084184715e-08,0.0
1967,4.68381879947799e-08,0.0
1968,4.491415817042821e-08,0.0
1969,4.1329995426053756e-08,0.0
1970,3.495031042355379e-08,0.0
1971,3.2885744571942155e-08,0.0
1972,3.1806909994713806e-08,0.0
1973,2.7014698478211585e-08,5.513203782392395e-10
1974,3.037808626871197e-08,0.0
1975,1.9419032160072902e-08,0.0
1976,3.199574960532914e-08,0.0
1977,3.173462137517902e-08,0.0
1978,2.4950483012986524e-08,0.0
1979,2.6333880631668194e-08,0.0
1980,3.297387363154769e-08,0.0
1981,1.8976649140967083e-08,0.0
1982,2.296775836185816e-08,0.0
1983,4.483874294081147e-08,0.0
1984,3.2474448019570445e-08,0.0
1985,4.932757713405067e-08,0.0
1986,2.817408106814412e-08,0.0
1987,3.055408481777988e-08,0.0
1988,3.058242503684028e-08,0.0
1989,5.2137162143139903e-08,0.0
1990,2.5063794151236607e-08,0.0
1991,4.0444111171211716e-08,0.0
1992,3.85696106164346e-08,0.0
1993,3.378916613172578e-08,0.0
1994,3.9034457000042266e-08,0.0
1995,3.68726640331829e-08,0.0
1996,3.096093426080415e-08,0.0
1997,2.972834511894007e-08,0.0
1998,2.8131961649080495e-08,0.0
1999,3.290544903222781e-08,0.0
2000,3.1368023734046346e-08,0.0
2001,3.373532986294947e-08,0.0
2002,2.0591741367592675e-08,0.0
2003,2.083461403401543e-08,0.0
2004,3.567880835220194e-08,0.0
2005,4.728937241793574e-08,0.0
2006,4.612036708095957e-08,4.1178899179428186e-10
2007,5.072988784604604e-08,0.0
2008,5.449522699763065e-08,0.0
2009,5.5787853447952784e-08,0.0
2010,8.172161880537487e-08,0.0
2011,8.221540070962874e-08,0.0
2012,1.0485098389523273e-07,3.404252713057332e-10
2013,1.2829975304384789e-07,2.789125042035323e-10
2014,1.0697299490658452e-07,0.0
2015,1.3388115149837176e-07,0.0
2016,1.2738741439477508e-07,0.0
2017,1.1496343699235467e-07,0.0
2018,1.3965734702026111e-07,0.0
2019,1.2984527941739543e-07,0.0
