year,les_DET hôtes_NOUN,les_DET fautes_NOUN
1800,9.24384380596166e-07,7.882420305804771e-06
1801,5.762461938729757e-07,8.996107453640434e-06
1802,3.9162202369880106e-07,6.717996143379423e-06
1803,4.056705655841597e-07,6.635054035086796e-06
1804,4.4493317474803007e-07,7.976662942610346e-06
1805,5.316181272974063e-07,8.761749199948099e-06
1806,4.6971208078616655e-07,8.500923854626308e-06
1807,2.7615464937014167e-07,7.851902324773619e-06
1808,6.005095798400362e-07,8.33235424124723e-06
1809,5.760527983511565e-07,6.860675625830481e-06
1810,6.52895366215489e-07,9.056290707576409e-06
1811,5.189648888404008e-07,7.240437696509616e-06
1812,6.934741207942352e-07,7.054765944758401e-06
1813,4.975033007781349e-07,7.678230389274177e-06
1814,4.436814649011467e-07,8.939709971400589e-06
1815,2.2656677223231725e-07,8.105157235149818e-06
1816,2.850652691677169e-07,8.348009089331754e-06
1817,5.153250981493329e-07,9.39573084224321e-06
1818,4.530047377215851e-07,8.955188377512968e-06
1819,3.767782104091566e-07,9.449473452605162e-06
1820,3.773541124019175e-07,1.1559139522887563e-05
1821,3.885426451688545e-07,1.0222418495686725e-05
1822,4.331066065788036e-07,8.862644278906373e-06
1823,4.457091904441768e-07,8.691823296658185e-06
1824,6.778995924605624e-07,8.868274051110348e-06
1825,6.516027752923037e-07,8.236611279244244e-06
1826,5.487374110657584e-07,7.901642646856999e-06
1827,4.350552842424804e-07,8.60524647805505e-06
1828,4.916353475437063e-07,8.587108453639303e-06
1829,4.775259156986067e-07,8.433433634991161e-06
1830,6.867437747359872e-07,8.500802834987553e-06
1831,4.989185882209313e-07,8.455111185412534e-06
1832,5.912596634516376e-07,7.921797276821962e-06
1833,7.031262327927834e-07,7.019678974984345e-06
1834,8.177049082291887e-07,7.981024197079023e-06
1835,7.714349905540985e-07,7.172076493588975e-06
1836,7.164319484331827e-07,7.654934108813904e-06
1837,6.12294389412682e-07,7.575055974484712e-06
1838,7.031748623376188e-07,7.487486470836302e-06
1839,7.907358323677727e-07,6.965606672793001e-06
1840,8.363401278188576e-07,7.456357479895814e-06
1841,8.56501163326584e-07,7.195508743507162e-06
1842,9.290946891837848e-07,7.16711039672191e-06
1843,9.911796681194573e-07,7.390727006395537e-06
1844,1.1816872316217086e-06,7.7388712895754e-06
1845,9.547769792561667e-07,6.879862922914981e-06
1846,7.956267253916849e-07,7.26894873537276e-06
1847,7.777028514510675e-07,7.0893923975745565e-06
1848,9.026738609918539e-07,6.523870183627878e-06
1849,9.753639247378487e-07,7.035356730966669e-06
1850,1.0733402575624496e-06,6.454298414837467e-06
1851,1.1660585741424256e-06,7.211762294900836e-06
1852,9.850455384707857e-07,6.9578200623254816e-06
1853,9.680501449338408e-07,6.587040758176954e-06
1854,9.066434571991522e-07,7.566446043938413e-06
1855,1.1197637448390196e-06,7.043366764492021e-06
1856,1.0079987262656687e-06,7.385778133084386e-06
1857,1.0832069108346332e-06,7.4413722472854715e-06
1858,1.1666524102338371e-06,7.677688159901663e-06
1859,1.3147992063977654e-06,7.466144751333559e-06
1860,1.3548464039558894e-06,6.793913854608036e-06
1861,1.2935887951925906e-06,6.91831886001637e-06
1862,1.1349181079367554e-06,6.904386509631877e-06
1863,1.3215766259122574e-06,6.619870561053176e-06
1864,1.2797128476904618e-06,6.4139076982883125e-06
1865,1.3583952949147715e-06,6.908705955765981e-06
1866,1.2008332959112522e-06,6.624532147725404e-06
1867,1.405374206342458e-06,6.214025091821895e-06
1868,1.2616437814472192e-06,6.486054616061665e-06
1869,1.2531110158420233e-06,7.069382292002047e-06
1870,1.0206606617657599e-06,6.57924738334259e-06
1871,1.275603359829347e-06,7.67698674053463e-06
1872,1.1387140119722972e-06,6.995562216616236e-06
1873,1.291181149554177e-06,6.263755068403043e-06
1874,1.1375655901701975e-06,6.102465732737983e-06
1875,1.0745028262704182e-06,6.143203506780992e-06
1876,1.1118621188188627e-06,6.15121524560891e-06
1877,1.2221196641348797e-06,5.543450726008814e-06
1878,1.211441229997945e-06,5.479265070107431e-06
1879,1.0318650467411317e-06,6.27549871978772e-06
1880,1.1840926532613594e-06,5.980148927164919e-06
1881,1.0800414784739587e-06,5.785089712162517e-06
1882,1.252543469831835e-06,5.6624017759077105e-06
1883,1.38583104103418e-06,5.6406420014809555e-06
1884,1.2516817946561787e-06,5.817415370756862e-06
1885,1.3116868728957343e-06,5.462676170964187e-06
1886,1.2868207193150738e-06,5.400258743293307e-06
1887,1.2215618241384618e-06,5.414437168838049e-06
1888,1.226908963758433e-06,5.229105170201365e-06
1889,1.2962568121110962e-06,5.126761635665389e-06
1890,1.4386877893457495e-06,5.374597122909108e-06
1891,1.213014058976114e-06,5.092364290248952e-06
1892,1.1521525351554374e-06,5.111971944415927e-06
1893,1.3222120429645656e-06,4.709341197894901e-06
1894,1.236362017209558e-06,4.849034496601234e-06
1895,1.3674292489440631e-06,5.390270956695531e-06
1896,1.2183261901554943e-06,4.777183221449377e-06
1897,1.1962243178231802e-06,4.758676766414283e-06
1898,1.2742615211891462e-06,5.1457080303407565e-06
1899,1.2243586056115419e-06,4.884168276930723e-06
1900,1.2827092774614357e-06,4.5712416181231674e-06
1901,1.4625729392037101e-06,4.830905879771308e-06
1902,1.0566930654931639e-06,3.959652900675792e-06
1903,1.2928127404165934e-06,4.5923473237508006e-06
1904,1.3339819417979015e-06,4.391606239551038e-06
1905,1.2989630775450678e-06,4.690097910042823e-06
1906,1.2623829022118116e-06,4.925556851276269e-06
1907,1.2779965814502248e-06,4.55964470802428e-06
1908,1.2641915247968427e-06,4.748822220790316e-06
1909,1.3081339034215489e-06,4.914028465918818e-06
1910,1.565301730011015e-06,4.743468167589526e-06
1911,1.3327536976248666e-06,4.888359683263843e-06
1912,1.401855243443606e-06,4.845282575161036e-06
1913,1.5352155315895288e-06,4.81087221260168e-06
1914,1.405646500529656e-06,4.802904754797055e-06
1915,1.357143773361713e-06,4.873701072938275e-06
1916,1.7294265006739806e-06,5.287166572998103e-06
1917,1.5210431172363315e-06,5.426186874046834e-06
1918,1.3393114670634532e-06,4.979343998456898e-06
1919,1.6353138931890498e-06,4.675745259419273e-06
1920,1.4031345614284874e-06,4.956782930776171e-06
1921,1.469112973495612e-06,4.4149117286451656e-06
1922,1.5685491234762594e-06,4.459224157926656e-06
1923,1.4756167558971356e-06,4.641292633777994e-06
1924,1.6539954117433808e-06,5.041914107550838e-06
1925,1.4451605920839938e-06,4.540047683576631e-06
1926,1.6529723723124334e-06,4.3960370703644e-06
1927,1.621097339921107e-06,4.467494619575518e-06
1928,1.542515605024164e-06,4.093950593642148e-06
1929,1.60199049048515e-06,4.2456086646325275e-06
1930,1.525123195733613e-06,4.661499048097539e-06
1931,1.4541830211101114e-06,4.392202725966854e-06
1932,1.455426499319401e-06,4.17558365484183e-06
1933,1.5703336231354115e-06,4.2510274624874e-06
1934,1.503688309867357e-06,4.092907772701437e-06
1935,1.6025532545427268e-06,4.182915319006497e-06
1936,1.9423792991801747e-06,4.117553118021533e-06
1937,1.6255133914455655e-06,3.94227902233979e-06
1938,1.7425248017843842e-06,4.310933718443266e-06
1939,1.4850522660481147e-06,3.965747168876987e-06
1940,1.2222473486644958e-06,4.03443067398257e-06
1941,1.2750491436008815e-06,4.028801100730561e-06
1942,1.8630060338864496e-06,4.472428116741867e-06
1943,2.636137480749312e-06,4.267755571163434e-06
1944,1.8636480092482088e-06,4.116091417927237e-06
1945,1.6425920676965688e-06,4.293831295854034e-06
1946,1.6426902504917962e-06,3.920183047512182e-06
1947,1.517526825978166e-06,4.212835818862004e-06
1948,1.8710519356091027e-06,3.921489906133502e-06
1949,1.5785749809538174e-06,3.7275181625773257e-06
1950,1.5570168727663258e-06,3.710677674462204e-06
1951,1.5832181787800437e-06,4.079052388306081e-06
1952,1.5332145437696454e-06,3.5736339327741007e-06
1953,1.3909011187251963e-06,3.4497795695642708e-06
1954,1.4678349344876551e-06,3.801516555768103e-06
1955,1.40314840280098e-06,3.4773676986787905e-06
1956,1.3622423438164333e-06,3.7596840343212534e-06
1957,1.3402751761759646e-06,3.535782070684945e-06
1958,1.3500300752866679e-06,3.193913258314751e-06
1959,1.2261682940106766e-06,3.3405722490442713e-06
1960,1.4720612711016656e-06,3.470797906857115e-06
1961,1.4716201093278869e-06,3.5685746411218133e-06
1962,1.4161588666183889e-06,3.911084519359065e-06
1963,1.480726240288277e-06,3.3565282819836284e-06
1964,1.3433402159535035e-06,3.940586225326115e-06
1965,1.1546011791097044e-06,3.838638519937376e-06
1966,1.0640562138064524e-06,3.900062580441954e-06
1967,1.110311572460887e-06,4.276079948795086e-06
1968,1.1650732361090377e-06,4.135246541636661e-06
1969,1.027345589932338e-06,3.6433981165373552e-06
1970,1.053108015014459e-06,3.7222079640741867e-06
1971,1.2337292503161734e-06,3.5670754527927784e-06
1972,1.0711746796232546e-06,3.2766247954896244e-06
1973,1.0816906126365211e-06,2.8492237333921366e-06
1974,1.0249791699834532e-06,3.082813378796345e-06
1975,1.053196953648694e-06,2.9088568567203765e-06
1976,1.0164364283582472e-06,2.7876297679085837e-06
1977,1.0090434656717662e-06,2.7996988762879482e-06
1978,9.166332262111609e-07,3.039206518451465e-06
1979,1.0147321560793898e-06,2.9850915552742663e-06
1980,9.659071054102242e-07,2.5486530574880817e-06
1981,1.095585197674609e-06,2.6624236824090985e-06
1982,9.94441890611597e-07,2.6797788024168767e-06
1983,9.485604977044204e-07,2.5229688560557406e-06
1984,9.324805887445109e-07,2.613613162338879e-06
1985,1.0184339558350075e-06,2.526534444768913e-06
1986,1.0196619797397943e-06,2.5536506882417598e-06
1987,9.716198974274448e-07,2.449826439487879e-06
1988,8.98283751382678e-07,2.447793178816937e-06
1989,9.066378083844029e-07,2.5333171009833677e-06
1990,8.668803843647765e-07,2.5548725517410276e-06
1991,9.70658625476517e-07,2.3762381005099087e-06
1992,8.915089679817356e-07,2.5681849962211345e-06
1993,9.804397365087425e-07,2.484888369735927e-06
1994,8.540106435361849e-07,2.559921966849288e-06
1995,1.0405683283920553e-06,2.4856514784232786e-06
1996,9.080094827140783e-07,2.440042038642787e-06
