year,mêmes_ADJ hôtes_NOUN,mêmes_ADJ fautes_NOUN
1800,3.144164484325529e-09,2.483890000348765e-07
1801,0.0,2.404994461358001e-07
1802,0.0,3.4910306112578837e-07
1803,3.900678446910888e-09,4.4077665961594903e-07
1804,0.0,3.336998872782715e-07
1805,4.5486043376286034e-08,3.01345039588341e-07
1806,0.0,2.305335300434308e-07
1807,0.0,2.5053205376934784e-07
1808,0.0,3.104521510977065e-07
1809,0.0,3.388545906091167e-07
1810,0.0,2.340126741273707e-07
1811,2.5070767684098882e-09,3.359483002896013e-07
1812,2.6672082320544632e-09,1.440292436427626e-07
1813,0.0,2.5881675469463516e-07
1814,0.0,2.2970742463712668e-07
1815,0.0,1.4295284245235962e-07
1816,0.0,2.943357060303242e-07
1817,7.784366928831332e-09,2.631116160500824e-07
1818,1.1921177378582115e-09,3.361772087373538e-07
1819,5.175524897538253e-09,2.774081337975076e-07
1820,0.0,4.0108704979502363e-07
1821,0.0,3.333182974074589e-07
1822,1.0025615893027862e-09,3.178120095981285e-07
1823,0.0,1.8480623964478582e-07
1824,8.421112696055388e-10,2.778967314043257e-07
1825,4.4027217427355936e-09,3.284430363237334e-07
1826,5.284790383086602e-09,2.827362948210066e-07
1827,0.0,2.451794500757387e-07
1828,1.8344602503717056e-09,2.302247565921789e-07
1829,8.57317605795771e-10,2.794855333831947e-07
1830,0.0,2.557024743055081e-07
1831,0.0,2.946737822639989e-07
1832,0.0,1.8671357793209609e-07
1833,0.0,2.6758181093100575e-07
1834,1.8669061851994684e-09,2.2122837606275425e-07
1835,0.0,1.8075780872095493e-07
1836,2.688300027031687e-09,2.1237569569620973e-07
1837,2.0873671680021744e-09,2.0943251399785368e-07
1838,0.0,2.266066161382696e-07
1839,6.9914751765765e-10,1.8667238066427672e-07
1840,6.369688665408546e-10,2.0637791919853044e-07
1841,6.420548537278137e-09,2.0353138552309247e-07
1842,0.0,2.1533530514261656e-07
1843,5.906911071384968e-10,2.575413304839458e-07
1844,1.3172547497219966e-08,2.3655698555558047e-07
1845,1.674068439427856e-09,1.8358950626407022e-07
1846,1.1709002656346001e-09,2.1486019363692321e-07
1847,3.775256551818984e-09,1.9092011882548832e-07
1848,0.0,3.04913896798098e-07
1849,5.865590679832167e-09,2.329477410967229e-07
1850,1.3577992064028876e-09,2.1113777393111377e-07
1851,7.094382858952031e-09,2.0573709491600312e-07
1852,1.9531636308300904e-09,2.552133935296297e-07
1853,1.7915795513800958e-09,2.526127218516194e-07
1854,2.0782657816909023e-09,2.540679986395844e-07
1855,3.714855978387277e-09,1.6663781821080192e-07
1856,1.5531567143511893e-09,2.241722967255555e-07
1857,2.9289055625270066e-09,1.913551557208848e-07
1858,3.4255731584664773e-09,2.5691798555271816e-07
1859,2.5460866748261424e-09,1.9553945662664773e-07
1860,9.15436793036406e-09,2.1970483032873744e-07
1861,9.431927461278633e-10,1.938261107170547e-07
1862,4.517986262886353e-10,1.6581009276706027e-07
1863,4.495158911765884e-09,2.2525739495904418e-07
1864,2.3973640850272204e-09,2.3638008883608563e-07
1865,9.41368871743009e-10,2.584057483545621e-07
1866,9.731225825149181e-10,2.238181906477621e-07
1867,4.85281148598915e-10,2.0139167133947922e-07
1868,2.9639244392143382e-09,2.1636648739331577e-07
1869,9.767038289254515e-10,2.0950297141553165e-07
1870,3.4404292748035914e-09,2.098661866511975e-07
1871,3.18635318130589e-09,3.29256494069341e-07
1872,4.23313739617015e-09,2.527787898998213e-07
1873,4.788803575905831e-09,2.4063737669166585e-07
1874,2.9873046258899194e-09,1.583271398430952e-07
1875,7.437985338754061e-09,2.6376238793091034e-07
1876,2.418405919968336e-09,1.7231141669071803e-07
1877,4.9478527941460015e-09,2.1213918444118463e-07
1878,4.831270938865373e-09,1.769452921962511e-07
1879,0.0,1.4967847050684213e-07
1880,3.8507077526617195e-09,2.1050536247457785e-07
1881,0.0,2.440377784296288e-07
1882,6.655385131892899e-10,1.2778339453234366e-07
1883,2.5277355764075082e-09,1.6999021568153694e-07
1884,8.582206056928499e-09,2.1785599813028966e-07
1885,1.2891271383708158e-09,1.6565283544878184e-07
1886,1.936039106809062e-09,1.8263303047660884e-07
1887,3.9173548849191775e-09,1.7040493105469068e-07
1888,1.9021844099853524e-09,1.826097104640212e-07
1889,9.397704836544563e-09,1.7103823779507366e-07
1890,1.9663159989136147e-09,1.3567580481321784e-07
1891,2.5496880162734215e-09,1.6381746092974936e-07
1892,3.761107425503951e-09,1.5608596015681542e-07
1893,7.390100087434348e-09,1.3363764139739942e-07
1894,1.1342770278588432e-08,1.1027693602727595e-07
1895,2.4074457982692365e-09,1.2338159649516456e-07
1896,8.255840455717589e-09,1.7101383775752765e-07
1897,5.2440420894583895e-09,1.7888010006572586e-07
1898,2.26334195829736e-09,1.4655138613761665e-07
1899,8.844125432005967e-09,1.1994845294793777e-07
1900,8.30568502863116e-09,1.5157874599935894e-07
1901,3.353243460679778e-09,1.251877534969026e-07
1902,3.437198747846537e-09,1.2766737711444875e-07
1903,1.6200660812870638e-09,1.3392546804880112e-07
1904,4.299700151477737e-09,1.2307891950058547e-07
1905,3.096455536422127e-09,1.192135385963411e-07
1906,4.629765903985117e-09,1.19345074267585e-07
1907,1.028568674676933e-09,1.2445680397377146e-07
1908,9.822778146428846e-09,1.1247080777820884e-07
1909,1.0451868703853506e-08,1.479764506484571e-07
1910,3.740905363258662e-09,1.1864014481943741e-07
1911,1.2236860413850081e-08,1.090676704507132e-07
1912,4.167536982180309e-09,1.3804965703911876e-07
1913,5.302989602995467e-09,1.3098384954446374e-07
1914,2.276892807628883e-08,1.0781757708855366e-07
1915,1.6493066468115103e-08,1.4725952723892988e-07
1916,8.789969641043172e-09,1.6041694550494867e-07
1917,3.3995917192441993e-08,1.2830716400458186e-07
1918,0.0,1.252014953934122e-07
1919,6.4454939163738345e-09,1.0128633221029304e-07
1920,3.558949046578164e-08,1.309996093823429e-07
1921,9.844571380313027e-09,1.1056211235427327e-07
1922,1.1804696775641332e-08,1.372296054569233e-07
1923,2.1231896241147297e-09,1.1359064444604883e-07
1924,3.867487219366694e-09,8.508472149060253e-08
1925,1.2097995494286806e-08,1.0008341888578798e-07
1926,1.114613823460786e-08,9.585679094925581e-08
1927,1.2264147031260109e-08,8.027441822378023e-08
1928,1.1426041446327417e-08,1.0854738974330758e-07
1929,2.785101571589621e-08,1.325708325339292e-07
1930,2.4158287814657342e-08,1.3759721184669615e-07
1931,2.737285598186645e-08,7.86969636124013e-08
1932,6.575722188983946e-09,9.206010531670472e-08
1933,1.1470662641954732e-08,9.291236580111217e-08
