year,mêmes_ADJ hôtes_NOUN,mêmes_ADJ fautes_NOUN
1934,1.3179738189705859e-08,8.626737724171107e-08
1935,1.196828414151696e-08,1.0891138657598276e-07
1936,2.0612015205756506e-08,9.214782892286166e-08
1937,6.295559185076627e-09,9.443338910841703e-08
1938,1.0372171566075394e-08,1.0761127811065307e-07
1939,2.9058696782158222e-08,1.1623478712863289e-07
1940,1.0143131667916805e-08,9.889553354014424e-08
1941,5.9030051957620344e-09,1.2101160962174617e-07
1942,1.517105907566929e-08,1.69915864489667e-07
1943,1.4516175816936538e-08,9.00002916637277e-08
1944,2.2492303131116387e-08,1.735120491730413e-07
1945,1.742803235060819e-08,1.0238969139209075e-07
1946,1.2528993842408909e-08,1.3921103914071864e-07
1947,3.5762612871081956e-09,1.1682453759931377e-07
1948,9.784699273041042e-09,1.1198044802540608e-07
1949,1.47255123650325e-08,6.282885323116716e-08
1950,1.1698897850465073e-08,9.040057591391815e-08
1951,2.0256663901818683e-08,9.275419188270462e-08
1952,1.687168627029223e-08,8.541291407482277e-08
1953,1.0773827163745864e-08,1.1312518921613446e-07
1954,2.052232517257835e-08,6.547599440409613e-08
1955,4.6928039232341234e-09,6.569925403709931e-08
1956,2.3547082506070183e-08,6.01758785023776e-08
1957,1.5903067307476704e-08,1.0160293584249303e-07
1958,1.4062814024384807e-08,6.700517474200751e-08
1959,1.007597205671118e-08,7.905762799964577e-08
1960,4.844583401109048e-09,6.990041612198183e-08
1961,1.389631876236308e-08,7.642974964028326e-08
1962,8.8787386332001e-09,8.244543181490371e-08
1963,1.8104948651398445e-08,8.599850787049945e-08
1964,7.909158661334459e-09,8.82175399397056e-08
1965,9.849678406226303e-09,1.017800101976718e-07
1966,1.3293779410616935e-08,6.923843187678358e-08
1967,7.888536934785861e-09,9.07181743059482e-08
1968,7.635406973349745e-09,9.791286714744274e-08
1969,1.090021850558287e-08,8.674757623339246e-08
1970,7.3579600190498695e-09,8.093756065363777e-08
1971,8.221435976452085e-09,8.735275969229406e-08
1972,8.208234980600082e-09,7.233506948978174e-08
1973,3.859242703185828e-09,7.277429148189185e-08
1974,6.1881286761433785e-09,5.85059467539395e-08
1975,6.282628195464213e-09,3.8838066984681063e-08
1976,1.2569759455516305e-08,5.484985621251326e-08
1977,1.1165885105413054e-08,7.698584170157119e-08
1978,2.970295565063452e-09,4.633661276898238e-08
1979,2.3407893401383717e-09,6.14457178471639e-08
1980,9.096241093686785e-09,5.571447658780926e-08
1981,8.223214109648325e-09,5.503228095449231e-08
1982,4.345251713999687e-09,6.207502423194455e-08
1983,4.4207211225000265e-09,3.915495838668903e-08
1984,2.8995041922996734e-09,6.088959025873919e-08
1985,4.210890747202711e-09,5.594468888148185e-08
1986,8.392279760016663e-09,4.7356433441336776e-08
1987,4.888653482026939e-09,5.010869941202145e-08
1988,8.395175221664886e-09,3.537966719591168e-08
1989,7.683371272548811e-09,5.378359801966326e-08
1990,6.538381391862913e-09,4.140974851907231e-08
1991,5.8614650910726596e-09,5.5097771678447316e-08
1992,3.30596661157756e-09,3.305966345124034e-08
1993,6.093128224193833e-09,5.539207492688547e-08
1994,5.274926606624319e-10,4.2199413741172975e-08
1995,6.506940763983948e-09,5.314001683132119e-08
1996,4.270473752399084e-09,4.056949975961288e-08
1997,4.794894259418925e-09,4.890792482115103e-08
1998,4.7681290027412615e-09,4.72044803245808e-08
1999,9.140402323914998e-10,3.8846710737061585e-08
2000,8.836062992401139e-10,4.329670844072098e-08
2001,3.066848330846028e-09,4.600272518473503e-08
2002,2.1906108038649563e-09,4.205972459203622e-08
2003,2.5001538617175356e-09,4.458607349988597e-08
2004,7.047666006343434e-09,4.933366071213641e-08
2005,3.602999676388663e-09,4.3235996116663955e-08
2006,1.6471559671771274e-09,5.394435831362898e-08
2007,3.595031605740928e-09,4.433872291542684e-08
2008,2.1287198670449925e-09,3.8316958494988285e-08
2009,4.76819250749827e-10,4.100645512039591e-08
2010,4.723793023408973e-10,4.440365586333428e-08
2011,5.353560705856353e-09,3.938691151006424e-08
2012,1.7021263287730903e-09,5.2425491503527155e-08
2013,1.9523875849358774e-09,4.769403716409215e-08
2014,2.3819897165822113e-09,4.677361431504323e-08
2015,1.5516027351836215e-09,5.031626315599169e-08
2016,8.285360175719347e-10,7.228976528494968e-08
2017,2.0124890642847504e-09,3.773417134311785e-08
2018,1.8070267504555204e-09,3.872199982879465e-08
2019,1.02039510174734e-09,4.26014956644849e-08
