year,des_DET îles_NOUN,des_DET iles_NOUN,des_DET fils_NOUN
1800,4.276063705788147e-06,3.584347454399506e-07,2.3927091348241447e-06
1801,3.000289961363478e-06,3.0002900719416914e-07,2.52405354927987e-06
1802,3.981117544071822e-06,2.7077865638602816e-07,2.595894642354324e-06
1803,4.341455323242371e-06,4.1542226791868586e-07,2.004948610689894e-06
1804,4.23180875941398e-06,3.4605912624385837e-07,2.4224140275919126e-06
1805,3.894742476973079e-06,4.4633179796527145e-07,2.1321583716371606e-06
1806,2.8903140716352027e-06,1.6425513926776603e-07,2.3572054459464198e-06
1807,3.2910801905927656e-06,2.135216305987342e-07,2.2946457249872765e-06
1808,4.0018864524427045e-06,3.489753863661349e-07,1.4842784992197267e-06
1809,3.318515751971063e-06,2.756017205562955e-07,1.6829777820248637e-06
1810,2.7028463058798025e-06,2.363527977777835e-07,1.631068357710319e-06
1811,3.0260417602789857e-06,3.6854028939714567e-07,1.9555198491616466e-06
1812,3.326008723547602e-06,4.267533113555544e-07,2.299133470273773e-06
1813,3.640688916561885e-06,2.4156230171712423e-07,1.99576466286544e-06
1814,2.608595345066078e-06,1.7621391412703247e-07,1.4537648027612704e-06
1815,3.827360323782614e-06,3.2096960111971384e-07,1.5428118249616318e-06
1816,4.03263070580806e-06,4.959672210702593e-07,2.8854167553049592e-06
1817,3.1090761787311294e-06,2.522134935345477e-07,1.9211817914310814e-06
1818,3.2795159938814322e-06,2.813397803613782e-07,1.714265344787691e-06
1819,2.586727298137248e-06,2.546358294219786e-07,1.4284449534329724e-06
1820,3.5172250179016373e-06,2.7530236756945214e-07,2.077820944634823e-06
1821,2.921959094237536e-06,2.0709126091755792e-07,1.8490289974693042e-06
1822,2.6968907320679136e-06,3.398683645627898e-07,1.5309115610762092e-06
1823,2.610017496351702e-06,4.882047340837303e-07,1.8974758972944983e-06
1824,3.4105506259152207e-06,3.023179395711395e-07,2.0564357328112237e-06
1825,3.725582956803919e-06,2.888185297589274e-07,1.6615870990221993e-06
1826,3.956546528627314e-06,3.576041787134443e-07,1.735172865835466e-06
1827,3.0370913819410816e-06,2.5624019173164925e-07,1.8747933978602305e-06
1828,3.590955969912102e-06,3.4029238227262226e-07,1.7418199504959375e-06
1829,3.2612361451356264e-06,4.2265756683423916e-07,1.7309242821283988e-06
1830,3.334569143476074e-06,2.974498249930235e-07,1.846276205696995e-06
1831,3.0200166989402533e-06,2.946737971409874e-07,1.922395725273418e-06
1832,2.5693411558336265e-06,4.383709959476789e-07,2.0294953060329135e-06
1833,4.806047627425869e-06,5.189465461796772e-07,1.7410193606792745e-06
1834,3.4332405789427867e-06,3.4071037724459075e-07,2.192681328949675e-06
1835,3.022209931202724e-06,4.0462519734774105e-07,1.8378303821009467e-06
1836,2.916805563302205e-06,4.509623268145191e-07,1.7191678480799055e-06
1837,3.2020214959516125e-06,5.114049805854393e-07,2.053969375026554e-06
1838,2.6441645530894675e-06,4.1597145616911746e-07,2.10384351362336e-06
1839,3.2293624769863527e-06,6.35525085890265e-07,2.4609992834712102e-06
1840,2.58800446317764e-06,4.4396729736995155e-07,2.14403724640988e-06
1841,2.5855549381503806e-06,4.6741593262566994e-07,2.088604517780368e-06
1842,2.2029942954304715e-06,4.04508388118785e-07,1.8152565459672587e-06
1843,2.3285042587417593e-06,5.079943405927878e-07,1.91679258421118e-06
1844,2.1240732266392115e-06,4.544528633410039e-07,1.9599652389956645e-06
1845,2.0674743694826248e-06,4.871539065476327e-07,1.8933713619162518e-06
1846,2.0279992938299074e-06,4.1391324367978655e-07,1.9015419923107402e-06
1847,2.1540535648512105e-06,4.185141433410422e-07,2.0526609461057888e-06
1848,2.411152955517082e-06,4.030656070574956e-07,1.775580422247458e-06
1849,2.295121817041945e-06,5.354446133143398e-07,1.6222546790345405e-06
1850,1.5682581384623973e-06,4.1684435014843757e-07,2.0801483913146512e-06
1851,2.211512644123559e-06,3.766472331800941e-07,1.9154832813228495e-06
1852,1.8489949233924108e-06,4.186280719853386e-07,2.2532997583368797e-06
1853,2.103314322710048e-06,3.744401331218228e-07,2.2179755774232035e-06
1854,1.977989530388413e-06,3.0134853934438155e-07,2.252320513207451e-06
1855,2.1609847493664347e-06,3.614024244313896e-07,2.280921506780942e-06
1856,1.815122598003427e-06,3.085604831087885e-07,2.6709118259304887e-06
1857,1.916480503183493e-06,3.168099457773188e-07,2.1254089901390216e-06
1858,1.6261685544805005e-06,3.205357820279531e-07,2.0905784197111643e-06
1859,1.9070189516412483e-06,3.1775161080105363e-07,2.09288335284441e-06
1860,1.92974074053609e-06,3.3321898651461623e-07,2.2881341479319417e-06
1861,1.8496009488444543e-06,2.749406818880473e-07,2.813072256913074e-06
1862,1.6147283012912794e-06,2.760489586917103e-07,2.087309599829723e-06
1863,1.941908625013866e-06,3.2265250871077455e-07,2.0932455910838144e-06
1864,1.9097401100509614e-06,3.0350628155151327e-07,2.0674866476610987e-06
1865,1.7970732173466786e-06,3.0688625868302566e-07,2.0663046953472985e-06
1866,1.7842202169049415e-06,3.561628514892057e-07,2.2216387520757053e-06
1867,1.9047284602891068e-06,2.562284500129408e-07,2.9233337102141377e-06
1868,1.5456866435670236e-06,2.5390953117820914e-07,2.557372766887056e-06
1869,1.7981117608201203e-06,2.3685068195611336e-07,1.9548727152596257e-06
1870,1.856685031498273e-06,2.8899606308030457e-07,2.2867385922609174e-06
1871,1.6356613166124134e-06,2.8252331540912223e-07,2.0636948292462876e-06
1872,1.7839651214046626e-06,2.64268726568595e-07,2.306455215261849e-06
1873,1.967001033165161e-06,3.3461764692432894e-07,2.301618813760342e-06
1874,1.794175101821338e-06,3.202390500001151e-07,2.144884625465693e-06
1875,1.9544736424847997e-06,2.408762899697159e-07,2.2434106909940965e-06
1876,2.053831259729577e-06,2.6118783247319755e-07,2.370642420146396e-06
1877,2.1009819697326293e-06,2.6903949634782265e-07,2.2055053889857845e-06
1878,2.1952087294607736e-06,3.5147495380805083e-07,2.2942498034694836e-06
1879,2.100996994158777e-06,2.55369798862759e-07,2.333762353146085e-06
1880,1.9612938366719845e-06,2.5928099334215915e-07,2.3078575495105724e-06
1881,2.076412741303102e-06,2.398542626735889e-07,2.7039383994065247e-06
1882,2.0525207631294506e-06,2.4891141303662323e-07,2.600258966367619e-06
1883,1.8705243363115187e-06,2.8437025501037994e-07,2.4190430067960733e-06
1884,2.1878023268584457e-06,2.6208736603194893e-07,2.6367177383690432e-06
1885,1.8731017092932234e-06,2.5524716767977296e-07,2.870241637253912e-06
1886,1.581744040635158e-06,4.1302168496404335e-07,2.6594723934181275e-06
1887,1.8640080163834227e-06,2.7356194121086475e-07,2.753900368190898e-06
1888,1.6352445477707533e-06,2.6250144835593403e-07,2.534343778393122e-06
1889,1.8526009029073975e-06,2.8381070227290195e-07,2.4139571195291865e-06
1890,1.6988970088505084e-06,3.080561583601593e-07,2.9612718748239786e-06
1891,1.5922801797074726e-06,3.065999781837192e-07,3.02966677168115e-06
1892,1.770227939346114e-06,3.3661910570081943e-07,2.7261760706664973e-06
1893,1.8315130354551457e-06,3.1469507943970854e-07,2.547121091822646e-06
1894,1.5457675957009087e-06,2.999532626724033e-07,2.365597879361303e-06
1895,1.5341448502681487e-06,4.02645318642314e-07,2.5651334283338656e-06
1896,1.616375641333434e-06,3.0723520905162616e-07,2.28274000591e-06
1897,1.411230041270528e-06,2.517140242908056e-07,2.6470759664221077e-06
1898,1.446841363161866e-06,3.202628796605822e-07,2.5417329894139584e-06
1899,1.3979245743200863e-06,3.0788611304899405e-07,2.534394759834413e-06
1900,1.553163144762948e-06,3.457241364301922e-07,2.4081295322275764e-06
1901,1.3642111262868184e-06,2.827901864344007e-07,2.471340309284642e-06
1902,1.3547472832442509e-06,2.9265292644797825e-07,4.702578706883287e-06
1903,1.5239421884416515e-06,2.862116745827592e-07,2.5575443345360327e-06
1904,1.3613925169408958e-06,2.977542230553354e-07,2.519086763186351e-06
1905,1.3242507250765811e-06,3.2203136557384937e-07,2.294473382846718e-06
1906,1.3400601197588458e-06,3.0042038612343447e-07,2.355522028096857e-06
1907,1.161768263813201e-06,3.065134617785681e-07,2.2309655207664036e-06
1908,1.2411080341223624e-06,2.7307323913206005e-07,2.275937667661765e-06
1909,1.2030650715644242e-06,2.3764248185953463e-07,2.2378000181788593e-06
1910,1.3173331296911783e-06,2.2071342020701934e-07,2.3947138103608268e-06
1911,1.4508660655110361e-06,2.851720566354743e-07,2.297337481138584e-06
1912,1.1231512466736149e-06,2.2660981902067334e-07,2.149928036487836e-06
1913,1.2711266741405325e-06,2.9007354140908603e-07,2.2972551718680734e-06
1914,1.3996193928278444e-06,3.1273792622243946e-07,2.1684056079607217e-06
1915,1.5691975043807815e-06,1.9673872431180683e-07,2.18768753512677e-06
1916,1.265755624757503e-06,2.329341886042613e-07,2.8479501992251244e-06
1917,1.3938325480467029e-06,2.7745054276273606e-07,2.7021269772831147e-06
1918,1.2922173802110137e-06,3.779017720972888e-07,2.510921859766313e-06
1919,1.3102768559036804e-06,2.633444605160129e-07,2.0736074048954833e-06
1920,1.230487708170358e-06,2.4685474775409944e-07,2.122496496781423e-06
1921,1.219969558263756e-06,2.764052838277742e-07,2.0135936580345515e-06
1922,1.3088457464505154e-06,2.8036153909560824e-07,1.9256412073787033e-06
1923,1.2548050492000584e-06,3.089240911968716e-07,1.9469648329106803e-06
1924,1.2208368360688837e-06,2.900615425627251e-07,2.045900899361186e-06
1925,1.6013347021726076e-06,3.6733915020903396e-07,1.9312800816351228e-06
1926,1.3185881364563556e-06,3.421864506192307e-07,1.8636343099842634e-06
1927,1.495111014548911e-06,3.389364319206223e-07,2.0012858925611e-06
1928,1.496811343315585e-06,3.7934457652877285e-07,1.876156012770025e-06
1929,1.5050689121665073e-06,3.8322997597539654e-07,1.7401315162146602e-06
1930,1.5524326535398814e-06,3.3821604183970067e-07,1.9746774668760736e-06
1931,1.3925940223202815e-06,3.786578508524485e-07,1.714225049909146e-06
1932,1.7491420898352317e-06,3.945433156848921e-07,1.767773234462311e-06
1933,1.373038234220303e-06,3.544434568070187e-07,1.6965109352895524e-06
1934,1.695393535783296e-06,3.1032292646671067e-07,1.6917991558784706e-06
1935,1.862264980445616e-06,4.3085821399557744e-07,1.8742333480759044e-06
1936,1.5119518721462555e-06,3.394920011778879e-07,1.7277717994090835e-06
1937,1.38502300828236e-06,3.437375163395373e-07,1.8660037355289205e-06
1938,1.4054292911680477e-06,3.5265383513394255e-07,1.824205668299328e-06
1939,1.2097594215276786e-06,4.236451891515003e-07,1.7649333940994438e-06
1940,1.4225742646090112e-06,4.6911983586639394e-07,1.7978700839194062e-06
1941,1.770901540965042e-06,4.604344150394013e-07,1.9125736798741855e-06
