year,des_DET îles_NOUN,des_DET iles_NOUN,des_DET fils_NOUN
1942,1.6536454232607412e-06,5.582949653692992e-07,1.847835022772415e-06
1943,1.7564573120409932e-06,4.761305880673916e-07,2.525814601028742e-06
1944,1.619445846756662e-06,3.373845327558911e-07,2.242803937235749e-06
1945,1.6099144630743467e-06,3.899522149630741e-07,1.8146938884910924e-06
1946,1.2765652073198908e-06,2.54756209905338e-07,1.6593956289057132e-06
1947,1.1730136471044261e-06,2.7894838017239465e-07,1.7499838733670003e-06
1948,1.3948632187066323e-06,3.098488061681337e-07,1.7884255996136744e-06
1949,1.2713026027455498e-06,3.848267143835571e-07,1.577593209844963e-06
1950,1.4921412692103786e-06,5.200691852724759e-07,1.76227938197826e-06
1951,1.493662374230098e-06,4.147285166400394e-07,1.675972384873603e-06
1952,1.545868311580989e-06,3.2688892559473715e-07,1.621790872263773e-06
1953,1.4684727176472734e-06,3.555362915186322e-07,1.646240814778821e-06
1954,1.3388374391354319e-06,3.2933446703076186e-07,1.5254929230934522e-06
1955,1.5730278235537298e-06,3.707314979450871e-07,1.729767490132872e-06
1956,1.372707703950482e-06,4.6047627311196493e-07,1.9500472703271043e-06
1957,1.2952164780699604e-06,2.871387184133489e-07,1.8102992314084076e-06
1958,1.3831191036928203e-06,3.1434524905282757e-07,1.8116212956442723e-06
1959,1.3463049235440394e-06,3.325070978554834e-07,1.7423681129002944e-06
1960,1.1121779017742028e-06,2.6022332927366776e-07,1.801492963693363e-06
1961,1.3660081314981198e-06,2.7375748085090024e-07,1.6890974734451447e-06
1962,1.1884826385255565e-06,2.4416532529158985e-07,1.6679345407055735e-06
1963,1.1419049812388948e-06,2.508828623737358e-07,1.6986322037837454e-06
1964,1.308661566667979e-06,2.579602567109873e-07,1.6980355326268182e-06
1965,1.0758037092273298e-06,2.22712167929906e-07,1.4807349160150807e-06
1966,1.4335125637643387e-06,2.9855612926343866e-07,1.7348381931014956e-06
1967,1.1556706844828568e-06,2.4207947352250514e-07,1.6876538424526188e-06
1968,1.2719689586049299e-06,3.0721284627333034e-07,1.5284287755434889e-06
1969,1.2825924038395442e-06,2.4434656620275774e-07,1.5364766738912294e-06
1970,1.2136035856258331e-06,3.2742922262407603e-07,1.6605996364660314e-06
1971,1.081118849555196e-06,2.0861894356460908e-07,1.5862233553320948e-06
1972,1.2645811793277062e-06,2.6317653811780417e-07,1.4897946059022615e-06
1973,1.2514972773658428e-06,2.475428494408405e-07,1.3672745495796335e-06
1974,1.2860056557428834e-06,2.4640003593034976e-07,1.3101956355399125e-06
1975,1.1354422397857888e-06,2.890008938827293e-07,1.3718974969378905e-06
1976,1.1649880846675842e-06,2.2796971899108343e-07,1.3546772166250776e-06
1977,1.1706548903589464e-06,2.8796230316929794e-07,1.2341242054958457e-06
1978,1.2433657907706674e-06,2.156434619760006e-07,1.3924745800864002e-06
1979,1.0492588060628805e-06,2.0013748391889408e-07,1.313182856677031e-06
1980,1.268357106454232e-06,2.109190956334217e-07,1.2115056335915142e-06
1981,1.1879381478507867e-06,2.2329190269010368e-07,1.2632122405875634e-06
1982,1.387376752148839e-06,2.278153385937287e-07,1.2371551498802091e-06
1983,1.2359073888745797e-06,1.9766939629572988e-07,1.2081200182478824e-06
1984,1.395241456592089e-06,2.6037547817825413e-07,1.2856401383487537e-06
1985,1.3186102734152882e-06,2.1174764142095626e-07,1.2313847790323962e-06
1986,1.359549347768052e-06,1.834312574056085e-07,1.203093223267615e-06
1987,1.3895997241775149e-06,2.352664495441914e-07,1.3077147684725787e-06
1988,1.399595639384188e-06,2.422607744412275e-07,1.2005101197587464e-06
1989,1.199154738174002e-06,1.7616871561543235e-07,1.224948839251283e-06
1990,1.464052573396657e-06,1.427546527654755e-07,1.1965237085576064e-06
1991,1.3334832971167998e-06,1.5591497648514974e-07,1.1406411140058026e-06
1992,1.4953988305421717e-06,1.3719761166042233e-07,1.1967598787521183e-06
1993,1.3593215584251084e-06,1.4069587184195598e-07,1.2767872661356705e-06
1994,1.410515373834187e-06,1.2290579309848226e-07,1.2612349920004817e-06
1995,1.446709894992182e-06,1.198361637144707e-07,1.2905433237619945e-06
1996,1.4594344008855842e-06,1.0889708468297954e-07,1.186657904383992e-06
1997,1.3862039835998985e-06,9.493891051093328e-08,1.2356443335193035e-06
1998,1.287394937321551e-06,1.0728290666950357e-07,1.2325613667485413e-06
1999,1.330842536617638e-06,8.409170007550593e-08,1.2280130334829664e-06
2000,1.4729716824035677e-06,9.233685660525737e-08,1.2626734502418913e-06
2001,1.391472864042953e-06,8.280490079726199e-08,1.241635438020694e-06
2002,1.422582606380729e-06,1.06025561996681e-07,1.4624517774564083e-06
2003,1.3554999753750963e-06,7.708807425732545e-08,1.2825788964221374e-06
2004,1.3980806912172739e-06,9.998875899475124e-08,1.2972110212672305e-06
2005,1.327254963712221e-06,8.467049295024509e-08,1.3141941224148468e-06
2006,1.4042005105352473e-06,7.123949535836616e-08,1.331313846719695e-06
2007,1.3225721460230488e-06,6.311277447879071e-08,1.3157814890973896e-06
2008,1.494361370646402e-06,6.93962661779679e-08,1.3547173196570839e-06
2009,1.4094777327500196e-06,9.011883905785112e-08,1.4118618096858881e-06
2010,1.371317090104185e-06,3.30665506087513e-08,1.428475066234114e-06
2011,1.3609515718826515e-06,4.512286755353756e-08,1.4622869244362846e-06
2012,1.445445725778427e-06,2.9276573776382264e-08,1.781105055442822e-06
2013,1.3340385365268048e-06,3.1238200304262165e-08,1.741529644050388e-06
2014,1.346906856269925e-06,3.70291119711208e-08,1.7784801116249582e-06
2015,1.4698111812094794e-06,4.012001621200856e-08,1.833329520195548e-06
2016,1.4213535379781206e-06,4.080539783846149e-08,1.8778769117488991e-06
2017,1.1996949922377098e-06,2.4904552170523786e-08,2.4235399678218528e-06
2018,1.3361671094003214e-06,1.8586560124322915e-08,1.6622064009652604e-06
2019,1.2946262941682107e-06,2.7550668413311996e-08,1.6405402760710786e-06
