year,grandes_ADJ âmes_NOUN,grandes_ADJ ames_NOUN,grandes_ADJ femmes_NOUN
1800,2.138031902632065e-07,5.376521183819705e-07,2.829747991484055e-08
1801,9.762848662830947e-08,7.691219938710248e-07,5.476719877606229e-08
1802,1.096541666356643e-07,6.959683105378645e-07,8.951360541686881e-09
1803,2.0673596168307995e-07,4.583297297244826e-07,1.1702034896643454e-08
1804,1.6314216111368296e-07,7.514427124988288e-07,3.9549616470679894e-08
1805,1.7910129201936797e-07,5.117180099656338e-07,1.421438877713399e-08
1806,2.737585589329683e-07,4.5242205715112505e-07,5.76333825108577e-09
1807,9.394951661079176e-08,8.313108992297202e-07,0.0
1808,1.4276265858370607e-07,3.580396819025111e-07,2.039466551195801e-08
1809,1.423189246452239e-07,3.998484032763372e-07,1.129515236897305e-08
1810,1.708292529656319e-07,7.93302945112373e-07,0.0
1811,1.5293167621166504e-07,2.3315813280078146e-07,5.0141535368197765e-09
1812,3.440698606027581e-07,2.667208320872305e-07,5.3344164641089264e-09
1813,2.3005932803243923e-07,4.83124608763319e-07,6.614205716459765e-08
1814,3.996279929197044e-07,1.8880062846449164e-07,1.2586708564299443e-08
1815,3.8300575511129864e-07,3.020890346761007e-07,3.506390555685357e-08
1816,3.175117342379963e-07,3.5691098787538067e-07,9.270415546325239e-09
1817,3.7053587220725603e-07,4.84187626548227e-07,9.341240669868967e-09
1818,3.0875850143274874e-07,3.5644319495986565e-07,2.384235386898581e-08
1819,5.361844159779139e-07,3.798835326307426e-07,7.24573512300708e-09
1820,4.853390578318795e-07,3.1208845907571003e-07,1.898636980968149e-08
1821,5.640771405523992e-07,3.0077538404338355e-07,3.648750634965836e-08
1822,5.233371211943449e-07,3.3686070821659087e-07,5.213320264374488e-08
1823,3.024102284143737e-07,4.921578238281654e-07,7.906149512848515e-09
1824,4.463189782200061e-07,2.576860582692575e-07,8.421112696055388e-09
1825,4.7197175945257186e-07,3.32845758066469e-07,2.1133063299316746e-08
1826,4.351144298198051e-07,3.0739866474505106e-07,2.9947145208097936e-08
1827,3.4564774864520587e-07,2.8573547855570425e-07,2.3043183361437514e-08
1828,3.2378224545936973e-07,2.7241733846494753e-07,1.4675682002973645e-08
1829,1.9118182592592348e-07,3.42927052088271e-07,1.457439946506156e-08
1830,2.765761450973514e-07,2.9849350946520303e-07,1.6698937344017395e-08
1831,2.1204040479005926e-07,2.3698632900526206e-07,6.704218513675642e-08
1832,1.9077256752098037e-07,2.81423363834854e-07,1.352996914505411e-08
1833,2.9769924481115595e-07,3.2781667869130615e-07,3.1275796175123105e-08
1834,2.931042786258331e-07,3.4257729453202046e-07,2.8003592333902816e-08
1835,2.1706063080273452e-07,2.7075854802660615e-07,2.949604294144592e-08
1836,3.5754391092268634e-07,2.728624661219037e-07,4.637317374545091e-08
1837,3.0405982442971435e-07,1.6838096428273275e-07,3.409366655660051e-08
1838,3.175017297962768e-07,1.3823634348320013e-07,1.64116205070286e-08
1839,2.516931090212893e-07,1.782826188900799e-07,1.5381245610512906e-08
1840,3.872770832913375e-07,6.11490094115652e-08,1.910906560764758e-08
1841,4.3274496874801116e-07,4.301767386749589e-08,1.5409316489467528e-08
1842,4.5012458826931834e-07,1.073322439815172e-07,2.2137275124123335e-08
1843,5.605658657259482e-07,7.265500490127863e-08,2.2446261738195972e-08
1844,5.197667292122787e-07,1.0757580115594578e-07,1.975882035765153e-08
1845,5.429561724668019e-07,4.240973244806767e-08,2.7901139176833567e-08
1846,5.503231363945815e-07,6.147226283559348e-08,1.1123552745573306e-08
1847,5.252999812910275e-07,5.662884916546318e-08,4.853901280910122e-09
1848,4.054791702401417e-07,5.068489528081699e-08,1.9308531440387355e-08
1849,4.365675181361439e-07,3.9383249550439814e-08,1.0893239199560867e-08
1850,3.4895438716375793e-07,4.6844073509078044e-08,1.6293590476834652e-08
1851,4.869326062362234e-07,3.22471953584369e-08,1.805842941848823e-08
1852,6.237102638806391e-07,4.166749167922035e-08,5.273541847650165e-08
1853,5.894296464248328e-07,2.269334054005867e-08,1.911018188138769e-08
1854,6.93101640081295e-07,6.858277235011201e-08,1.2469595134234623e-08
1855,7.376642656709009e-07,4.139410947345823e-08,2.5473298137512757e-08
1856,7.610468060192943e-07,3.882891785877973e-08,4.038207634948776e-08
1857,6.838994295321754e-07,2.5383846580240288e-08,2.39193944651106e-08
1858,5.466235961648636e-07,3.8660039392013346e-08,3.327699715782728e-08
1859,8.025265287869843e-07,5.397703906062645e-08,4.3283474582267445e-08
1860,7.030554343145923e-07,1.2816114836056158e-08,2.9293977021893625e-08
1861,6.75326020882494e-07,2.6880994319355977e-08,3.914249901981748e-08
1862,6.167051083139086e-07,3.6143891879447665e-08,2.0330938710344526e-08
1863,6.403104180208175e-07,1.8480096231066057e-08,1.897955925755923e-08
1864,6.909202738825115e-07,3.0206786405528874e-08,1.102787461348953e-08
1865,7.403866106869827e-07,2.588764491662232e-08,2.541695881541628e-08
1866,6.456668302234903e-07,1.800276749897023e-08,3.3086167694484914e-08
1867,6.37659411495406e-07,1.358787216076962e-08,2.91168689159349e-08
1868,5.90314925830171e-07,1.8771521892446685e-08,2.6675320063951347e-08
1869,6.539032142427459e-07,1.8069020946143155e-08,3.8579801353577636e-08
1870,6.026485266374948e-07,2.121598097204469e-08,2.1789386295267832e-08
1871,3.536852091201581e-07,1.5931766128574054e-08,2.0180236370848093e-08
1872,5.230948545431602e-07,2.7213026165817666e-08,4.2936108002322726e-08
1873,5.477194235936622e-07,1.4366410616695191e-08,4.250063073696353e-08
1874,5.078417757431453e-07,1.1949217948448165e-08,3.166542794641458e-08
1875,5.292412765811605e-07,2.116965036602636e-08,2.0597497651930752e-08
1876,4.528465069597587e-07,1.6928841217733748e-08,4.6554312405078235e-08
1877,4.1685660789880785e-07,1.1132668564783899e-08,2.6594708657512456e-08
1878,4.100541275420255e-07,1.8117266353812056e-08,1.9325083755461492e-08
1879,5.315113185133669e-07,1.5884245807562536e-08,3.3601290416740426e-08
1880,4.3448818587421556e-07,1.5402830788602273e-08,4.10742171386147e-08
1881,4.2323119942011544e-07,9.064260064750584e-09,3.974329487732575e-08
1882,4.485729618863843e-07,2.4624924988003727e-08,1.9966154951589488e-08
1883,3.690493883823365e-07,1.0742875922176154e-08,2.7805091562527195e-08
1884,4.291103152809228e-07,9.242375753615306e-09,2.772712726084592e-08
1885,3.3968498769354483e-07,1.0957580842685388e-08,3.0939052209078e-08
1886,3.852717895824753e-07,2.000573828819796e-08,2.8395241213896583e-08
1887,4.17851168776906e-07,2.089255946025048e-08,1.697520346510828e-08
1888,3.7853470757909236e-07,8.87686080197625e-09,2.9800888867725916e-08
1889,4.31667928069146e-07,6.891650361495749e-09,2.5060547415023393e-08
1890,3.5918037610827014e-07,4.5880705901168994e-09,4.915789730830511e-08
1891,4.1623655988587416e-07,4.46195413950079e-09,2.8046567734918426e-08
1892,3.6294687788540614e-07,1.002961980134387e-08,1.5044429702015805e-08
1893,2.919089467923186e-07,1.1700991509044911e-08,2.278614097406262e-08
1894,3.112960484941141e-07,2.646646524162577e-08,4.41107761428583e-08
1895,3.147735299080523e-07,2.2870735527646957e-08,3.1296794489321655e-08
1896,3.314130196940823e-07,1.061465249030391e-08,3.243366047955831e-08
1897,2.983277340717905e-07,7.574727511894253e-09,1.5149455578900017e-08
1898,3.4233048040732683e-07,1.923840708961677e-08,2.998928172459614e-08
1899,2.8411753305590537e-07,6.633094074004475e-09,2.5979618456517528e-08
1900,3.2963188800749776e-07,6.22926377147337e-09,2.8550792841031125e-08
1901,2.9229104825390095e-07,7.824234593556412e-09,3.7444551015397565e-08
1902,2.6122711460629944e-07,5.89234061543209e-09,6.579780631454923e-08
1903,2.662308702383598e-07,4.3201759947208984e-09,2.5381035495541937e-08
1904,2.8754243430739734e-07,1.1286712897629059e-08,2.956043942958786e-08
1905,2.554575644353463e-07,4.1286072338664326e-09,2.8900250581553877e-08
1906,2.819013218413602e-07,1.5946971188007808e-08,3.035068729673185e-08
1907,2.525136153508356e-07,1.2857107989372452e-08,2.7771354993433306e-08
1908,2.774934841909271e-07,1.522530612696471e-08,1.620758460774141e-08
1909,2.9100203846610384e-07,1.2102163715610459e-08,3.4106097501762633e-08
1910,3.078230861319753e-07,1.1757131712641922e-08,1.9238942772226153e-08
1911,3.1975449132914946e-07,1.5429085120644004e-08,1.4365010514438836e-08
1912,4.370704402845149e-07,5.2094211167030835e-09,1.3544495303108306e-08
1913,3.637850909399276e-07,8.484783153850373e-09,4.2423916823963737e-08
1914,3.8707179328412167e-07,5.357394972094198e-09,3.281404303834279e-08
1915,3.1101211561690434e-07,1.1780761921542648e-09,1.767114277129167e-08
1916,2.604028566111083e-07,4.394984820521586e-09,9.888715624128963e-09
1917,3.092531812853849e-07,0.0,3.618920141335025e-08
1918,3.388481104593666e-07,4.594550517822427e-09,1.378365155346728e-08
1919,3.78442564397119e-07,1.749491218561161e-08,8.287063535394878e-09
