year,grandes_ADJ âmes_NOUN,grandes_ADJ ames_NOUN,grandes_ADJ femmes_NOUN
1920,3.2333429089703714e-07,7.572231730534895e-09,1.817335570919454e-08
1921,3.597054956117063e-07,3.0290990271630847e-09,3.4077363153528495e-08
1922,3.143000526506512e-07,1.2542490601674672e-08,2.4347187377316004e-08
1923,4.3843866137649457e-07,3.1847844361720945e-09,5.6264526815397176e-08
1924,4.408935581068363e-07,2.4494085870685467e-08,2.0626599095407983e-08
1925,4.2013039092125837e-07,1.0998178145982251e-08,5.0591619782380803e-08
1926,4.491893719205109e-07,7.802296808634424e-09,3.78968714187522e-08
1927,4.0694669678487116e-07,8.919379901328739e-09,3.9022285847067906e-08
1928,2.993622842950572e-07,6.85562484559199e-09,3.085031252680892e-08
1929,4.445022057097958e-07,3.342121912552898e-09,1.3368487650211591e-08
1930,2.8884909397675074e-07,1.3654684494213143e-08,3.466189202327996e-08
1931,3.6154980875835463e-07,2.3951248095954725e-08,2.2810713318222042e-08
1932,3.693363908041647e-07,8.76762951129706e-09,2.7398842306070037e-08
1933,2.8561947829075507e-07,1.4911860635180574e-08,1.8353059516584835e-08
1934,2.767745002074662e-07,1.5576054224197833e-08,2.7557634396657704e-08
1935,3.650326618753752e-07,3.590485242455088e-09,4.0692164304800826e-08
1936,3.0190540201147087e-07,4.849885826274658e-09,3.273672977144315e-08
1937,3.261099550400104e-07,6.295559185076627e-09,1.510934133364117e-08
1938,2.839381920693995e-07,5.186085672015395e-09,3.5006078036303734e-08
1939,2.477636087405699e-07,1.6823456405745674e-08,2.4470481641003516e-08
1940,2.155415472770983e-07,5.0715658339584024e-09,2.028626333583361e-08
1941,3.217137702904438e-07,1.1806010391524069e-08,5.9030051957620344e-08
1942,4.2782386344697443e-07,9.102635090130207e-09,6.068423541449874e-09
1943,2.7580733785725897e-07,5.806470415592457e-09,5.806470415592457e-09
1944,2.538417049890995e-07,3.2131861615880553e-09,3.534504600111177e-08
1945,2.8320553724370257e-07,2.178504043826024e-09,3.0499055725385915e-08
1946,4.1624102209425473e-07,1.2528993842408909e-08,4.1763314584386535e-08
1947,5.531284159587813e-07,3.5762612871081956e-09,3.099426493236024e-08
1948,3.0115128879515396e-07,5.435943917220243e-09,2.5005341797168512e-08
1949,2.8076644298380415e-07,2.9451024952109606e-09,4.0249734212238764e-08
1950,3.243785329232196e-07,1.4889505850490536e-08,2.7651939404904624e-08
1951,2.7613029374151665e-07,1.4925962799061665e-08,3.944718740545028e-08
1952,3.0896276825842506e-07,4.2179215675730575e-09,1.8980646387944944e-08
1953,2.3271466886853887e-07,2.1547654771580937e-09,3.124409886368085e-08
1954,1.94473471992751e-07,1.1727043114362345e-08,4.10446503451567e-08
1955,2.440258128899586e-07,6.569925492527773e-09,3.003394510869839e-08
1956,2.502967504369735e-07,1.4825940475304833e-08,4.709416612236339e-08
1957,2.305944803993043e-07,3.534015080575159e-09,3.7107157180304995e-08
1958,2.001882961621959e-07,1.3235589513271862e-08,1.6544486669545222e-08
1959,2.596500507934252e-07,2.8677767716089875e-08,2.9452841943111707e-08
1960,2.4361332862099516e-07,5.536666736194462e-09,4.15249985508126e-08
1961,2.543026198509324e-07,5.558527305105088e-09,4.377340445671507e-08
1962,2.765092972367711e-07,2.663621723186793e-08,3.551495525444537e-08
1963,2.3989056785467255e-07,4.526237162849611e-09,3.556329275511416e-08
1964,2.8290452291912516e-07,2.2510682873289056e-08,4.258777852594875e-08
1965,2.4514753249604837e-07,3.228505507379964e-08,4.760677896342713e-08
1966,2.4981227397802286e-07,1.273987226824147e-08,5.428293292641939e-08
1967,2.529262133066368e-07,4.190785396485097e-08,3.5498416650625586e-08
1968,2.5556155947015213e-07,3.9075319202552805e-08,4.850729282135369e-08
1969,2.4434658030259016e-07,1.6350328146952364e-08,2.952142530432411e-08
1970,2.1889931645091565e-07,2.483311556389367e-08,3.724967428953008e-08
1971,1.7881623648463574e-07,4.162101907567717e-08,2.363662865434435e-08
1972,1.6878183828339388e-07,4.104117623526804e-08,3.9502129567381417e-08
1973,1.6539611635835172e-07,1.5436970923765614e-08,3.08739405152636e-08
1974,1.2151234329849103e-07,3.937900283634832e-09,3.094064515707373e-08
1975,1.2679485905664478e-07,5.140332159925265e-09,3.1413140533231854e-08
1976,1.302684182746816e-07,1.6569227545559784e-08,2.856763359204706e-08
1977,1.0695742957977927e-07,4.113747398282186e-09,1.9981058974050114e-08
1978,1.556434909844029e-07,1.2475241728537867e-08,4.396037667220298e-08
1979,1.457141394212158e-07,1.345953881681794e-08,2.867466974976196e-08
1980,1.5122500940378814e-07,1.4781391444174119e-08,2.5014662341504845e-08
1981,1.5244575024553342e-07,1.9609204149340087e-08,3.5423075639418045e-08
1982,1.2352928990821965e-07,6.207502400989995e-09,3.2279010242497463e-08
1983,1.193594698634115e-07,9.47297440490047e-09,5.431171956615799e-08
1984,1.3511689189726894e-07,4.059306002446306e-09,3.5373951989825514e-08
1985,1.4918583701728494e-07,1.0828004826102244e-08,2.5866899733273385e-08
1986,1.4326819552934467e-07,5.994485574589703e-09,4.495864219800083e-08
1987,1.5338150660682004e-07,3.055408426266837e-09,3.788706592899871e-08
1988,1.1573348501769942e-07,7.195864681897035e-09,4.557380961500712e-08
1989,1.426911779844886e-07,4.939309961038418e-09,3.018467253923518e-08
1990,1.7926062412243482e-07,7.628111586832631e-09,3.2147040862628984e-08
1991,1.0726481036726909e-07,1.3481370353396471e-08,3.1651912923980063e-08
1992,1.283816999375631e-07,7.162927362358573e-09,3.030469258868962e-08
1993,1.2850961184085463e-07,7.2009697094088665e-09,4.2097975438970536e-08
1994,1.5191788804713724e-07,8.967375175750192e-09,5.380424972223352e-08
1995,1.1332922156270797e-07,9.760411756598586e-09,2.7112253220273885e-08
1996,1.8363037668223114e-07,1.9750941104845765e-08,3.8968072990641645e-08
1997,1.337775614729253e-07,7.192341833217597e-09,3.883864485576538e-08
1998,1.5258012808772037e-07,8.10581957111367e-09,4.386678875700767e-08
1999,1.288796767084932e-07,1.142550276611587e-08,4.707307124651727e-08
2000,1.2768110480010364e-07,4.418031607222872e-09,4.727293778650221e-08
2001,1.2880762767508713e-07,7.009938629565227e-09,5.0383935357167786e-08
2002,1.4764717093385116e-07,1.6648641576466616e-08,4.381221524463186e-08
2003,1.283412274233342e-07,9.167230530238157e-09,5.0003073348570126e-08
2004,1.3258421915907093e-07,8.369103410288403e-09,4.4047913455580456e-08
2005,1.053877412005022e-07,3.602999676388663e-09,5.5846493207667436e-08
2006,1.4700866302064242e-07,4.941468012553685e-09,5.0238256887880084e-08
2007,1.0185922860728169e-07,9.586750948642475e-09,3.994479558233621e-08
2008,1.4092125866227434e-07,5.108927503272298e-09,5.406948233588338e-08
2009,1.2874119192929356e-07,6.675469732542183e-09,4.863556335443775e-08
2010,1.0628534141687851e-07,1.4171379625338432e-09,5.0072204715867485e-08
2011,9.483450469360832e-08,2.2943831279320648e-09,3.7857323470502635e-08
2012,1.222126684297109e-07,4.425528388196653e-09,6.672335631230375e-08
2013,1.4363993727783964e-07,3.904775169871755e-09,5.8571624605985306e-08
2014,1.8947645230582566e-07,6.496335691608124e-10,7.210932811974047e-08
2015,2.1633775304508163e-07,6.649726325136385e-10,6.2950737733658e-08
2016,2.1811210615396703e-07,4.556948152156792e-09,5.7790385588063486e-08
2017,1.0213381784751618e-07,2.0124890642847504e-09,5.8110623202267675e-08
2018,1.3965734524390427e-07,1.5488799687268795e-09,7.202291851804432e-08
2019,2.3341537769283605e-07,1.275493877184175e-09,6.224410276089998e-08
