year,aux_ADP îles_NOUN,aux_ADP iles_NOUN,aux_ADP fils_NOUN
1800,5.2193131949707094e-06,4.496155243671751e-07,6.2254457056099e-07
1801,4.336133471838366e-06,7.000676796042882e-07,6.548252144966682e-07
1802,4.0370634053488175e-06,5.326059522303694e-07,5.572221937200084e-07
1803,3.8363173047173404e-06,3.4521004543819345e-07,7.372282264661578e-07
1804,4.417197544626106e-06,4.301020488650664e-07,8.008797092173836e-07
1805,2.1947016293211163e-06,1.9900143732876074e-07,8.159059285972603e-07
1806,2.7664024031537338e-06,2.766402280585112e-07,7.83813977278669e-07
1807,2.6448213539254084e-06,3.4448157260058565e-07,6.889631549711339e-07
1808,5.103198589040403e-06,3.965629673530202e-07,5.257291419979992e-07
1809,3.8132434099225065e-06,4.111435498721505e-07,8.652087166716171e-07
1810,3.088967304165635e-06,4.610049728626109e-07,8.752074087681194e-07
1811,3.7004454185307623e-06,3.6352613763668273e-07,1.0128590091085243e-06
1812,1.957730888957343e-06,2.987273219900999e-07,8.855131090612645e-07
1813,3.6205587292670316e-06,3.5946771603789784e-07,9.69124940297661e-07
1814,2.6872622811424662e-06,5.034683385751748e-07,9.943499694742286e-07
1815,2.837479147643762e-06,4.2616133177908466e-07,9.548171315820753e-07
1816,5.995641423339748e-06,4.4497993201275676e-07,7.115043825223211e-07
1817,4.300084135877569e-06,3.580808964898097e-07,7.301736488773969e-07
1818,3.397535436988619e-06,3.0875849166278613e-07,6.926203877100079e-07
1819,2.645728361727606e-06,2.69127307106487e-07,9.139977426020351e-07
1820,4.357371722107928e-06,3.809140345367723e-07,9.516917698348948e-07
1821,2.7799535722294877e-06,2.682324885538989e-07,9.585366882447488e-07
1822,3.232258649177311e-06,4.3009892181089526e-07,8.040543946208345e-07
1823,3.5627086170109123e-06,4.802986026675171e-07,7.451545700476458e-07
1824,2.878336317735375e-06,3.326339594877936e-07,9.237960743035956e-07
1825,3.7546408080402216e-06,4.693300967861802e-07,8.902302901514503e-07
1826,4.254256460001216e-06,4.835583506945795e-07,9.908982602224725e-07
1827,3.8426810959890645e-06,5.134020985009258e-07,1.1014640879380977e-06
1828,3.7478023244830183e-06,4.815458063411882e-07,8.145003669857154e-07
1829,3.0177579759538276e-06,4.415185808070987e-07,1.0733616957470105e-06
1830,4.0380116672622535e-06,5.228854744743217e-07,1.0071546641121643e-06
1831,2.9202329443478448e-06,2.0580392656732727e-07,1.0524064570915925e-06
1832,2.6166961077933593e-06,3.6260318314607076e-07,1.071573548117044e-06
1833,6.37562932581659e-06,8.386547283301127e-07,7.992703423553849e-07
1834,4.378828563744719e-06,4.816617957814628e-07,9.763918844551966e-07
1835,2.8202753767914146e-06,4.6815515020171006e-07,1.1442951475260088e-06
1836,3.180931024360234e-06,4.583551405090702e-07,8.68992983793504e-07
1837,3.517213926329532e-06,5.621975959213543e-07,1.113958320142494e-06
1838,2.2345052670402765e-06,4.33014290424083e-07,1.1368203998163295e-06
1839,3.7670067918327277e-06,5.383435839334538e-07,1.2179149990743099e-06
1840,2.654886294806147e-06,4.649872768491825e-07,1.0892167745524262e-06
1841,3.0677379996291165e-06,4.500804391405211e-07,1.0516858961473474e-06
1842,2.9368784453254193e-06,5.004365610794537e-07,1.3040866750912983e-06
1843,3.0450127326275833e-06,4.5187870800766916e-07,1.0980947799943408e-06
1844,2.7294615136952416e-06,5.340370253792415e-07,1.248098873196657e-06
1845,2.4692507594181734e-06,4.374898772141478e-07,1.1110234151567866e-06
1846,2.5654424113952246e-06,4.437712106675207e-07,1.2171508494418504e-06
1847,2.883217433691243e-06,5.301538710256182e-07,1.201070904954804e-06
1848,2.750661366235363e-06,4.167424765277872e-07,1.0885184860143227e-06
1849,2.046253108289875e-06,3.9718425659529544e-07,9.493876929056455e-07
1850,1.8248820872202032e-06,4.2159665003538294e-07,9.552117550271078e-07
1851,1.96127442109173e-06,3.7342250625016504e-07,1.4672472623544763e-06
1852,1.7851915181665845e-06,3.7956479936873677e-07,1.238305755046909e-06
1853,2.6736339151511856e-06,4.269931452860476e-07,1.1209316470583985e-06
1854,1.916680581359742e-06,3.507073543795869e-07,1.1685049081666676e-06
1855,2.886443141392192e-06,5.710264403546716e-07,1.196714311646474e-06
1856,1.730734410898549e-06,4.2401179500828334e-07,1.260645579648223e-06
1857,2.6345503556512995e-06,5.257385335966092e-07,1.1246996622915617e-06
1858,1.8772140819578453e-06,3.7583431533594336e-07,1.3301011109745353e-06
1859,2.3754988021096324e-06,5.132910798621992e-07,1.2333244021611733e-06
1860,1.827669514398167e-06,3.6297067951274187e-07,1.2138691323215767e-06
1861,2.1330303923150495e-06,4.121752169017334e-07,1.7340598879589386e-06
1862,1.8961988050847367e-06,3.0541587481280885e-07,1.2894332590551727e-06
1863,2.217112211155836e-06,3.9257719763874377e-07,1.1207928825029967e-06
1864,1.933234329953848e-06,4.315255180964428e-07,1.183338866894701e-06
1865,2.338830860537655e-06,4.344417311452631e-07,1.2779082489977611e-06
1866,1.8640162693372986e-06,3.6151503479686653e-07,1.2402447815418327e-06
1867,2.0988409978883737e-06,3.8337209851135867e-07,1.2859950704324774e-06
1868,1.9922511071968074e-06,3.467791616085236e-07,1.1090017313364342e-06
1869,2.352879519662565e-06,3.628454621207311e-07,9.474027149458664e-07
1870,2.642823019982643e-06,3.3544185917833147e-07,1.2236460413816985e-06
1871,1.5018344541317674e-06,3.228837925917105e-07,1.0249436177556248e-06
1872,2.1074978349133744e-06,3.192995086109818e-07,1.2112820231280352e-06
1873,2.9475086620323054e-06,6.907849074977435e-07,9.505774816176427e-07
1874,2.4764755437445274e-06,4.97087469852886e-07,1.052128678402653e-06
1875,2.3870210839049832e-06,6.247907595735569e-07,1.0521888649250855e-06
1876,2.1699147438880573e-06,5.616747644765496e-07,1.0888872168379748e-06
1877,2.513509130608327e-06,4.675720770563885e-07,1.0347197547666553e-06
1878,2.9664004017604384e-06,4.577629320046128e-07,1.0574444186950416e-06
1879,2.4871062933584653e-06,3.824437526667168e-07,1.1974276963311326e-06
1880,2.651212184900942e-06,4.7042813799968997e-07,1.1256902654466217e-06
1881,2.943095395835371e-06,5.180573050544979e-07,1.2348310614029856e-06
1882,2.6854479671101217e-06,4.525661880805387e-07,1.2146078081087808e-06
1883,2.587769387218941e-06,4.916445659475244e-07,1.170341616507642e-06
1884,3.060546745814463e-06,5.202137112192418e-07,1.1051240802473217e-06
1885,2.849615469813216e-06,5.865528489579219e-07,1.2768804271701129e-06
1886,2.2942064106246107e-06,7.014915244241138e-07,1.41847139545348e-06
1887,2.7147269463512202e-06,6.372230556550562e-07,1.181082462942129e-06
1888,2.41704239556384e-06,6.486448889120311e-07,1.1882311596878026e-06
1889,2.541765923069761e-06,6.691165976846492e-07,1.4109087578262347e-06
1890,2.7115496408214312e-06,8.828758542023252e-07,1.3646232179809203e-06
1891,2.5401268004543454e-06,8.3693510433136e-07,1.4048780681008566e-06
1892,2.6246260347306816e-06,6.801335876716053e-07,1.2336432728687896e-06
1893,2.9092359525861866e-06,8.129109740906415e-07,1.192885296763535e-06
1894,2.4557097759725366e-06,6.944296506716796e-07,1.3315152078696713e-06
1895,2.4267054072879546e-06,1.0580724048026013e-06,1.1128418542227791e-06
1896,2.5410297013195304e-06,6.858244701035687e-07,1.157586745570427e-06
1897,2.1692854943466955e-06,6.595839829870442e-07,1.1408705500315364e-06
1898,2.271829572464412e-06,7.893404943004612e-07,1.2420089454678873e-06
1899,2.214900590047364e-06,8.534581006358621e-07,1.4548585891560606e-06
1900,2.337531178397967e-06,8.061705569772926e-07,1.1020606187628346e-06
1901,2.0790108408164087e-06,7.365957763738606e-07,1.0400643595254166e-06
1902,1.7500251416890933e-06,8.720664377293019e-07,1.8713092249100782e-06
1903,2.0817848636056624e-06,7.171492546476088e-07,1.062763292480895e-06
1904,1.772013888512447e-06,6.890269501624857e-07,1.0174165403498137e-06
1905,2.089075152866826e-06,7.503743866266177e-07,9.944783088133846e-07
1906,2.315911942218918e-06,7.16070473139041e-07,1.0890238222316384e-06
1907,1.8437093132206428e-06,6.639410869979656e-07,1.055311403597159e-06
1908,1.8707481217461464e-06,6.360248692161008e-07,1.0451435823455313e-06
1909,1.7614149783184985e-06,6.260119427281552e-07,1.0996466297541474e-06
1910,1.7897560695701031e-06,7.342863010961764e-07,1.0576074451762452e-06
1911,1.9802432476012655e-06,6.703671369123754e-07,1.0693951510987176e-06
1912,1.7336953987978632e-06,5.271934462314221e-07,1.0819967446451528e-06
1913,2.0421812578774734e-06,6.671161010274318e-07,1.0314314646819867e-06
1914,2.157021128823544e-06,6.830678502822707e-07,9.469195507705308e-07
1915,2.1617699204057317e-06,6.161338568233532e-07,8.328998442053148e-07
1916,1.5206647923093897e-06,5.372868945308085e-07,1.1273136628631164e-06
1917,1.369706385645486e-06,4.6497639694109694e-07,1.2019200701374189e-06
1918,1.6793081840660307e-06,6.616152852245705e-07,1.1957317820332491e-06
1919,1.6150565969041963e-06,5.994309371093465e-07,1.0054969896700072e-06
1920,1.675734843331611e-06,7.829687658222895e-07,9.397139812961086e-07
1921,1.7417319213564042e-06,7.459156026179414e-07,8.526913691797589e-07
1922,1.9994205331386183e-06,8.528893555848072e-07,9.215041272270241e-07
1923,1.9013163452541448e-06,7.930113130605321e-07,1.0467324331742134e-06
1924,1.8190082613500635e-06,7.876782353033462e-07,9.617152096907944e-07
1925,1.5749391053532236e-06,7.379777275939858e-07,9.359449544277254e-07
1926,1.5827516293143162e-06,7.902611951493554e-07,8.627111114378749e-07
1927,1.8318177055220985e-06,8.183531017280643e-07,9.499139848045957e-07
1928,2.293206556203131e-06,9.96350798310175e-07,9.07227660995602e-07
1929,2.018641623635631e-06,1.1753128541514002e-06,8.14363714685129e-07
1930,2.258274832911411e-06,9.915401992799389e-07,8.71799070267798e-07
1931,2.298179481385887e-06,2.5251458932729065e-06,8.462774481188262e-07
1932,2.6554957699431725e-06,1.154039190431888e-06,7.55112048445028e-07
1933,2.198926019048031e-06,8.866821714637041e-07,8.14416992511724e-07
1934,2.36995663271955e-06,1.2520751386801976e-06,8.8064613734673e-07
1935,3.211090557897478e-06,1.3978955859528241e-06,7.611828936049392e-07
1936,2.1109128454099846e-06,1.3252312900391416e-06,8.923790062453918e-07
1937,2.0624252314860314e-06,1.1508282140582082e-06,9.304836190437982e-07
1938,1.8643978378918291e-06,9.827632705405875e-07,9.373849945149004e-07
1939,1.6945807637114285e-06,1.5309345098302174e-06,9.956426669788243e-07
1940,2.1351291508153736e-06,1.2476051773901986e-06,7.937000772173519e-07
1941,2.19591782979478e-06,1.8092710778461196e-06,8.677417620006622e-07
1942,1.8569375512811348e-06,1.3775321696662957e-06,8.374424769197475e-07
1943,1.7941993242232002e-06,1.0596808586171846e-06,8.535511444307531e-07
1944,1.6355117651301043e-06,1.1792393532772394e-06,9.478899176684763e-07
1945,2.1567189207871706e-06,9.84683832250255e-07,7.297988657839483e-07
1946,1.6955904982296488e-06,9.605562079073593e-07,8.227372774172181e-07
1947,1.4865325717039468e-06,8.43997646438055e-07,7.867774594050303e-07
1948,1.7710305399987192e-06,1.326370261400811e-06,7.914734201364126e-07
1949,1.8789753397641107e-06,9.817008227441804e-07,7.578730558677194e-07
1950,1.9654148175618502e-06,9.146410953064787e-07,8.284946826364603e-07
1951,2.2996644588602067e-06,1.1269101973798712e-06,7.654886249319759e-07
1952,1.7820718696270887e-06,1.1029865116807258e-06,6.833033125985821e-07
1953,1.946830657573173e-06,1.147412604485254e-06,7.617096002832113e-07
1954,1.882190403534878e-06,1.1678180444896213e-06,7.016680925175933e-07
1955,2.176522471586395e-06,1.1835251845226935e-06,7.818211091858984e-07
1956,1.7250418480330154e-06,1.0700840507027465e-06,8.058334621807717e-07
1957,1.8650764559424715e-06,7.589297261745287e-07,7.191720747812269e-07
1958,1.7280716875234248e-06,9.777791920573264e-07,7.362296488011566e-07
1959,1.8423527095023928e-06,2.5709230482284795e-06,7.068681853183989e-07
1960,1.5627241367610623e-06,6.415612696653028e-07,8.048928963333424e-07
1961,1.5577772813912816e-06,6.81614410025233e-07,7.323360016187053e-07
1962,2.0465492411858577e-06,8.599692598032505e-07,7.305933635848305e-07
1963,1.8615767061191946e-06,7.442427027992693e-07,7.655807090500844e-07
1964,2.0971439553818527e-06,7.945662472419457e-07,7.300761826201096e-07
1965,1.4342226037911132e-06,8.268257518651012e-07,7.436506912483765e-07
1966,2.113710948492553e-06,8.419393860981117e-07,7.128789221155785e-07
1967,2.0860250415921655e-06,9.096468933655899e-07,7.789929936663498e-07
1968,1.4138977633137984e-06,6.561958676432056e-07,7.801589205769233e-07
1969,1.6531998241475776e-06,6.104122467487372e-07,7.575651950197937e-07
1970,1.8086785189552756e-06,9.4963669283743e-07,7.781042983268094e-07
1971,1.3534539533566203e-06,5.534054201561389e-07,6.623394419591477e-07
1972,1.874042609983917e-06,7.084733066875515e-07,7.218116557794474e-07
1973,1.6506532389826134e-06,6.919070558719653e-07,6.086576789243736e-07
1974,1.6511052578493945e-06,6.863197712370095e-07,6.385024073907175e-07
1975,1.809968090071834e-06,9.943686949398511e-07,7.265002999190528e-07
1976,1.542652228181396e-06,6.17632265109691e-07,7.273319506673204e-07
1977,1.3169868076090552e-06,7.839626867678362e-07,6.546734923063013e-07
1978,1.927721875460975e-06,7.669303219159929e-07,7.550491534225046e-07
1979,1.5010311074092897e-06,6.934588563378696e-07,6.337687352697685e-07
1980,1.5662589696319174e-06,8.038803046561682e-07,6.128592211496198e-07
1981,1.4308392479733811e-06,6.39513066613695e-07,6.692431204768923e-07
1982,2.0435096459436863e-06,7.132420325461908e-07,6.54270762012743e-07
1983,1.6123001671530801e-06,6.473198892464893e-07,6.138487123052982e-07
1984,1.930489929691248e-06,7.817063516490919e-07,6.088958892647156e-07
1985,1.5995369011534422e-06,7.892412163812423e-07,6.833674079942398e-07
1986,1.5106103319340036e-06,5.371058897640779e-07,7.30727757414229e-07
1987,1.6682529704326043e-06,1.2887712936837659e-06,6.84411475937452e-07
1988,1.5225250180606054e-06,6.64418171092418e-07,6.434302095570388e-07
1989,1.7068059818825532e-06,5.521050919776727e-07,5.910707399081616e-07
1990,1.808407283476754e-06,4.4460992021377876e-07,5.791915862474184e-07
1991,1.4512988286696782e-06,6.752407770704849e-07,7.139264699418391e-07
1992,1.8574021609651936e-06,4.804671458469301e-07,6.810291033332305e-07
1993,1.8057816646432912e-06,8.641163876110802e-07,6.131902843264925e-07
1994,1.4659020521889943e-06,3.9983942978771836e-07,6.683332118839758e-07
1995,1.7492825961085146e-06,4.918163029610234e-07,6.680459438968001e-07
1996,1.9169088929515965e-06,3.955526373111695e-07,6.74734845773628e-07
1997,1.5429970616764876e-06,2.939270228319302e-07,6.995750965188563e-07
1998,1.6440509078563537e-06,3.413980463884414e-07,6.599090678349739e-07
1999,1.6297337843695914e-06,3.5099146181161167e-07,6.357149855418243e-07
2000,2.248336279819796e-06,4.369433237449982e-07,6.697735539518135e-07
2001,1.664422352831707e-06,2.7338762009776474e-07,7.281573708439737e-07
