year,dix_DET oeufs_NOUN,dix_DET feux_NOUN
1853,2.9859659189668264e-09,1.4332636411040767e-08
1854,0.0,2.5978321716024766e-09
1855,0.0,1.3798036491152743e-08
1856,0.0,9.836659486950339e-09
1857,0.0,1.415637662649516e-08
1858,0.0,1.6149130033227266e-08
1859,1.018434669930457e-09,9.165912473463322e-09
1860,9.154367819341758e-10,5.950338888283113e-09
1861,0.0,2.1221836732365773e-08
1862,1.3553959066214816e-09,5.421583626485926e-09
1863,0.0,1.9978483312144135e-09
1864,2.3973640850272204e-09,3.212467802882202e-08
1865,0.0,1.412053279858938e-08
1866,0.0,1.9462451650298362e-09
1867,0.0,3.396968040192405e-09
1868,9.87974813071446e-10,2.865126980111654e-08
1869,1.4650557433881772e-09,8.790334682373668e-09
1870,0.0,1.0321287824410774e-08
1871,0.0,0.0
1872,0.0,2.116568698085075e-08
1873,1.1972008939764578e-09,1.2570609442263958e-08
1874,1.1949218281515073e-09,2.5093358502203955e-08
1875,0.0,1.5448122780981066e-08
1876,6.04601479992084e-10,1.5115036333668286e-08
1877,0.0,1.608052180301911e-08
1878,6.039088673581716e-10,1.9928991790152395e-08
1879,6.10932526790009e-10,1.710611030603104e-08
1880,1.9253538763308597e-09,9.626769603698904e-09
1881,6.972507571312292e-10,1.045876096839038e-08
1882,1.9966155395678697e-09,2.5290463057103807e-08
1883,6.319338941018771e-10,4.549924170760278e-08
1884,6.601696966868076e-10,2.442627788923346e-08
1885,6.445635691854079e-10,3.0939052209078e-08
1886,1.2906927748801422e-09,2.5168509054651622e-08
1887,0.0,1.1099172247952538e-08
1888,0.0,1.521747527988282e-08
1889,1.2530273485467092e-09,4.385595886446936e-09
1890,6.554386478008212e-10,5.8989478302073906e-09
1891,6.374220040683554e-10,9.561330394092238e-09
1892,0.0,8.775916882086676e-09
1893,6.158416554491453e-10,6.774258043407144e-09
1894,0.0,1.3233232731835187e-08
1895,6.018614495673091e-10,8.426059849853118e-09
1896,5.89702897624278e-10,2.5357223876198987e-08
1897,1.7480140668268973e-09,5.2440420894583895e-09
1898,5.6583548957434e-10,1.2448380992680086e-08
1899,1.1055156790007459e-09,1.6029977345510815e-08
1900,0.0,1.2977633190303095e-08
1901,5.588738916095792e-10,6.706486921359556e-09
1902,0.0,1.4730851205513318e-08
1903,0.0,5.940242076007962e-09
1904,0.0,1.1824175416563776e-08
1905,0.0,1.4966200723165457e-08
1906,0.0,1.9033482345776065e-08
1907,0.0,2.0057088434555226e-08
1908,1.4734167219643268e-09,4.4202499438483756e-09
1909,2.2003934230241384e-09,6.60118004702781e-09
1910,1.068830135508847e-09,1.60324518105881e-08
1911,5.320374141248863e-10,1.1704822888702893e-08
1912,1.0418842455450772e-09,8.856016364688912e-09
1913,2.6514948014977335e-09,7.42418571064718e-09
1914,2.678697486047099e-09,4.68772043404897e-09
1915,5.890381071793627e-09,7.068456930880984e-09
1916,2.197492410260793e-09,3.2962386153911893e-09
1917,0.0,5.483212106582869e-09
1918,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,0.0,1.590168707821249e-08
1921,0.0,3.7863738810983705e-09
1922,1.4755870969551665e-09,8.115729421831475e-09
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,0.0,3.299453377181294e-09
1926,0.0,7.802296586589819e-09
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,1.0503603542488804e-09,1.8906487042613662e-08
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,0.0,5.735331320977366e-09
1934,0.0,1.4377896206951846e-08
1935,3.590485242455088e-09,1.555876849579363e-08
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,6.482607117774819e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,0.0
1946,0.0,4.1763312808029696e-09
1947,0.0,4.7683483828109274e-09
1948,0.0,4.348755133776194e-09
1949,0.0,9.817008317369869e-10
1950,0.0,3.190608444114673e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,0.0,3.9090144454689835e-09
1955,0.0,2.815682353940474e-09
1956,8.72114158667614e-10,6.104799332717903e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,0.0,9.099467845885556e-09
1959,1.5501495642666896e-09,3.8753737996444215e-09
1960,6.920833350854139e-10,7.612916519406099e-09
1961,1.3896318540318475e-09,4.86371165564492e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,6.466053248388448e-10,5.819448034571906e-09
1964,1.8251904432275978e-09,1.2167936658258327e-09
1965,0.0,8.755269065297e-09
1966,5.539074754423723e-10,1.0524241700338166e-08
1967,9.860671168482327e-10,7.888536934785861e-09
1968,4.4914158503495116e-10,6.737123747768692e-09
1969,1.8167031212712459e-09,4.9959334169624725e-09
1970,1.8394900047624674e-09,2.2533752641606952e-08
1971,1.0276794970565106e-09,5.652237344833111e-09
1972,3.0780880067027283e-09,7.182205497002769e-09
1973,2.205281512956958e-09,8.821126051827832e-09
1974,4.500457340128605e-09,6.750686232237513e-09
1975,7.996072248772634e-09,4.569184142155791e-09
1976,5.142174241967723e-09,1.0284348483935446e-08
1977,1.1753563677885381e-09,9.990529126202574e-09
1978,0.0,9.504946274496717e-09
1979,1.1703946700691858e-09,9.363157360553487e-09
1980,1.1370301367108482e-09,1.0233271119375331e-08
1981,1.8976649140967083e-09,2.5302198114474095e-09
1982,1.2415004579935385e-09,1.1173503899897241e-08
1983,6.315316047889041e-10,1.89459470334441e-09
1984,0.0,5.219107812592938e-09
1985,0.0,3.6093347199894765e-09
1986,2.3977941854269602e-09,8.392279760016663e-09
1987,2.4443267410134695e-09,7.332980445085013e-09
1988,0.0,8.994830658082265e-09
1989,5.488122178931576e-10,7.683371272548811e-09
1990,1.6345953479657283e-09,3.814055737905164e-09
1991,1.7584396161396398e-09,5.8614650910726596e-09
1992,0.0,7.713921945651236e-09
1993,2.7696036575264316e-09,2.7696036575264316e-09
1994,0.0,5.802419322797903e-09
1995,5.422450821690461e-10,8.133675954979935e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,7.671831170341648e-09
1998,4.768129224785866e-10,7.629006759657386e-09
1999,1.8280804647829996e-09,3.1991408688814005e-09
2000,2.2090156370779823e-09,2.6508188977203417e-09
2001,1.3143635069212678e-09,5.695575122643959e-09
2002,4.38122149670761e-10,1.3143663935011318e-09
2003,1.6667691671301554e-09,5.000307723435071e-09
2004,0.0,6.166707949839534e-09
2005,4.5037495954858286e-10,4.503749373441224e-09
2006,4.1178899179428186e-10,6.176834765891925e-09
2007,0.0,5.592271368204393e-09
2008,4.257439678578834e-10,6.811903485726134e-09
2009,4.76819250749827e-10,4.291373478793048e-09
2010,4.723793023408973e-10,6.140930874920514e-09
2011,0.0,1.91198598620268e-09
2012,0.0,4.085103366691101e-09
2013,1.1156500168141292e-09,1.952387529424726e-09
2014,2.1654451842767486e-10,4.547434831470021e-09
2015,1.329945265027277e-09,3.32486305154589e-09
2016,2.0713400439298368e-10,3.935546111222266e-09
2017,0.0,2.5156112748447867e-09
2018,1.290733298020541e-09,3.614053500911041e-09
2019,2.5509878653906526e-09,2.5509878653906526e-09
