year,plusieurs_DET autographes_NOUN,plusieurs_DET photographes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,0.0,0.0
1821,1.97229765852569e-09,0.0
1822,2.0051231786055723e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,9.172301251858528e-10,0.0
1829,0.0,0.0
1830,8.349468672008697e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,0.0,0.0
1836,9.409050427677812e-09,0.0
1837,1.461157062010443e-08,0.0
1838,1.0730675237269338e-08,0.0
1839,6.292327547896548e-09,6.9914751765765e-10
1840,3.821813088222825e-09,0.0
1841,5.778493683550323e-09,0.0
1842,6.037438549100216e-09,0.0
1843,7.088293507706567e-09,5.906911071384968e-10
1844,2.0307676651398765e-08,0.0
1845,6.138250796539069e-09,0.0
1846,6.439951683034906e-09,0.0
1847,3.235934187273415e-09,0.0
1848,1.045878850192139e-08,0.0
1849,5.865590679832167e-09,0.0
1850,2.0366988096043315e-09,0.0
1851,1.6768540334055615e-08,3.2247193804124663e-09
1852,1.3021090872200602e-09,0.0
1853,1.1943863675867306e-09,1.1943863675867306e-09
1854,9.871762074453727e-09,1.0910895131832632e-08
1855,3.1841622671890946e-09,1.0083180512765466e-08
1856,9.3189408967298e-09,1.65670055451983e-08
1857,6.8341128311999455e-09,1.6108979483675512e-08
1858,1.3212924976357954e-08,2.104280749648524e-08
1859,1.323965115318515e-08,2.342399785248972e-08
1860,1.0069804545764782e-08,1.1900678220655436e-08
1861,5.659156698811785e-09,6.6023493339173456e-09
1862,2.710791768834042e-08,4.111367646331132e-08
1863,1.748117206545885e-08,4.145535115185339e-08
1864,1.102787461348953e-08,2.58915302531193e-08
1865,8.943004559114343e-09,1.3649848362717876e-08
1866,7.784980660119345e-09,3.8924903300596725e-09
1867,8.249779526181555e-09,1.94112459439566e-09
1868,4.93987406535723e-10,7.903798504571569e-09
1869,4.395167341186834e-09,3.4184632902167778e-09
1870,5.160643912205387e-09,5.734048791339319e-10
1871,4.248470908407853e-09,1.0621177493064238e-08
1872,2.056095349534104e-08,4.23313739617015e-09
1873,7.183205141814142e-09,2.9930022904522957e-09
1874,1.493652240780463e-08,1.792382742227261e-09
1875,1.2015207218052382e-08,3.432916173551348e-09
1876,6.650616279912924e-09,2.418405919968336e-09
1877,8.040260901509555e-09,0.0
1878,1.0870359723469392e-08,4.2273621270183526e-09
1879,4.27652757650776e-09,1.0385853066452455e-08
1880,1.4119262203848848e-08,5.776061628992579e-09
1881,4.8807553554297556e-09,6.972507571312292e-09
1882,1.1979693681496428e-08,2.6621540527571597e-09
1883,1.074287619973191e-08,1.0110942305630033e-08
1884,5.941527270181268e-09,4.621187876807653e-09
1885,5.80107206715752e-09,8.379326565943757e-09
1886,4.5174246565693466e-09,3.2267319372003556e-09
1887,1.3710741986194819e-08,7.1818169189441505e-09
1888,6.34061492199578e-09,5.07249175996094e-09
1889,5.012109394186837e-09,8.771191328804662e-09
1890,4.5880705901168994e-09,9.831579661501166e-09
1891,8.286486163910922e-09,7.0116419337296065e-09
1892,3.1342561879199593e-09,4.387958441043338e-09
1893,4.310891643655168e-09,0.0
1894,3.780923574225881e-09,0.0
1895,3.0093072478365457e-09,6.018614495673091e-10
1896,2.948514543632541e-09,5.897029087265082e-09
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,5.092519295146758e-09,2.8291774478717002e-09
1899,1.9899282222013426e-08,3.8693048765026106e-09
1900,1.0901211489056095e-08,4.1528424032932776e-09
1901,3.912117352289357e-09,3.353243460679778e-09
1902,8.34748237199534e-09,4.419255628107521e-09
1903,3.2401321625741275e-09,2.1600881083827517e-09
1904,7.524475265086039e-09,2.1498500757388683e-09
1905,6.708986699521802e-09,5.676834835544042e-09
1906,1.4403716219746343e-08,2.572092316910357e-09
1907,9.257117739025489e-09,3.0857059130084963e-09
1908,3.929111258571538e-09,4.911389073214423e-10
1909,4.950885035270858e-09,5.500983557560346e-10
1910,5.878565634276356e-09,0.0
1911,2.287760891839241e-08,0.0
1912,2.083768435579003e-09,1.5628263128064646e-09
1913,6.3635876568213234e-09,5.30298971401777e-10
1914,1.205413840965619e-08,0.0
1915,8.246533234057551e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,1.2063066989753679e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,5.524709134618888e-09,3.6831393490643904e-09
1920,1.514446346106979e-09,7.572231730534895e-10
1921,2.27182422873895e-09,7.572747429129834e-10
1922,5.902348387820666e-09,0.0
1923,8.492758496458919e-09,0.0
1924,0.0,3.867487330388997e-09
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,1.3375366147982959e-08,2.229227691330493e-09
1927,1.0034302388994831e-08,6.689535148041159e-09
1928,6.8556245125250825e-09,0.0
1929,0.0,4.4561625500705304e-09
1930,0.0,3.1510810627466412e-09
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,5.4797681947604815e-09,0.0
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,0.0,2.3963160344919743e-09
1935,1.196828414151696e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,0.0,1.2965214457594243e-09
1939,0.0,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,1.517105907566929e-08
1943,1.4516175816936538e-08,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,5.272402070488624e-09,3.1634410646574906e-09
1953,3.232148326759443e-09,0.0
1954,5.863521668203475e-09,9.772536113672459e-10
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,1.744228317335228e-09,4.360570571293465e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,0.0
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,2.08444772553662e-09,4.1688955620955426e-09
1962,1.9025869768540815e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,5.1728423766661535e-09
1964,3.041984220075733e-09,5.475571551727398e-09
1965,4.377634699181954e-09,3.830430195250756e-09
1966,2.215629901769489e-09,4.431259803538978e-09
1967,3.944268467392931e-09,0.0
1968,4.491415683816058e-09,1.796566312384229e-09
1969,6.812636649256021e-09,0.0
1970,1.3796175313274261e-09,5.058597457585634e-09
1971,1.541519245584766e-09,5.138397485282553e-10
1972,5.643161382629103e-09,1.5390440588625154e-09
1973,2.205281512956958e-09,1.102640756478479e-09
1974,6.750686232237513e-09,1.1251143350321513e-09
1975,1.7134440533084216e-09,3.998036124386317e-09
1976,6.856232415142216e-09,1.7140580621521906e-09
1977,3.526069214387917e-09,2.9383909194713453e-09
1978,2.3762365408686037e-09,9.504946496541322e-09
1979,2.3407893401383717e-09,4.096381234219848e-09
1980,3.97960553399912e-09,1.4781391666218724e-08
1981,6.325549417596221e-09,5.692994575756671e-09
1982,8.069752865935698e-09,8.690503316977072e-09
1983,2.5261264191556165e-09,8.841442245000053e-09
1984,1.739702604197646e-09,1.333771937339634e-08
1985,2.4062232206745193e-09,7.2186695510012555e-09
1986,1.1988970927134801e-09,1.3187867686781374e-08
1987,4.277571630240118e-09,7.332980445085013e-09
1988,3.597932174415064e-09,1.798966131616453e-08
1989,0.0,1.4269117887266702e-08
1990,4.358920779878872e-09,1.1987031922622293e-08
1991,2.9307325455363298e-09,4.103025752488776e-09
1992,2.7549720282848966e-09,1.1570883029499157e-08
1993,1.661762283333701e-09,1.3848018953765973e-08
1994,1.5824779264761446e-09,1.2132331361769388e-08
1995,4.337960657352369e-09,3.7957155640810925e-08
1996,2.135236876199542e-09,1.1209994044136806e-08
1997,3.3564262480467733e-09,1.6302641014931396e-08
1998,4.7681290027412615e-09,1.096669710598519e-08
1999,1.3710603763428253e-09,1.2796563586547904e-08
2000,3.0926220473403987e-09,1.5463110347724296e-08
2001,1.7524847129024579e-09,1.2705514418343e-08
2002,2.1906108038649563e-09,1.3581786362237835e-08
2003,2.9168461535000745e-09,1.6250998990940957e-08
2004,1.3214374039449694e-09,1.6297728056002825e-08
2005,1.8014998381943315e-09,1.8915748078995875e-08
2006,8.235779835885637e-10,1.6059770846510446e-08
2007,1.997239706952314e-09,1.9972396847478535e-08
2008,1.2772318758180745e-09,1.4901039069314947e-08
2009,1.907277002999308e-09,1.2874119992289934e-08
2010,9.447586046817946e-10,1.369899971237487e-08
2011,1.911985902935953e-09,1.1089518525686515e-08
2012,6.808505426114664e-10,1.4978712048474563e-08
2013,1.1156500168141292e-09,1.5061275560057652e-08
2014,1.5158115873603606e-09,1.4508482637509701e-08
2015,2.438232948875907e-09,1.4629397471210837e-08
2016,1.864206039536853e-09,2.009199828734154e-08
2017,7.54683426862357e-10,1.861552334503358e-08
2018,7.744400121190154e-10,1.2649186587054828e-08
2019,7.65296326310505e-10,1.5561025357158087e-08
