year,les_DET autographes_NOUN,les_DET photographes_NOUN
1920,2.301958437200824e-07,1.408435075234138e-07
1921,1.8704685494919104e-07,2.430851999690731e-07
1922,2.1100895097880823e-07,1.8297280135470828e-07
1923,2.155037490680911e-07,1.40130516967929e-07
1924,2.84904906333594e-07,1.933743654092268e-07
1925,1.7157157028435677e-07,1.385770396211683e-07
1926,2.485588919132198e-07,2.0508894138515643e-07
1927,2.608918580060404e-07,1.4159515249190235e-07
1928,1.873870707491676e-07,1.7481843173072775e-07
1929,2.0386943555550374e-07,2.5177318718760944e-07
1930,1.9851810950655135e-07,1.8171233762132033e-07
1931,2.0529642164035522e-07,2.3152874462084583e-07
1932,2.3015027306172442e-07,2.564531627058386e-07
1933,2.5235456191374794e-07,1.8238352694766036e-07
1934,2.528113434152601e-07,1.6894028220804103e-07
1935,2.7766418675412297e-07,2.2739740757060645e-07
1936,1.6489611098791102e-07,2.04907671275123e-07
1937,1.7501653604146128e-07,2.0271700407192839e-07
1938,1.9188516853230198e-07,1.750303919578755e-07
1939,1.7129335905252674e-07,1.4988169283469688e-07
1940,1.1411022837748419e-07,1.9271949547317035e-07
1941,2.390717064315595e-07,1.4167212469828883e-07
1942,1.9722376509712092e-07,2.0025798264100558e-07
1943,1.0741970268846046e-07,1.6838764516080573e-07
1944,1.285274464635222e-07,2.2170983804414846e-07
1945,1.524952892850706e-07,2.570634798360061e-07
1946,1.531321496273108e-07,2.6171676381636644e-07
1947,1.5020297072787514e-07,1.9788646099527796e-07
1948,1.0871887967667249e-07,1.9895555425364364e-07
1949,2.8174814392656344e-07,2.43461808935308e-07
1950,1.5953042264982287e-07,2.265331957573835e-07
1951,1.3859822289852275e-07,3.2623888301941406e-07
1952,1.4446381224608729e-07,3.237254944110646e-07
1953,1.8423244541043715e-07,2.865838091281603e-07
1954,1.9447346155665457e-07,3.7331088975633975e-07
1955,1.8301935300613081e-07,3.7354719850668516e-07
1956,2.27621792747712e-07,4.6134839237765846e-07
1957,2.3324498821253314e-07,3.0392528671541186e-07
1958,1.513820518939113e-07,2.9697353198798737e-07
1959,1.6664107793662453e-07,2.7205124553120186e-07
1960,1.9309124810185097e-07,3.356604239002081e-07
1961,1.9176919674457338e-07,3.453235137840238e-07
1962,1.8328254081101392e-07,3.5641794227103674e-07
1963,1.6229794053135294e-07,3.2912211622715404e-07
1964,2.5796025870938877e-07,3.321846833159725e-07
1965,2.0246559950809484e-07,3.420027212541754e-07
1966,1.451237614524814e-07,2.8193890244665454e-07
1967,2.4651677454912146e-07,3.170205857827568e-07
1968,2.349010569946408e-07,3.377544857130488e-07
1969,1.498780104469688e-07,3.147438185635565e-07
1970,1.5083818641348223e-07,2.832814622877322e-07
1971,1.8446846627995228e-07,2.790149906672923e-07
1972,2.226483679645952e-07,2.985745446437704e-07
1973,1.8083308589433855e-07,3.594608841694935e-07
1974,1.8395619361122328e-07,3.9097722748238084e-07
1975,1.5021192645292558e-07,3.489714508475572e-07
1976,1.7940474306143983e-07,3.6223759281028833e-07
1977,1.6219918108628661e-07,3.8140314018164645e-07
1978,1.6277221037697132e-07,5.037621590986419e-07
1979,1.8550755642721128e-07,4.44749964856328e-07
1980,1.4042322360463544e-07,5.304245576098765e-07
1981,1.9672458617669975e-07,5.237554958625878e-07
1982,1.1856329129589227e-07,5.822637092478544e-07
1983,1.1683334688594726e-07,7.843622285008678e-07
1984,1.2003947347238864e-07,8.124411010612675e-07
1985,1.2211582811616495e-07,6.334382334216571e-07
1986,1.2588419312509203e-07,7.505095993565192e-07
1987,1.9249073845983844e-07,6.947998727468985e-07
1988,1.6310626621551805e-07,6.794095668283262e-07
1989,1.553138571086521e-07,7.738252207900587e-07
1990,8.499895587377182e-08,7.170424609626025e-07
1991,1.4829506744806764e-07,5.94352570715273e-07
1992,1.630943436414789e-07,7.972889051188758e-07
1993,1.6506837907659389e-07,7.12342092867857e-07
1994,1.3662060072139326e-07,7.442921514666523e-07
1995,1.7731414087007735e-07,1.0205052376477397e-06
1996,1.38790395398658e-07,7.505357757509046e-07
1997,1.2850317099299957e-07,8.928093819804417e-07
1998,1.640236453326338e-07,7.743442083096852e-07
1999,1.2385245087842556e-07,5.516232732816206e-07
2000,1.462368405258374e-07,6.993743966177135e-07
2001,1.1478775066575686e-07,6.650679722497443e-07
2002,1.8050632932808952e-07,7.321021229245162e-07
2003,1.5334276409761927e-07,7.946322000407235e-07
2004,1.2685798603251364e-07,7.56302668492026e-07
2005,1.3421174149819137e-07,1.050274377689675e-06
2006,1.2971353097190885e-07,8.491089289464071e-07
2007,1.410051236883092e-07,9.638679046020115e-07
2008,1.0984194354080046e-07,9.600526453823477e-07
2009,8.67811029703347e-08,9.579298563267002e-07
2010,7.321879103017181e-08,9.745184854637046e-07
2011,4.741725101453653e-08,1.3123871696052447e-06
2012,4.936166500546513e-08,1.347403241425127e-06
2013,7.056486378553828e-08,1.3175826722999773e-06
2014,9.484649635127518e-08,1.171722402659725e-06
2015,6.671891990273071e-08,9.55344006570158e-07
2016,7.684671832208778e-08,8.95026033731483e-07
2017,4.855129909220324e-08,9.373167699777696e-07
2018,6.118075995820149e-08,1.0488498958238779e-06
2019,6.938686958335438e-08,8.494789085489174e-07
