year,six_DET oies_NOUN,six_DET fois_NOUN
1864,2.3973640850272204e-09,2.0876245869771992e-06
1865,2.3534221238463715e-09,2.2103340810986083e-06
1866,1.9462451650298362e-09,2.643001032254233e-06
1867,3.396968040192405e-09,2.126016653392071e-06
1868,9.87974813071446e-10,2.103892402516294e-06
1869,1.953407657850903e-09,2.053031547433193e-06
1870,1.1468097582678638e-09,2.0814598080676205e-06
1871,1.0621177271019633e-09,2.039265933007073e-06
1872,3.0236697590169115e-09,2.2290493646437426e-06
1873,4.788803575905831e-09,2.2806675907816043e-06
1874,3.5847653734322193e-09,2.339656969496673e-06
1875,2.2886108563824337e-09,2.1123878859441447e-06
1876,6.04601479992084e-09,2.2049815271429907e-06
1877,5.566334282391949e-09,2.0360414438869157e-06
1878,5.435179861734696e-09,1.933112272922699e-06
1879,5.498392852132383e-09,2.0686174337924967e-06
1880,8.984984978255284e-09,2.114038593958867e-06
1881,6.972507571312292e-10,2.500341224731528e-06
1882,4.658769592325029e-09,2.424556761582153e-06
1883,6.951272890631799e-09,2.166269403858223e-06
1884,9.242375753615306e-09,2.1033007229220857e-06
1885,6.445635636342928e-09,2.074205596613865e-06
1886,3.2267319927115068e-09,1.9353938149890837e-06
1887,6.528924623161458e-10,2.120594743360016e-06
1888,1.268122939990235e-09,2.364415109923357e-06
1889,5.012109394186837e-09,2.2786302942279235e-06
1890,2.6217545912032847e-09,2.221937108970451e-06
1891,1.9122659011827636e-09,2.4349519627264726e-06
1892,3.761107425503951e-09,2.3218569076277618e-06
1893,8.005941687372342e-09,2.040899296673615e-06
1894,3.150769645188234e-09,2.1330710424649624e-06
1895,6.018614495673091e-10,2.0403104024069307e-06
1896,2.948514543632541e-09,2.0002722749268287e-06
1897,6.409385022720926e-09,1.9268942246242204e-06
1898,1.13167097914868e-09,2.006452554326188e-06
1899,2.2110313580014918e-09,2.0120385144650754e-06
1900,3.114631885736685e-09,1.911864920600692e-06
1901,9.500856101851696e-09,1.8398128318608542e-06
1902,9.820567692386817e-10,1.7843971775732825e-06
1903,1.0800440541913758e-09,1.770192234573642e-06
1904,2.1498500757388683e-09,1.8644574986126372e-06
1905,6.708986699521802e-09,1.8681947828724788e-06
1906,3.0865106026567446e-09,1.947588209816331e-06
1907,6.1714118260169926e-09,1.7691380804762957e-06
1908,7.367083831866239e-09,1.942454353809353e-06
1909,2.7504918342913243e-09,1.839528881220076e-06
1910,5.344150677544235e-10,1.8186144643550506e-06
1911,2.128149656499545e-09,1.616329672771144e-06
1912,1.0418842455450772e-09,1.8774754124706305e-06
1913,0.0,1.8677129887123556e-06
1914,2.678697486047099e-09,1.7699493639611319e-06
1915,1.1780761921542648e-09,1.7011420609946981e-06
1916,0.0,1.822819896801775e-06
1917,7.676497326691845e-09,1.4738874938302615e-06
1918,3.44591288836682e-09,1.807955683830187e-06
1919,9.207848372660976e-10,1.5579679910615596e-06
1920,7.572231730534895e-10,1.6454459910164587e-06
1921,4.543648568500203e-09,1.790954748059903e-06
1922,2.951174193910333e-09,1.6423284741051702e-06
1923,4.246379248229459e-09,1.4947254776132013e-06
1924,1.289162443462999e-09,1.4967175729907467e-06
1925,2.1996355847875293e-09,1.5925361473989597e-06
1926,1.1146138456652466e-09,1.665233106962205e-06
1927,2.2298449753321847e-09,1.8708399558420297e-06
1928,0.0,1.5687954117993286e-06
1929,1.1140406375176326e-09,1.5050689334827894e-06
1930,6.302162347537887e-09,1.5345764232677084e-06
1931,5.7026783295555106e-09,1.5077881698744022e-06
1932,3.2878609834696704e-09,1.4630981226559925e-06
1933,0.0,1.4865978030798033e-06
1934,0.0,1.4090337856487167e-06
1935,2.393656828303392e-09,1.5798134782585294e-06
1936,3.6374143697059935e-09,1.433141250117842e-06
1937,7.554670666820584e-09,1.447978597468591e-06
1938,1.2965214457594243e-09,1.5895352838413146e-06
1939,1.5294050470515685e-09,1.55693433612214e-06
1940,0.0,1.6507946796195938e-06
1941,5.9030051957620344e-09,1.5967629565238894e-06
1942,1.2136847082899749e-08,1.5019348396094756e-06
1943,1.1612940831184915e-08,1.405165864554192e-06
1944,6.4263723231761105e-09,1.5519689213761012e-06
1945,2.178504043826024e-09,1.411670581319413e-06
1946,8.352662561605939e-09,1.461715918082973e-06
1947,1.1920870957027319e-09,1.5211031474393621e-06
1948,3.2615663503321457e-09,1.6797066493268176e-06
1949,7.853606653895895e-09,1.752335961668905e-06
1950,1.0635361480382244e-09,1.542127439080332e-06
1951,2.1322803522849654e-09,1.5277788634193712e-06
1952,6.326882129314981e-09,1.483653871758861e-06
1953,1.0773827385790469e-09,1.3596569772289513e-06
1954,1.9545072227344917e-09,1.5303791904841546e-06
1955,0.0,1.5542566877968511e-06
1956,0.0,1.5855035435663467e-06
1957,0.0,1.5523161778219219e-06
1958,2.4816730892496253e-09,1.4699776578197543e-06
1959,1.5501495642666896e-09,1.4238124244059236e-06
1960,2.076250060767393e-09,1.4907475502923262e-06
1961,2.08444772553662e-09,1.4688408640495254e-06
1962,2.5367825617905737e-09,1.4580157241539382e-06
1963,1.939815863494232e-09,1.4684406615117496e-06
1964,4.867174663303331e-09,1.5216004705109754e-06
1965,1.0944086747954884e-09,1.4035791444655388e-06
1966,1.1078149508847446e-09,1.444590751020769e-06
1967,4.437302081328198e-09,1.4347276362514094e-06
1968,4.0422742653145605e-09,1.4601592468466151e-06
1969,1.3625273131978588e-09,1.5791691332367463e-06
1970,4.5987250119061684e-10,1.405370333884548e-06
1971,6.679916619845017e-09,1.311319060448568e-06
1972,3.0780880067027283e-09,1.4620918271646133e-06
1973,1.102640756478479e-09,1.3104885709935843e-06
1974,1.6876715580593782e-09,1.3310102033869953e-06
1975,1.1422960355389478e-09,1.3227788464575951e-06
1976,1.7140580066410394e-09,1.3621047685319354e-06
1977,3.526069047854463e-09,1.371640848901734e-06
1978,1.7821774056514528e-09,1.4881181797932186e-06
1979,1.7555920051037788e-09,1.320205218036108e-06
1980,3.411090521154847e-09,1.36045652965322e-06
1981,2.5302198114474095e-09,1.3549326745021517e-06
1982,2.483000915987077e-09,1.3209564464489176e-06
1983,2.5261264191556165e-09,1.3590560676846053e-06
1984,1.739702604197646e-09,1.4323550558970055e-06
1985,1.8046674155058895e-09,1.2590562903369573e-06
1986,1.7983456945813714e-09,1.355952640835767e-06
1987,0.0,1.3993770622278134e-06
1988,2.398621523624911e-09,1.4373739034567734e-06
1989,3.292873196336643e-09,1.3643471987734301e-06
1990,2.724325487424295e-09,1.255369152630692e-06
1991,2.344586136349136e-09,1.2895223235886988e-06
1992,3.3059665005552574e-09,1.252961290276744e-06
1993,0.0,1.342149928973413e-06
1994,2.6374632478010085e-09,1.3023793563604613e-06
1995,3.253470381991974e-09,1.2937967284187835e-06
1996,0.0,1.2314978761196471e-06
1997,2.8769365778558154e-09,1.257700784407234e-06
1998,1.43043876743576e-09,1.1805888213700655e-06
1999,1.8280804647829996e-09,1.2234428652391216e-06
2000,1.3254094488601709e-09,1.2047971758022413e-06
2001,1.9277332619083154e-08,1.1671548456604341e-06
2002,3.0668549366730247e-09,1.1215926676300114e-06
2003,1.2500768753476166e-09,1.2750784641468726e-06
2004,1.7619165015858584e-09,1.2157223707731646e-06
2005,2.251874686720612e-09,1.2817671226628136e-06
2006,4.1178899179428186e-09,1.2654275387546932e-06
2007,2.3966877371606188e-09,1.274638407267048e-06
2008,8.514879357157668e-10,1.2274198191164487e-06
2009,4.76819250749827e-10,1.151041661984209e-06
2010,9.447586046817946e-10,1.174334890663431e-06
2011,1.911985902935953e-09,1.1766361645015877e-06
2012,3.744677901096338e-09,1.26433948111071e-06
2013,3.068037435216553e-09,1.2478544917371437e-06
2014,5.4136128913029324e-09,1.3657462289984323e-06
2015,2.881548111233201e-09,1.3150941313710973e-06
2016,1.6570720351438695e-09,1.3629417026095325e-06
2017,2.0124891197959016e-09,1.1174345395659202e-06
2018,7.744400065679002e-09,1.1311987044848593e-06
2019,3.316284080678855e-09,1.2382494176677028e-06
