year,certaines_DET oies_NOUN,certaines_DET fois_NOUN
1858,0.0,3.0830159314376715e-08
1859,0.0,2.7497736310166943e-08
1860,0.0,1.0985241605254714e-08
1861,0.0,1.5091083938045813e-08
1862,0.0,3.117410596331638e-08
1863,0.0,3.09666488007565e-08
1864,0.0,1.1986819981046892e-08
1865,0.0,8.001635409815577e-09
1866,0.0,2.1408697592484316e-08
1867,4.85281148598915e-10,1.6014277903764196e-08
1868,0.0,2.6675320397018254e-08
1869,0.0,1.12320943657096e-08
1870,0.0,1.1468097138589428e-08
1871,0.0,1.5931766128574054e-08
1872,7.256807155187062e-09,1.9351485303076288e-08
1873,5.986004469882289e-10,8.380406590902112e-09
1874,2.3898436563030145e-09,1.792382703369455e-08
1875,0.0,2.2313955794217577e-08
1876,0.0,6.650616057868319e-09
1877,6.184815992682502e-10,8.040260790487253e-09
1878,1.8117265465633636e-09,1.5701630662334765e-08
1879,1.832797580370027e-09,7.942122737247814e-09
1880,0.0,1.2193907661384173e-08
1881,2.091752326904839e-09,2.579827795834433e-08
1882,0.0,3.926677116794508e-08
1883,0.0,8.21514056781325e-09
1884,6.601696966868076e-10,2.442627877741188e-08
1885,0.0,2.127059772760731e-08
1886,0.0,1.742435284945998e-08
1887,0.0,1.1752064710268684e-08
1888,0.0,1.268122939990235e-08
1889,0.0,1.503632818256051e-08
1890,0.0,2.2284914802384037e-08
1891,0.0,2.1672347916279477e-08
1892,0.0,3.0715710863660206e-08
1893,2.463366621796581e-09,1.4780199397712579e-08
1894,6.301539290376468e-10,1.8904618759307823e-08
1895,1.2037228991346183e-09,2.166701218442313e-08
1896,0.0,1.7101383420481397e-08
1897,0.0,3.3794939513498434e-08
1898,0.0,2.7160104387746742e-08
1899,1.6582735185011188e-09,3.4823743888523495e-08
1900,5.191053142894475e-10,4.1009318607621026e-08
1901,1.676621730339889e-09,2.179608182828474e-08
1902,0.0,3.879124221839447e-08
1903,5.400220270956879e-10,3.51014310950859e-08
1904,0.0,3.815983884436491e-08
1905,0.0,2.167518742268726e-08
1906,8.745113966313056e-09,2.8807432439492686e-08
1907,2.057137349353866e-09,4.422845378826423e-08
1908,0.0,3.388858438313491e-08
1909,0.0,3.190570474487231e-08
1910,0.0,5.5044752755861737e-08
1911,0.0,4.575521783678482e-08
1912,0.0,3.229841105678588e-08
1913,0.0,5.6211693078012104e-08
1914,0.0,4.01804629568403e-08
1915,0.0,3.180805618896443e-08
1916,0.0,5.054232410373061e-08
1917,4.386569774084137e-09,5.812204761923567e-08
1918,0.0,4.364823169566989e-08
1919,0.0,5.064316610514652e-08
1920,2.2716695191604686e-09,4.391894226074555e-08
1921,7.572747429129834e-10,4.6951035281850295e-08
1922,2.951174193910333e-09,5.5334513859861545e-08
1923,0.0,4.989495483442852e-08
1924,0.0,5.285566029300526e-08
1925,0.0,5.389107116116065e-08
1926,0.0,4.904300787700322e-08
1927,0.0,4.9056589901397274e-08
1928,0.0,5.713020634345867e-08
1929,0.0,4.9017788938954254e-08
1930,0.0,5.671945757512731e-08
1931,0.0,3.4216069977333063e-08
1932,0.0,5.2605774847336306e-08
1933,0.0,5.1617980112439454e-08
1934,0.0,8.02765853791243e-08
1935,0.0,6.103825089809334e-08
1936,0.0,7.032334536916096e-08
1937,0.0,8.058315614789535e-08
1938,0.0,5.575042294481136e-08
1939,1.5294050470515685e-09,7.952906244668156e-08
1940,0.0,4.05725257834888e-08
1941,0.0,5.312704942639357e-08
1942,0.0,8.495793046847666e-08
1943,8.709705845433291e-09,6.967764720755554e-08
1944,3.2131861615880553e-09,5.7837350908584995e-08
1945,0.0,6.099811500348551e-08
1946,0.0,7.656607792227987e-08
1947,0.0,5.364391952866754e-08
1948,1.0871887834440486e-09,7.284164738052823e-08
1949,0.0,4.319483615233821e-08
1950,0.0,5.317680695782201e-08
1951,0.0,8.422507491445685e-08
1952,1.0544803918932644e-09,5.9050901057844385e-08
1953,1.0773827385790469e-09,7.972632332098328e-08
1954,2.9317608341017376e-09,9.186183547171822e-08
1955,9.385607846468247e-10,6.569925403709931e-08
1956,0.0,7.064124751821055e-08
1957,0.0,7.598132434338822e-08
1958,8.272243445794913e-10,7.693186354629233e-08
1959,7.750747821333448e-10,7.44071790848011e-08
1960,6.920833350854139e-10,5.9519168260635524e-08
1961,2.08444772553662e-09,8.546236074380431e-08
1962,0.0,9.132417133628223e-08
1963,6.466053248388448e-10,1.0668988181805616e-07
1964,0.0,5.962288796013127e-08
1965,5.472043373977442e-10,7.387258627034043e-08
1966,1.1078149508847446e-09,6.813061936838949e-08
1967,0.0,8.677390894717973e-08
1968,4.4914158503495116e-10,6.557467102652481e-08
1969,0.0,7.720988115522687e-08
1970,0.0,8.415666563621471e-08
1971,0.0,8.529739758955657e-08
1972,0.0,1.0003786243828472e-07
1973,0.0,8.104409943143764e-08
1974,5.625571675160757e-10,1.0069773281884409e-07
1975,0.0,7.025120574155608e-08
1976,1.7140580066410394e-09,9.998672290123523e-08
1977,5.876781838942691e-10,8.756405023291336e-08
1978,0.0,9.683163781915027e-08
1979,0.0,9.07055870413842e-08
1980,1.7055452605774235e-09,1.2507331703659474e-07
1981,1.2651099057237047e-09,9.741346218561375e-08
1982,3.7245013739806154e-09,8.38012788051401e-08
1983,0.0,1.1872793947986793e-07
1984,5.799008495621649e-10,8.988463306991434e-08
1985,0.0,1.0767848657167178e-07
1986,0.0,1.0370459690989264e-07
1987,0.0,9.716198867693038e-08
1988,5.996553809062277e-10,1.2652728642592592e-07
1989,5.488122178931576e-10,1.1470175564909368e-07
1990,0.0,1.1551139778021025e-07
1991,0.0,1.0257564042603917e-07
1992,0.0,1.2672871463337287e-07
1993,5.539207426075166e-10,1.2463216592095705e-07
1994,2.1099706426497278e-09,1.1393841603535293e-07
1995,0.0,1.2037840591005988e-07
1996,1.067618438099771e-09,1.2544516891921376e-07
1997,1.438468344439059e-09,1.1028257418388421e-07
1998,0.0,1.6068595343199377e-07
1999,0.0,1.5127365671219195e-07
2000,0.0,1.5198028080476433e-07
2001,0.0,1.3932253750681411e-07
2002,0.0,1.5421899846046472e-07
2003,8.333845835650777e-10,2.0751275542352232e-07
2004,2.2023955992267474e-09,1.563700884332775e-07
2005,4.5037495954858286e-10,1.621349881020251e-07
2006,0.0,1.548326622469176e-07
2007,1.5977917877663117e-09,1.8055046524523277e-07
2008,2.1287198670449925e-09,1.7540651597869328e-07
2009,0.0,1.9072769674721712e-07
2010,9.447586046817946e-10,2.4847151536278034e-07
2011,0.0,2.493229729338964e-07
2012,0.0,2.648508612423939e-07
2013,0.0,2.7668121305168825e-07
2014,6.496335691608124e-10,2.8497258597326436e-07
2015,4.433150790905671e-10,2.38946824993036e-07
2016,1.4499380585064614e-09,2.4379671970109484e-07
2017,0.0,2.9105623156056026e-07
2018,2.0651733656507076e-09,3.071945400279219e-07
2019,5.1019755087367e-10,2.612211531527464e-07
