year,aurais_VERB été_VERB,aurais_VERB fêté_VERB
1878,1.8600393048018304e-07,0.0
1879,2.1688104823169851e-07,0.0
1880,1.6365507349291875e-07,0.0
1881,1.666429341184994e-07,0.0
1882,2.15634472056081e-07,0.0
1883,1.807330960446052e-07,0.0
1884,2.053127730050619e-07,0.0
1885,1.3149096389497572e-07,0.0
1886,1.54883139202866e-07,0.0
1887,1.6779335965111386e-07,0.0
1888,1.654900501080192e-07,0.0
1889,1.5976098666214966e-07,0.0
1890,1.376421181475962e-07,0.0
1891,1.1919791376158173e-07,0.0
1892,1.234896984669831e-07,0.0
1893,1.6442972139429912e-07,0.0
1894,1.4745602072707698e-07,0.0
1895,1.6791933887816413e-07,0.0
1896,1.5391245256068942e-07,0.0
1897,1.35762419972707e-07,0.0
1898,1.2844465402395144e-07,0.0
1899,1.5366667582839e-07,0.0
1900,1.349673794948103e-07,0.0
1901,1.6039680872381723e-07,0.0
1902,1.2128401749578188e-07,0.0
1903,9.88240316246447e-08,0.0
1904,1.445774131525468e-07,0.0
1905,1.3159935008388857e-07,5.160759042333041e-10
1906,1.2706135521511897e-07,0.0
1907,1.3885677674352337e-07,0.0
1908,1.512707825668258e-07,0.0
1909,1.3642439000705053e-07,0.0
1910,1.3948233856808656e-07,0.0
1911,1.2130452375913592e-07,1.0640748282497725e-09
1912,1.5576169687392394e-07,0.0
1913,1.5484729942727427e-07,2.121195885607108e-09
1914,1.1585366621602589e-07,6.696743715117748e-10
1915,1.5314989809667168e-07,1.1780761921542648e-09
1916,8.350470892537487e-08,4.394984820521586e-09
1917,7.23783983858084e-08,0.0
1918,8.499918635607173e-08,0.0
1919,1.602165582426096e-07,0.0
1920,1.3024238398884336e-07,0.0
1921,1.529694912960622e-07,0.0
1922,1.5198547487216274e-07,0.0
1923,2.08072577834173e-07,0.0
1924,1.5341032622018247e-07,0.0
1925,1.4737558728938893e-07,0.0
1926,2.396419631622848e-07,0.0
1927,2.3524864900537068e-07,1.1149224876660924e-09
1928,1.6110718092932075e-07,0.0
1929,1.982992330340494e-07,0.0
1930,1.691080200316719e-07,1.0503603542488804e-09
1931,1.2089678591564734e-07,1.1405356659111021e-09
1932,1.36994202648566e-07,0.0
1933,1.0438302666671007e-07,0.0
1934,1.0903237779302799e-07,0.0
1935,1.3883209248888306e-07,0.0
1936,9.093535879856063e-08,0.0
1937,1.397614113329837e-07,0.0
1938,1.2316954212110431e-07,0.0
1939,1.1164657109929976e-07,0.0
1940,8.368083825871508e-08,0.0
1941,1.0035108743977617e-07,5.9030051957620344e-09
1942,1.8205270180260413e-07,0.0
1943,1.2483911859817454e-07,0.0
1944,1.285274464635222e-07,0.0
1945,1.5031677946808486e-07,0.0
1946,1.3642682006320683e-07,2.7842208538686464e-09
1947,2.3126489168134867e-07,0.0
1948,1.4350891319736547e-07,2.174377566888097e-09
1949,1.1682239886567913e-07,0.0
1950,1.3187847969220456e-07,1.0635361480382244e-09
1951,2.0043435711158963e-07,0.0
1952,1.3181005442675087e-07,0.0
1953,1.1635733443426943e-07,0.0
1954,1.6906487587675656e-07,0.0
1955,9.291751723594643e-08,9.385607846468247e-10
1956,1.4041037843526283e-07,3.488456634670456e-09
1957,1.404770983981507e-07,0.0
1958,1.6875377184533136e-07,0.0
1959,1.6121555290737888e-07,0.0
1960,1.4741374343429925e-07,0.0
1961,1.3548910260396951e-07,1.3896318540318475e-09
1962,1.484017815300831e-07,1.9025869768540815e-09
1963,1.2673464766521647e-07,0.0
1964,1.6730912477669335e-07,2.4335873316516654e-09
1965,1.0561043950474414e-07,0.0
1966,1.2850652808538143e-07,0.0
1967,1.602359134267317e-07,0.0
1968,1.4507273249364516e-07,0.0
1969,1.1399811938872517e-07,0.0
1970,1.2048658959429304e-07,0.0
1971,1.0379562809248455e-07,0.0
1972,9.747279250404972e-08,0.0
1973,1.0034030850647468e-07,0.0
1974,9.788494992335472e-08,0.0
1975,8.567220532995634e-08,0.0
1976,7.370449850441219e-08,5.713526873840635e-10
1977,6.875834657193991e-08,0.0
1978,8.613857715999984e-08,0.0
1979,1.1235788832664184e-07,0.0
1980,1.0233271297011015e-07,0.0
1981,9.108791232392832e-08,0.0
1982,1.0180303888773778e-07,0.0
1983,9.662433342327859e-08,0.0
1984,6.494889248642721e-08,0.0
1985,1.0286603924214432e-07,0.0
1986,9.651121501974558e-08,0.0
1987,1.0938362038359628e-07,0.0
1988,9.774382903060541e-08,0.0
1989,1.0372551173531974e-07,0.0
1990,8.990274125153519e-08,0.0
1991,8.440510157470271e-08,0.0
1992,8.7057117070799e-08,0.0
1993,1.0302925801397578e-07,0.0
1994,9.389369637347045e-08,0.0
1995,1.106179965404408e-07,0.0
1996,9.448422844116067e-08,0.0
1997,7.959524594980394e-08,0.0
1998,1.087133441046717e-07,0.0
1999,9.825932778539936e-08,0.0
2000,1.0912538073171163e-07,0.0
2001,1.0164411179403032e-07,4.3812117822561447e-10
2002,1.1303551161745418e-07,0.0
2003,1.1792391774179123e-07,0.0
2004,1.1364361540699974e-07,0.0
2005,1.1439524172374149e-07,0.0
2006,1.3959646594230435e-07,0.0
2007,1.6297475724513788e-07,0.0
2008,1.7625799841880507e-07,0.0
2009,1.8166812765230134e-07,0.0
2010,2.286315776700576e-07,4.723793023408973e-10
2011,2.638540763655328e-07,3.82397197240536e-10
2012,3.026380568371678e-07,0.0
2013,3.617495281105221e-07,8.367375126105969e-10
2014,4.13816565014713e-07,4.330890368553497e-10
2015,3.677298536786111e-07,0.0
2016,3.894119231517834e-07,1.2428040818690533e-09
2017,3.8161823567861575e-07,2.515611330355938e-10
2018,4.153579880039615e-07,5.162933414126769e-10
2019,4.821366701435181e-07,7.65296326310505e-10
