year,vingt - six âmes,vingt - six femmes
1860,5.017982140920196e-10,0.0
1861,0.0,5.163843574962357e-09
1862,0.0,4.455976476691603e-09
1863,0.0,1.6447839756850158e-09
1864,0.0,5.249539691831728e-10
1865,2.063842208244182e-09,5.159605520610455e-10
1866,0.0,3.737514298052247e-09
1867,0.0,0.0
1868,0.0,4.868920377987251e-09
1869,0.0,0.0
1870,0.0,6.283288334074655e-10
1871,0.0,8.165447873409448e-09
1872,0.0,0.0
1873,0.0,1.3120848851855271e-09
1874,0.0,0.0
1875,0.0,1.886091061109596e-09
1876,0.0,0.0
1877,0.0,5.446048056967356e-09
1878,0.0,3.988102292851181e-09
1879,0.0,2.688211653278927e-09
1880,0.0,0.0
1881,0.0,0.0
1882,0.0,5.862106799980893e-09
1883,4.1799657068963825e-09,2.0899828534481912e-09
1884,0.0,7.27484239515519e-10
1885,0.0,2.8408335683849373e-09
1886,0.0,7.111462529962864e-10
1887,0.0,0.0
1888,0.0,6.98901936324603e-10
1889,0.0,4.8398436369723186e-09
1890,0.0,7.228974641115826e-10
1891,0.0,2.8108828598050195e-09
1892,6.917188488664294e-10,6.917188488664294e-10
1893,0.0,6.792941764643956e-10
1894,0.0,7.654690215019855e-09
1895,0.0,6.64195753952157e-10
1896,0.0,1.9513062277098925e-09
1897,0.0,5.153473092711636e-09
1898,0.0,0.0
1899,0.0,2.44016407080494e-09
1900,5.736004449197196e-10,0.0
1901,0.0,0.0
1902,0.0,1.0814305007045277e-09
1903,0.0,0.0
1904,5.93522675451652e-10,1.7805680263549561e-09
1905,0.0,1.7093688686742325e-09
1906,0.0,1.1351314332941342e-09
1907,0.0,1.1367379260107668e-09
1908,0.0,3.7974051680933485e-09
1909,0.0,2.4264261710982282e-09
1910,0.0,5.898358468314768e-10
1911,0.0,0.0
1912,0.0,1.149544348599818e-09
1913,0.0,0.0
1914,0.0,5.17061549132336e-09
1915,0.0,0.0
1916,0.0,1.2093360757248206e-09
1917,0.0,1.206102329120995e-09
1918,0.0,3.791308933465132e-09
1919,0.0,7.094462350920594e-09
1920,0.0,8.343376545205672e-10
1921,0.0,8.356959568800448e-10
1922,0.0,1.6287773352274826e-09
1923,0.0,3.5194243075409304e-09
1924,0.0,2.849811275851266e-09
1925,0.0,1.2185186193391928e-09
1926,0.0,0.0
1927,0.0,3.702804063365761e-09
1928,0.0,0.0
1929,0.0,1.2342626920514022e-09
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,0.0,1.2687977335446021e-09
1934,0.0,2.6548352405342257e-09
1935,0.0,1.3263738996016627e-09
1936,0.0,0.0
1937,0.0,4.184277369034817e-09
1938,0.0,4.303233325231304e-09
1939,0.0,1.6942175440348706e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,3.079471788680621e-09
1947,0.0,2.633565587828457e-09
1948,0.0,1.2032065344058651e-09
1949,0.0,0.0
1950,0.0,2.35255281921809e-09
1951,0.0,0.0
1952,2.3360564593843947e-09,1.1680282296921973e-09
1953,1.1908261043913626e-09,3.572478313174088e-09
1954,0.0,2.1613446588020224e-09
1955,1.0387826154811819e-09,4.1551304619247276e-09
1956,0.0,3.858756425501042e-09
1957,0.0,0.0
1958,0.0,3.6595674268724565e-09
1959,0.0,2.5723245755671087e-09
1960,0.0,2.2960096046631406e-09
1961,0.0,7.66812890962143e-10
1962,0.0,0.0
1963,0.0,7.132183177382956e-10
1964,0.0,6.711313171869904e-10
1965,0.0,6.033863408916318e-10
1966,0.0,1.222114964782861e-09
1967,0.0,1.08637732143535e-09
1968,0.0,1.976373731338299e-09
1969,0.0,2.9956443992062987e-09
1970,0.0,6.069452940238307e-09
1971,0.0,0.0
1972,0.0,1.6959011972517146e-09
1973,6.093281434971232e-10,1.2186562869942463e-09
1974,0.0,0.0
1975,0.0,3.157783368124001e-09
1976,0.0,1.8934104284440423e-09
1977,0.0,1.948398276052643e-09
1978,6.543469655007073e-10,1.9630408965021218e-09
1979,0.0,7.0855898925969996e-09
1980,0.0,5.635500621714584e-09
1981,0.0,6.2665432842834434e-09
1982,0.0,4.773100137356323e-09
1983,0.0,4.165158884461562e-09
1984,0.0,2.5472526310466037e-09
1985,0.0,5.947572656594957e-09
1986,0.0,4.608480708157003e-09
1987,0.0,2.01410399469637e-09
1988,0.0,4.6100695483275445e-09
1989,0.0,1.265839344455344e-08
1990,0.0,1.790998682693612e-09
1991,0.0,6.429924925832609e-10
1992,0.0,3.6210214826581932e-09
1993,0.0,4.246250018269393e-09
1994,0.0,1.1546740452672566e-08
1995,0.0,4.150200627606182e-09
1996,5.833531990795393e-10,1.1667063981590786e-09
1997,0.0,4.187392210752705e-09
1998,0.0,3.121535918637619e-09
1999,0.0,5.982171535912073e-09
2000,0.0,1.4452057328639967e-09
2001,0.0,6.2107066156613655e-09
2002,0.0,3.818676930222864e-09
2003,0.0,3.176552576533709e-09
2004,0.0,5.755984133770653e-09
2005,0.0,2.942961208063366e-09
2006,0.0,7.179869504492231e-09
2007,0.0,3.926721697800062e-09
2008,0.0,3.25418658686516e-09
2009,0.0,4.694127087034872e-09
2010,0.0,5.176862716282926e-09
2011,4.19642653959329e-10,2.9374984666930004e-09
2012,3.749565102850738e-10,2.9996520822805905e-09
2013,6.160388865694699e-10,4.004252929235008e-09
2014,2.395155185297426e-10,5.9878879632435655e-09
2015,4.902833139475149e-10,4.167408140798301e-09
2016,4.5849760099692105e-10,2.0632392044861447e-09
2017,0.0,2.231215878722992e-09
2018,5.72998759551524e-10,3.7244920481072086e-09
2019,2.832501178051672e-10,5.098502120493009e-09
