year,mes_DET acteurs_NOUN,mes_DET facteurs_NOUN
1800,3.458580977167003e-08,1.4148740490327327e-07
1801,7.381665767525192e-08,1.1905912700171939e-08
1802,1.5664880947952042e-08,1.7902721083373763e-08
1803,1.950339267864365e-08,1.1702034896643454e-08
1804,7.168367943677367e-08,0.0
1805,2.55858996212055e-08,0.0
1806,1.152667650217154e-08,2.5935023018064385e-08
1807,5.4092147649953404e-08,0.0
1808,2.2660739507074368e-08,0.0
1809,8.584315835946654e-08,4.292158095609011e-08
1810,7.722418082778404e-08,0.0
1811,4.262030373070047e-08,2.2563691359778204e-08
1812,2.400487453257938e-08,0.0
1813,8.627225156487839e-08,0.0
1814,4.405347908686963e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,6.952811659743929e-09,7.879853569647821e-08
1817,6.538868291272593e-08,0.0
1818,4.410835696688764e-08,3.5763532135746345e-09
1819,5.175524897538253e-08,5.175524897538253e-09
1820,1.7799721696576398e-08,4.746592452420373e-09
1821,4.536284770040311e-08,3.550135829755163e-08
1822,1.5639960793123464e-07,1.2030739071633434e-08
1823,6.621399895045954e-08,7.906149512848515e-09
1824,3.9579230559638745e-08,8.421112696055388e-10
1825,5.2832657360113444e-08,7.044354433105582e-09
1826,3.2589541731908866e-08,8.807984341885344e-10
1827,2.8573547083965423e-08,7.373818444733615e-09
1828,2.659967268670016e-08,1.4675682002973645e-08
1829,3.515002267029388e-08,6.858540846366168e-09
1830,1.6698937344017395e-08,0.0
1831,1.091384405071949e-08,1.5591206103948707e-09
1832,2.3000948701223933e-08,1.3529969367098715e-09
1833,4.2859426230279496e-08,6.950177322551099e-09
1834,2.6136687036881767e-08,3.733812370398937e-09
1835,4.764745398233572e-08,0.0
1836,4.032449929525228e-08,1.2097349788575684e-08
1837,2.2265251753417203e-08,1.6698937344017395e-08
1838,2.1461350030449466e-08,1.199310784016916e-08
1839,6.292327769941153e-09,1.1885507689157748e-08
1840,2.0383003729307347e-08,5.095750932326837e-09
1841,1.8619591202195807e-08,0.0
1842,1.2745703159566801e-08,1.1404051036834062e-08
1843,1.8311423488626133e-08,2.953455535692484e-09
1844,1.866110821424627e-08,4.939705144924034e-09
1845,6.696273757711424e-09,5.580227946389016e-10
1846,2.985795788390533e-08,5.854501328173001e-10
1847,8.629157832729106e-09,1.1325769655456952e-08
1848,1.126331028444838e-08,9.65426583121598e-09
1849,3.3517659758786067e-09,0.0
1850,8.146795238417326e-09,5.431196825611551e-09
1851,9.0292140431103e-09,1.9348316282474798e-09
1852,2.018269107395554e-08,0.0
1853,2.26933418723263e-08,0.0
1854,2.5458756436336216e-08,3.117398783558656e-09
1855,2.5473298137512757e-08,0.0
1856,3.261629133444188e-08,4.141751386299575e-09
1857,5.272030012548612e-08,1.025116885822186e-08
1858,2.789395370239589e-08,4.893676019968041e-10
1859,1.2730433152086107e-08,5.09217357169689e-09
1860,3.1582568782440035e-08,6.865775670217289e-09
1861,9.903523889853716e-09,0.0
1862,3.704748885446918e-08,3.1625904395315985e-09
1863,1.748117206545885e-08,9.989241656072068e-10
1864,3.164520590015485e-08,9.589455896019672e-10
1865,2.0710114512212385e-08,1.8827377989971694e-09
1866,1.1677471434268227e-08,4.865612912574591e-10
1867,3.88224918879132e-09,2.91168689159349e-09
1868,1.728955856261649e-08,0.0
1869,1.855737197242746e-08,1.6603965091732675e-08
1870,1.3188312220080434e-08,6.880858549607183e-09
1871,1.805600113868877e-08,0.0
1872,1.8142017554900747e-08,0.0
1873,1.1972008773231124e-08,5.986004469882289e-10
1874,8.961914044203212e-09,0.0
1875,3.6045619822289154e-08,8.010138052849669e-09
1876,2.1161051577678336e-08,7.859819461941697e-09
1877,1.4843558382438005e-08,5.566334504436554e-09
1878,4.589707414126565e-08,3.623453259660181e-09
1879,2.932476217409885e-08,3.0546627449723474e-09
1880,2.3104246960059527e-08,2.5671385017744797e-09
1881,1.2550513517339823e-08,0.0
1882,2.4624924321869912e-08,0.0
1883,1.64302811356265e-08,8.847074461915128e-09
1884,3.300848483434038e-08,0.0
1885,2.0626034213933053e-08,4.511945039809007e-09
1886,1.0970888586481209e-08,5.808117542471791e-09
1887,9.793387212297944e-09,8.487601843576442e-09
1888,1.648559844191766e-08,1.9021844099853524e-09
1889,1.0650732795713935e-08,6.265136742733546e-10
1890,1.8352281749844934e-08,2.6217545912032847e-09
1891,1.6572971883732635e-08,0.0
1892,1.504442992406041e-08,0.0
1893,8.621783287310336e-09,0.0
1894,2.4576002344289805e-08,0.0
1895,1.1435367319734269e-08,4.213030146971164e-09
1896,1.8280790214930676e-08,0.0
1897,4.661370844871726e-09,5.826713556089658e-10
1898,1.0750874079867856e-08,0.0
1899,9.949641111006713e-09,2.2110313580014918e-09
1900,1.8168685778086058e-08,1.038210628578895e-09
1901,4.470991132876634e-09,1.2295225393366138e-08
1902,3.928227187977029e-09,0.0
1903,1.6200660368781428e-08,0.0
1904,1.0749250378694342e-08,0.0
1905,2.838417501038748e-08,0.0
1906,2.469208637556619e-08,0.0
1907,1.2342823985100893e-08,1.028568674676933e-09
1908,9.331639239107403e-09,4.911389073214423e-10
1909,2.640472018811124e-08,0.0
1910,5.825124371749979e-08,0.0
1911,1.5429084676554794e-08,0.0
1912,6.7722475405318505e-09,0.0
1913,1.7499866444836698e-08,8.484783764473036e-09
1914,1.6072185360371805e-08,0.0
1915,0.0,1.1780761921542648e-09
1916,3.2962386153911893e-09,0.0
1917,1.3159709433274713e-08,3.289927441585405e-09
1918,3.445912710731136e-08,1.1486376294556067e-09
1919,7.366278753639932e-09,0.0
1920,2.1202248845497706e-08,0.0
1921,2.3475517529902845e-08,7.572747429129834e-10
1922,1.4018077365562931e-08,0.0
1923,1.8047112249064412e-08,1.0615948120573648e-09
1924,3.609654886105318e-08,0.0
1925,7.698724324711748e-09,0.0
1926,1.114613823460786e-08,0.0
1927,2.4528294506609427e-08,1.1149224876660924e-09
1928,1.942426997025848e-08,0.0
1929,2.116677166874581e-08,0.0
1930,4.2014414169955216e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,2.7398840973802407e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,2.39365673948555e-08,2.393656828303392e-09
1936,9.699771208460106e-09,8.487299751891442e-09
1937,7.554670999887492e-09,0.0
1938,1.6854778905894818e-08,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,1.7419411246777372e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,4.037120415745221e-08,2.7842208538686464e-09
1947,1.4305044926388177e-08,0.0
1948,1.3046265623373188e-08,0.0
1949,1.6688913695439567e-08,1.9634016634739737e-09
1950,2.9779012367114888e-08,0.0
1951,2.2388944476148254e-08,0.0
1952,2.4253049346611988e-08,1.0544803918932644e-09
1953,2.6934567798342357e-08,0.0
1954,1.3681551003230652e-08,0.0
1955,3.003394510869839e-08,0.0
1956,4.6222051075517356e-08,0.0
1957,1.8553579173019585e-08,0.0
1958,3.060730069393003e-08,8.272243445794913e-10
1959,3.410329141306789e-08,0.0
1960,2.8375417571169237e-08,0.0
1961,2.2234109553487258e-08,6.948159270159238e-10
1962,4.249110796550326e-08,1.2683912808952869e-09
1963,3.03904500453811e-08,1.2932106496776896e-09
1964,4.502136730089035e-08,0.0
1965,2.681301225493371e-08,0.0
1966,1.938676164048303e-08,0.0
1967,3.155414707300963e-08,4.930335584241163e-10
1968,4.311759249642222e-08,2.24570789741918e-09
1969,2.8158897741326072e-08,9.083515606356229e-10
1970,2.575285940054073e-08,4.5987250119061684e-10
1971,5.0356296465992045e-08,1.541519245584766e-09
1972,4.6684337284830235e-08,5.130146862875051e-10
1973,2.9771300980030446e-08,5.513203782392395e-10
1974,2.531507187208959e-08,0.0
1975,3.484002908393791e-08,0.0
1976,3.256710234822435e-08,5.713526873840635e-10
1977,2.8796231898997604e-08,0.0
1978,2.1980187225878467e-08,1.1881182704343018e-09
1979,3.6867433550469286e-08,5.851973350345929e-10
1980,3.2973874741770715e-08,0.0
1981,2.7199862806526198e-08,6.325549528618524e-10
1982,2.4209259708030118e-08,6.207502289967692e-10
1983,3.410270732473464e-08,0.0
1984,3.4214149402522764e-08,8.69851302098823e-09
1985,3.1280902534902566e-08,6.015558051686298e-10
1986,3.5966911504647925e-08,5.994485463567401e-10
1987,2.8720838263218695e-08,0.0
1988,4.797243113863203e-08,3.597932174415064e-09
1989,2.853823466431038e-08,1.0976244357863152e-09
1990,5.285191284620794e-08,1.089730194969718e-09
1991,3.282420490968718e-08,5.861465202094962e-10
1992,3.6365633060420066e-08,1.1019888335184191e-09
1993,3.212740340430287e-08,0.0
1994,3.006708082509135e-08,0.0
1995,4.8259813367756976e-08,0.0
1996,5.711758666038236e-08,5.338092190498855e-10
1997,4.075660475777454e-08,0.0
1998,4.100591077804694e-08,0.0
1999,2.9249288102661808e-08,9.140402323914998e-10
2000,3.313523655457118e-08,4.4180314962005696e-10
2001,3.636405895846018e-08,0.0
2002,2.8039816690750285e-08,0.0
2003,4.833630545819645e-08,0.0
2004,3.259545566791644e-08,0.0
2005,3.0175121956688145e-08,0.0
2006,3.541385318328594e-08,1.6471559671771274e-09
2007,4.1942035622355434e-08,0.0
2008,3.2356540113909205e-08,2.9802077194940324e-09
2009,3.290052941196109e-08,4.76819250749827e-10
2010,3.212179217060296e-08,5.196172214727568e-09
2011,1.7972668242549616e-08,4.206369003112442e-09
2012,2.382976926895708e-08,3.744677928851914e-09
2013,4.3231439372792835e-08,2.2313000336282585e-09
2014,3.7895290377898405e-08,2.5985341933765227e-09
2015,3.1697027225163765e-08,1.10828768384863e-09
2016,3.686985153295019e-08,3.314143987021012e-09
2017,2.993577408183512e-08,2.26405022507592e-09
2018,3.3042773961433625e-08,2.5814667625745358e-09
2019,2.9846556670598545e-08,4.846876844322168e-09
